鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,新莊區,房地(土地+建物)+車位,新北市新莊區新豐段1地號等1筆A1棟6樓,17.34,商,Unnamed: 5,Unnamed: 6,1060719,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,151.97,0,0.1,0.2,無,無.1,13560000,89228,坡道平面,26.26,0.3,Unnamed: 26,RPVSMLPKJIMFFBF98CB,SUPER2,Unnamed: 29,來源資料夾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-22F,8.01,商,,,1020802.0,土地1建物1車位1,二十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.9,1.0,1.0,1.0,有,無,13490000.0,126976.0,坡道平面,29.11,1200000.0,,RPUPMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-11F,7.39,商,,,1020809.0,土地1建物1車位1,十一層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,106.18,1.0,1.0,1.0,有,無,11350000.0,113500.0,坡道機械,14.55,950000.0,,RPVPMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-10F,7.43,商,,,1020809.0,土地1建物1車位1,十層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,106.44,1.0,1.0,1.0,有,無,11300000.0,112635.0,坡道機械,14.55,950000.0,,RPWPMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-09F,7.81,商,,,1020811.0,土地1建物1車位1,九層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,123.27,1.0,1.0,1.0,有,無,11500000.0,111512.0,坡道平面,29.11,1000000.0,,RPXPMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A2-08F,7.56,商,,,1020818.0,土地1建物1車位0,八層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,96.07,1.0,1.0,1.0,有,無,11750000.0,122307.0,,0.0,0.0,,RPOQMLKLJIMFFEF97CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-07F,7.97,商,,,1020804.0,土地1建物1車位1,七層,27.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,113.35,1.0,1.0,1.0,有,無,11820000.0,110020.0,坡道機械,14.55,950000.0,,RPPQMLKLJIMFFEF08CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-06F,8.26,商,,,1020730.0,土地1建物1車位1,六層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,116.89,1.0,1.0,1.0,有,無,11700000.0,108169.0,坡道機械,14.55,630000.0,,RPQQMLKLJIMFFEF18CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A2-05F,8.35,商,,,1020810.0,土地1建物1車位0,五層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,106.15,1.0,1.0,1.0,有,無,11420000.0,107584.0,,0.0,0.0,,RPRQMLKLJIMFFEF28CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-04F,9.13,商,,,1020928.0,土地1建物1車位1,四層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,140.07,1.0,1.0,1.0,有,無,13850000.0,111752.0,坡道平面,29.11,1450000.0,,RPSQMLKLJIMFFEF38CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-03F,8.84,商,,,1021003.0,土地1建物1車位1,三層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,124.65,1.0,1.0,1.0,有,無,12750000.0,108538.0,坡道機械,14.55,800000.0,,RPTQMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-23F,7.93,商,,,1021001.0,土地1建物1車位1,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.56,1.0,1.0,1.0,有,無,15400000.0,146150.0,坡道平面,29.11,1450000.0,,RPUQMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-24F,7.72,商,,,1020902.0,土地1建物1車位1,二十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.13,1.0,1.0,1.0,有,無,14750000.0,145130.0,坡道平面,29.11,1250000.0,,RPVQMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-25F,7.76,商,,,1020909.0,土地1建物1車位1,二十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.65,1.0,1.0,1.0,有,無,15200000.0,146461.0,坡道平面,29.11,1500000.0,,RPWQMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-26F,8.01,商,,,1030108.0,土地1建物1車位1,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.93,1.0,1.0,1.0,有,無,15750000.0,148730.0,坡道平面,29.11,1350000.0,,RPXQMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-27F,8.1,商,,,1020819.0,土地1建物1車位1,二十七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.0,1.0,1.0,1.0,有,無,15230000.0,142303.0,坡道平面,29.11,1300000.0,,RPORMLKLJIMFFEF08CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A2-28F,7.85,商,,,1020805.0,土地1建物1車位1,二十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.86,1.0,1.0,1.0,有,無,15360000.0,149111.0,坡道機械,14.55,850000.0,,RPPRMLKLJIMFFEF18CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A3-03F,7.89,商,,,1020811.0,土地1建物1車位0,三層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,100.38,1.0,1.0,1.0,有,無,10080000.0,100418.0,,0.0,0.0,,RPRRMLKLJIMFFEF38CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A3-04F,9.43,商,,,1020915.0,土地1建物1車位0,四層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,119.73,1.0,1.0,1.0,有,無,12360000.0,103232.0,,0.0,0.0,,RPSRMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A3-05F,9.43,商,,,1020825.0,土地1建物1車位0,五層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,120.15,1.0,1.0,1.0,有,無,12900000.0,107366.0,,0.0,0.0,,RPTRMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-06F,9.88,商,,,1020819.0,土地1建物1車位1,六層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,149.68,1.0,1.0,1.0,有,無,14750000.0,111553.0,坡道平面,29.11,1300000.0,,RPURMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-07F,9.76,商,,,1020815.0,土地1建物1車位1,七層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,136.34,1.0,1.0,1.0,有,無,13950000.0,106741.0,坡道機械,14.55,950000.0,,RPVRMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-08F,9.92,商,,,1020810.0,土地1建物1車位1,八層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,137.97,1.0,1.0,1.0,有,無,14500000.0,110598.0,坡道機械,14.55,850000.0,,RPWRMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A3-09F,9.8,商,,,1030426.0,土地1建物1車位0,九層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,124.79,1.0,1.0,1.0,有,無,14460000.0,115875.0,,0.0,0.0,,RPXRMLKLJIMFFEF98CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-10F,10.09,商,,,1020810.0,土地1建物1車位1,十層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,140.06,1.0,1.0,1.0,有,無,15220000.0,115290.0,坡道機械,14.55,750000.0,,RPQSMLKLJIMFFEF38CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-11F,10.34,商,,,1020801.0,土地1建物1車位1,十一層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,155.48,1.0,1.0,1.0,有,無,15730000.0,115771.0,坡道平面,29.11,1100000.0,,RPRSMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-12F,10.34,商,,,1020816.0,土地1建物1車位1,十二層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,155.23,1.0,1.0,1.0,有,無,15910000.0,116635.0,坡道平面,29.11,1200000.0,,RPSSMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-13F,10.17,商,,,1020805.0,土地1建物1車位1,十三層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,153.47,1.0,1.0,1.0,有,無,14100000.0,102927.0,坡道平面,29.11,1300000.0,,RPTSMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-15F,9.47,商,,,1020831.0,土地1建物1車位1,十五層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,132.23,1.0,1.0,1.0,有,無,14530000.0,117097.0,坡道機械,14.55,750000.0,,RPUSMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-16F,9.43,商,,,1020805.0,土地1建物1車位1,十六層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,131.93,1.0,1.0,1.0,有,無,14970000.0,121145.0,坡道機械,14.55,750000.0,,RPVSMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-17F,9.63,商,,,1020823.0,土地1建物1車位1,十七層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,134.56,1.0,1.0,1.0,有,無,15350000.0,121657.0,坡道機械,14.55,750000.0,,RPWSMLKLJIMFFEF98CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-18F,9.76,商,,,1020811.0,土地1建物1車位1,十八層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,136.12,1.0,1.0,1.0,有,無,15150000.0,116805.0,坡道機械,14.55,950000.0,,RPXSMLKLJIMFFEF09CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-19F,10.01,商,,,1020816.0,土地1建物1車位1,十九層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,151.24,1.0,1.0,1.0,有,無,16330000.0,123066.0,坡道平面,29.11,1300000.0,,RPOTMLKLJIMFFEF28CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-20F,10.01,商,,,1020815.0,土地1建物1車位1,二十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.24,1.0,1.0,1.0,有,無,16530000.0,124703.0,坡道平面,29.11,1300000.0,,RPPTMLKLJIMFFEF38CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-21F,15.94,商,,,1030125.0,土地1建物1車位1,二十一層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,226.97,2.0,2.0,2.0,有,無,22750000.0,108915.0,坡道平面,29.11,1200000.0,,RPQTMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-22F,16.07,商,,,1021016.0,土地1建物1車位1,二十二層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,228.48,2.0,2.0,2.0,有,無,24600000.0,116116.0,坡道平面,29.11,1450000.0,,RPRTMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-23F,16.24,商,,,1021204.0,土地1建物1車位1,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,230.49,2.0,2.0,2.0,有,無,25330000.0,118582.0,坡道平面,29.11,1450000.0,,RPSTMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-24F,16.32,商,,,1021121.0,土地1建物1車位1,二十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,231.61,2.0,2.0,2.0,有,無,25720000.0,120099.0,坡道平面,29.11,1400000.0,,RPTTMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-25F,16.32,商,,,1021109.0,土地1建物1車位1,二十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,231.44,2.0,2.0,2.0,有,無,26000000.0,121336.0,坡道平面,29.11,1450000.0,,RPUTMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-26F,16.19,商,,,1021207.0,土地1建物1車位1,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,230.17,2.0,2.0,2.0,有,無,25780000.0,121506.0,坡道平面,29.11,1350000.0,,RPVTMLKLJIMFFEF98CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A3-28F,15.78,商,,,1021116.0,土地1建物1車位1,二十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.62,2.0,2.0,2.0,有,無,26100000.0,126081.0,坡道平面,29.11,1450000.0,,RPWTMLKLJIMFFEF09CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-04F,5.19,商,,,1020813.0,土地1建物1車位0,四層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,5650000.0,85232.0,,0.0,0.0,,RPXTMLKLJIMFFEF56CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號A5-05F,5.61,商,,,1020926.0,土地1建物1車位1,五層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,95.4,1.0,1.0,1.0,有,無,7250000.0,86740.0,坡道平面,29.11,1500000.0,,RPOUMLKLJIMFFEF38CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-06F,5.19,商,,,1020805.0,土地1建物1車位0,六層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6050000.0,91266.0,,0.0,0.0,,RPPUMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-07F,5.19,商,,,1020825.0,土地1建物1車位0,七層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6130000.0,92472.0,,0.0,0.0,,RPQUMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-08F,5.19,商,,,1020808.0,土地1建物1車位0,八層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,5980000.0,90210.0,,0.0,0.0,,RPRUMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-09F,5.19,商,,,1020805.0,土地1建物1車位0,九層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6200000.0,93528.0,,0.0,0.0,,RPSUMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-10F,5.19,商,,,1020812.0,土地1建物1車位0,十層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6310000.0,95188.0,,0.0,0.0,,RPTUMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-11F,5.19,商,,,1020801.0,土地1建物1車位0,十一層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6270000.0,94584.0,,0.0,0.0,,RPUUMLKLJIMFFEF98CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-12F,5.19,商,,,1020816.0,土地1建物1車位0,十二層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6420000.0,96847.0,,0.0,0.0,,RPVUMLKLJIMFFEF09CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-13F,5.19,商,,,1020802.0,土地1建物1車位0,十三層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,5690000.0,85835.0,,0.0,0.0,,RPWUMLKLJIMFFEF56CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-15F,5.19,商,,,1020812.0,土地1建物1車位0,十五層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6410000.0,96696.0,,0.0,0.0,,RPOVMLKLJIMFFEF48CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-16F,5.19,商,,,1020805.0,土地1建物1車位0,十六層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6670000.0,100618.0,,0.0,0.0,,RPPVMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-17F,5.19,商,,,1020805.0,土地1建物1車位0,十七層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6530000.0,98507.0,,0.0,0.0,,RPQVMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-18F,5.19,商,,,1020818.0,土地1建物1車位0,十八層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6690000.0,100920.0,,0.0,0.0,,RPRVMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-19F,5.19,商,,,1020816.0,土地1建物1車位0,十九層,20.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6850000.0,103334.0,,0.0,0.0,,RPSVMLKLJIMFFEF88CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號A5-20F,5.19,商,,,1020816.0,土地1建物1車位0,二十層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.29,1.0,1.0,1.0,有,無,6850000.0,103334.0,,0.0,0.0,,RPTVMLKLJIMFFEF98CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-23F,15.36,商,,,1021027.0,土地1建物1車位1,二十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,219.36,2.0,2.0,2.0,有,無,24950000.0,123522.0,坡道平面,29.11,1450000.0,,RPUVMLKLJIMFFEF09CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-24F,15.57,商,,,1021027.0,土地1建物1車位1,二十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.15,2.0,2.0,2.0,有,無,25190000.0,124793.0,坡道平面,29.11,1100000.0,,RPVVMLKLJIMFFEF56CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-25F,15.86,商,,,1021104.0,土地1建物1車位1,二十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,225.54,2.0,2.0,2.0,有,無,25600000.0,122945.0,坡道平面,29.11,1450000.0,,RPWVMLKLJIMFFEF66CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-26F,16.24,商,,,1020817.0,土地1建物1車位1,二十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,230.32,2.0,2.0,2.0,有,無,26730000.0,125888.0,坡道平面,29.11,1400000.0,,RPXVMLKLJIMFFEF76CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-27F,16.65,商,,,1021107.0,土地1建物1車位1,二十七層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,235.81,2.0,2.0,2.0,有,無,28100000.0,129415.0,坡道平面,29.11,1350000.0,,RPOWMLKLJIMFFEF58CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-28F,16.94,商,,,1021118.0,土地1建物1車位1,二十八層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,239.36,2.0,2.0,2.0,有,無,30230000.0,136409.0,坡道平面,29.11,1550000.0,,RPPWMLKLJIMFFEF68CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙段588地號B1-29F,17.44,商,,,1020826.0,土地1建物1車位1,二十九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,245.96,2.0,2.0,2.0,有,無,27180000.0,119345.0,坡道平面,29.11,1300000.0,,RPQWMLKLJIMFFEF78CB,一森原,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡水區,房地(土地+建物),新北市淡水區沙崙段588地號B1-13F,10.26,商,,,1020918.0,土地1建物1車位0,十三層,29.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,130.75,1.0,1.0,1.0,有,無,16190000.0,123824.0,,0.0,0.0,,RPRWMLKLJIMFFEF88CB,一森原,,106_05
