鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,新莊區,房地(土地+建物)+車位,新北市新莊區新豐段1地號等1筆A1棟6樓,17.34,商,Unnamed: 5,Unnamed: 6,1060719,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,151.97,0,0.1,0.2,無,無.1,13560000,89228,坡道平面,26.26,0.3,Unnamed: 26,RPVSMLPKJIMFFBF98CB,SUPER2,Unnamed: 29,來源資料夾
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁C7-3,10.46,住,,,1020915.0,土地1建物1車位1,三層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.01,2.0,2.0,1.0,有,無,11650000.0,111489.0,坡道平面,39.97,1500000.0,,RPPNMLMJKHMFFBF47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區雙鳳路      １３５號旁C7-4,11.68,住,,,1020930.0,土地1建物1車位0,四層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.5,2.0,2.0,1.0,有,無,9510000.0,102811.0,,0.0,0.0,,RPQNMLMJKHMFFBF57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區雙鳳路135號旁C7-5,8.01,住,,,1020908.0,土地1建物1車位0,五層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.5,2.0,2.0,1.0,有,無,9990000.0,108000.0,,0.0,0.0,,RPRNMLMJKHMFFBF67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁C7-9,11.68,住,,,1020922.0,土地1建物1車位1,九層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.47,2.0,2.0,1.0,有,無,11300000.0,105946.0,坡道平面,39.97,1500000.0,,RPUNMLMJKHMFFBF97CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路135號C7-10,11.68,住,,,1021121.0,土地1建物1車位1,十層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.47,2.0,2.0,1.0,有,無,11550000.0,106486.0,坡道平面,39.97,1700000.0,,RPVNMLMJKHMFFBF08CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路135號旁C7-11,11.68,住,,,1021010.0,土地1建物1車位1,十一層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.47,2.0,2.0,1.0,有,無,12690000.0,119892.0,坡道平面,39.97,1600000.0,,RPWNMLMJKHMFFBF18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路135號旁C7-13,11.68,住,,,1021116.0,土地1建物1車位1,十三層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.47,2.0,2.0,1.0,有,無,12200000.0,114595.0,坡道平面,39.97,1600000.0,,RPXNMLMJKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區雙鳳路135號旁C7-16,11.68,住,,,1030530.0,土地1建物1車位0,十六層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.5,2.0,2.0,1.0,有,無,11420000.0,123459.0,,0.0,0.0,,RPQOMLMJKHMFFBF67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三峽區,房地(土地+建物)+車位,新北市三峽區中園段33地號A01-08F,29.58,住,,,1050626.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.7,3.0,2.0,2.0,有,無,8060000.0,56673.0,坡道平面,19.89,760000.0,員工戶,RPWOMLMJKHMFFIF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三峽區,房地(土地+建物)+車位,新北市三峽區中埔里9鄰弘園街28號2樓之1B01-02F,29.3,住,,,1050612.0,土地1建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.38,3.0,2.0,2.0,有,無,8080000.0,53630.0,坡道平面,19.89,1350000.0,,RPOPMLMJKHMFFIF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段１１５巷2號六樓,29.71,住,,,1030818.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.06,4.0,2.0,3.0,有,無,19100000.0,83041.0,坡道平面,48.18,3000000.0,,RPPNMLRJKHMFFBF97CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段１１５巷12號十二樓,24.9,住,,,1030818.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.92,4.0,2.0,2.0,有,無,16060000.0,89547.0,坡道平面,24.09,1300000.0,,RPRNMLRJKHMFFBF18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段１１５巷１６號十四樓,29.71,住,,,1030818.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.54,4.0,2.0,3.0,有,無,19350000.0,85923.0,坡道平面,48.18,2650000.0,,RPSNMLRJKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三峽區,房地(土地+建物)+車位,新北市三峽區中埔里9鄰弘園街28號1樓B02-01F,55.99,住,,,1050214.0,土地1建物1車位1,一層,12.0,店面(店鋪),商業用,鋼筋混凝土造,,247.19,0.0,0.0,1.0,有,無,10000000.0,42224.0,坡道平面,21.96,490000.0,店鋪、員工戶,RPSNMLSJKHMFFIF09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路135號旁C8-5,18.53,住,,,1031124.0,土地1建物1車位1,五層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.8,3.0,2.0,2.0,有,無,17550000.0,106541.0,坡道平面,39.97,1800000.0,,RPXNMLTJKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁A2-4F,11.68,住,,,1020928.0,土地1建物1車位1,四層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.5,2.0,2.0,1.0,有,無,11930000.0,113801.0,坡道平面,39.97,1400000.0,,RPPOMLTJKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁 A1-15,18.65,住,,,1020830.0,土地1建物1車位1,十五層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.79,3.0,2.0,2.0,有,無,20380000.0,124015.0,坡道平面,39.97,1800000.0,,RPROMLTJKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁A1-14,18.71,住,,,1030310.0,土地1建物1車位1,十四層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.52,3.0,2.0,2.0,有,無,20030000.0,121899.0,坡道機械,39.97,1800000.0,,RPTOMLTJKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁 A7-16,11.68,住,,,1020831.0,土地1建物1車位1,十六層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.5,2.0,2.0,1.0,有,無,13180000.0,126229.0,坡道平面,39.97,1500000.0,,RPWOMLTJKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路      １３５號旁C3-5,16.15,住,,,1021018.0,土地1建物1車位1,五層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.38,3.0,2.0,2.0,有,無,16100000.0,111188.0,坡道平面,39.97,1600000.0,,RPXOMLTJKHMFFBF09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B5-02F,24.31,住,,,1050911.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.86,4.0,2.0,2.0,有,無,17750000.0,90657.0,坡道平面,34.37,1750000.0,,RPTNMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A5-12F,18.35,住,,,1050501.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.86,3.0,2.0,2.0,有,無,14780000.0,99088.0,坡道平面,34.37,1850000.0,,RPUNMLRKKHMFFBF58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-02F,18.23,住,,,1040830.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.45,3.0,2.0,2.0,有,無,13700000.0,90097.0,坡道平面,34.37,1800000.0,,RPVNMLRKKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A3-02F,13.58,住,,,1040816.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.78,2.0,2.0,1.0,有,無,10920000.0,94138.0,坡道平面,34.37,1750000.0,,RPWNMLRKKHMFFBF78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家 店2,13.29,住,,,1041115.0,土地1建物1車位1,一層,15.0,店面(店鋪),住家用,鋼筋混凝土造,,125.9,0.0,0.0,1.0,無,無,16930000.0,165301.0,坡道平面,34.37,1800000.0,,RPXNMLRKKHMFFBF88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B5-14F,24.31,住,,,1051023.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.86,4.0,2.0,2.0,有,無,18400000.0,93773.0,坡道平面,34.37,1850000.0,,RPOOMLRKKHMFFBF08CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-06F,18.23,住,,,1050605.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.37,3.0,2.0,2.0,有,無,13880000.0,92977.0,坡道平面,34.37,1700000.0,,RPPOMLRKKHMFFBF18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A2-07F,18.9,住,,,1041003.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.9,3.0,2.0,2.0,有,無,14600000.0,94444.0,坡道平面,34.37,1800000.0,,RPQOMLRKKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家B2-05F,14.16,住,,,1040801.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.76,2.0,2.0,1.0,有,無,9730000.0,93774.0,,0.0,0.0,,RPROMLRKKHMFFBF38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A1-10F,18.82,住,,,1040813.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.5,3.0,2.0,2.0,有,無,15550000.0,101587.0,坡道平面,35.64,1850000.0,,RPSOMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-10F,18.23,住,,,1050604.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.45,3.0,2.0,2.0,有,無,14330000.0,95245.0,坡道平面,34.37,1750000.0,,RPTOMLRKKHMFFBF58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B2-12F,14.37,住,,,1041108.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.05,2.0,2.0,1.0,有,無,11800000.0,97340.0,坡道平面,33.29,1700000.0,,RPUOMLRKKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家B2-06F,14.16,住,,,1040925.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.76,2.0,2.0,1.0,有,無,9900000.0,95412.0,,0.0,0.0,,RPVOMLRKKHMFFBF78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A3-05F,13.58,住,,,1040816.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.78,2.0,2.0,1.0,有,無,11110000.0,95575.0,坡道平面,34.37,1800000.0,,RPWOMLRKKHMFFBF88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-07F,18.23,住,,,1040831.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.45,3.0,2.0,2.0,有,無,14380000.0,95245.0,坡道平面,34.37,1800000.0,,RPXOMLRKKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家B2-09F,14.16,住,,,1040813.0,土地1建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.76,2.0,2.0,1.0,有,無,10400000.0,100231.0,,0.0,0.0,,RPOPMLRKKHMFFBF18CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A2-02F,18.9,住,,,1040809.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.82,3.0,2.0,2.0,有,無,14300000.0,92231.0,坡道平面,33.29,1800000.0,,RPPPMLRKKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B3-06F,14.45,住,,,1040726.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.56,2.0,2.0,1.0,有,無,11880000.0,96229.0,坡道平面,33.29,1750000.0,,RPQPMLRKKHMFFBF38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B5-11F,24.31,住,,,1040801.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,210.86,4.0,2.0,2.0,有,無,19680000.0,100742.0,坡道平面,34.37,1900000.0,,RPRPMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家B2-14F,14.16,住,,,1040725.0,土地1建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.76,2.0,2.0,1.0,有,無,10800000.0,104086.0,,0.0,0.0,,RPSPMLRKKHMFFBF58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A5-13F,18.35,住,,,1050128.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.86,3.0,2.0,2.0,有,無,14910000.0,100467.0,坡道平面,34.37,1800000.0,,RPTPMLRKKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家 店7,9.92,住,,,1040912.0,土地1建物1車位0,一層,15.0,店面(店鋪),住家用,鋼筋混凝土造,,69.49,0.0,0.0,1.0,無,無,11560000.0,166355.0,,0.0,0.0,,RPUPMLRKKHMFFBF78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B2-02F,14.37,住,,,1040912.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.13,2.0,2.0,1.0,有,無,11320000.0,92232.0,坡道平面,34.37,1750000.0,,RPVPMLRKKHMFFBF88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A2-13F,18.9,住,,,1041226.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.9,3.0,2.0,2.0,有,無,15250000.0,99240.0,坡道平面,34.37,1800000.0,,RPWPMLRKKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A5-04F,18.35,住,,,1050124.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.86,3.0,2.0,2.0,有,無,13800000.0,92344.0,坡道平面,34.37,1750000.0,,RPXPMLRKKHMFFBF09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A3-07F,13.58,住,,,1041108.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.7,2.0,2.0,1.0,有,無,11220000.0,97218.0,坡道平面,33.29,1750000.0,,RPOQMLRKKHMFFBF28CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A2-15F,18.9,住,,,1040709.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.9,3.0,2.0,2.0,有,無,15500000.0,100347.0,坡道平面,34.37,1900000.0,,RPPQMLRKKHMFFBF38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B3-14F,14.45,住,,,1050828.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.64,2.0,2.0,1.0,有,無,12310000.0,99364.0,坡道平面,34.37,1850000.0,,RPQQMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B2-15F,14.37,住,,,1050103.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.13,2.0,2.0,1.0,有,無,11820000.0,96569.0,坡道平面,34.37,1800000.0,,RPRQMLRKKHMFFBF58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A2-05F,18.9,住,,,1040809.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.9,3.0,2.0,2.0,有,無,14420000.0,93485.0,坡道平面,34.37,1750000.0,,RPSQMLRKKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-08F,18.43,住,,,1040814.0,土地1建物1車位2,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.74,3.0,2.0,2.0,有,無,16200000.0,95018.0,坡道平面,67.66,3650000.0,,RPTQMLRKKHMFFBF78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A1-06F,18.82,住,,,1040820.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.23,3.0,2.0,2.0,有,無,14900000.0,96767.0,坡道平面,34.37,1850000.0,,RPUQMLRKKHMFFBF88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B2-07F,14.37,住,,,1041010.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.05,2.0,2.0,1.0,有,無,11420000.0,93678.0,坡道平面,33.29,1700000.0,,RPVQMLRKKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家A3-04F,13.37,住,,,1041121.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.41,2.0,2.0,1.0,有,無,9580000.0,98347.0,,0.0,0.0,,RPWQMLRKKHMFFBF09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家A3-03F,13.37,住,,,1040920.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.41,2.0,2.0,1.0,有,無,9400000.0,96499.0,,0.0,0.0,,RPXQMLRKKHMFFBF56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B3-07F,14.45,住,,,1040811.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.64,2.0,2.0,1.0,有,無,11860000.0,95564.0,坡道平面,34.37,1800000.0,,RPORMLRKKHMFFBF38CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A5-10F,18.35,住,,,1050214.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.86,3.0,2.0,2.0,有,無,14570000.0,98245.0,坡道平面,34.37,1750000.0,,RPPRMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物),新北市新莊區櫻花世家A3-14F,13.37,住,,,1050417.0,土地1建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.41,2.0,2.0,1.0,有,無,10040000.0,103070.0,,0.0,0.0,,RPRRMLRKKHMFFBF68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A1-15F,18.82,住,,,1050223.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.23,3.0,2.0,2.0,有,無,15500000.0,101216.0,坡道平面,34.37,1850000.0,,RPSRMLRKKHMFFBF78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-14F,18.23,住,,,1051023.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.45,3.0,2.0,2.0,有,無,14180000.0,93353.0,坡道平面,34.37,1850000.0,,RPTRMLRKKHMFFBF88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A5-15F,18.35,住,,,1050224.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.86,3.0,2.0,2.0,有,無,15000000.0,100774.0,坡道平面,34.37,1850000.0,,RPURMLRKKHMFFBF98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B2-11F,14.37,住,,,1041025.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.13,2.0,2.0,1.0,有,無,11950000.0,96858.0,坡道平面,34.37,1900000.0,,RPVRMLRKKHMFFBF09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B1-11F,18.43,住,,,1041025.0,土地1建物1車位2,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.74,3.0,2.0,2.0,有,無,16530000.0,96760.0,坡道平面,67.66,3750000.0,,RPWRMLRKKHMFFBF56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家A1-03F,19.02,住,,,1050615.0,土地1建物1車位2,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.6,3.0,2.0,2.0,有,無,15880000.0,91799.0,坡道平面,68.74,3500000.0,,RPXRMLRKKHMFFBF66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新莊區,房地(土地+建物)+車位,新北市新莊區櫻花世家B3-08F,14.45,住,,,1040829.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.64,2.0,2.0,1.0,有,無,12090000.0,98224.0,坡道平面,34.37,1750000.0,,RPOSMLRKKHMFFBF48CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
