鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,26.13,住,Unnamed: 5,Unnamed: 6,1040224,土地4建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,182.23,3,1,2,有,無,37090000,229487,坡道平面,32.81,2800000,Unnamed: 26,RPOOMLOLJIMFFDA57CB,東騰藍,Unnamed: 29,來源資料夾
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,7.62,商,,,1050514.0,土地1建物1車位0,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,76.75,2.0,1.0,1.0,有,無,24700000.0,321824.0,,0.0,0.0,,RPOOMLPKNHMFFAA57CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,7.74,商,,,1050809.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,84.4,2.0,1.0,1.0,有,無,26550000.0,315961.0,塔式車位,7.65,2300000.0,,RPPOMLPKNHMFFAA67CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,7.62,商,,,1051221.0,土地1建物1車位0,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,76.75,2.0,1.0,1.0,有,無,24080000.0,313746.0,,0.0,0.0,,RPQOMLPKNHMFFAA77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,7.62,商,,,1060115.0,土地1建物1車位0,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,76.75,2.0,1.0,1.0,有,無,24500000.0,319218.0,,0.0,0.0,,RPROMLPKNHMFFAA87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,7.74,商,,,1051222.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,84.4,2.0,1.0,1.0,有,無,26950000.0,321173.0,塔式車位,7.65,2300000.0,,RPSOMLPKNHMFFAA97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.72,商,,,1050430.0,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,57.58,1.0,1.0,1.0,有,無,16860000.0,292810.0,,0.0,0.0,,RPTOMLPKNHMFFAA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,5.83,商,,,1050414.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,65.23,1.0,1.0,1.0,有,無,19780000.0,303578.0,塔式車位,7.65,2300000.0,,RPUOMLPKNHMFFAA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.72,商,,,1060316.0,土地1建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,57.58,1.0,1.0,1.0,有,無,16800000.0,291768.0,,0.0,0.0,,RPVOMLPKNHMFFAA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.72,商,,,1050727.0,土地1建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,57.58,1.0,1.0,1.0,有,無,17420000.0,302536.0,,0.0,0.0,,RPWOMLPKNHMFFAA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.72,商,,,1060317.0,土地1建物1車位0,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,57.58,1.0,1.0,1.0,有,無,17300000.0,300452.0,,0.0,0.0,,RPXOMLPKNHMFFAA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.72,商,,,1050727.0,土地1建物1車位0,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,57.58,1.0,1.0,1.0,有,無,18220000.0,316429.0,,0.0,0.0,,RPOPMLPKNHMFFAA67CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.18,商,,,1051001.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.42,1.0,1.0,1.0,有,無,26000000.0,289837.0,塔式車位,7.65,2300000.0,,RPPPMLPKNHMFFAA77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.18,商,,,1050914.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.42,2.0,1.0,1.0,有,無,26450000.0,295341.0,塔式車位,7.65,2300000.0,,RPQPMLPKNHMFFAA87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,8.07,商,,,1051026.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,81.77,2.0,1.0,1.0,有,無,24800000.0,303290.0,,0.0,0.0,,RPRPMLPKNHMFFAA97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.18,商,,,1050908.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.42,2.0,1.0,1.0,有,無,27300000.0,305736.0,塔式車位,7.65,2300000.0,,RPSPMLPKNHMFFAA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,8.13,商,,,1050727.0,土地1建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,81.77,2.0,1.0,1.0,有,無,25160000.0,307692.0,,0.0,0.0,,RPTPMLPKNHMFFAA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.24,商,,,1050426.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.41,2.0,1.0,1.0,有,無,28620000.0,321918.0,塔式車位,7.65,2300000.0,,RPUPMLPKNHMFFAA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.24,商,,,1050906.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.41,2.0,1.0,1.0,有,無,28000000.0,314335.0,塔式車位,7.65,2300000.0,,RPVPMLPKNHMFFAA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.24,商,,,1051004.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.42,2.0,1.0,1.0,有,無,28580000.0,321389.0,塔式車位,7.65,2300000.0,,RPXPMLPKNHMFFAA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,8.24,商,,,1051119.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,89.42,2.0,1.0,1.0,有,無,28200000.0,316742.0,塔式車位,7.65,2300000.0,,RPOQMLPKNHMFFAA77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,8.13,商,,,1060106.0,土地1建物1車位0,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,81.96,2.0,1.0,1.0,有,無,26380000.0,321864.0,,0.0,0.0,,RPQQMLPKNHMFFAA97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,8.13,商,,,1060102.0,土地1建物1車位0,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,81.96,2.0,1.0,1.0,有,無,26450000.0,322718.0,,0.0,0.0,,RPRQMLPKNHMFFAA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,7.01,商,,,1051104.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,75.75,2.0,1.0,1.0,有,無,21650000.0,284141.0,塔式車位,7.65,2300000.0,,RPSQMLPKNHMFFAA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.89,商,,,1050924.0,土地1建物1車位0,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,68.1,2.0,1.0,1.0,有,無,19850000.0,291483.0,,0.0,0.0,,RPTQMLPKNHMFFAA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.89,商,,,1050721.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,68.1,2.0,1.0,1.0,有,無,19850000.0,291483.0,,0.0,0.0,,RPUQMLPKNHMFFAA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.89,商,,,1050605.0,土地1建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,68.1,2.0,1.0,1.0,有,無,20380000.0,299266.0,,0.0,0.0,,RPVQMLPKNHMFFAA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.89,商,,,1050721.0,土地1建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,68.1,2.0,1.0,1.0,有,無,20600000.0,302496.0,,0.0,0.0,,RPXQMLPKNHMFFAA68CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.89,商,,,1060420.0,土地1建物1車位0,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,68.1,2.0,1.0,1.0,有,無,20500000.0,301028.0,,0.0,0.0,,RPORMLPKNHMFFAA87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路一段15號旁,7.01,商,,,1051104.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,75.75,2.0,1.0,1.0,有,無,23230000.0,307342.0,塔式車位,7.65,2300000.0,,RPPRMLPKNHMFFAA97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050728.0,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,17000000.0,288919.0,,0.0,0.0,,RPQRMLPKNHMFFAA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050719.0,土地1建物1車位0,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,16980000.0,288579.0,,0.0,0.0,,RPRRMLPKNHMFFAA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050721.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,17170000.0,291808.0,,0.0,0.0,,RPSRMLPKNHMFFAA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050721.0,土地1建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,17350000.0,294867.0,,0.0,0.0,,RPTRMLPKNHMFFAA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050721.0,土地1建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,17800000.0,302515.0,,0.0,0.0,,RPURMLPKNHMFFAA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,5.94,商,,,1050905.0,土地1建物1車位0,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,58.84,2.0,1.0,1.0,有,無,18280000.0,310673.0,,0.0,0.0,,RPVRMLPKNHMFFAA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物),臺北市中正區和平西路一段15號旁,6.39,商,,,1050611.0,土地1建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,62.34,2.0,1.0,1.0,有,無,19000000.0,304780.0,,0.0,0.0,,RPWRMLPKNHMFFAA68CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,21.66,商,,,1030227.0,土地2建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.8,3.0,2.0,3.0,有,無,92000000.0,414884.0,坡道平面,44.8,2800000.0,,RPRPMLMLNHMFFCA97CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030120.0,土地2建物1車位2,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,89280000.0,329691.0,坡道平面,89.6,6600000.0,,RPSPMLMLNHMFFCA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030120.0,土地2建物1車位2,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,90720000.0,335433.0,坡道平面,89.6,6600000.0,,RPTPMLMLNHMFFCA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030120.0,土地2建物1車位2,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,91300000.0,340936.0,坡道平面,89.6,5800000.0,,RPUPMLMLNHMFFCA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030120.0,土地2建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,94700000.0,352899.0,坡道平面,89.6,6200000.0,,RPVPMLMLNHMFFCA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030121.0,土地2建物1車位2,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,100900000.0,376027.0,坡道平面,89.6,6600000.0,,RPXPMLMLNHMFFCA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030223.0,土地2建物1車位2,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,106600000.0,401148.0,坡道平面,89.6,6000000.0,,RPOQMLMLNHMFFCA77CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030122.0,土地2建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,109420000.0,406811.0,坡道平面,89.6,7400000.0,,RPPQMLMLNHMFFCA87CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,26.0,商,,,1030221.0,土地2建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,340.38,3.0,2.0,3.0,有,無,115900000.0,435840.0,坡道平面,89.6,6600000.0,,RPRQMLMLNHMFFCA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,25.18,商,,,1030120.0,土地2建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,332.4,3.0,2.0,3.0,有,無,118000000.0,458814.0,坡道平面,89.6,6600000.0,,RPSQMLMLNHMFFCA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,21.66,商,,,1030208.0,土地2建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.8,3.0,2.0,3.0,有,無,89880000.0,404093.0,坡道平面,44.8,3000000.0,,RPTQMLMLNHMFFCA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,21.66,商,,,1030227.0,土地2建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.8,3.0,2.0,3.0,有,無,86000000.0,386047.0,坡道平面,44.8,3000000.0,,RPUQMLMLNHMFFCA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,21.66,商,,,1030223.0,土地2建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.8,3.0,2.0,3.0,有,無,88400000.0,397209.0,坡道平面,44.8,3000000.0,,RPVQMLMLNHMFFCA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區長安段三小段476.483-1地號,21.66,商,,,1030221.0,土地2建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.8,3.0,2.0,3.0,有,無,94100000.0,424651.0,坡道平面,44.8,2800000.0,,RPWQMLMLNHMFFCA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷52號六樓,86.46,住,,,1030317.0,土地1建物1車位3,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,550.36,3.0,2.0,2.0,有,無,118880000.0,258742.0,坡道平面,124.53,8700000.0,,RPVOMLPJOHMFFEA68CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號二樓,38.42,住,,,1030604.0,土地1建物1車位2,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,46100000.0,219722.0,坡道平面,83.02,4700000.0,,RPWOMLPJOHMFFEA78CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號三樓,38.42,住,,,1030317.0,土地1建物1車位2,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,47210000.0,222959.0,坡道平面,83.02,5200000.0,,RPOPMLPJOHMFFEA08CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號四樓,38.42,住,,,1030214.0,土地1建物1車位2,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,46600000.0,219191.0,坡道平面,83.02,5300000.0,,RPPPMLPJOHMFFEA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號五樓,38.17,住,,,1030309.0,土地1建物1車位1,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,229.93,3.0,2.0,2.0,有,無,45000000.0,225029.0,坡道平面,41.51,2600000.0,,RPQPMLPJOHMFFEA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號六樓,38.42,住,,,1030314.0,土地1建物1車位2,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,48880000.0,230761.0,坡道平面,83.02,5400000.0,,RPRPMLPJOHMFFEA38CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60之1號七樓,38.42,住,,,1030224.0,土地1建物1車位2,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,265.73,3.0,2.0,2.0,有,無,48300000.0,228744.0,坡道平面,77.31,5200000.0,,RPSPMLPJOHMFFEA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58之1號二樓,38.42,住,,,1030411.0,土地1建物1車位2,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,47800000.0,221845.0,坡道平面,83.02,6000000.0,,RPTPMLPJOHMFFEA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58之1號五樓,38.42,住,,,1031012.0,土地1建物1車位2,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,47780000.0,227046.0,坡道平面,83.02,5000000.0,,RPWPMLPJOHMFFEA88CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58之1號六樓,38.42,住,,,1030411.0,土地1建物1車位2,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,48320000.0,228850.0,坡道平面,83.02,5200000.0,,RPXPMLPJOHMFFEA98CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58之1號七樓,38.42,住,,,1030329.0,土地1建物1車位2,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,271.44,3.0,2.0,2.0,有,無,48610000.0,229859.0,坡道平面,83.02,5300000.0,,RPOQMLPJOHMFFEA18CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58之1號八樓,38.42,住,,,1030629.0,土地1建物1車位2,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,265.73,3.0,2.0,2.0,有,無,48880000.0,233945.0,坡道平面,77.31,4800000.0,,RPPQMLPJOHMFFEA28CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷60號七樓,50.6,住,,,1030328.0,土地1建物1車位2,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,331.93,3.0,2.0,2.0,有,無,62000000.0,228998.0,坡道平面,83.02,5000000.0,,RPRQMLPJOHMFFEA48CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物),臺北市北投區三合街一段82巷60號九樓,51.29,住,,,1030730.0,土地1建物1車位0,九層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,254.86,3.0,2.0,2.0,有,無,68080000.0,267127.0,,0.0,0.0,,RPSQMLPJOHMFFEA58CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58號二樓,50.73,住,,,1030309.0,土地1建物1車位2,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,332.48,3.0,2.0,2.0,有,無,60000000.0,218472.0,坡道平面,83.02,5500000.0,,RPTQMLPJOHMFFEA68CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58號三樓,50.6,住,,,1030301.0,土地1建物1車位2,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,331.93,3.0,2.0,2.0,有,無,61000000.0,222570.0,坡道平面,83.02,5600000.0,,RPUQMLPJOHMFFEA78CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷58號八樓,50.73,住,,,1030615.0,土地1建物1車位2,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,326.77,3.0,2.0,2.0,有,無,63500000.0,233705.0,坡道平面,77.31,5200000.0,,RPXQMLPJOHMFFEA09CB,106_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
