鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,26.13,住,Unnamed: 5,Unnamed: 6,1040224,土地4建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,182.23,3,1,2,有,無,37090000,229487,坡道平面,32.81,2800000,Unnamed: 26,RPOOMLOLJIMFFDA57CB,東騰藍,Unnamed: 29,來源資料夾
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1030107.0,土地1建物1車位2,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,260.32,3.0,2.0,2.0,有,無,49280000.0,221571.0,坡道平面,59.12,4700000.0,,RPSRMLRLIIMFFCA38CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021128.0,土地1建物1車位2,四層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,285.39,3.0,2.0,2.0,有,無,58780000.0,239006.0,坡道平面,59.12,4700000.0,,RPTRMLRLIIMFFCA48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021201.0,土地1建物1車位1,四層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.11,3.0,2.0,2.0,有,無,37100000.0,218858.0,坡道平面,29.56,2400000.0,,RPURMLRLIIMFFCA58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.23,住,,,1021221.0,土地1建物1車位2,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.48,3.0,2.0,2.0,有,無,56300000.0,255467.0,坡道平面,56.28,4900000.0,,RPVRMLRLIIMFFCA68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021106.0,土地1建物1車位1,五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.32,3.0,2.0,2.0,有,無,39850000.0,235891.0,坡道平面,29.56,2400000.0,,RPWRMLRLIIMFFCA78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021115.0,土地1建物1車位2,八層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,285.39,3.0,2.0,2.0,有,無,60580000.0,245194.0,坡道平面,59.12,5100000.0,,RPXRMLRLIIMFFCA88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.97,住,,,1030311.0,土地1建物1車位2,七層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.98,3.0,2.0,2.0,有,無,57080000.0,232500.0,坡道平面,59.12,4800000.0,,RPOSMLRLIIMFFCA08CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021125.0,土地1建物1車位1,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.11,3.0,2.0,2.0,有,無,37500000.0,220751.0,坡道平面,29.56,2500000.0,,RPPSMLRLIIMFFCA18CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.97,住,,,1030313.0,土地1建物1車位2,十三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,288.4,3.0,2.0,2.0,有,無,59780000.0,244063.0,坡道平面,63.54,4900000.0,,RPQSMLRLIIMFFCA28CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021210.0,土地1建物1車位2,九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.48,3.0,2.0,2.0,有,無,53980000.0,243936.0,坡道平面,56.28,4900000.0,,RPRSMLRLIIMFFCA38CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.23,住,,,1030424.0,土地1建物1車位2,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.48,3.0,2.0,2.0,有,無,55500000.0,251491.0,坡道平面,56.28,4900000.0,,RPSSMLRLIIMFFCA48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.97,住,,,1030401.0,土地1建物1車位2,六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.98,3.0,2.0,2.0,有,無,56280000.0,229387.0,坡道平面,59.12,4700000.0,,RPTSMLRLIIMFFCA58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021017.0,土地1建物1車位2,九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,285.39,3.0,2.0,2.0,有,無,60100000.0,243956.0,坡道平面,59.12,4900000.0,,RPUSMLRLIIMFFCA68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1010409.0,土地1建物1車位1,十九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.32,3.0,2.0,2.0,有,無,45500000.0,270577.0,坡道平面,31.77,2600000.0,,RPVSMLRLIIMFFCA78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021020.0,土地1建物1車位1,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.32,3.0,2.0,2.0,有,無,39360000.0,232804.0,坡道平面,29.56,2400000.0,,RPWSMLRLIIMFFCA88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021019.0,土地1建物1車位1,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.32,3.0,2.0,2.0,有,無,44380000.0,263794.0,坡道平面,29.56,2500000.0,,RPXSMLRLIIMFFCA98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021023.0,土地1建物1車位2,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,258.61,3.0,2.0,2.0,有,無,52500000.0,239110.0,坡道平面,59.12,4800000.0,,RPOTMLRLIIMFFCA18CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021214.0,土地1建物1車位2,五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.48,3.0,2.0,2.0,有,無,49600000.0,223161.0,坡道平面,56.28,4700000.0,,RPPTMLRLIIMFFCA28CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021221.0,土地1建物1車位1,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.27,3.0,2.0,2.0,有,無,42900000.0,255440.0,坡道平面,26.72,2400000.0,,RPQTMLRLIIMFFCA38CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021029.0,土地1建物1車位2,六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,282.55,3.0,2.0,2.0,有,無,59300000.0,239979.0,坡道平面,56.28,5000000.0,,RPRTMLRLIIMFFCA48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021223.0,土地1建物1車位2,五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,285.39,3.0,2.0,2.0,有,無,59880000.0,243426.0,坡道平面,59.12,4800000.0,,RPSTMLRLIIMFFCA58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021020.0,土地1建物1車位2,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,258.61,3.0,2.0,2.0,有,無,57630000.0,263823.0,坡道平面,59.12,5000000.0,,RPTTMLRLIIMFFCA68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021220.0,土地1建物1車位2,四層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.48,3.0,2.0,2.0,有,無,49450000.0,222416.0,坡道平面,56.28,4700000.0,,RPUTMLRLIIMFFCA78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1030310.0,土地1建物1車位2,十九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,259.19,3.0,2.0,2.0,有,無,60880000.0,279613.0,坡道平面,59.7,5100000.0,,RPVTMLRLIIMFFCA88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.97,住,,,1030313.0,土地1建物1車位2,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.98,3.0,2.0,2.0,有,無,60980000.0,249844.0,坡道平面,59.12,4800000.0,,RPWTMLRLIIMFFCA98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.69,住,,,1021109.0,土地1建物1車位2,十九層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.3,3.0,2.0,2.0,有,無,50300000.0,284077.0,坡道平面,63.54,5200000.0,,RPXTMLRLIIMFFCA09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,42.69,住,,,1021206.0,土地1建物1車位2,七層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,334.21,3.0,2.0,2.0,有,無,70700000.0,241992.0,坡道平面,63.54,5200000.0,,RPOUMLRLIIMFFCA28CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.62,住,,,1021018.0,土地1建物1車位2,十三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,258.61,3.0,2.0,2.0,有,無,56000000.0,255652.0,坡道平面,59.12,5000000.0,,RPPUMLRLIIMFFCA38CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021107.0,土地1建物1車位1,六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.27,3.0,2.0,2.0,有,無,37880000.0,223778.0,坡道平面,26.72,2400000.0,,RPQUMLRLIIMFFCA48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1021024.0,土地1建物1車位1,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.53,3.0,2.0,2.0,有,無,44500000.0,263291.0,坡道平面,31.77,2700000.0,,RPRUMLRLIIMFFCA58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1030223.0,土地1建物1車位1,十七層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.53,3.0,2.0,2.0,有,無,44000000.0,261401.0,坡道平面,31.77,2500000.0,,RPSUMLRLIIMFFCA68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,35.18,住,,,1021024.0,土地1建物1車位2,七層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,282.55,3.0,2.0,2.0,有,無,59680000.0,242984.0,坡道平面,56.28,4700000.0,,RPTUMLRLIIMFFCA78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,25.3,住,,,1030407.0,土地1建物1車位1,十八層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.47,3.0,2.0,2.0,有,無,45500000.0,272109.0,坡道平面,27.71,2300000.0,,RPUUMLRLIIMFFCA88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.23,住,,,1021112.0,土地1建物1車位2,十層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,260.32,3.0,2.0,2.0,有,無,54500000.0,246024.0,坡道平面,59.12,5000000.0,,RPVUMLRLIIMFFCA98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,31.23,住,,,1030117.0,土地1建物1車位2,十二層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,260.32,3.0,2.0,2.0,有,無,55680000.0,251889.0,坡道平面,59.12,5000000.0,,RPWUMLRLIIMFFCA09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段,43.09,住,,,1021127.0,土地1建物1車位3,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,361.56,3.0,2.0,2.0,有,無,70400000.0,232756.0,坡道平面,90.89,7400000.0,,RPXUMLRLIIMFFCA56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,18.71,住,,,1040224.0,土地4建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.07,2.0,1.0,1.0,有,無,26660000.0,229810.0,坡道平面,32.81,2700000.0,,RPPOMLOLJIMFFDA67CB,東騰藍,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,27.7,住,,,1040424.0,土地4建物1車位2,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,215.06,3.0,1.0,2.0,有,無,40200000.0,232200.0,坡道平面,65.62,5500000.0,,RPQOMLOLJIMFFDA77CB,東騰藍,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,26.13,住,,,1040418.0,土地4建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,182.25,3.0,1.0,2.0,有,無,37880000.0,234743.0,坡道平面,32.81,2800000.0,,RPROMLOLJIMFFDA87CB,東騰藍,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄,18.94,住,,,1040314.0,土地4建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,138.55,2.0,1.0,1.0,有,無,26880000.0,230093.0,坡道平面,32.81,2550000.0,,RPSOMLOLJIMFFDA97CB,東騰藍,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-9F,21.57,商,,,1011123.0,土地1建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.51,3.0,2.0,2.0,有,無,54780000.0,265314.0,坡道平面,40.33,2200000.0,,RPOQMLPJKIMFFCA67CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),臺北市中山區中山區雙城街25巷13號A5-9F,9.86,商,,,1011123.0,土地1建物1車位0,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.79,2.0,2.0,1.0,有,無,24090000.0,265338.0,,0.0,0.0,,RPRQMLPJKIMFFCA97CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),臺北市中山區中山區雙城街25巷13號A6-9F,21.57,商,,,1011123.0,土地1建物1車位0,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.99,3.0,2.0,2.0,有,無,53050000.0,265263.0,,0.0,0.0,,RPSQMLPJKIMFFCA08CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A2-8F,20.13,商,,,1011202.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.58,3.0,2.0,2.0,有,無,49620000.0,256282.0,坡道平面,40.33,2400000.0,,RPTQMLPJKIMFFCA18CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A1-5F,21.16,商,,,1011129.0,土地1建物1車位2,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,273.21,3.0,2.0,2.0,有,無,54700000.0,259153.0,坡道平面,80.66,4800000.0,,RPUQMLPJKIMFFCA28CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A5-3F,9.86,商,,,1011202.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.3,2.0,2.0,1.0,有,無,26670000.0,271424.0,坡道平面,40.33,2250000.0,,RPVQMLPJKIMFFCA38CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-4F,21.57,商,,,1011205.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.22,3.0,2.0,2.0,有,無,53770000.0,256317.0,坡道機械,40.34,3050000.0,,RPWQMLPJKIMFFCA48CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A5-4F,10.06,商,,,1011205.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.12,2.0,2.0,1.0,有,無,25280000.0,255865.0,坡道平面,40.33,2050000.0,,RPORMLPJKIMFFCA77CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A2-6F,19.92,商,,,1011207.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.46,3.0,2.0,2.0,有,無,49780000.0,260144.0,坡道平面,40.33,2400000.0,,RPPRMLPJKIMFFCA87CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-3F,21.57,商,,,1020119.0,土地1建物1車位2,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,276.55,3.0,2.0,2.0,有,無,54080000.0,251570.0,坡道平面,80.66,4800000.0,,RPQRMLPJKIMFFCA97CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-7F,21.57,商,,,1011224.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.51,3.0,2.0,2.0,有,無,54920000.0,265012.0,坡道平面,40.33,2400000.0,,RPSRMLPJKIMFFCA18CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A5-7F,10.06,商,,,1011224.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.12,2.0,2.0,1.0,有,無,26450000.0,264897.0,坡道平面,40.33,2400000.0,,RPTRMLPJKIMFFCA28CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A6-7F,21.77,商,,,1011224.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,240.32,3.0,2.0,2.0,有,無,55400000.0,265013.0,坡道平面,40.33,2400000.0,,RPURMLPJKIMFFCA38CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-8F,21.57,商,,,1011224.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.51,3.0,2.0,2.0,有,無,54920000.0,265012.0,坡道平面,40.33,2400000.0,,RPVRMLPJKIMFFCA48CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A5-8F,10.06,商,,,1011224.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.12,2.0,2.0,1.0,有,無,26300000.0,264897.0,坡道平面,40.33,2250000.0,,RPWRMLPJKIMFFCA58CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A6-8F,21.77,商,,,1011224.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,240.32,3.0,2.0,2.0,有,無,55400000.0,265013.0,坡道平面,40.33,2400000.0,,RPXRMLPJKIMFFCA68CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-10F,21.57,商,,,1011221.0,土地1建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.51,3.0,2.0,2.0,有,無,55060000.0,266727.0,坡道平面,40.33,2200000.0,,RPOSMLPJKIMFFCA87CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-6F,21.77,商,,,1011224.0,土地1建物1車位2,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,278.84,3.0,2.0,2.0,有,無,55570000.0,265012.0,坡道平面,80.66,3050000.0,,RPPSMLPJKIMFFCA97CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A5-6F,10.27,商,,,1011224.0,土地1建物1車位2,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.45,2.0,2.0,1.0,有,無,27100000.0,264897.0,坡道平面,80.66,3050000.0,,RPQSMLPJKIMFFCA08CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A6-6F,22.39,商,,,1011224.0,土地1建物1車位4,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,361.31,3.0,2.0,2.0,有,無,59900000.0,265013.0,坡道平面,161.32,6900000.0,,RPRSMLPJKIMFFCA18CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A3-2F,21.36,商,,,1011225.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,236.64,3.0,2.0,2.0,有,無,52800000.0,257756.0,坡道平面,40.33,2200000.0,,RPSSMLPJKIMFFCA28CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A2-5F,19.92,商,,,1020106.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.47,3.0,2.0,2.0,有,無,49290000.0,253885.0,坡道機械,40.34,3050000.0,,RPTSMLPJKIMFFCA38CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A2-3F,19.92,商,,,1020201.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.46,3.0,2.0,2.0,有,無,50570000.0,265580.0,坡道平面,40.33,2200000.0,,RPUSMLPJKIMFFCA48CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,臺北市中山區中山區雙城街25巷13號A2-4F,19.92,商,,,1020201.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.46,3.0,2.0,2.0,有,無,50570000.0,265580.0,坡道平面,40.33,2200000.0,,RPVSMLPJKIMFFCA58CB,中山隱,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),臺北市中山區中山區雙城街25巷13號A5-12F,9.86,商,,,1020115.0,土地1建物1車位0,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.79,2.0,2.0,1.0,有,無,24710000.0,272167.0,,0.0,0.0,,RPWSMLPJKIMFFCA68CB,中山隱,,106_05
