鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,桃園區,房地(土地+建物),桃園市桃園區中山路1308巷320弄2號背面 A1-01F,22.51,住,Unnamed: 5,Unnamed: 6,1051216,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,88.99,0,0.1,0.2,無,無.1,5780000,64951,Unnamed: 23,0.0,0.3,Unnamed: 26,RPPPMLSLJIMFFAH58CB,鴻築微美,Unnamed: 29,來源資料夾
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E1-10F,24.84,住,,,1050911.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6500000.0,42298.0,坡道平面,27.27,1200000.0,,RPWTMLKMRHMFFDH37CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E1-11F,24.84,住,,,1051002.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6200000.0,39904.0,坡道平面,27.27,1200000.0,,RPXTMLKMRHMFFDH47CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E1-12F,24.84,住,,,1051016.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6500000.0,42298.0,坡道平面,27.27,1200000.0,,RPOUMLKMRHMFFDH66CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E1-13F,24.84,住,,,1051106.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6400000.0,41500.0,坡道平面,27.27,1200000.0,,RPPUMLKMRHMFFDH76CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E1-14F,24.84,住,,,1051113.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6380000.0,41740.0,坡道平面,27.27,1150000.0,,RPRUMLKMRHMFFDH96CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E2-04F,24.84,住,,,1051009.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6430000.0,41740.0,坡道平面,27.27,1200000.0,,RPSUMLKMRHMFFDH07CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E2-05F,24.84,住,,,1060205.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6300000.0,40702.0,坡道平面,27.27,1200000.0,,RPTUMLKMRHMFFDH17CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E2-06F,24.84,住,,,1051009.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6600000.0,43097.0,坡道平面,27.27,1200000.0,,RPVUMLKMRHMFFDH37CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E2-07F,24.84,住,,,1050925.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.57,3.0,1.0,2.0,有,無,6620000.0,43256.0,坡道平面,27.27,1200000.0,,RPXUMLKMRHMFFDH57CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E3-03F,19.22,住,,,1060219.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5450000.0,44179.0,坡道平面,27.27,1200000.0,含裝潢58萬,RPSQMLNJIIMFFDH48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E3-07F,19.22,住,,,1060305.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,4850000.0,38462.0,坡道平面,27.27,1150000.0,,RPTQMLNJIIMFFDH58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E3-11F,19.22,住,,,1060219.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.47,2.0,1.0,1.0,有,無,4830000.0,38773.0,坡道平面,25.27,1100000.0,,RPUQMLNJIIMFFDH68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E3-12F,19.22,住,,,1060319.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5150000.0,41580.0,坡道平面,27.27,1150000.0,,RPVQMLNJIIMFFDH78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E3-13F,19.22,住,,,1040726.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5300000.0,43139.0,坡道平面,27.27,1150000.0,,RPWQMLNJIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E5-03F,19.22,住,,,1050807.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5700000.0,47297.0,坡道平面,27.27,1150000.0,含裝潢58萬、家電8萬,RPXQMLNJIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E5-04F,19.22,住,,,1051009.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5220000.0,41788.0,坡道平面,27.27,1200000.0,,RPORMLNJIIMFFDH18CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 E5-06F,19.22,住,,,1050529.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.47,2.0,1.0,1.0,有,無,5150000.0,41580.0,坡道平面,27.27,1150000.0,,RPPRMLNJIIMFFDH28CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S1,20.21,住,,,1040509.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.42,0.0,0.0,0.0,無,無,8210000.0,80160.0,,0.0,0.0,,RPVOMLQJIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S2,14.69,住,,,1040509.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.46,0.0,0.0,0.0,無,無,5520000.0,74134.0,,0.0,0.0,,RPWOMLQJIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S3,24.3,住,,,1050423.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.25,0.0,0.0,0.0,無,無,10000000.0,81136.0,,0.0,0.0,,RPXOMLQJIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S6,20.26,住,,,1040425.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.63,0.0,0.0,0.0,無,無,8230000.0,80191.0,,0.0,0.0,,RPPPMLQJIIMFFDH38CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S7,14.69,住,,,1040417.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.46,0.0,0.0,0.0,無,無,5520000.0,74134.0,,0.0,0.0,,RPQPMLQJIIMFFDH48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 S10,25.09,住,,,1040709.0,土地1建物1車位1,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.0,0.0,0.0,0.0,無,無,10200000.0,72557.0,坡道平面,27.27,1150000.0,,RPRPMLQJIIMFFDH58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S5,24.3,住,,,1050424.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.25,0.0,0.0,0.0,無,無,10000000.0,81136.0,,0.0,0.0,,RPSPMLQJIIMFFDH68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物),桃園市楊梅區福羚路與梅獅路二段交叉口 S8,24.4,住,,,1050409.0,土地1建物1車位0,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.86,0.0,0.0,0.0,無,無,9000000.0,72663.0,,0.0,0.0,,RPUPMLQJIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區福羚路與梅獅路二段交叉口 S9,25.14,住,,,1040711.0,土地1建物1車位1,一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.39,0.0,0.0,0.0,無,無,10200000.0,72730.0,坡道平面,25.27,1100000.0,,RPVPMLQJIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-05F,18.0,住,,,1060320.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.34,2.0,2.0,1.0,有,無,4650000.0,37840.0,坡道平面,33.88,1000000.0,,RPRPMLQKIIMFFDH68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-06F,18.0,住,,,1051023.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.34,2.0,2.0,1.0,有,無,4810000.0,38462.0,坡道平面,33.88,1100000.0,,RPSPMLQKIIMFFDH78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-07F,18.0,住,,,1050705.0,土地2建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.41,2.0,2.0,1.0,有,無,4880000.0,39677.0,坡道平面,33.88,1050000.0,,RPTPMLQKIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-08F,18.0,住,,,1051127.0,土地2建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.51,2.0,2.0,1.0,有,無,4900000.0,39366.0,坡道平面,35.98,1100000.0,,RPUPMLQKIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-09F,18.0,住,,,1060223.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.41,2.0,2.0,1.0,有,無,4810000.0,39470.0,坡道平面,33.88,1000000.0,,RPVPMLQKIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-10F,18.0,住,,,1051109.0,土地2建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.51,2.0,2.0,1.0,有,無,5000000.0,40402.0,坡道平面,35.98,1100000.0,,RPWPMLQKIIMFFDH56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-11F,18.0,住,,,1060528.0,土地2建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.51,2.0,2.0,1.0,有,無,4900000.0,39884.0,坡道平面,35.98,1050000.0,,RPXPMLQKIIMFFDH66CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-14F,18.0,住,,,1060501.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.51,2.0,2.0,1.0,有,無,4950000.0,39884.0,坡道平面,35.98,1100000.0,,RPOQMLQKIIMFFDH48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A1-15F,18.0,住,,,1060421.0,土地2建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.51,2.0,2.0,1.0,有,無,4850000.0,38848.0,坡道平面,35.98,1100000.0,,RPPQMLQKIIMFFDH58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-03F,18.76,住,,,1051225.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.61,2.0,2.0,1.0,有,無,4930000.0,38557.0,坡道平面,35.98,1050000.0,,RPPOMLSKIIMFFDH58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-04F,18.76,住,,,1050124.0,土地2建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.61,2.0,2.0,1.0,有,無,5000000.0,38756.0,坡道平面,35.98,1100000.0,,RPTOMLSKIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-05F,18.76,住,,,1050115.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.51,2.0,2.0,1.0,有,無,4940000.0,39153.0,坡道平面,33.88,1000000.0,,RPUOMLSKIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-06F,18.76,住,,,1060101.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.61,2.0,2.0,1.0,有,無,5120000.0,39451.0,坡道平面,35.98,1150000.0,,RPVOMLSKIIMFFDH56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-08F,18.76,住,,,1060421.0,土地2建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.68,2.0,2.0,1.0,有,無,5180000.0,40516.0,坡道平面,35.98,1100000.0,,RPWOMLSKIIMFFDH66CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-09F,18.76,住,,,1051225.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.68,2.0,2.0,1.0,有,無,5160000.0,40318.0,坡道平面,35.98,1100000.0,,RPOPMLSKIIMFFDH58CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-10F,18.76,住,,,1060414.0,土地2建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.68,2.0,2.0,1.0,有,無,5100000.0,39722.0,坡道平面,35.98,1100000.0,,RPPPMLSKIIMFFDH68CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-12F,18.76,住,,,1051220.0,土地2建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.68,2.0,2.0,1.0,有,無,5200000.0,40715.0,坡道平面,35.98,1100000.0,,RPQPMLSKIIMFFDH78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A2-15F,18.76,住,,,1060628.0,土地2建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.55,2.0,2.0,1.0,有,無,5050000.0,38244.0,坡道平面,33.88,1200000.0,,RPSPMLSKIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A3-05F,19.59,住,,,1050619.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.31,2.0,2.0,1.0,有,無,5180000.0,37901.0,坡道平面,35.98,1150000.0,,RPUPMLSKIIMFFDH56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 A3-06F,19.59,住,,,1050420.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.31,2.0,2.0,1.0,有,無,5230000.0,38841.0,坡道平面,35.98,1100000.0,,RPVPMLSKIIMFFDH66CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-04F,23.34,住,,,1050619.0,土地2建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.4,3.0,2.0,2.0,有,無,5750000.0,37543.0,坡道平面,33.88,1000000.0,,RPWPMLSKIIMFFDH76CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-06F,23.34,住,,,1060108.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.5,3.0,2.0,2.0,有,無,6150000.0,39915.0,坡道平面,35.98,1100000.0,,RPPQMLSKIIMFFDH78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-07F,23.34,住,,,1060320.0,土地2建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.4,3.0,2.0,2.0,有,無,6250000.0,40705.0,坡道平面,33.88,1100000.0,,RPQQMLSKIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-09F,23.34,住,,,1060330.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.5,3.0,2.0,2.0,有,無,6200000.0,40705.0,坡道平面,35.98,1050000.0,,RPRQMLSKIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-10F,23.34,住,,,1060303.0,土地2建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.4,3.0,2.0,2.0,有,無,6260000.0,40784.0,坡道平面,33.88,1100000.0,,RPSQMLSKIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B1-15F,23.34,住,,,1060331.0,土地2建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.4,3.0,2.0,2.0,有,無,6050000.0,39124.0,坡道平面,33.88,1100000.0,,RPTQMLSKIIMFFDH56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-02F,24.82,住,,,1050319.0,土地2建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.82,3.0,2.0,2.0,有,無,6260000.0,38927.0,坡道平面,35.98,1050000.0,,RPUQMLSKIIMFFDH66CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-03F,24.82,住,,,1050227.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.82,3.0,2.0,2.0,有,無,6260000.0,38927.0,坡道平面,35.98,1050000.0,,RPVQMLSKIIMFFDH76CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-04F,24.82,住,,,1060116.0,土地2建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.66,3.0,2.0,2.0,有,無,5980000.0,36852.0,坡道平面,33.88,1050000.0,,RPWQMLSKIIMFFDH86CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-05F,24.82,住,,,1050323.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.76,3.0,2.0,2.0,有,無,6300000.0,38870.0,坡道平面,35.98,1100000.0,,RPORMLSKIIMFFDH78CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-06F,24.82,住,,,1041226.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.76,3.0,2.0,2.0,有,無,6360000.0,39318.0,坡道平面,35.98,1100000.0,,RPPRMLSKIIMFFDH88CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-07F,24.82,住,,,1050323.0,土地2建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.76,3.0,2.0,2.0,有,無,6500000.0,40365.0,坡道平面,35.98,1100000.0,,RPQRMLSKIIMFFDH98CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-08F,24.82,住,,,1050331.0,土地2建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.76,3.0,2.0,2.0,有,無,6600000.0,40739.0,坡道平面,35.98,1150000.0,,RPRRMLSKIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 B2-09F,24.82,住,,,1050629.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.76,3.0,2.0,2.0,有,無,6500000.0,39991.0,坡道平面,35.98,1150000.0,,RPSRMLSKIIMFFDH56CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區瑞梅路與福羚路交叉口 A1-04F,22.4,商,,,1041213.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,184.9,3.0,1.0,2.0,有,無,6080000.0,39890.0,坡道平面,61.31,1150000.0,,RPWNMLKLIIMFFDH48CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街379巷2號對面 C1-03F,24.73,住,,,1060217.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.26,3.0,2.0,2.0,有,無,6260000.0,39356.0,坡道平面,33.88,1050000.0,,RPVNMLRLIIMFFDH09CB,106_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
