鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路A1-14F,21.86,住,,,1030621,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,278.21,0,0,0,無,無,28700000,100492,坡道平面,40.38,4800000,,RPQNMLOKKILFFBE87DB,106_01
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路A2-14F,21.86,住,,,1030621,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,276.57,0,0,0,無,無,28300000,99496,坡道平面,40.38,4800000,,RPRNMLOKKILFFBE97DB,106_01
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路A1-03F,21.86,住,,,1030119,土地1建物1車位2,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,282.94,1,2,1,有,無,27980000,98450,坡道平面,40.38,4100000,,RPSNMLOKKILFFBE08DB,106_01
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路A5-12F,14.21,住,,,1021115,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.56,1,2,1,有,無,19000000,100962,坡道平面,20.19,1900000,,RPTNMLOKKILFFBE18DB,106_01
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路A3-14F,14.21,住,,,1021104,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.91,1,2,1,有,無,20060000,102265,坡道平面,40.0,3400000,,RPUNMLOKKILFFBE28DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段329巷A1-10F,22.21,住,,,1030706,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.82,3,2,2,有,無,8940000,57216,坡道平面,17.66,1550000,,RPQNMLOKKILFFGE38DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段329巷A2-13F,13.81,住,,,1030705,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.36,2,2,1,有,無,6150000,58954,坡道平面,6.7,1100000,,RPRNMLOKKILFFGE48DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段329巷A2-11F,13.81,住,,,1030709,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.36,2,2,1,有,無,5970000,58020,坡道平面,6.7,1000000,,RPSNMLOKKILFFGE58DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段329巷A2-08F,15.44,住,,,1030629,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.32,2,2,1,有,無,6850000,63624,坡道平面,17.66,1400000,,RPTNMLOKKILFFGE68DB,106_01
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段329巷A2-02F,12.05,住,,,1031007,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.79,2,2,1,有,無,4550000,56319,,0.0,0,,RPUNMLOKKILFFGE78DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷A1-10F,22.21,住,,,1030706,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.82,3,2,2,有,無,8940000,57216,坡道平面,17.66,1550000,,RPXOMLOKKILFFGE56DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷A2-13F,13.81,住,,,1030705,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.36,2,2,1,有,無,6150000,58954,坡道平面,6.7,1100000,,RPOPMLOKKILFFGE38DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷A2-11F,13.81,住,,,1030709,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.36,2,2,1,有,無,5970000,58020,坡道平面,6.7,1000000,,RPPPMLOKKILFFGE48DB,106_01
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段319巷A2-08F,15.44,住,,,1030629,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.32,2,2,1,有,無,6850000,63624,坡道平面,17.66,1400000,,RPQPMLOKKILFFGE58DB,106_01
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段319巷A2-02F,12.05,住,,,1031007,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.79,2,2,1,有,無,4550000,56319,,0.0,0,,RPRPMLOKKILFFGE68DB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A1/6F,7.22,住,,,1030624,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.33,2,1,1,有,無,7000000,92924,,0.0,0,,RPXNMLSKJHMFFAE68CB,106_01
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路A1/7樓,9.65,住,,,1031231,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.33,2,1,1,有,無,7450000,98898,坡道平面,0.0,0,,RPOOMLSKJHMFFAE87CB,106_01
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路A1/8F,9.65,住,,,1040601,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.33,2,1,1,有,無,7500000,99562,坡道平面,0.0,0,,RPPOMLSKJHMFFAE97CB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A1/9F,7.22,住,,,1040417,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.33,2,1,1,有,無,6250000,82968,,0.0,0,,RPQOMLSKJHMFFAE08CB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A2/6F,6.83,住,,,1040309,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.26,2,1,1,有,無,5800000,81392,,0.0,0,,RPROMLSKJHMFFAE18CB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A3/2F,7.3,住,,,1040217,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.56,2,1,1,有,無,6200000,82054,,0.0,0,,RPSOMLSKJHMFFAE28CB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A3/3F,7.3,住,,,1030912,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.56,2,1,1,有,無,6200000,82054,,0.0,0,,RPTOMLSKJHMFFAE38CB,106_01
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路A3/4F,9.73,住,,,1031030,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.56,2,1,1,有,無,8000000,105876,坡道平面,0.0,0,,RPUOMLSKJHMFFAE48CB,106_01
鼓山區,房地(土地+建物),高雄市鼓山區美術北三路A5/4F,6.51,住,,,1040126,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.85,2,1,1,有,無,5250000,77377,,0.0,0,,RPVOMLSKJHMFFAE58CB,106_01
