鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮慶安段1290之11.1291之12地號等2筆B2,106.76,住,Unnamed: 5,Unnamed: 6,1060829,土地2建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,148.15,3,2.1,3.1,有,無,6500000,43874,Unnamed: 23,0.0,0,Unnamed: 26,RPQOMLRLJIMFFAG58EB,青沐境,Unnamed: 29,來源資料夾
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-15，737地號等2筆,80.98,,鄉村區,乙種建築用地,1050106.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8390000.0,48579.0,,0.0,0.0,,RPTOMLNLJHNFFBG48DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-16，735-17，737地號等3筆,80.46,,鄉村區,乙種建築用地,1050106.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8400000.0,48636.0,,0.0,0.0,,RPUOMLNLJHNFFBG58DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-18，735-17，737地號等3筆,79.02,,鄉村區,乙種建築用地,1050215.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8500000.0,49215.0,,0.0,0.0,,RPVOMLNLJHNFFBG68DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-19，735-17，737地號等3筆,74.38,,鄉村區,乙種建築用地,1050101.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8380000.0,48521.0,,0.0,0.0,,RPWOMLNLJHNFFBG78DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-20，735-17，737地號等3筆,74.18,,鄉村區,乙種建築用地,1050106.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8400000.0,48636.0,,0.0,0.0,,RPOPMLNLJHNFFBG08DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-25，737地號等2筆,85.79,,鄉村區,乙種建築用地,1060213.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8380000.0,48521.0,,0.0,0.0,,RPPPMLNLJHNFFBG18DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-26，737地號等2筆,105.81,,鄉村區,乙種建築用地,1050119.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8700000.0,50373.0,,0.0,0.0,,RPQPMLNLJHNFFBG28DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735，737地號等2筆,130.27,,鄉村區,乙種建築用地,1050111.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,234.9,4.0,2.0,3.0,有,無,10880000.0,46318.0,,0.0,0.0,,RPRPMLNLJHNFFBG38DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-1，737地號等2筆,97.51,,鄉村區,乙種建築用地,1050109.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,194.93,4.0,2.0,3.0,有,無,10060000.0,51608.0,,0.0,0.0,,RPSPMLNLJHNFFBG48DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-2，737地號等2筆,104.62,,鄉村區,乙種建築用地,1050103.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,194.93,4.0,2.0,3.0,有,無,9960000.0,51095.0,,0.0,0.0,,RPTPMLNLJHNFFBG58DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-3，737地號等2筆,100.83,,鄉村區,乙種建築用地,1050115.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,195.59,4.0,2.0,3.0,有,無,10200000.0,52150.0,,0.0,0.0,,RPUPMLNLJHNFFBG68DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段735-4，737地號等2筆,95.19,,鄉村區,乙種建築用地,1050110.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,199.67,4.0,2.0,3.0,有,無,10000000.0,50083.0,,0.0,0.0,,RPVPMLNLJHNFFBG78DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段738，737地號等2筆,94.92,,鄉村區,乙種建築用地,1050305.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,214.93,4.0,2.0,3.0,有,無,10500000.0,48853.0,,0.0,0.0,,RPWPMLNLJHNFFBG88DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段738-1，737地號等2筆,78.68,,鄉村區,乙種建築用地,1050607.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,162.74,4.0,2.0,3.0,有,無,8160000.0,50141.0,,0.0,0.0,,RPOQMLNLJHNFFBG18DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段738-2，737地號等2筆,79.78,,鄉村區,乙種建築用地,1050902.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,167.81,4.0,2.0,3.0,有,無,8280000.0,49342.0,,0.0,0.0,,RPPQMLNLJHNFFBG28DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段738-3，737地號等2筆,90.09,,鄉村區,乙種建築用地,1050319.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,206.34,4.0,2.0,3.0,有,無,10360000.0,50208.0,,0.0,0.0,,RPQQMLNLJHNFFBG38DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段738-4，737地號等2筆,94.98,,鄉村區,乙種建築用地,1050312.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,217.42,4.0,2.0,3.0,有,無,11000000.0,50593.0,,0.0,0.0,,RPRQMLNLJHNFFBG48DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段737-2，737地號等2筆,81.73,,鄉村區,乙種建築用地,1050904.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.05,4.0,2.0,3.0,有,無,8380000.0,48707.0,,0.0,0.0,,RPSQMLNLJHNFFBG58DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段737-5，737地號等2筆,98.99,,鄉村區,乙種建築用地,1060827.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,214.15,4.0,2.0,3.0,有,無,11350000.0,53000.0,,0.0,0.0,,RPTQMLNLJHNFFBG68DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段749，749-11，737地號等3筆,111.62,,鄉村區,乙種建築用地,1051003.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,209.85,4.0,2.0,3.0,有,無,10800000.0,51465.0,,0.0,0.0,,RPVQMLNLJHNFFBG88DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段749-11，749-08，749-09，749-10，737地號等5筆,96.72,,鄉村區,乙種建築用地,1050630.0,土地5建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,172.71,4.0,2.0,3.0,有,無,8500000.0,49215.0,,0.0,0.0,,RPPRMLNLJHNFFBG38DB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段733-5，749-11，737地號等3筆,90.25,,鄉村區,乙種建築用地,1050523.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,176.73,4.0,2.0,3.0,有,無,8480000.0,47983.0,,0.0,0.0,,RPSNMLOLJHNFFBG48EB,原建築,,106_05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉深惠段749-11，749-05，737地號等3筆,84.9,,鄉村區,乙種建築用地,1050526.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,176.72,4.0,2.0,3.0,有,無,8480000.0,47986.0,,0.0,0.0,,RPUNMLOLJHNFFBG68EB,原建築,,106_05
