鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福16路287號6樓之1,16.22,商,,,1040606,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.14,3,2,2,有,無,7780000,57335,坡道機械,15.55,350000,,RPUNMLLJJILFFBB37CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區水景里1鄰旱溪東路三段41號,33.92,住,,,1050416,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.12,0,0,0,無,無,14800000,104544,坡道平面,29.51,1250000,,RPPPMLSJJILFFBB77CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段41號,33.92,住,,,1050416,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.12,0,0,0,無,無,14800000,104544,坡道平面,29.51,1250000,,RPVPMLSJJILFFBB38CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號9樓之2,29.74,住,,,1050417,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.18,3,2,2,有,無,9250000,60924,坡道平面,29.51,1350000,,RPWPMLSJJILFFBB48CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號5樓之2,29.74,住,,,1050418,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.18,3,2,2,有,無,9000000,58996,坡道平面,29.51,1350000,,RPXPMLSJJILFFBB58CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號8樓之3,29.74,住,,,1050423,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9180000,61188,坡道平面,29.51,1250000,,RPQQMLSJJILFFBB97CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號7樓之3,29.74,住,,,1050430,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9100000,60571,坡道平面,29.51,1250000,,RPRQMLSJJILFFBB08CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段40號,30.22,住,,,1050501,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.14,0,0,0,無,無,11450000,108939,坡道平面,29.51,1250000,,RPSQMLSJJILFFBB18CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號7樓之1,36.97,住,,,1050502,土地1建物1車位2,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,194.46,4,2,2,有,無,12000000,68665,坡道平面,59.02,2700000,,RPUQMLSJJILFFBB38CB,106_01
北屯區,房地(土地+建物)+車位,臺中市北屯區旱溪東路三段39號10樓之2,29.74,住,,,1050507,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.18,3,2,2,有,無,9400000,62081,坡道平面,29.51,1350000,,RPVQMLSJJILFFBB48CB,106_01
