鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘口六街１４１號１０樓之５,20.15,住,,,1051204,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991231.0,119.43,2,2,1,有,有,8200000,68659.0,坡道機械,18.01,0,,RPQNMLOJKHMFFBJ08CA,60.08,2.79,6.38,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市縣政一街９２之１號三樓,46.34,住,,,1060104,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940824.0,151.62,3,0,2,有,無,9250000,61008.0,坡道平面,0.0,0,,RPXNMLSJKHMFFBJ56CA,104.46,1.46,0.0,,,106_02
竹北市,房地(土地+建物),新竹縣竹北市縣政一街９２之１號四樓,46.34,住,,,1060104,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940824.0,76.2,6,0,6,有,無,4625000,60696.0,,0.0,0,,RPOOMLSJKHMFFBJ38CA,20.04,2.51,7.95,,,106_02
竹北市,房地(土地+建物),新竹縣竹北市縣政一街９２之１號五樓,46.34,住,,,1060104,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940824.0,76.2,6,0,6,有,無,4625000,60696.0,,0.0,0,含增建或未登記建物。,RPPOMLSJKHMFFBJ48CA,20.04,2.51,7.95,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路一段４９號１４樓,18.01,住,,,1051230,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011012.0,136.32,2,2,1,有,有,7150000,52450.0,坡道平面,39.42,0,,RPPNMLKKKHMFFBJ67CA,52.18,7.05,6.48,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家五路二段216號22樓之2,32.6,住,,,1051229,土地1建物1車位2,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010328.0,227.59,3,2,2,有,無,13800000,60635.0,坡道平面,0.0,0,,RPUOMLTJKHMFFBJ09CA,103.75,6.14,4.68,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬三路１６５號１０樓,23.13,商,,,1050914,土地1建物1車位2,十層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040731.0,338.79999999999995,4,2,2,有,有,21800000,67876.0,坡道平面,50.04,2200000,,RPPNMLMKKHMFFBJ87CA,159.56,9.64,19.46,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市勝利十一路１１０號１１樓,8.98,商,,,1030417,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050921.0,119.87,2,2,2,有,有,7350000,66637.0,坡道平面,29.83,1350000,,RPQNMLMKKHMFFBJ97CA,50.77,2.05,4.62,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉豐五路一段２１１號四樓,62.76,住,,,1051212,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050203.0,403.61,4,2,3,有,有,35600000,97203.0,坡道平面,60.0,2200000,,RPSNMLMKKHMFFBJ18CA,209.13,11.68,19.03,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市成功六街５９號８樓,30.32,住,,,1051219,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941109.0,166.62,3,2,2,有,有,10250000,61517.0,坡道平面,34.27,0,,RPTRMLNKKHMFFBJ78CA,78.76,2.92,12.56,,,106_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉豐南路一段１５７號十六樓,31.41,商,,,1051210,土地1建物1車位2,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041111.0,311.22,4,2,2,有,有,25880000,93240.0,坡道平面,56.18,2100000,,RPOOMLMJLHMFFBJ87CA,151.88,6.2,13.99,,,106_02
橫山鄉,土地,濫子段薯園小段236-46地號,1010.0,,山坡地保育區,林業用地,1060116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,220000,218.0,,0.0,0,,RPSNMLNJKHMFFCJ28CA,0.0,0.0,0.0,,,106_02
芎林鄉,土地,上德段206地號,373.9,住,,,1060120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22392123,59888.0,,0.0,0,,RPOQMLNJKHMFFCJ18CA,0.0,0.0,0.0,,,106_02
