區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中正區,11,-35,-25,-52,30,6,84,35,74,8,87,32
七堵區,-62,-15,-70,5,34,24,12,17,-42,35,34,30
暖暖區,14,-31,-75,-80,29,48,38,54,45,21,45,23
仁愛區,-112,-9,-74,-90,-66,-31,-1,44,58,30,28,99
中山區,-34,-55,-166,-84,-7,-48,-5,1,-48,25,31,15
安樂區,-54,-97,-141,-119,-84,-25,5,-7,-25,59,61,145
信義區,-2,-73,-113,-85,-4,43,57,33,23,106,56,92
總計,-239,-315,-664,-505,-68,17,190,177,85,284,342,436
