區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中正區,28,-62,6,24,29,-23,-9,-4,6,30,-14,-33
七堵區,16,35,16,1,-29,5,3,0,-8,-3,32,-42
暖暖區,17,19,18,61,-11,-7,11,7,17,6,-64,-27
仁愛區,41,28,45,2,-22,-63,-8,-15,-98,-51,-29,-2
中山區,-38,-27,-42,-15,-6,-24,-34,-20,-42,-25,6,-9
安樂區,65,33,5,23,-97,-33,-63,-119,-99,-30,-29,-30
信義區,-6,42,12,46,52,51,66,48,71,-3,13,71
總計,123,68,60,142,-84,-94,-34,-103,-153,-76,-85,-72
