鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,Unnamed: 4,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,126.31,3,2,2.1,有,無,9900000,80257,坡道平面,20.4,1400000,Unnamed: 26,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,Unnamed: 30,來源資料夾,安南區,房地(土地+建物),臺南市安南區樂活二街,93.61,住,Unnamed: 5,Unnamed: 6,1120811,土地5建物1車位0,全,4,透天厝,見其他登記事項,231.85,5,26500000,114298,Unnamed: 23,0.0,0,內含停車位1個,RPSNMLLKQHIGFBD87CB,邰欣地堡100期,A棟3號,東區,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,1121111,十二層,15,住宅大樓(11層含以上有電梯),112.24,2.2,11300000,116874,26.25,1250000,RPTNMLNKJIIGFCD67CB,松丹達麗,D棟3號
新市區,房地(土地+建物),臺南市新市區社內28之18號旁,70.61,住,,,1120327.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,168.36,3.0,2.0,3.0,有,無,18950000.0,112556.0,,0.0,0.0,,RPXOMLQJMHIGFHD09CB,煌聖．大鉅,B20棟B20號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,33.19,,特定農業區,甲種建築用地,1120308.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.79,3.0,2.0,2.0,有,無,8920000.0,74202.0,一樓平面,13.75,1200000.0,,RPOPMLQJMHIGFHD28CB,鄉景森品,B棟3F-1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物),臺南市善化區東勢宅48號旁,27.79,,特定農業區,甲種建築用地,1120308.0,土地1建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.5,3.0,2.0,2.0,有,無,6590000.0,72022.0,,0.0,0.0,,RPPPMLQJMHIGFHD38CB,鄉景森品,A棟2F-1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,33.19,,特定農業區,甲種建築用地,1120308.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.87,4.0,2.0,2.0,有,無,9090000.0,72974.0,一樓平面,13.75,1200000.0,,RPQPMLQJMHIGFHD48CB,鄉景森品,A棟6F-7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,33.19,,特定農業區,甲種建築用地,1120309.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.79,3.0,2.0,2.0,有,無,8950000.0,74491.0,一樓平面,13.75,1200000.0,,RPRPMLQJMHIGFHD58CB,鄉景森品,B棟6F-1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街264號東側,46.11,住,,,1120328.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,142.98,3.0,2.0,2.0,有,無,9250000.0,63553.0,一樓平面,14.74,1100000.0,,RPQNMLQJMHIGFGD18CB,佳佳園2,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街264號東側,45.67,住,,,1120324.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,142.71,3.0,2.0,2.0,有,無,9170000.0,62275.0,一樓平面,14.73,1200000.0,,RPRNMLQJMHIGFGD28CB,佳佳園2,D棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街264號東側,43.71,住,,,1120318.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,129.7,3.0,2.0,2.0,有,無,8000000.0,60965.0,一樓平面,14.88,1000000.0,,RPSNMLQJMHIGFGD38CB,佳佳園2,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街264號東側,46.11,住,,,1120328.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,142.98,3.0,2.0,2.0,有,無,8880000.0,61447.0,一樓平面,14.74,1000000.0,,RPTNMLQJMHIGFGD48CB,佳佳園2,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物),臺南市關廟區松平街56巷12號對面,119.0,住,,,1120312.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,232.8,4.0,2.0,4.0,有,無,14800000.0,63574.0,,0.0,0.0,,RPPNMLQJMHIGFID28CB,綠園道3期,_棟A17號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物),臺南市關廟區松平街56巷12號對面,104.0,住,,,1120317.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,195.19,4.0,2.0,4.0,有,無,12500000.0,64040.0,,0.0,0.0,,RPQNMLQJMHIGFID38CB,綠園道3期,_棟A12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁德區,房地(土地+建物),臺南市仁德區行大一街81號旁,62.91,住,,,1120325.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,158.89,4.0,2.0,4.0,有,無,12600000.0,79300.0,,0.0,0.0,,RPRNMLQJMHIGFID48CB,雙城匯,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁德區,房地(土地+建物)+車位,臺南市仁德區文賢路一段563號旁,34.24,住,,,1120326.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.95,3.0,2.0,2.0,有,無,12460000.0,86366.0,坡道平面,27.89,1400000.0,,RPSNMLQJMHIGFID58CB,森LaVie,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁德區,房地(土地+建物)+車位,臺南市仁德區文賢路一段563號旁,30.38,住,,,1120326.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.61,3.0,2.0,2.0,有,無,10900000.0,82659.0,坡道平面,27.89,1500000.0,,RPTNMLQJMHIGFID68CB,森LaVie,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁德區,房地(土地+建物),臺南市仁德區保生路21號對面,9.94,商,,,1120325.0,土地1建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.39,2.0,2.0,1.0,有,無,7300000.0,102255.0,,0.0,0.0,,RPUNMLQJMHIGFID78CB,新東琚,A棟A3-02F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,26.9,住,,,1120401.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.23,3.0,2.0,2.0,有,無,14940000.0,114286.0,坡道平面,52.88,2900000.0,,RPVNMLQJMHIGFID88CB,春福天?,D2-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,19.2,住,,,1120401.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.65,2.0,2.0,1.0,有,無,10190000.0,115697.0,坡道平面,27.54,1500000.0,,RPWNMLQJMHIGFID98CB,春福天?,D5-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,26.9,住,,,1120330.0,土地1建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.23,3.0,2.0,2.0,有,無,14950000.0,112482.0,坡道平面,52.88,3100000.0,,RPXNMLQJMHIGFID09CB,春福天?,D2-08F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,26.9,住,,,1120325.0,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.23,3.0,2.0,2.0,有,無,15140000.0,114286.0,坡道平面,52.88,3100000.0,,RPOOMLQJMHIGFID28CB,春福天?,D2-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,23.57,住,,,1120331.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.83,2.0,2.0,2.0,有,無,11710000.0,109546.0,坡道平面,27.54,1600000.0,,RPPOMLQJMHIGFID38CB,春福天?,D1-08F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路與站后一路,27.02,住,,,1120325.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.3,3.0,2.0,2.0,有,無,15040000.0,110415.0,坡道平面,52.88,3400000.0,,RPQOMLQJMHIGFID48CB,春福天?,B2-09F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物),臺南市歸仁區七甲一街166號旁,82.8,,鄉村區,乙種建築用地,1120317.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,152.4,5.0,2.0,3.0,有,無,13860000.0,90945.0,,0.0,0.0,,RPROMLQJMHIGFID58CB,天下歸仁2-華屋有樂事7,B7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物),臺南市歸仁區七甲一街166號旁,121.8,,鄉村區,乙種建築用地,1120324.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,195.44,6.0,2.0,4.0,有,無,15950000.0,81611.0,,0.0,0.0,,RPSOMLQJMHIGFID68CB,天下歸仁2-華屋有樂事7,E16號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物),臺南市歸仁區七甲一街166號旁,82.8,,鄉村區,乙種建築用地,1120325.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,154.31,5.0,2.0,3.0,有,無,13510000.0,87551.0,,0.0,0.0,,RPTOMLQJMHIGFID78CB,天下歸仁2-華屋有樂事7,E11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物),臺南市關廟區農會路42號對面,60.0,商,,,1120316.0,土地1建物1車位0,全,4.0,透天厝,住商用,鋼筋混凝土造,,189.6,5.0,2.0,6.0,有,無,14000000.0,73840.0,,0.0,0.0,,RPUOMLQJMHIGFID88CB,鑫金鑽,A6棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁九路,38.6,住,,,1120313.0,土地1建物1車位2,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.58,3.0,2.0,2.0,有,無,17100000.0,97127.0,坡道平面,52.38,2900000.0,,RPVOMLQJMHIGFID98CB,佳順大順,C1-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁九路,38.6,住,,,1120313.0,土地1建物1車位2,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.02,3.0,2.0,2.0,有,無,16990000.0,94722.0,坡道平面,52.38,3100000.0,,RPWOMLQJMHIGFID09CB,佳順大順,C2-06F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁九路,32.51,住,,,1120313.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.73,3.0,2.0,2.0,有,無,13550000.0,97158.0,坡道平面,26.19,1450000.0,,RPXOMLQJMHIGFID56CB,佳順大順,D5-07F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
學甲區,房地(土地+建物),臺南市學甲區裕農街,114.33,住,,,1120310.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,180.39,4.0,2.0,3.0,有,無,10020000.0,55546.0,,0.0,0.0,,RPPNMLRJMHIGFGD18CB,寬薪園10,A10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,28.66,,特定農業區,甲種建築用地,1120310.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.7,3.0,2.0,2.0,有,無,7900000.0,74486.0,一樓平面,13.75,1200000.0,,RPPNMLRJMHIGFHD28CB,鄉景森品,B棟6F-3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區南三舍569地號,27.9,,鄉村區,乙種建築用地,1120311.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.0,3.0,2.0,2.0,有,無,8500000.0,78652.0,一樓平面,21.0,1500000.0,,RPQNMLRJMHIGFHD38CB,鄉景誠品,C棟7F-C2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,33.19,,特定農業區,甲種建築用地,1120310.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.87,4.0,2.0,2.0,有,無,9090000.0,72974.0,一樓平面,13.75,1200000.0,,RPRNMLRJMHIGFHD48CB,鄉景森品,A棟7F-7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區南三舍569地號,27.73,,鄉村區,乙種建築用地,1120311.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.46,3.0,2.0,2.0,有,無,8280000.0,78683.0,一樓平面,13.75,1300000.0,,RPSNMLRJMHIGFHD58CB,鄉景誠品,C棟7F-C3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,27.8,,特定農業區,甲種建築用地,1120311.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.27,3.0,2.0,2.0,有,無,7790000.0,72006.0,一樓平面,13.75,1200000.0,,RPTNMLRJMHIGFHD68CB,鄉景森品,A棟2F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,27.8,,特定農業區,甲種建築用地,1120311.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.28,3.0,2.0,2.0,有,無,7880000.0,72982.0,一樓平面,13.75,1200000.0,,RPUNMLRJMHIGFHD78CB,鄉景森品,A棟7F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物),臺南市善化區東勢宅48號旁,27.79,,特定農業區,甲種建築用地,1120312.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.5,3.0,2.0,2.0,有,無,6630000.0,72459.0,,0.0,0.0,,RPVNMLRJMHIGFHD88CB,鄉景森品,A棟3F-1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物),臺南市善化區茄拔84號旁,32.39,,鄉村區,乙種建築用地,1120323.0,土地1建物1車位0,三層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.53,3.0,2.0,2.0,有,無,9980000.0,88687.0,,0.0,0.0,,RPWNMLRJMHIGFHD98CB,豐昱沐合,A棟1-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區臺南市善化區嘉北里茄拔184-6號旁,25.17,,鄉村區,乙種建築用地,1120320.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,86.93,2.0,2.0,2.0,有,無,8620000.0,94666.0,其他,5.38,900000.0,,RPXNMLRJMHIGFHD09CB,君邦逸品,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物),臺南市善化區東勢宅48號旁,28.66,,特定農業區,甲種建築用地,1120312.0,土地1建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.95,3.0,2.0,2.0,有,無,6640000.0,73819.0,,0.0,0.0,,RPOOMLRJMHIGFHD28CB,鄉景森品,B棟2F-3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,31.07,,特定農業區,甲種建築用地,1120319.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.22,3.0,2.0,2.0,有,無,8510000.0,72041.0,一樓平面,13.75,1200000.0,,RPPOMLRJMHIGFHD38CB,鄉景森品,A棟4F-5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區東勢宅48號旁,33.09,,特定農業區,甲種建築用地,1120313.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.62,4.0,2.0,2.0,有,無,9000000.0,72309.0,一樓平面,13.75,1200000.0,,RPQOMLRJMHIGFHD48CB,鄉景森品,A棟6F-6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,21.19,,鄉村區,乙種建築用地,1120311.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.37,2.0,2.0,2.0,有,無,8800000.0,84120.0,坡道平面,20.4,1400000.0,,RPROMLRJMHIGFHD58CB,高第璞璞2,B棟9F-B7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,21.19,,鄉村區,乙種建築用地,1120312.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.31,2.0,2.0,2.0,有,無,8400000.0,80196.0,坡道平面,20.4,1350000.0,,RPSOMLRJMHIGFHD68CB,高第璞璞2,B棟6F-B7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,21.19,,鄉村區,乙種建築用地,1120312.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.31,2.0,2.0,2.0,有,無,8370000.0,78717.0,坡道平面,20.4,1450000.0,,RPTOMLRJMHIGFHD78CB,高第璞璞2,B棟5F-B7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區文化一街x文化三街,16.83,住,,,1120327.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.67,2.0,2.0,2.0,有,無,13150000.0,124790.0,坡道平面,34.32,2000000.0,,RPPNMLRJMHIGFCD77CB,佳鋐首邑,A2棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,36.33,住,,,1120313.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,227.75,0.0,0.0,1.0,有,無,32970000.0,151786.0,坡道平面,21.67,1690000.0,,RPQNMLRJMHIGFCD87CB,研森,S棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,36.33,住,,,1120313.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,227.75,0.0,0.0,1.0,有,無,33070000.0,151786.0,坡道平面,21.67,1790000.0,,RPRNMLRJMHIGFCD97CB,研森,S棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,22.11,住,,,1120313.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,151.13,0.0,0.0,1.0,有,無,21690000.0,154488.0,坡道平面,21.67,1690000.0,,RPSNMLRJMHIGFCD08CB,研森,S棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,24.48,住,,,1120313.0,土地1建物1車位2,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.91,3.0,2.0,2.0,有,無,19910000.0,118389.0,坡道平面,43.34,3860000.0,,RPTNMLRJMHIGFCD18CB,研森,A2棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,18.17,住,,,1120314.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.48,3.0,2.0,2.0,有,無,13920000.0,116428.0,坡道平面,21.67,1950000.0,,RPUNMLRJMHIGFCD28CB,研森,E5棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路,22.11,住,,,1120314.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.05,3.0,2.0,2.0,有,無,15660000.0,115835.0,坡道平面,21.67,1600000.0,,RPVNMLRJMHIGFCD38CB,研森,A8棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
