鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,Unnamed: 4,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,94.59,2,1,1.1,有,無,7400000,95927,坡道平面,31.0,1300000,Unnamed: 26,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,Unnamed: 30,來源資料夾,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.42,鄉村區,乙種建築用地,1120812,土地4建物1車位0,全,3,透天厝,162.06,4,3.1,13080000,80711,Unnamed: 23,0.0,0,RPQNMLQKQHIGFBN56CB,觀美墅NO.13,Ｃ棟10號,彰化市,彰化縣彰化市中正路二段190巷,10.76,商,Unnamed: 5,Unnamed: 6,1121111,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),117.87,2.1,2.2,10280000,104891,坡道機械,24.63,500000,RPPNMLNKJIIGFAN08CB,中正琢越,D-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1120928.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,11680000.0,86729.0,坡道平面,26.81,1550000.0,RPQNMLOJIIIGFDN38CB,昌祐時代,G棟03F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1121001.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),133.2,3.0,2.0,10130000.0,79452.0,坡道機械,16.4,850000.0,RPRNMLOJIIIGFDN48CB,昌祐時代,G棟02F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1120924.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),100.78,2.0,1.0,7930000.0,83906.0,坡道機械,16.4,850000.0,RPSNMLOJIIIGFDN58CB,昌祐時代,F棟05F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1120927.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,11780000.0,87586.0,坡道平面,26.81,1550000.0,RPTNMLOJIIIGFDN68CB,昌祐時代,A棟07F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1120926.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,12560000.0,94264.0,坡道平面,26.81,1550000.0,RPUNMLOJIIIGFDN78CB,昌祐時代,G棟13F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1120925.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),111.19,2.0,1.0,9070000.0,90306.0,坡道平面,26.81,1450000.0,RPVNMLOJIIIGFDN88CB,昌祐時代,F棟09F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1120927.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,11660000.0,88271.0,坡道平面,26.81,1350000.0,RPWNMLOJIIIGFDN98CB,昌祐時代,A棟08F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,農,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,270-31~270-64地號共600 萬元；274、274-2地號共29   萬元,,,,,112_04,大村鄉,房地(土地+建物),彰化縣大村鄉茄苳路一段,121.51,,,1120927.0,土地13建物1車位0,全,3.0,透天厝,203.68,5.0,5.0,15720000.0,77180.0,,0.0,0.0,RPPNMLOJIIIGFDN38DB,大村A2,C棟7號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物),彰化縣花壇鄉明德街,97.3,鄉村區,乙種建築用地,1121002.0,土地2建物1車位0,全,3.0,透天厝,172.8,5.0,3.0,12000000.0,69444.0,,0.0,0.0,RPPNMLPJIIIGFAN08CB,閱花壇,B棟B8號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物),彰化縣花壇鄉明德街,98.91,鄉村區,乙種建築用地,1120927.0,土地2建物1車位0,全,3.0,透天厝,172.8,5.0,3.0,12000000.0,69444.0,,0.0,0.0,RPQNMLPJIIIGFAN18CB,閱花壇,E棟E11號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,15.58,,,1120923.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),167.19,3.0,2.0,15920000.0,105895.0,坡道平面,31.49,1550000.0,RPRNMLPJIIIGFAN28CB,中正琢越,B-12F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,25.89,鄉村區,乙種建築用地,1120922.0,土地1建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),126.27,2.0,1.0,9400000.0,94084.0,坡道平面,41.24,1400000.0,RPPNMLPJIIIGFHN78CB,心里程,G棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,109.39,鄉村區,乙種建築用地,1121003.0,土地4建物1車位0,全,3.0,透天厝,167.38,4.0,3.0,13560000.0,81013.0,,0.0,0.0,RPPNMLQJIIIGFBN28CB,觀美墅NO.13,B棟7號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,員林段519-16519-17519-19等三筆地號，已合併為員林段519-16一筆地號,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市員林段519-16，519-17，519-19等三筆地號,11.6,,,1120922.0,土地1建物1車位1,二層,24.0,住宅大樓(11層含以上有電梯),138.92,2.0,2.0,11450000.0,100087.0,坡道平面,35.21,1070000.0,RPPNMLQJIIIGFDN48CB,長虹天際,B棟2F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田中鎮,房地(土地+建物)+車位,彰化縣田中鎮員集路三段,29.14,鄉村區,乙種建築用地,1121006.0,土地1建物1車位1,八層,9.0,華廈(10層含以下有電梯),110.04,3.0,2.0,7050000.0,67128.0,升降機械,14.7,650000.0,RPQNMLQJIIIGFEN68CB,弘景心世代,8F-I號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田中鎮,房地(土地+建物),彰化縣田中鎮建國路,31.9,,,1120919.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),101.05,2.0,2.0,6580000.0,65116.0,,0.0,0.0,RPRNMLQJIIIGFEN78CB,新天地,B棟4B7號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田中鎮,房地(土地+建物),彰化縣田中鎮建國路,31.97,,,1120923.0,土地2建物1車位0,三層,5.0,華廈(10層含以下有電梯),101.28,3.0,2.0,6640000.0,65561.0,,0.0,0.0,RPSNMLQJIIIGFEN88CB,新天地,B棟3B5號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路,41.72,,,1120930.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),140.19,3.0,2.0,9480000.0,65486.0,一樓平面,13.75,1200000.0,RPPNMLQJIIIGFHN88CB,賀里漾,B棟4A號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市萬德街50號對面,77.08,,,1120924.0,土地1建物1車位0,全,4.0,透天厝,158.18,4.0,5.0,17580000.0,111139.0,,0.0,0.0,RPPNMLRJIIIGFDN58CB,磐石帝堡NO.6,A棟2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市員水路一段580巷166弄巷底,29.22,鄉村區,乙種建築用地,1120918.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),86.23,2.0,1.0,7320000.0,84889.0,,0.0,0.0,RPQNMLRJIIIGFDN68CB,滬億瑞禾,A棟3F-B2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市員水路一段580巷166弄巷底,29.33,鄉村區,乙種建築用地,1120923.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),86.58,2.0,1.0,7300000.0,84315.0,,0.0,0.0,RPRNMLRJIIIGFDN78CB,滬億瑞禾,A棟3F-B1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市員水路一段580巷166弄巷底,35.51,鄉村區,乙種建築用地,1120923.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),104.74,3.0,2.0,8750000.0,83540.0,,0.0,0.0,RPSNMLRJIIIGFDN88CB,滬億瑞禾,B棟2F-E1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市條和街,90.13,,,1120922.0,土地1建物1車位0,全,4.0,透天厝,235.05,5.0,3.0,29200000.0,124229.0,,0.0,0.0,RPPNMLSJIIIGFDN68CB,昕晟馥桂,A3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市條和街,76.78,,,1120915.0,土地2建物1車位0,全,4.0,透天厝,153.8,4.0,4.0,17000000.0,110533.0,,0.0,0.0,RPQNMLSJIIIGFDN78CB,昕晟馥桂,B3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,30.9,特定農業區,甲種建築用地,1120911.0,土地1建物1車位0,二層,7.0,華廈(10層含以下有電梯),96.8,3.0,2.0,7200000.0,74380.0,,0.0,0.0,RPPNMLTJIIIGFAN48CB,廣宣薪世代,B5-2F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,23.66,特定農業區,甲種建築用地,1120911.0,土地1建物1車位0,六層,7.0,華廈(10層含以下有電梯),74.12,2.0,2.0,6320000.0,85267.0,,0.0,0.0,RPQNMLTJIIIGFAN58CB,廣宣薪世代,A2-6F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1120922.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),100.74,2.0,1.0,7730000.0,76732.0,坡道機械,0.0,850000.0,RPPNMLTJIIIGFDN78CB,昌祐時代,C棟05F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1120928.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),111.22,2.0,1.0,9070000.0,91458.0,坡道平面,26.81,1350000.0,RPQNMLTJIIIGFDN88CB,昌祐時代,D棟15F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1121001.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),111.19,2.0,1.0,9200000.0,91846.0,坡道平面,26.81,1450000.0,RPRNMLTJIIIGFDN98CB,昌祐時代,F棟11F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.11,一般農業區,甲種建築用地,1121003.0,土地2建物1車位1,三層,9.0,華廈(10層含以下有電梯),105.76,2.0,1.0,7980000.0,89353.0,坡道平面,31.0,1300000.0,RPPNMLKKIIIGFCN87CB,富旺艾美莊園,D棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,26.85,一般農業區,甲種建築用地,1121011.0,土地2建物1車位1,九層,9.0,華廈(10層含以下有電梯),125.86,3.0,1.0,10080000.0,91503.0,坡道平面,31.0,1400000.0,RPPNMLLKIIIGFCN97CB,富旺艾美莊園,D棟11號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.46,一般農業區,甲種建築用地,1120930.0,土地2建物1車位2,九層,9.0,華廈(10層含以下有電梯),127.11,2.0,1.0,8730000.0,94148.0,坡道平面,62.0,2600000.0,RPQNMLLKIIIGFCN08CB,富旺艾美莊園,D棟9號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,26.85,一般農業區,甲種建築用地,1121005.0,土地2建物1車位1,一層,9.0,華廈(10層含以下有電梯),114.63,3.0,1.0,9690000.0,100323.0,坡道平面,31.0,1300000.0,RPRNMLLKIIIGFCN18CB,富旺艾美莊園,D棟11號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市豐年街,35.47,,,1120917.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),133.92,3.0,2.0,9600000.0,84997.0,坡道平面,36.27,1300000.0,RPPNMLLKIIIGFDN08CB,璞樹心悅,A棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,,,1121002.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),111.04,2.0,1.0,9240000.0,92485.0,坡道平面,26.81,1450000.0,RPQNMLLKIIIGFDN18CB,昌祐時代,E棟11F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路,98.14,一般農業區,甲種建築用地,1120918.0,土地1建物1車位0,全,3.0,透天厝,155.76,4.0,3.0,7380000.0,47381.0,,0.0,0.0,RPPNMLLKIIIGFGN38CB,漢寶新宿,A棟9號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路,107.98,一般農業區,甲種建築用地,1121002.0,土地1建物1車位0,全,3.0,透天厝,149.8,4.0,3.0,7520000.0,50200.0,,0.0,0.0,RPQNMLLKIIIGFGN48CB,漢寶新宿,A棟10號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路,109.64,一般農業區,甲種建築用地,1121006.0,土地2建物1車位0,全,3.0,透天厝,155.76,4.0,3.0,7200000.0,46225.0,,0.0,0.0,RPRNMLLKIIIGFGN58CB,漢寶新宿,B棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路,112.48,一般農業區,甲種建築用地,1121001.0,土地2建物1車位0,全,3.0,透天厝,153.84,5.0,3.0,7200000.0,46802.0,,0.0,0.0,RPSNMLLKIIIGFGN68CB,漢寶新宿,C棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路,110.93,一般農業區,甲種建築用地,1121007.0,土地2建物1車位0,全,3.0,透天厝,153.84,5.0,3.0,7200000.0,46802.0,,0.0,0.0,RPTNMLLKIIIGFGN78CB,漢寶新宿,C棟8號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,溪湖鎮,房地(土地+建物),彰化縣溪湖鎮大溪路一段619巷,101.36,鄉村區,乙種建築用地,1121007.0,土地3建物1車位0,全,4.0,透天厝,172.0,4.0,4.0,12800000.0,74419.0,,0.0,0.0,RPPNMLLKIIIGFHN48CB,陶璽湖東特區,B棟11號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉溪頭段240-3地號,103.77,鄉村區,乙種建築用地,1120927.0,土地1建物1車位0,全,3.0,透天厝,181.06,4.0,5.0,12880000.0,71137.0,,0.0,0.0,RPPNMLLKIIIGFAN87DB,豐御溪頭,A3棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉溪頭段242-1地號,102.68,鄉村區,乙種建築用地,1121005.0,土地1建物1車位0,全,3.0,透天厝,185.18,4.0,5.0,12800000.0,69122.0,,0.0,0.0,RPQNMLLKIIIGFAN97DB,豐御溪頭,B2棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路三段,30.98,鄉村區,乙種建築用地,1120919.0,土地2建物1車位1,五層,11.0,華廈(10層含以下有電梯),144.31,3.0,2.0,12420000.0,94477.0,坡道平面,26.61,1300000.0,RPPNMLMKIIIGFAN87CB,泰和茂涵森,B棟B6-5F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路三段,30.98,鄉村區,乙種建築用地,1120919.0,土地2建物1車位1,四層,11.0,華廈(10層含以下有電梯),144.31,3.0,2.0,11980000.0,90739.0,坡道平面,26.61,1300000.0,RPQNMLMKIIIGFAN97CB,泰和茂涵森,B棟B6-4F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路三段,22.41,鄉村區,乙種建築用地,1120919.0,土地2建物1車位1,四層,9.0,華廈(10層含以下有電梯),111.75,2.0,1.0,9500000.0,96899.0,坡道平面,26.61,1250000.0,RPRNMLMKIIIGFAN08CB,泰和茂涵森,B棟B7-4F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,41.22,,,1120916.0,土地6建物1車位1,三層,5.0,華廈(10層含以下有電梯),102.9,3.0,2.0,11600000.0,118623.0,其他,13.12,950000.0,RPSNMLMKIIIGFAN18CB,山水蒔光二期,3C棟5號,,,,,,,,,,,,,,,,,,,,,,
