鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華路607巷,45.82,住,Unnamed: 5,Unnamed: 6,1120511,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,Unnamed: 14,135.71,3,2,2.1,有,無,8004750,63475,一樓平面,20.63,700000,車位:汽車、機車各1,RPPNMLMKNHIGFBK18DB,賞美,G棟5號,Unnamed: 30,來源資料夾,苗栗縣苗栗市中正路1218巷,30.22,1120811,土地1建物1車位1,七層,10,鋼筋混凝土造,174.2,9600000,61484,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHIGFBK56CB,勝觀苑,A棟7號,頭份市,苗栗縣頭份市中正路463巷,48.03,1121111,四層,鋼骨混凝土造,147.26,11280000,76599,12.41,0,Unnamed: 26,RPPNMLNKJIIGFFK28CB,星苑,E棟4F號
後龍鎮,房地(土地+建物),苗栗縣後龍鎮新港三路,91.2,農,,,1120225.0,土地2建物1車位0,全,3.0,透天厝,住商用,鋼筋混凝土造,,188.15,3.0,2.0,3.0,有,無,14860000.0,78980.0,,0.0,0.0,,RPPNMLNJLHIGFDK08CB,富學市,B棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮建興路,31.41,,鄉村區,乙種建築用地,1120213.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),見使用執照,見使用執照,,85.1,2.0,1.0,1.0,有,無,4600000.0,54054.0,,0.0,0.0,,RPQNMLNJLHIGFDK18CB,龍躍NO.12,B2棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮高鐵五路,96.35,住,,,1120211.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,179.15,3.0,3.0,3.0,有,無,13880000.0,77477.0,,0.0,0.0,,RPSNMLNJLHIGFDK38CB,傳家寶33,D棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮仁德路,25.81,住,,,1120219.0,土地1建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.74,3.0,2.0,2.0,有,無,9300000.0,72997.0,坡道平面,28.94,920000.0,,RPTNMLNJLHIGFDK48CB,e家親,D棟10F-3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市勝利段2747-193地號,42.87,住,,,1120216.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.36,3.0,2.0,2.0,有,無,8450000.0,72619.0,一樓平面,10.82,0.0,,RPPNMLNJLHIGFBK87CB,樂橋大勝利,F棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市維祥街1巷15弄,20.3,,鄉村區,乙種建築用地,1120228.0,土地5建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.63,2.0,1.0,1.0,有,無,6650000.0,67620.0,坡道機械,10.42,550000.0,,RPRNMLNJLHIGFBK08CB,桐芯園(商喬青青),A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市維祥街1巷15弄,20.88,,鄉村區,乙種建築用地,1120303.0,土地5建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.7,2.0,1.0,1.0,有,無,7040000.0,69575.0,坡道機械,10.42,550000.0,,RPTNMLNJLHIGFBK28CB,桐芯園(商喬青青),A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華東街,39.87,住,,,1120303.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,118.67,3.0,2.0,2.0,有,無,7900000.0,66571.0,一樓平面,0.0,0.0,,RPPNMLNJLHIGFBK97DB,富比仕-福星,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,34.94,住,,,1120211.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.95,2.0,2.0,2.0,有,無,7500000.0,67598.0,一樓平面,10.26,0.0,,RPQNMLNJLHIGFEK28CB,銅科A+,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,29.88,住,,,1120211.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.5,2.0,2.0,2.0,有,無,7050000.0,73057.0,一樓平面,10.26,0.0,,RPRNMLNJLHIGFEK38CB,銅科A+,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,29.88,住,,,1120218.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.5,2.0,2.0,2.0,有,無,6880000.0,71295.0,一樓平面,10.26,0.0,,RPSNMLNJLHIGFEK48CB,銅科A+,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,29.88,住,,,1120218.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.63,2.0,2.0,2.0,有,無,6880000.0,71199.0,一樓平面,10.26,0.0,,RPTNMLNJLHIGFEK58CB,銅科A+,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,29.88,住,,,1120218.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.5,2.0,2.0,2.0,有,無,6800000.0,70466.0,一樓平面,10.26,0.0,,RPUNMLNJLHIGFEK68CB,銅科A+,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,29.88,住,,,1120220.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.5,2.0,2.0,2.0,有,無,7100000.0,73575.0,一樓平面,10.26,0.0,,RPVNMLNJLHIGFEK78CB,銅科A+,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物)+車位,苗栗縣後龍鎮校椅一路,31.85,住,,,1120222.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.63,2.0,2.0,1.0,有,無,5500000.0,63875.0,升降機械,7.7,650000.0,,RPPNMLNJLHIGFDK18DB,幸福雄郡6,D棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,39.19,住,,,1120219.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.7,2.0,2.0,2.0,有,無,8480000.0,78737.0,一樓平面,19.7,0.0,,RPPNMLPJLHIGFBK08CB,昊翰,C2-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮開元路559號旁,40.25,住,,,1120216.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.84,3.0,2.0,2.0,有,無,9300000.0,73399.0,一樓平面,13.76,1000000.0,,RPPNMLQJLHIGFDK38CB,星河城,前棟2A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮科專三路306號旁,63.28,住,,,1120226.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.87,4.0,2.0,2.0,有,無,7990000.0,57361.0,一樓平面,10.01,1000000.0,,RPPNMLRJLHIGFDK48CB,心境幸福,E棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉大同路150號旁邊,39.64,住,,,1120213.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.37,3.0,2.0,2.0,有,無,8350000.0,67138.0,一樓平面,10.26,0.0,,RPPNMLRJLHIGFEK58CB,銅科A+,C棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮鎮安十路,78.88,,特定農業區,甲種建築用地,1120224.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,179.72,4.0,2.0,4.0,有,無,8980000.0,49967.0,,0.0,0.0,,RPPNMLRJLHIGFCK38CB,拾苑,A棟A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物),苗栗縣苗栗市育德街,27.06,住,,,1120211.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.01,2.0,2.0,2.0,有,無,5780000.0,62819.0,,0.0,0.0,,RPPNMLSJLHIGFBK38CB,中正1號,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮造豐路,123.2,農,,,1120303.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,187.16,4.0,2.0,3.0,有,無,12780000.0,68284.0,,0.0,0.0,,RPPNMLSJLHIGFDK58CB,富學市,D棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮造豐路,106.26,農,,,1120303.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.48,4.0,2.0,3.0,有,無,13280000.0,73992.0,,0.0,0.0,,RPQNMLSJLHIGFDK68CB,富學市,C棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市親民路200號,109.89,,山坡地保育區,丙種建築用地,1120226.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.07,5.0,2.0,3.0,有,無,10820000.0,60423.0,,0.0,0.0,,RPPNMLSJLHIGFFK78CB,晶璽,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,23.94,住,,,1120301.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.42,3.0,2.0,2.0,有,無,12750000.0,101683.0,坡道平面,28.29,1450000.0,,RPQNMLSJLHIGFFK88CB,昌隆廣場-上禾旺,A6棟11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,23.94,住,,,1120301.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.95,3.0,2.0,2.0,有,無,12500000.0,101709.0,坡道平面,28.29,1550000.0,,RPRNMLSJLHIGFFK98CB,昌隆廣場-上禾旺,D3棟14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,26.33,住,,,1120301.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.94,3.0,2.0,2.0,有,無,13900000.0,104053.0,坡道平面,28.29,1450000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSJLHIGFFK09CB,昌隆廣場-上禾旺,F5棟07F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,19.15,住,,,1120306.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.06,2.0,2.0,1.0,有,無,10250000.0,103766.0,坡道平面,28.29,1350000.0,,RPTNMLSJLHIGFFK56CB,昌隆廣場-上禾旺,C5棟14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,19.15,住,,,1120306.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.58,2.0,2.0,1.0,有,無,9880000.0,96613.0,坡道平面,28.29,1350000.0,,RPUNMLSJLHIGFFK66CB,昌隆廣場-上禾旺,E5棟02F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市嘉福街,41.45,住,,,1120223.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,155.13,3.0,2.0,2.0,有,無,9500000.0,61239.0,一樓平面,21.97,0.0,,RPPNMLTJLHIGFBK48CB,天湖峰景,A-6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市育德街,34.05,住,,,1120214.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.39,3.0,2.0,2.0,有,無,8460000.0,65893.0,一樓平面,17.56,0.0,,RPQNMLTJLHIGFBK58CB,中正1號,A棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,25.97,住,,,1120225.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.3,1.0,2.0,1.0,有,無,6000000.0,84151.0,一樓平面,11.0,0.0,停車位位於室外,RPPNMLKKLHIGFBK67CB,昊翰,A5-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,38.53,住,,,1120226.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.4,2.0,2.0,2.0,有,無,8520000.0,77174.0,一樓平面,18.2,0.0,,RPRNMLKKLHIGFBK87CB,昊翰2,F3-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路1138巷5號附近,49.64,住,,,1120226.0,土地1建物1車位2,十層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,253.1,3.0,2.0,2.0,有,無,16800000.0,74573.0,坡道平面,60.0,2400000.0,,RPSNMLKKLHIGFBK97CB,玥華,A1-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市國華路,14.7,住,,,1120303.0,土地1建物1車位1,七層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.46,2.0,1.0,1.0,有,無,4790000.0,54562.0,坡道平面,12.5,700000.0,,RPTNMLKKLHIGFBK08CB,璀璨,A-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮建國路10巷,149.76,住,,,1120310.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,233.18,4.0,3.0,5.0,有,無,16200000.0,69474.0,,0.0,0.0,,RPPNMLKKLHIGFCK87DB,尊爵名門-苑東段,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市中山路256號旁,16.11,住,,,1120306.0,土地1建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.95,2.0,1.0,1.0,有,無,5850000.0,97581.0,,0.0,0.0,,RPPNMLKKLHIGFFK08CB,商喬吉品3,A1-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市中山路256號旁,18.49,住,,,1120305.0,土地1建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.63,2.0,1.0,1.0,有,無,6650000.0,96896.0,,0.0,0.0,,RPQNMLKKLHIGFFK18CB,商喬吉品3,A7-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市中山路256號旁,8.63,住,,,1120305.0,土地1建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,31.79,1.0,1.0,1.0,有,無,3100000.0,97515.0,,0.0,0.0,,RPRNMLKKLHIGFFK28CB,商喬吉品3,A5-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市中山路256號旁,8.54,住,,,1120305.0,土地1建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,31.58,1.0,1.0,1.0,有,無,3000000.0,94997.0,,0.0,0.0,,RPSNMLKKLHIGFFK38CB,商喬吉品3,A3-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮南平路,37.72,住,,,1120305.0,土地5建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.34,3.0,2.0,2.0,有,無,8850000.0,75055.0,一樓平面,13.75,1000000.0,,RPQNMLKKLHIGFDK97CB,不只是,3F-B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮龍山路3段112巷,63.7,住,,,1120222.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,166.04,4.0,2.0,3.0,有,無,12960000.0,78053.0,,0.0,0.0,,RPSNMLKKLHIGFDK18CB,景綻,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮龍山路3段112巷,63.64,住,,,1120225.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,166.04,4.0,2.0,3.0,有,無,11980000.0,72151.0,,0.0,0.0,,RPTNMLKKLHIGFDK28CB,景綻,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮高鐵五路,96.35,住,,,1120227.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,171.65,4.0,3.0,3.0,有,無,13980000.0,81445.0,,0.0,0.0,,RPPNMLMKLHIGFDK08CB,傳家寶33,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮高鐵五路,93.48,住,,,1120224.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,168.85,4.0,3.0,3.0,有,無,13480000.0,79834.0,,0.0,0.0,,RPQNMLMKLHIGFDK18CB,傳家寶33,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公北三街及公園一街交叉路口,15.11,商,,,1120217.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.35,3.0,2.0,2.0,有,無,16600000.0,102479.0,坡道平面,27.93,1800000.0,1.本筆交易含頭份市公園段25地號1筆土地持分0.51平方公尺，共計15.62平方公尺。2.另含一個機車位不計價。,RPPNMLNKLHIGFDK18CB,捷笙ART+,A2棟15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公北三街及公園一街交叉路口,12.83,商,,,1120218.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.67,3.0,2.0,2.0,有,無,13300000.0,97500.0,坡道平面,24.08,1250000.0,1.本筆交易含頭份市公園段25地號1筆土地持分0.44平方公尺，共計13.27平方公尺。2.另含一個機車位不計價。,RPQNMLNKLHIGFDK28CB,捷笙ART+,B6棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公北三街及公園一街交叉路口,15.11,商,,,1120219.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.6,3.0,2.0,2.0,有,無,16550000.0,104902.0,坡道平面,25.18,1400000.0,1.本筆交易含頭份市公園段25地號1筆土地持分0.51平方公尺，共計15.62平方公尺。2.另含一個機車位不計價。,RPRNMLNKLHIGFDK38CB,捷笙ART+,B2棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市光華段1271地號,17.09,商,,,1120303.0,土地1建物1車位1,十六層,18.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,177.38,3.0,2.0,3.0,有,無,18180000.0,114876.0,坡道平面,32.18,1500000.0,,RPQNMLNKLHIGFFK48CB,TWIN PARK,A棟3-16F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮建國路10巷,105.89,住,,,1120313.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,227.82,5.0,3.0,5.0,有,無,13800000.0,60574.0,,0.0,0.0,,RPPNMLNKLHIGFCK18DB,尊爵名門-苑東段,D棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮鎮安十一路旁,65.8,,特定農業區,甲種建築用地,1120310.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,139.03,4.0,3.0,3.0,有,無,9580000.0,68906.0,,0.0,0.0,,RPPNMLNKLHIGFCK08CB,丞家臻幸福,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮鎮安十一路旁,84.65,,特定農業區,甲種建築用地,1120225.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,156.87,4.0,2.0,3.0,有,無,9700000.0,61835.0,,0.0,0.0,,RPQNMLNKLHIGFCK18CB,丞家臻幸福,B棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
