鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區美都路及熱河三街與德勝街口,12.04,住,,,1120630.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.8,2.0,1.0,1.0,有,無,15400000.0,147730.0,坡道平面,24.74,1800000.0,,RPUNMLOLPHIGFDE68CB,森美樹,A棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區福安二街,25.53,住,,,1120630.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.95,3.0,2.0,2.0,有,無,14720000.0,91002.0,坡道平面,24.92,2250000.0,,RPPNMLOLPHIGFGE48CB,聯上ME悅,A1棟15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區福安二街,25.48,住,,,1120630.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.0,3.0,2.0,2.0,有,無,14190000.0,87743.0,坡道平面,24.92,2250000.0,,RPQNMLOLPHIGFGE58CB,聯上ME悅,A1棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區福安二街,15.81,住,,,1120630.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.41,2.0,1.0,1.0,有,無,7590000.0,74982.0,坡道機械,8.19,1500000.0,,RPRNMLOLPHIGFGE68CB,聯上ME悅,A11棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區錦田路,17.63,住,,,1120630.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.01,2.0,2.0,1.0,有,無,9180000.0,77725.0,坡道平面,22.92,2100000.0,,RPSNMLOLPHIGFGE78CB,聯上ME悅,B1棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區福安二街,15.81,住,,,1120630.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.41,2.0,1.0,1.0,有,無,7590000.0,74982.0,坡道機械,8.19,1500000.0,,RPTNMLOLPHIGFGE88CB,聯上ME悅,A11棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大寮區,房地(土地+建物)+車位,高雄市大寮區保生街,31.18,住,,,1120627.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,103.76,3.0,2.0,2.0,有,無,7100000.0,65854.0,一樓平面,12.65,1100000.0,,RPPNMLOLPHIGFLE98CB,時尚知音,E棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳捷路,23.87,住,,,1120629.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.21,3.0,2.0,2.0,有,無,11580000.0,83248.0,坡道平面,15.73,1800000.0,,RPPNMLOLPHIGFGE58DB,大禾敦品,B棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路廣東二街,12.49,商,,,1120708.0,土地3建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,193.1,2.0,1.0,2.0,有,無,23100000.0,121987.0,坡道平面,22.59,2300000.0,,RPPNMLOLPHIGFBE97CB,新文化城安,A棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多四路B11-4F,8.76,商,,,1120704.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.31,3.0,2.0,2.0,有,無,15520000.0,106076.0,坡道平面,15.01,0.0,,RPPNMLPLPHIGFBE08CB,繽海,B棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多四路D15-15F,6.32,商,,,1120706.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.55,2.0,1.0,2.0,有,無,12430000.0,115574.0,坡道平面,12.72,0.0,,RPQNMLPLPHIGFBE18CB,繽海,D棟15號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,15.72,商,,,1120703.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.43,3.0,2.0,2.0,有,無,23110000.0,117949.0,坡道平面,23.15,2200000.0,,RPRNMLPLPHIGFBE28CB,仰德美麗島,A3棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,20.09,商,,,1120705.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,249.71,3.0,2.0,2.0,有,無,29020000.0,117938.0,坡道平面,23.15,2300000.0,,RPSNMLPLPHIGFBE38CB,仰德美麗島,B1棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,14.21,商,,,1120707.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.52,3.0,2.0,2.0,有,無,23540000.0,133067.0,坡道平面,23.15,2200000.0,,RPTNMLPLPHIGFBE48CB,仰德美麗島,B2棟14號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,19.84,商,,,1120709.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.93,3.0,2.0,2.0,有,無,27380000.0,112521.0,坡道平面,23.15,2200000.0,,RPUNMLPLPHIGFBE58CB,仰德美麗島,A1棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,13.63,商,,,1120709.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.84,3.0,2.0,2.0,有,無,19760000.0,114907.0,坡道平面,23.15,2100000.0,,RPVNMLPLPHIGFBE68CB,仰德美麗島,B3棟04號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,20.09,商,,,1120710.0,土地1建物1車位2,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,272.86,3.0,2.0,2.0,有,無,33920000.0,128531.0,坡道平面,46.3,4800000.0,,RPWNMLPLPHIGFBE78CB,仰德美麗島,B1棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物),高雄市新興區興華路,10.57,商,,,1120711.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.23,2.0,2.0,2.0,有,無,14060000.0,117923.0,,0.0,0.0,,RPXNMLPLPHIGFBE88CB,仰德美麗島,A2棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新興區,房地(土地+建物)+車位,高雄市新興區興華路,14.46,商,,,1120713.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.21,3.0,2.0,2.0,有,無,22420000.0,124003.0,坡道平面,23.15,2200000.0,,RPOOMLPLPHIGFBE08CB,仰德美麗島,B2棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楠梓區,房地(土地+建物),高雄市楠梓區土庫路118巷,21.4,住,,,1120702.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.81,1.0,2.0,2.0,有,無,6200000.0,92800.0,,0.0,0.0,,RPPNMLPLPHIGFEE38CB,家家Love,B3棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤路51巷附近道路尚未開闢,40.6,住,,,1120708.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.85,3.0,2.0,2.0,有,無,9200000.0,68114.0,一樓平面,17.4,1200000.0,,RPPNMLPLPHIGFGE58CB,旭日東昇,A5棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,23.64,住,,,1120717.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.49,2.0,2.0,2.0,有,無,15800000.0,104136.0,坡道平面,15.53,1850000.0,,RPQNMLPLPHIGFGE68CB,藏美東京都,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,23.64,住,,,1120718.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.49,2.0,2.0,2.0,有,無,15350000.0,101150.0,坡道平面,15.53,1800000.0,,RPRNMLPLPHIGFGE78CB,藏美東京都,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,23.28,住,,,1120714.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.61,2.0,2.0,2.0,有,無,15100000.0,101454.0,坡道平面,15.53,1700000.0,,RPSNMLPLPHIGFGE88CB,藏美東京都,A棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,23.64,住,,,1120717.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.49,2.0,2.0,2.0,有,無,15500000.0,101896.0,坡道平面,15.53,1850000.0,,RPTNMLPLPHIGFGE98CB,藏美東京都,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,茄萣區,房地(土地+建物),高雄市茄萣區文化路86巷,15.02,商,,,1120723.0,土地2建物1車位0,三層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,66.09,2.0,2.0,2.0,有,無,4600000.0,69602.0,,0.0,0.0,,RPPNMLPLPHIGFJE88CB,藍天白雲,3F-B3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鼓山區,房地(土地+建物),高雄市鼓山區明誠四路B2棟4樓,4.25,商,,,1120711.0,土地1建物1車位0,四層,33.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,69.32,2.0,2.0,1.0,有,無,9130000.0,131708.0,,0.0,0.0,,RPPNMLPLPHIGFAE97CB,美術1?院,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹽埕區,房地(土地+建物),高雄市鹽埕區公園二路,6.84,商,,,1120711.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.8,2.0,1.0,1.0,有,無,9160000.0,122460.0,,0.0,0.0,,RPQNMLPLPHIGFAE08CB,仰德駁二,A2棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前金區,房地(土地+建物),高雄市前金區中正四路,2.71,商,,,1120722.0,土地9建物1車位0,二十一層,35.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,66.13,1.0,1.0,1.0,有,無,8100000.0,122486.0,,0.0,0.0,,RPRNMLPLPHIGFAE18CB,中正1號院,A棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前金區,房地(土地+建物),高雄市前金區中正四路,2.67,商,,,1120712.0,土地9建物1車位0,七層,35.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,65.25,1.0,1.0,1.0,有,無,7680000.0,117701.0,,0.0,0.0,,RPSNMLPLPHIGFAE28CB,中正1號院,A棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前金區,房地(土地+建物),高雄市前金區中正四路,2.69,商,,,1120723.0,土地9建物1車位0,十九層,35.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,65.69,1.0,1.0,1.0,有,無,7970000.0,121327.0,,0.0,0.0,,RPTNMLPLPHIGFAE38CB,中正1號院,A棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前金區,房地(土地+建物),高雄市前金區中正四路,2.62,商,,,1120714.0,土地9建物1車位0,三十層,35.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,64.14,1.0,1.0,1.0,有,無,7990000.0,124571.0,,0.0,0.0,,RPUNMLPLPHIGFAE48CB,中正1號院,A棟19號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡山區,房地(土地+建物)+車位,高雄市岡山區頂潭路,24.97,,特定農業區,甲種建築用地,1120628.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.92,3.0,2.0,2.0,有,無,7700000.0,82790.0,坡道平面,21.22,1350000.0,,RPPNMLPLPHIGFFE48CB,永富發官邸,F棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡山區,房地(土地+建物)+車位,高雄市岡山區頂潭路,25.2,,特定農業區,甲種建築用地,1120707.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.42,3.0,2.0,1.0,有,無,6980000.0,80741.0,其他,8.26,750000.0,,RPQNMLPLPHIGFFE58CB,永富發官邸,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,14.49,商,,,1120717.0,土地1建物1車位1,三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.8,4.0,2.0,2.0,有,無,17000000.0,96485.0,坡道平面,21.78,1850000.0,,RPRNMLPLPHIGFFE68CB,達麗雙子星,A1-03F號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區大豐二路37號旁,10.46,商,,,1120720.0,土地1建物1車位1,二十層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.06,4.0,2.0,3.0,有,無,17150000.0,101583.0,坡道平面,35.46,1750000.0,,RPPNMLQLPHIGFDE38CB,豐光,B棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物),高雄市三民區九如一路B11棟F07樓,6.92,商,,,1120716.0,土地2建物1車位0,七層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.17,2.0,1.0,1.0,有,無,9200000.0,113342.0,,0.0,0.0,,RPQNMLQLPHIGFDE48CB,遠雄峰蘊,B棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區九如一路B08棟F06樓,10.41,商,,,1120719.0,土地2建物1車位1,六層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.82,3.0,2.0,2.0,有,無,16250000.0,118794.0,坡道平面,20.76,1750000.0,,RPRNMLQLPHIGFDE58CB,遠雄峰蘊,B棟08號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物),高雄市三民區九如一路A06棟F14樓,6.92,商,,,1120719.0,土地2建物1車位0,十四層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.2,2.0,1.0,1.0,有,無,10390000.0,127956.0,,0.0,0.0,,RPSNMLQLPHIGFDE68CB,遠雄峰蘊,A棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區凱歌路A6-13F,8.56,其他,,,1120724.0,土地1建物1車位1,十三層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.06,3.0,2.0,2.0,有,無,17190000.0,112327.0,坡道平面,16.61,2200000.0,,RPTNMLQLPHIGFDE78CB,宏道文華帝寶,A棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區凱歌路B7-25F,8.34,其他,,,1120721.0,土地1建物1車位1,二十五層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.65,3.0,2.0,2.0,有,無,18660000.0,127345.0,坡道平面,16.61,2100000.0,,RPUNMLQLPHIGFDE88CB,宏道文華帝寶,B棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三民區,房地(土地+建物)+車位,高雄市三民區凱歌路B2-19F,8.01,其他,,,1120719.0,土地1建物1車位1,十九層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.56,3.0,2.0,2.0,有,無,17280000.0,120688.0,坡道平面,16.61,2200000.0,,RPVNMLQLPHIGFDE98CB,宏道文華帝寶,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區澄觀路201號旁,18.86,住,,,1120721.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.02,2.0,1.0,2.0,有,無,8200000.0,84153.0,坡道平面,26.78,1700000.0,,RPPNMLQLPHIGFIE88CB,欣澄,A棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁武區,房地(土地+建物)+車位,高雄市仁武區澄觀路201號旁,20.14,住,,,1120723.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.14,2.0,1.0,2.0,有,無,8500000.0,82564.0,坡道平面,26.78,1700000.0,,RPQNMLQLPHIGFIE98CB,欣澄,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新一街,9.24,商,,,1120722.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.42,2.0,2.0,1.0,有,無,7500000.0,88496.0,坡道機械,16.71,800000.0,,RPPNMLQLPHIGFGE68CB,日日豐ViSION88,A棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,17.67,住,,,1120719.0,土地1建物1車位1,十三層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.07,3.0,2.0,2.0,有,無,20500000.0,115976.0,坡道平面,24.71,2250000.0,,RPPNMLQLPHIGFEE48CB,華友聯NeXT21,A1棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,17.67,住,,,1120720.0,土地1建物1車位1,十層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.07,3.0,2.0,2.0,有,無,20000000.0,112799.0,坡道平面,24.71,2250000.0,,RPQNMLQLPHIGFEE58CB,華友聯NeXT21,A1棟10號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,13.74,住,,,1120723.0,土地1建物0車位1,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.43,2.0,2.0,2.0,有,無,14300000.0,104447.0,坡道平面,24.71,1900000.0,,RPRNMLQLPHIGFEE68CB,華友聯NeXT21,A5棟14號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左營區,房地(土地+建物),高雄市左營區華夏路,4.4,商,,,1120719.0,土地1建物1車位0,二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,64.42,1.0,1.0,2.0,有,無,8400000.0,130394.0,,0.0,0.0,,RPPNMLQLPHIGFEE58DB,鑫高鐵Ⅲ,B棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大寮區,房地(土地+建物),高雄市大寮區翁園段1121-7地號,82.5,住,,,1120722.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,181.73,5.0,2.0,3.0,有,無,15000000.0,82540.0,,0.0,0.0,,RPPNMLQLPHIGFLE56CB,旺春豐,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物),高雄市苓雅區三多四路66號旁,6.16,商,,,1120717.0,土地1建物1車位0,二十二層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.0,2.0,2.0,2.0,有,無,11100000.0,123333.0,,0.0,0.0,,RPPNMLQLPHIGFBE18CB,星玥灣,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物),高雄市苓雅區三多四路66號旁,6.9,商,,,1120717.0,土地1建物1車位0,十五層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.29,2.0,2.0,2.0,有,無,12100000.0,121865.0,,0.0,0.0,,RPQNMLQLPHIGFBE28CB,星玥灣,B棟2號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區自強三路187巷,11.31,商,,,1120630.0,土地9建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.17,3.0,2.0,2.0,有,無,11410000.0,94362.0,塔式車位,20.97,1200000.0,,RPTNMLQLPHIGFBE58CB,灣沃,A1棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區自強三路187巷,11.36,商,,,1120630.0,土地9建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.81,3.0,2.0,2.0,有,無,11430000.0,93991.0,塔式車位,20.97,1200000.0,,RPUNMLQLPHIGFBE68CB,灣沃,A1棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區自強三路187巷,11.26,商,,,1120630.0,土地9建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.75,3.0,2.0,2.0,有,無,11080000.0,91668.0,塔式車位,20.97,1200000.0,,RPVNMLQLPHIGFBE78CB,灣沃,A1棟4號,,112_03,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苓雅區,房地(土地+建物)+車位,高雄市苓雅區自強三路187巷,8.45,商,,,1120630.0,土地9建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.88,2.0,2.0,1.0,有,無,9420000.0,97887.0,塔式車位,20.97,1500000.0,,RPWNMLQLPHIGFBE88CB,灣沃,A2棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,
