鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
西湖鄉,土地,石頭灣41地號,1259.96,,特定農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,794.0,,0.0,0,交易價格為親屬價親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKKHIGFEK97EA,0.0,0.0,0.0,無,,112_01
竹南鎮,土地,光復段1043-1地號,35.64,住,,,1120203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2748900,77130.0,,0.0,0,本案土地係被買方占用多年經協議分割後依賣方向前手取得之原價出售予買方。,RPSNMLTJKHIGFDK88DA,0.0,0.0,0.0,無,,112_01
頭份市,房地(土地+建物),苗栗縣頭份市自強里１３鄰中華路１０９１號地下樓,272.74,商,,,1120201,土地3建物1車位0,地下層,七層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,771219.0,1311.25,0,0,0,無,無,20000000,15253.0,,0.0,0,交易標的為大樓之地下樓。,RPPNMLLJKHIGFFK97DA,1224.36,0.0,0.0,無,1.0,112_01
竹南鎮,土地,新山佳段1083地號,2.11,都市：其他:住宅區,,,1120205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23000,10900.0,,0.0,0,竹南鎮新山佳段1083地號為道路用地每坪以15000元出售包含公共設施保留地用地；,RPWNMLKKKHIGFDK48DA,0.0,0.0,0.0,無,2.0,112_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮聖福里１３鄰建國路２８６之１號,95.59,工,,,1120201,土地2建物1車位0,全,四層,透天厝,其他,鋼筋混凝土造,971106.0,224.89,3,2,4,有,無,12000000,53359.0,,0.0,0,契稅.印花稅.所有權移轉登記規費.權狀費.地政士服務費由賣方負擔,RPPOMLKKKHIGFDK87DA,213.7,1.19,10.0,無,3.0,112_01
通霄鎮,土地,五南段60-2地號,3265.71,,山坡地保育區,丙種建築用地,1120201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42478722,13007.0,,0.0,0,,RPSNMLTJKHIGFCK78DA,0.0,0.0,0.0,無,,112_01
獅潭鄉,房地(土地+建物),苗栗縣獅潭鄉新店９９號,114.33,,鄉村區,乙種建築用地,1120201,土地1建物1車位0,全,二層,透天厝,商業用,磚造,240930.0,77.36,7,1,2,有,無,5000000,64633.0,,0.0,0,未登記建物；,RPQNMLLJKHIGFAK57DA,77.36,0.0,0.0,無,,112_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市田寮里１５鄰北田街９巷３號六樓,76.51,工,,,1120201,土地2建物1車位1,六層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1040224.0,254.88,0,0,0,無,有,8700000,34134.0,坡道平面,0.0,0,,RPSNMLSJKHIGFFK98DA,155.76,16.65,0.0,有,4.0,112_01
頭份市,房地(土地+建物),苗栗縣頭份市忠孝里１１鄰忠孝一路１１１巷６號二樓,29.75,住,,,1120204,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690720.0,70.4,2,1,1,無,無,2200000,31250.0,,0.0,0,,RPPNMLPKKHIGFFK48DA,70.4,0.0,0.0,無,,112_01
竹南鎮,土地,龍天段1440-7地號,13.98,都市：其他:住宅區,,,1120201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,215000,15379.0,,0.0,0,包含公共設施保留地用地；,RPRNMLOKKHIGFDK38DA,0.0,0.0,0.0,無,,112_01
後龍鎮,土地,龍東段669-3地號,143.0,住,,,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4730000,33077.0,,0.0,0,,RPOOMLOKKHIGFDK18DA,0.0,0.0,0.0,無,,112_01
卓蘭鎮,土地,卓蘭段3132地號,157.0,,山坡地保育區,農牧用地,1120207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,1911.0,,0.0,0,,RPPNMLPKKHIGFAK97DA,0.0,0.0,0.0,無,,112_01
頭份市,土地,仁愛段917地號,18.02,工,,,1120209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,285800,15860.0,,0.0,0,,RPQNMLOKKHIGFFK48DA,0.0,0.0,0.0,無,,112_01
頭份市,房地(土地+建物),苗栗縣頭份市珊湖里２鄰學府路１０３號,176.01,,山坡地保育區,丙種建築用地,1120208,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,780518.0,212.76,28,0,26,有,無,5500000,25851.0,,0.0,0,頂樓加蓋；其他增建；未登記建物；,RPSOMLTJKHIGFFK56DA,202.2,0.0,10.56,無,,112_01
銅鑼鄉,土地,新雞隆段2608-4地號,1351.8,,山坡地保育區,農牧用地,1120207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1680000,1243.0,,0.0,0,,RPQNMLOKKHIGFEK38DA,0.0,0.0,0.0,無,5.0,112_01
造橋鄉,土地,西坑段217地號,211.89,商,,,1120207,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3174590,14982.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLRKKHIGFDK58DA,0.0,0.0,0.0,無,,112_01
苗栗市,房地(土地+建物),苗栗縣苗栗市４鄰光復路３４號,76.2,,,,1120203,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,741223.0,193.95,3,2,2,無,無,17200000,88683.0,,0.0,0,,RPPNMLSKKHIGFBK48EA,174.09,6.62,13.24,無,,112_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮頂埔里１４鄰天仁東村４３號,79.66,,一般農業區,甲種建築用地,1120204,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,701229.0,86.38,5,1,3,無,無,3000000,34730.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQKKHIGFDK98EA,86.38,0.0,0.0,無,6.0,112_01
