鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
安樂區,房地(土地+建物),基隆市安樂區基金一路２１０巷１弄８６號,289.44,住,,,1120505,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,751229.0,199.5,4,2,3,有,無,16200000,81203.0,,0.0,0,,RPPNMLKKNHIGFDC37EA,176.64,11.43,11.43,無,1.0,112_02
七堵區,車位,基隆市七堵區福六街５７號,0.2,住,,,1120503,土地1建物1車位1,一層,十一層,其他,一般事務所,鋼筋混凝土造,1011025.0,31.98,0,0,0,無,有,1300000,,坡道平面,31.98,1300000,僅車位交易；,RPQNMLLKNHIGFDC57EA,0.0,0.0,0.0,有,2.0,112_02
七堵區,土地,泰安段1057地號,259.86,,山坡地保育區,農牧用地,1120504,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,3271.0,,0.0,0,,RPOOMLLKNHIGFDC37DA,0.0,0.0,0.0,無,,112_02
七堵區,房地(土地+建物),基隆市七堵區長安街２０８巷１２號５樓,43.89,,鄉村區,乙種建築用地,1120502,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830730.0,118.12,3,2,2,有,無,4500000,38097.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNJNHIGFDC87DA,103.18,0.0,12.38,無,,112_02
安樂區,房地(土地+建物),基隆市安樂區基金一路１３５巷５０號７樓,26.46,,,,1120501,土地4建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820315.0,115.71,3,2,2,有,有,4500000,38890.0,,0.0,0,土地增值稅新台幣47823元由買方另行負擔繳納，不含於成交總價中。買方實得成交總價金。,RPSNMLPKNHIGFDC08DA,81.63,0.0,12.27,有,,112_02
仁愛區,建物,基隆市仁愛區愛五路６巷５８號,0.0,,,,1120504,土地0建物1車位0,全,一層,透天厝,住家用,磚造,490800.0,35.34,2,2,1,有,無,1600000,45274.0,,0.0,0,其他增建；,RPWNMLQKNHIGFDC58DA,35.34,0.0,0.0,無,,112_02
暖暖區,房地(土地+建物),基隆市暖暖區碇內街３５７號６樓,21.12,住,,,1120511,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840517.0,93.75,2,2,1,有,有,3400000,36267.0,,0.0,0,陽台外推；頂樓加蓋；,RPVOMLQKNHIGFDC58DA,61.2,0.81,6.64,有,3.0,112_02
中山區,土地,新中山段313地號,16.22,商,,,1120502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1850000,114057.0,,0.0,0,未登記建物；,RPTNMLPJNHIGFDC08DA,0.0,0.0,0.0,無,,112_02
中山區,房地(土地+建物),基隆市中山區成功二路１１４之３號,12.61,商,,,1120508,土地3建物1車位0,四層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680828.0,46.99,2,1,1,有,無,2500000,53203.0,,0.0,0,本買賣案有增建一併移轉其他增建；,RPWNMLPKNHIGFDC48DA,46.99,0.0,0.0,無,,112_02
中正區,房地(土地+建物),基隆市中正區正濱路１１６巷５弄１８號５樓,55.55,住,,,1120504,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830719.0,117.81,4,1,2,有,無,2780000,23597.0,,0.0,0,陽台外推；,RPXNMLPJNHIGFDC48DA,106.08,0.0,9.24,無,,112_02
