鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.74,住,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,177.45,3,1,2,有,無,12200000,76985,坡道平面,53.4,2650000,Unnamed: 26,RPPNMLQKNHIGFAI18CB,未來樹,L5棟5F號,Unnamed: 30,來源資料夾,嘉義市嘉義市日新街與立學街口,31.16,商,1120813,土地1建物1車位1,六層,13,204.63,2.1,19380000,104299,33.2,1500000,RPPNMLOKQHIGFAI28CB,仰?日新,1棟6B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.36,住,,,1120722.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.23,3.0,1.0,2.0,有,無,10760000.0,78047.0,坡道平面,24.74,1200000.0,,RPPNMLOLPHIGFAI28CB,未來樹,L1棟10F號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120717.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2.0,2.0,2.0,有,無,11490000.0,79880.0,坡道平面,29.27,1350000.0,,RPPNMLPLPHIGFAI38CB,佳昂?家易,A2棟10號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1120717.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.94,2.0,2.0,1.0,有,無,8860000.0,77126.0,坡道平面,29.27,1250000.0,,RPQNMLPLPHIGFAI48CB,佳昂?家易,A5棟14號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120717.0,土地1建物1車位1,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.41,2.0,2.0,1.0,有,無,8010000.0,74994.0,坡道平面,29.27,1250000.0,,RPRNMLPLPHIGFAI58CB,佳昂?家易,C1棟4號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120717.0,土地1建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.41,2.0,2.0,1.0,有,無,8340000.0,78655.0,坡道平面,29.27,1250000.0,,RPSNMLPLPHIGFAI68CB,佳昂?家易,C1棟9號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市芳安路17巷,21.1,住,,,1120723.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,52.5,2.0,2.0,1.0,有,無,4850000.0,92381.0,,0.0,0.0,,RPPNMLQLPHIGFAI48CB,好人居Ⅲ,A棟3F10號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.49,住,,,1120630.0,土地5建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.75,2.0,2.0,2.0,有,無,12010000.0,103973.0,坡道平面,49.59,1700000.0,,RPQNMLQLPHIGFAI58CB,大騰帝八區,10A棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.55,住,,,1120730.0,土地5建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.15,2.0,2.0,2.0,有,無,11510000.0,103722.0,坡道平面,27.75,1200000.0,,RPPNMLKMPHIGFAI97CB,大騰帝八區,10A棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市吳鳳南路521巷,31.27,住,,,1120630.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.56,2.0,2.0,1.0,有,無,6000000.0,76375.0,,0.0,0.0,原申報序號B1IA11207290001號撤銷重新申報,RPQNMLLMPHIGFAI18CB,敦南苑,B棟2B2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市順興五街,99.05,住,,,1120728.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,207.75,4.0,2.0,3.0,有,無,20880000.0,100505.0,,0.0,0.0,,RPRNMLLMPHIGFAI28CB,興達帝寶NO.16御賞,A棟7號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120724.0,土地1建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.48,2.0,2.0,2.0,有,無,12760000.0,79250.0,坡道平面,58.54,2700000.0,,RPPNMLLJQHIGFAI87CB,佳昂?家易,A2棟8號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120724.0,土地1建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.56,1.0,2.0,1.0,有,無,8640000.0,80740.0,坡道平面,29.27,1350000.0,,RPQNMLLJQHIGFAI97CB,佳昂?家易,B1棟7號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120724.0,土地1建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.41,2.0,2.0,1.0,有,無,8660000.0,81096.0,坡道平面,29.27,1350000.0,,RPRNMLLJQHIGFAI08CB,佳昂?家易,B5棟7號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市順興六街,107.53,住,,,1120730.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.52,3.0,2.0,4.0,有,無,18370000.0,107101.0,一樓平面,0.0,0.0,,RPSNMLLJQHIGFAI18CB,松町六,F棟19號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,23.49,住,,,1120802.0,土地5建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.91,2.0,2.0,2.0,有,無,11500000.0,102864.0,坡道平面,27.75,1300000.0,,RPQNMLMJQHIGFAI08CB,大騰帝八區,9A棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,29.62,住,,,1120802.0,土地5建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.79,3.0,2.0,2.0,有,無,15680000.0,108605.0,坡道平面,27.75,2100000.0,,RPRNMLMJQHIGFAI18CB,大騰帝八區,9A棟5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,121.75,其他,,,1120729.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,141.94,0.0,5.0,3.0,有,無,13480000.0,94970.0,,0.0,0.0,,RPPNMLMJQHIGFAI08DB,成家,D棟10號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區榮段四小段0022地號,17.67,商,,,1120801.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.58,2.0,2.0,2.0,有,無,13980000.0,135138.0,升降機械,13.75,1300000.0,,RPPNMLNJQHIGFAI08CB,金石站前湛,B棟6號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,31.47,住,,,1120721.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,133.22,2.0,2.0,2.0,有,無,9350000.0,77775.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPPNMLOJQHIGFAI18CB,御安旺景3,8A3棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120723.0,土地1建物1車位1,三層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,161.22,3.0,2.0,2.0,有,無,10880000.0,72897.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPQNMLOJQHIGFAI28CB,御安旺景3,3A1棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市八德路,29.62,住,,,1120803.0,土地5建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.79,3.0,2.0,2.0,有,無,14880000.0,109405.0,坡道平面,27.75,1200000.0,,RPPNMLPJQHIGFAI28CB,大騰帝八區,11A棟3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市竹圍路,10.79,商,,,1120728.0,土地1建物1車位0,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,58.51,2.0,1.0,1.0,有,無,5700000.0,97419.0,,0.0,0.0,,RPPNMLRJQHIGFAI48CB,湛然天玉,D棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120731.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2.0,2.0,2.0,有,無,11530000.0,80195.0,坡道平面,29.27,1350000.0,,RPPNMLSJQHIGFAI58CB,佳昂?家易,A3棟10號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市金龍街.大雅路二段578巷,32.46,住,,,1120807.0,土地3建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,240.85,3.0,2.0,2.0,有,無,27980000.0,118022.0,一樓平面,27.5,2800000.0,[夢公園/集合住宅] 7F-B1,RPQNMLSJQHIGFAI68CB,夢公園,B棟7B1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,28.59,住,,,1120807.0,土地1建物1車位1,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.89,2.0,2.0,2.0,有,無,8100000.0,75683.0,坡道平面,28.72,1200000.0,,RPRNMLSJQHIGFAI78CB,威盛好日子,乙棟8H號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市彌陀路238巷98弄,31.04,住,,,1120726.0,土地1建物1車位1,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.22,1.0,2.0,1.0,有,無,8280000.0,81443.0,坡道平面,27.27,1280000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJQHIGFAI78CB,陶世代,A棟4樓E2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市彌陀路238巷98弄,44.51,住,,,1120804.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.1,2.0,2.0,1.0,有,無,11300000.0,84550.0,一樓平面,16.01,1400000.0,,RPRNMLTJQHIGFAI88CB,陶世代,B棟4樓A號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市民生南路,37.61,住,,,1120729.0,土地6建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.28,2.0,2.0,1.0,有,無,10130000.0,91562.0,坡道平面,13.75,1200000.0,,RPSNMLTJQHIGFAI98CB,金石龍悅,B棟3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市竹圍路,18.71,商,,,1120728.0,土地1建物1車位0,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.5,2.0,2.0,2.0,有,無,9980000.0,98325.0,,0.0,0.0,,RPTNMLTJQHIGFAI09CB,湛然天玉,D棟3號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.36,住,,,1120725.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.19,3.0,1.0,2.0,有,無,10630000.0,76578.0,坡道平面,26.7,1250000.0,,RPQNMLKKQHIGFAI97CB,未來樹,L1棟8F號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市民生南路,30.57,住,,,1120808.0,土地9建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.75,2.0,2.0,1.0,有,無,8930000.0,90941.0,坡道平面,13.75,1200000.0,,RPRNMLKKQHIGFAI08CB,金石龍悅,A棟6號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區博愛路二段361號南側約5公尺,142.38,住,,,1120715.0,土地2建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,295.14,6.0,2.0,7.0,有,無,34800000.0,117910.0,一樓平面,0.0,0.0,,RPPNMLNKQHIGFAI18CB,三代居NO.18鑫城市,B5棟B5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區博愛路二段361號南側約5公尺,154.38,住,,,1120803.0,土地2建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,325.12,6.0,2.0,7.0,有,無,41300000.0,127030.0,一樓平面,0.0,0.0,,RPQNMLNKQHIGFAI28CB,三代居NO.18鑫城市,A1棟A1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區博愛路二段361號南側約5公尺,145.38,住,,,1120803.0,土地2建物1車位1,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,308.12,6.0,2.0,7.0,有,無,39500000.0,128197.0,一樓平面,0.0,0.0,,RPRNMLNKQHIGFAI38CB,三代居NO.18鑫城市,A2棟A2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.36,商,,,1120807.0,土地1建物1車位1,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.52,2.0,2.0,2.0,有,無,11200000.0,78643.0,坡道平面,29.27,1350000.0,,RPPNMLQKQHIGFAI48CB,佳昂?家易,B2棟5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市湖子內段湖美小段473-17地號 等27筆,104.13,其他,,,1120730.0,土地6建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,172.12,4.0,1.0,5.0,有,無,12000000.0,69719.0,,0.0,0.0,,RPQNMLQKQHIGFAI58CB,敦美3,B15棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1120803.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,3.0,2.0,2.0,有,無,11570000.0,102861.0,坡道機械,15.04,750000.0,,RPPNMLRKQHIGFAI58CB,漢昇 築城,H棟H5號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120805.0,土地1建物1車位1,八層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,161.22,3.0,2.0,2.0,有,無,11330000.0,76286.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPQNMLRKQHIGFAI68CB,御安旺景3,8C1棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市興美七街,98.41,住,,,1120809.0,土地1建物1車位1,全,4.0,透天厝,住家用,見其他登記事項,,186.92,3.0,1.0,4.0,有,無,16950000.0,90681.0,一樓平面,13.75,0.0,,RPSNMLRKQHIGFAI88CB,尚品風采六期,A2棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市臺斗街,130.47,住,,,1120804.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,246.32,5.0,2.0,4.0,有,無,23000000.0,93374.0,,0.0,0.0,,RPTNMLSLQHIGFAI56CB,小山村,A棟1號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市湖子內段湖美一路,113.95,住,,,1120808.0,土地4建物1車位0,1-4樓,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,222.21,5.0,1.0,6.0,有,無,21580000.0,97115.0,,0.0,0.0,,RPUNMLSLQHIGFAI66CB,大璟 微光第五期,S棟2號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),嘉義市嘉義市湖子內段湖美一路,117.86,住,,,1120715.0,土地4建物1車位0,1-3樓,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,204.21,4.0,2.0,5.0,有,無,18600000.0,91083.0,,0.0,0.0,1、原申報序號：B1IA11207310001、B1IA11209050004撤銷，重新申報。2、經核定更正湖子內段湖美小段235-7地號之土地面積。,RPQNMLQJRHIGFAI58CB,大璟 微光第五期,C棟0號,,112_03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),,,,,,,,,,透天厝,見其他登記事項,鋼筋混凝土造,,,5.0,,1.0,有,無,,,,,,,,,,,112_04,嘉義市嘉義市湖子內段湖美小段473-17地號 等27筆,104.13,其他,1120811.0,土地6建物1車位0,全,3.0,172.12,5.0,12850000.0,74657.0,0.0,0.0,RPRNMLQKQHIGFAI68CB,敦美3,B13棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,嘉義市嘉義市八德路,23.55,住,1120815.0,土地5建物1車位1,十一層,14.0,127.15,2.0,11580000.0,104427.0,27.75,1200000.0,RPRNMLRKQHIGFAI78CB,大騰帝八區,11A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道機械,,,[夢公園/集合住宅] 6F-C1,,,,,112_04,嘉義市嘉義市金龍街.大雅路二段578巷,21.69,住,1120813.0,土地3建物1車位1,六層,10.0,146.98,2.0,16960000.0,116807.0,9.06,850000.0,RPTNMLRKQHIGFAI98CB,夢公園,C棟6C1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道機械,,,[夢公園/集合住宅] 4F-C2,,,,,112_04,嘉義市嘉義市金龍街.大雅路二段578巷,21.27,住,1120820.0,土地3建物1車位1,四層,10.0,143.93,2.0,16530000.0,115519.0,9.06,950000.0,RPPNMLLLQHIGFAI08CB,夢公園,C棟4C2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,一樓平面,,,,,,,,112_04,嘉義市嘉義市順興六街,106.72,住,1120817.0,土地1建物1車位1,全,3.0,168.52,5.0,18210000.0,108058.0,0.0,0.0,RPQNMLLLQHIGFAI18CB,松町六,F棟15號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),,,,,,,,,,透天厝,住家用,鋼筋混凝土造,,,4.0,,3.0,有,無,,,,,,,,,,,112_04,嘉義市嘉義市大統路,116.95,住,1120819.0,土地3建物1車位0,全,4.0,258.42,5.0,25000000.0,96742.0,0.0,0.0,RPRNMLLLQHIGFAI28CB,金石成大砌,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),,,,,,,,,,透天厝,住家用,鋼筋混凝土造,,,5.0,,3.0,有,無,,,,,,,,,,,112_04,嘉義市嘉義市大統路,117.95,住,1120812.0,土地4建物1車位0,全,4.0,250.64,6.0,25580000.0,102059.0,0.0,0.0,RPPNMLMLQHIGFAI18CB,金石成大砌,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,1120814.0,土地1建物1車位1,十二層,14.0,156.21,2.0,11220000.0,77753.0,29.27,1350000.0,RPQNMLNLQHIGFAI38CB,佳昂?家易,A2棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,1120814.0,土地1建物1車位1,七層,14.0,127.94,1.0,8940000.0,77430.0,29.27,1300000.0,RPRNMLNLQHIGFAI48CB,佳昂?家易,A5棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,嘉義市嘉義市健康九路與湖美十路交叉口,23.36,商,1120814.0,土地1建物1車位1,八層,12.0,154.52,2.0,11300000.0,79840.0,29.27,1300000.0,RPSNMLNLQHIGFAI58CB,佳昂?家易,C3棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,升降平面,,,,,,,,112_04,嘉義市嘉義市西區榮段四小段0022地號,31.16,商,1120819.0,土地1建物1車位1,七層,8.0,179.17,3.0,24180000.0,132874.0,13.75,2200000.0,RPPNMLOLQHIGFAI38CB,金石站前湛,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,升降機械,,,,,,,,112_04,嘉義市嘉義市西區榮段四小段0022地號,27.27,商,1120819.0,土地1建物1車位1,七層,8.0,158.51,2.0,20300000.0,131252.0,13.75,1300000.0,RPQNMLOLQHIGFAI48CB,金石站前湛,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物),,,,,,,,,,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,,,,,,,,112_04,嘉義市嘉義市永樂二街,87.0,住,1120818.0,土地1建物1車位0,全,4.0,224.88,5.0,23580000.0,104856.0,0.0,0.0,RPVNMLSLQHIGFAI76CB,億東柏林一,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉義市,房地(土地+建物)+車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道平面,,,,,,,,112_04,嘉義市嘉義市健康十街,28.59,住,1120824.0,土地1建物1車位1,六層,9.0,119.89,2.0,8040000.0,75025.0,28.72,1200000.0,RPWNMLSLQHIGFAI86CB,威盛好日子,乙棟6H號
