鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.74,住,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,177.45,3,1,2,有,無,12200000,76985,坡道平面,53.4,2650000,Unnamed: 26,RPPNMLQKNHIGFAI18CB,未來樹,L5棟5F號,Unnamed: 30,來源資料夾,嘉義市嘉義市日新街與立學街口,31.16,商,1120813,土地1建物1車位1,六層,13,204.63,2.1,19380000,104299,33.2,1500000,RPPNMLOKQHIGFAI28CB,仰?日新,1棟6B1號
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,25.02,商,,,1120306.0,土地1建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.14,2.0,2.0,2.0,有,無,11920000.0,80534.0,坡道平面,29.27,1300000.0,,RPUNMLOKLHIGFAI28CB,佳昂?家易,B3棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,22.8,商,,,1120306.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.26,3.0,2.0,2.0,有,無,8910000.0,74089.0,,0.0,0.0,,RPVNMLOKLHIGFAI38CB,佳昂?家易,E2棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市彌陀路238巷98弄,37.02,住,,,1120218.0,土地1建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.0,4.0,2.0,2.0,有,無,9360000.0,81395.0,坡道機械,13.22,750000.0,,RPWNMLOKLHIGFAI48CB,拉斐特三期,2樓B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,30.49,住,,,1120311.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.84,3.0,1.0,2.0,有,無,10830000.0,74957.0,坡道平面,26.7,1300000.0,,RPPNMLPKLHIGFAI87CB,未來樹,L3棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市順興六街,105.52,住,,,1120304.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,168.96,4.0,2.0,5.0,有,無,18170000.0,107540.0,一樓平面,0.0,0.0,,RPPNMLQKLHIGFAI97CB,松町六,F棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市順興六街,116.22,住,,,1120310.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.91,3.0,3.0,4.0,有,無,18280000.0,106335.0,一樓平面,0.0,0.0,,RPQNMLQKLHIGFAI08CB,松町六,F棟20號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,31.18,住,,,1120225.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,184.25,4.0,1.0,2.0,有,無,18100000.0,104601.0,坡道平面,23.64,1300000.0,建物總價內含機車位1位，10萬元整。,RPRNMLQKLHIGFAI18CB,漢昇 築城,H棟H5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康十街,19.67,商,,,1120302.0,土地1建物1車位1,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,151.3,3.0,2.0,2.0,有,無,10450000.0,74011.0,坡道平面,27.67,1300000.0,本戶為退戶後轉售，第一次出售時，尚未實施實價登錄政策。,RPPNMLRKLHIGFAI08CB,漢昇 築夢想,A棟A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,119.06,其他,,,1120315.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,138.65,0.0,5.0,3.0,有,無,12580000.0,90732.0,,0.0,0.0,,RPPNMLKLLHIGFAI57DB,成家,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,120.38,其他,,,1120315.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,140.03,0.0,5.0,3.0,有,無,12780000.0,91266.0,,0.0,0.0,,RPQNMLKLLHIGFAI67DB,成家,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,120.38,其他,,,1120315.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,140.03,0.0,5.0,3.0,有,無,12780000.0,91266.0,,0.0,0.0,,RPRNMLKLLHIGFAI77DB,成家,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,120.38,其他,,,1120315.0,土地2建物1車位0,全,2.0,透天厝,見其他登記事項,鋼筋混凝土造,,140.03,0.0,5.0,3.0,有,無,12780000.0,91266.0,,0.0,0.0,,RPSNMLKLLHIGFAI87DB,成家,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,91.14,其他,,,1120317.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,219.84,0.0,6.0,5.0,有,無,16980000.0,77238.0,,0.0,0.0,,RPPNMLLLLHIGFAI67DB,成家,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,91.61,其他,,,1120317.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,206.52,0.0,6.0,5.0,有,無,16680000.0,80767.0,,0.0,0.0,,RPQNMLLLLHIGFAI77DB,成家,A棟16號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市新生路,18.41,住,,,1120309.0,土地3建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.37,2.0,2.0,1.0,有,無,11660000.0,88641.0,坡道平面,13.75,1500000.0,勃朗峰3F/A6,RPSNMLLLLHIGFAI87CB,勃朗峰、THEONE,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1120313.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.89,2.0,2.0,1.0,有,無,8350000.0,72196.0,坡道平面,29.27,1230000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLLLHIGFAI97CB,佳昂?家易,A1棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1120313.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.81,2.0,2.0,1.0,有,無,8300000.0,72196.0,坡道平面,28.19,1180000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPUNMLLLLHIGFAI08CB,佳昂?家易,A1棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1120313.0,土地1建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.08,2.0,2.0,2.0,有,無,11440000.0,80200.0,坡道平面,29.27,1350000.0,,RPVNMLLLLHIGFAI18CB,佳昂?家易,C2棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120313.0,土地1建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.71,2.0,2.0,1.0,有,無,6910000.0,75346.0,,0.0,0.0,,RPWNMLLLLHIGFAI28CB,佳昂?家易,E1棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,39.87,住,,,1120303.0,土地1建物1車位2,七層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,189.65,3.0,2.0,2.0,有,無,12300000.0,74554.0,坡道平面,56.86,2400000.0,房屋面積以地政機關登記完竣之面積為準,RPPNMLMLLHIGFAI67CB,御安旺景3,7C1棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康12路,31.06,住,,,1120310.0,土地1建物1車位1,三層,8.0,華廈(10層含以下有電梯),住家用,見其他登記事項,,131.87,2.0,2.0,2.0,有,無,8550000.0,71056.0,坡道平面,28.43,1200000.0,房屋面積以地政機關登記完竣之面積為準,RPQNMLMLLHIGFAI77CB,御安旺景3,3B5棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市竹圍路,18.23,商,,,1120309.0,土地3建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.79,2.0,2.0,2.0,有,無,8680000.0,75663.0,坡道平面,27.93,1200000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMLLHIGFAI87CB,湛然天玉,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市新生路,129.0,住,,,1120307.0,土地4建物1車位0,一至三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,383.51,3.0,2.0,4.0,有,無,31680000.0,82605.0,,0.0,0.0,THEONEC10戶/有電梯,RPSNMLMLLHIGFAI97CB,勃朗峰、THEONE,C棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市順興六街,105.72,住,,,1120323.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,163.63,3.0,3.0,4.0,有,無,17880000.0,109271.0,一樓平面,0.0,0.0,,RPQNMLNLLHIGFAI87CB,松町六,F棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市安東二街,41.0,住,,,1120301.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,119.51,3.0,2.0,2.0,有,無,12000000.0,105305.0,一樓平面,17.9,1300000.0,,RPPNMLPLLHIGFAI97CB,逸享家,1棟5F2A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市湖美五街,98.3,住,,,1120320.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.98,4.0,2.0,5.0,有,無,15600000.0,76855.0,,0.0,0.0,,RPPNMLRLLHIGFAI18CB,宬富市NO.10,B2棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市竹圍路,11.3,商,,,1120223.0,土地3建物1車位0,十層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,61.36,2.0,1.0,1.0,有,無,4450000.0,72523.0,,0.0,0.0,原申報書序號:B1IA11203210001撤銷。重新申報原因:交易日期誤繕，更正日期為112年2月23日。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRLLHIGFAI28CB,湛然天玉,D棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市環湖二街,86.5,其他,,,1120320.0,土地1建物1車位0,全部,3.0,店面(店鋪),住商用,鋼筋混凝土造,,194.59,5.0,2.0,5.0,有,無,10800000.0,55501.0,,0.0,0.0,,RPRNMLRLLHIGFAI38CB,天晴NO17,D5棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市環湖二街,98.43,其他,,,1120310.0,土地1建物1車位0,全部,3.0,店面(店鋪),住商用,鋼筋混凝土造,,195.08,4.0,2.0,5.0,有,無,9880000.0,50646.0,,0.0,0.0,,RPTNMLRLLHIGFAI58CB,天晴NO17,C10棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市順興五街,85.78,住,,,1120303.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.95,3.0,3.0,3.0,有,無,17300000.0,96138.0,,0.0,0.0,,RPPNMLSLLHIGFAI28CB,興達帝寶NO.16御賞,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120320.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.54,2.0,2.0,1.0,有,無,6110000.0,72273.0,,0.0,0.0,,RPQNMLSLLHIGFAI38CB,佳昂?家易,E3棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,16.13,商,,,1120320.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.81,2.0,2.0,1.0,有,無,7790000.0,76768.0,坡道平面,29.27,1300000.0,,RPRNMLSLLHIGFAI48CB,佳昂?家易,D3棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,22.8,商,,,1120320.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.53,3.0,2.0,2.0,有,無,10700000.0,77748.0,坡道平面,29.27,1350000.0,,RPSNMLSLLHIGFAI58CB,佳昂?家易,E2棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,91.14,其他,,,1120326.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,219.84,0.0,6.0,5.0,有,無,16980000.0,77238.0,,0.0,0.0,,RPPNMLSLLHIGFAI38DB,成家,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,28.9,住,,,1120318.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.96,2.0,1.0,1.0,有,無,6600000.0,91718.0,,0.0,0.0,,RPPNMLTLLHIGFAI38CB,寓上愛,壹棟4FA5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,20.1,住,,,1120325.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.94,1.0,1.0,1.0,有,無,4280000.0,85703.0,,0.0,0.0,,RPQNMLTLLHIGFAI48CB,寓上愛,壹棟3FA8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市東區五福街,41.03,住,,,1120314.0,土地2建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.22,3.0,2.0,2.0,有,無,8690000.0,68848.0,,0.0,0.0,,RPRNMLTLLHIGFAI58CB,森擎集合住宅,3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區五福街,40.53,住,,,1120310.0,土地2建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,157.53,3.0,2.0,2.0,有,無,9900000.0,69306.0,坡道平面,32.0,1200000.0,,RPSNMLTLLHIGFAI68CB,森擎集合住宅,3I號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市新生路,148.8,住,,,1120322.0,土地4建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,324.17,3.0,2.0,2.0,有,無,38880000.0,119937.0,,0.0,0.0,雅典娜+特A/有電梯,RPPNMLKMLHIGFAI57CB,雅典娜+,特棟A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市新生路,4.2,住,,,1120322.0,土地1建物1車位0,全,1.0,店面(店鋪),商業用,鋼筋混凝土造,,11.1,0.0,0.0,0.0,無,無,4320000.0,389189.0,,0.0,0.0,雅典娜+特B戶,RPQNMLKMLHIGFAI67CB,雅典娜+,特棟B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,89.28,其他,,,1120330.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,206.24,0.0,6.0,5.0,有,無,16380000.0,79422.0,,0.0,0.0,,RPPNMLQJMHIGFAI08DB,成家,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,99.03,其他,,,1120405.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,232.05,0.0,6.0,5.0,有,無,17580000.0,75760.0,,0.0,0.0,,RPQNMLQJMHIGFAI18DB,成家,D棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市健康三路,98.03,其他,,,1120322.0,土地1建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,233.75,0.0,6.0,5.0,有,無,17580000.0,75209.0,,0.0,0.0,,RPPNMLRJMHIGFAI18DB,成家,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1120327.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,3.0,2.0,2.0,有,無,11900000.0,106949.0,坡道機械,15.04,650000.0,,RPPNMLRJMHIGFAI08CB,漢昇 築城,H棟H3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區竹圍路,19.05,商,,,1120326.0,土地3建物1車位1,十層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.44,2.0,2.0,2.0,有,無,9440000.0,78640.0,坡道平面,27.93,1300000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRJMHIGFAI28CB,湛然天玉,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區竹圍路,19.05,商,,,1120326.0,土地3建物1車位1,十一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.44,2.0,2.0,2.0,有,無,9440000.0,78640.0,坡道平面,27.93,1300000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJMHIGFAI48CB,湛然天玉,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市西區竹圍路,18.42,商,,,1120323.0,土地3建物1車位1,十一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.81,2.0,2.0,2.0,有,無,9270000.0,79295.0,坡道平面,27.93,1350000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPUNMLRJMHIGFAI58CB,湛然天玉,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120327.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8260000.0,75891.0,坡道平面,29.27,1300000.0,,RPPNMLSJMHIGFAI18CB,佳昂?家易,E1棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1120327.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.98,2.0,2.0,1.0,有,無,8370000.0,77091.0,坡道平面,29.27,1300000.0,,RPQNMLSJMHIGFAI28CB,佳昂?家易,E1棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市芳安路17巷,32.3,住,,,1120331.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.31,2.0,2.0,1.0,有,無,7380000.0,91894.0,,0.0,0.0,,RPPNMLTJMHIGFAI28CB,好人居Ⅲ,A棟2F8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,31.9,住,,,1120321.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.74,2.0,2.0,1.0,有,無,8050000.0,85131.0,一樓平面,16.45,1300000.0,,RPRNMLTJMHIGFAI48CB,好人居Ⅲ,A棟3F8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,35.9,住,,,1120315.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.7,2.0,2.0,1.0,有,無,8950000.0,85714.0,一樓平面,16.45,1300000.0,,RPSNMLTJMHIGFAI58CB,好人居Ⅲ,A棟3F1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,31.9,住,,,1120408.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.74,2.0,2.0,1.0,有,無,8150000.0,86392.0,一樓平面,16.45,1300000.0,,RPPNMLKKMHIGFAI47CB,好人居Ⅲ,A棟4F8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,31.3,住,,,1120403.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.29,2.0,2.0,1.0,有,無,7900000.0,84789.0,一樓平面,16.45,1300000.0,,RPQNMLKKMHIGFAI57CB,好人居Ⅲ,A棟3F7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市芳安路17巷,33.1,住,,,1120220.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.65,2.0,2.0,1.0,有,無,8580000.0,88564.0,一樓平面,16.45,1300000.0,1.建物坐落誤繕2.原申報書序號B1IA11202230002撤銷，重新申報,RPPNMLLKMHIGFAI57CB,好人居Ⅲ,A棟2F5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義市,房地(土地+建物),嘉義市嘉義市芳安路17巷,31.7,住,,,1120305.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.83,2.0,2.0,1.0,有,無,7360000.0,93365.0,,0.0,0.0,1.建物坐落誤繕2.原申報書序號B1IA11203090001撤銷，重新申報,RPQNMLLKMHIGFAI67CB,好人居Ⅲ,A棟2F7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
