鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,91.67,Unnamed: 4,鄉村區,乙種建築用地,1120517,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,149.35,4,2,4.1,有,無,8580000,57449,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMLNHIGFBQ78CB,上荷院8期,8C區棟13號,Unnamed: 30,來源資料夾,民雄鄉,嘉義縣民雄鄉正義二街,169.25,住,Unnamed: 5,Unnamed: 6,1120813,土地4建物1車位0,242.18,5,25800000,106532,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號,大林鎮,嘉義縣大林鎮林頭,118.37,1121111,173.42,3.1,10580000,61008,RPQNMLPKJIIGFCQ88CB,新社團三期,A棟2號
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂段142地號,14.97,商,,,1120227.0,土地1建物1車位0,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.33,2.0,2.0,2.0,有,無,6850000.0,76682.0,,0.0,0.0,,RPPNMLQKLHIGFCQ98CB,領袖,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市文明路112巷,116.5,住,,,1120222.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,189.36,4.0,2.0,4.0,有,無,13960000.0,73722.0,,0.0,0.0,,RPPNMLQKLHIGFBQ88CB,鼎峰7 有春,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,26.1,住,,,1120306.0,土地4建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.57,2.0,1.0,2.0,有,無,6870000.0,70475.0,一樓平面,22.15,850000.0,,RPPNMLRKLHIGFBQ98CB,大人物,6B6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,26.0,住,,,1120302.0,土地4建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.24,2.0,1.0,2.0,有,無,7000000.0,72276.0,一樓平面,22.15,850000.0,,RPQNMLRKLHIGFBQ09CB,大人物,2B6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉溪洲村外溪洲,109.75,,鄉村區,乙種建築用地,1120313.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,157.56,5.0,1.0,2.0,有,無,10200000.0,64737.0,,0.0,0.0,,RPPNMLSKLHIGFDQ66CB,水上墅界,B5棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,124.3,,鄉村區,乙種建築用地,1120218.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,209.87,4.0,3.0,4.0,有,無,13880000.0,66136.0,,0.0,0.0,,RPPNMLKLLHIGFBQ38CB,寶格好囍市,D10棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,123.44,,鄉村區,乙種建築用地,1120218.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,211.17,4.0,3.0,4.0,有,無,13880000.0,65729.0,,0.0,0.0,,RPQNMLKLLHIGFBQ48CB,寶格好囍市,D11棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物),嘉義縣民雄鄉葉子寮段39-12地號,152.0,,鄉村區,乙種建築用地,1120315.0,土地1建物1車位0,全,2.0,透天厝,住家用,鋼筋混凝土造,,145.56,3.0,2.0,3.0,有,無,8380000.0,57571.0,,0.0,0.0,,RPPNMLKLLHIGFCQ48CB,綠域戶,A3棟A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物),嘉義縣民雄鄉正大路及中正路口,116.0,農,,,1120305.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,189.32,4.0,2.0,4.0,有,無,9800000.0,51764.0,,0.0,0.0,,RPPNMLLLLHIGFCQ58CB,品墅7,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,27.56,住,,,1120223.0,土地3建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.31,2.0,2.0,1.0,有,無,4850000.0,80418.0,,0.0,0.0,,RPPNMLLLLHIGFDQ68CB,東唐漾A,A棟6F7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,29.22,住,,,1120225.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.74,1.0,0.0,1.0,有,無,9000000.0,167473.0,,0.0,0.0,,RPPNMLMLLHIGFDQ78CB,東唐漾A,A棟1F6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,27.56,住,,,1120224.0,土地3建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.31,2.0,2.0,1.0,有,無,4650000.0,77102.0,,0.0,0.0,,RPQNMLMLLHIGFDQ88CB,東唐漾 A,A棟3F7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,35.86,住,,,1120225.0,土地3建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.78,2.0,2.0,1.0,有,無,6560000.0,78300.0,,0.0,0.0,,RPRNMLMLLHIGFDQ98CB,東唐漾A,A棟2F1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,29.22,住,,,1120225.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.74,1.0,0.0,1.0,有,無,9000000.0,167473.0,,0.0,0.0,,RPSNMLMLLHIGFDQ09CB,東唐漾A,A棟1F5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,29.22,住,,,1120224.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.74,1.0,0.0,1.0,有,無,9000000.0,167473.0,,0.0,0.0,,RPTNMLMLLHIGFDQ56CB,東唐漾A,A棟1FA3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,29.22,住,,,1120224.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.74,1.0,0.0,1.0,有,無,9000000.0,167473.0,,0.0,0.0,,RPUNMLMLLHIGFDQ66CB,東唐漾A,A棟1F2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉民文段,30.07,住,,,1120314.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.54,2.0,2.0,2.0,有,無,7810000.0,68983.0,坡道平面,29.27,1100000.0,,RPPNMLMLLHIGFCQ68CB,民雄帝標,7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉民文段,30.07,住,,,1120314.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.54,2.0,2.0,2.0,有,無,7960000.0,70525.0,坡道平面,29.27,1100000.0,,RPQNMLMLLHIGFCQ78CB,民雄帝標,14G號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六腳鄉,房地(土地+建物),嘉義縣六腳鄉港尾寮新段118-1地號至118-25地號,109.95,,鄉村區,乙種建築用地,1120307.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,150.34,5.0,2.0,4.0,有,無,8000000.0,53213.0,,0.0,0.0,,RPPNMLNLLHIGFBQ78DB,白居易NO.2,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,103.29,,鄉村區,乙種建築用地,1120319.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.35,4.0,2.0,4.0,有,無,8900000.0,59592.0,,0.0,0.0,,RPPNMLNLLHIGFBQ68CB,上荷院8期,8B區棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,105.29,,鄉村區,乙種建築用地,1120321.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.48,4.0,2.0,4.0,有,無,9230000.0,61747.0,,0.0,0.0,,RPQNMLNLLHIGFBQ78CB,上荷院8期,8B區棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水西段,27.69,住,,,1120224.0,土地3建物1車位0,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.16,1.0,0.0,1.0,有,無,8900000.0,177432.0,,0.0,0.0,,RPPNMLNLLHIGFDQ88CB,東唐漾A,A棟1F1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市過溝,95.89,住,,,1120315.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,150.46,4.0,1.0,3.0,有,無,10600000.0,70451.0,,0.0,0.0,,RPQNMLOLLHIGFDQ09CB,元福居,B5棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,30.6,住,,,1120311.0,土地4建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.3,3.0,1.0,2.0,有,無,7850000.0,69895.0,一樓平面,22.15,850000.0,,RPQNMLOLLHIGFBQ88CB,大人物,2B2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市八德路,23.61,住,,,1120314.0,土地4建物1車位0,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.26,2.0,1.0,2.0,有,無,5500000.0,71188.0,,0.0,0.0,,RPRNMLOLLHIGFBQ98CB,大人物,3B1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市八德路,23.61,住,,,1120314.0,土地4建物1車位0,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.26,2.0,1.0,2.0,有,無,5640000.0,73000.0,,0.0,0.0,,RPSNMLOLLHIGFBQ09CB,大人物,5B1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市八德路,34.57,住,,,1120317.0,土地4建物1車位0,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.14,3.0,1.0,2.0,有,無,7600000.0,67173.0,,0.0,0.0,,RPTNMLOLLHIGFBQ56CB,大人物,2B8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六腳鄉,房地(土地+建物),嘉義縣六腳鄉港尾寮新段118-1地號至118-25地號,106.86,,鄉村區,乙種建築用地,1120309.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,136.95,4.0,2.0,4.0,有,無,7600000.0,55495.0,,0.0,0.0,,RPPNMLOLLHIGFBQ88DB,白居易NO.2,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉內溪村溪仔底20-2旁空地,115.59,,鄉村區,乙種建築用地,1120313.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.08,4.0,2.0,3.0,有,無,8360000.0,56840.0,,0.0,0.0,,RPPNMLPLLHIGFDQ09CB,得意22期之三,D棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大林鎮,房地(土地+建物)+車位,嘉義縣大林鎮大智三街,55.77,,工業區,丁種建築用地,1120308.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.11,2.0,2.0,2.0,有,無,5820000.0,56335.0,一樓平面,18.0,800000.0,,RPPNMLPLLHIGFCQ09DB,想寓,4棟A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市四維路二段,102.34,住,,,1120226.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,228.59,4.0,2.0,5.0,有,無,13700000.0,59933.0,,0.0,0.0,,RPQNMLRLLHIGFBQ66DB,四維路10戶,A棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和睦村幸福十街.幸福十二街.福興街,116.04,住,,,1120308.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,221.73,4.0,3.0,4.0,有,無,19680000.0,88757.0,,0.0,0.0,,RPPNMLKMLHIGFDQ68CB,元森極NO.2,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物)+車位,嘉義縣太保市合德新村,46.21,住,,,1120328.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,127.0,3.0,1.0,2.0,有,無,8600000.0,77861.0,一樓平面,29.39,1000000.0,,RPPNMLLMLHIGFDQ78CB,美銓新宿,2E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿草鄉,房地(土地+建物),嘉義縣鹿草鄉小鎮街,114.9,農,,,1120320.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,201.38,4.0,3.0,4.0,有,無,11500000.0,57106.0,,0.0,0.0,,RPQNMLLMLHIGFDQ88CB,鹿雅文馨,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿草鄉,房地(土地+建物),嘉義縣鹿草鄉小鎮街,118.9,農,,,1120307.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,201.3,4.0,3.0,4.0,有,無,11300000.0,56135.0,,0.0,0.0,,RPRNMLLMLHIGFDQ98CB,鹿雅文馨,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物)+車位,嘉義縣太保市合德新村,46.21,住,,,1120328.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,127.0,3.0,1.0,2.0,有,無,8300000.0,74787.0,一樓平面,29.39,1000000.0,,RPSNMLLMLHIGFDQ09CB,美銓新宿,3E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物)+車位,嘉義縣太保市合德新村,46.21,住,,,1120328.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,127.0,3.0,1.0,2.0,有,無,8300000.0,74787.0,一樓平面,29.39,1000000.0,,RPTNMLLMLHIGFDQ56CB,美銓新宿,4E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,127.16,,鄉村區,乙種建築用地,1120309.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,220.35,4.0,3.0,4.0,有,無,14280000.0,64806.0,,0.0,0.0,,RPPNMLLMLHIGFBQ58CB,寶格好囍市,B13棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,127.17,,鄉村區,乙種建築用地,1120319.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,219.4,4.0,3.0,4.0,有,無,14180000.0,64631.0,,0.0,0.0,,RPQNMLLMLHIGFBQ68CB,寶格好囍市,B7棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,125.15,,鄉村區,乙種建築用地,1120326.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,211.17,4.0,3.0,4.0,有,無,13980000.0,66203.0,,0.0,0.0,,RPRNMLLMLHIGFBQ78CB,寶格好囍市,D9棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物),嘉義縣朴子市嘉47-1鄉道,122.59,,鄉村區,乙種建築用地,1120318.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,209.87,4.0,3.0,4.0,有,無,13880000.0,66136.0,,0.0,0.0,,RPTNMLLMLHIGFBQ98CB,寶格好囍市,D12棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,104.29,,鄉村區,乙種建築用地,1120321.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.48,4.0,2.0,4.0,有,無,8900000.0,59540.0,,0.0,0.0,,RPUNMLLMLHIGFBQ09CB,上荷院8期,8B區棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市民生路,116.4,住,,,1120312.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,147.94,4.0,2.0,4.0,有,無,10780000.0,72867.0,,0.0,0.0,,RPPNMLNJMHIGFDQ78CB,玉興大悅,E棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市民生路,115.89,住,,,1120313.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,148.83,4.0,2.0,4.0,有,無,10780000.0,72432.0,,0.0,0.0,,RPQNMLNJMHIGFDQ88CB,玉興大悅,E棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市民生路,94.33,住,,,1120314.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,186.04,5.0,3.0,5.0,有,無,13500000.0,72565.0,,0.0,0.0,,RPRNMLNJMHIGFDQ98CB,玉興大悅,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市民生路,130.86,住,,,1120324.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.63,4.0,2.0,4.0,有,無,12000000.0,80198.0,,0.0,0.0,,RPSNMLNJMHIGFDQ09CB,玉興大悅,E棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物),嘉義縣太保市民生路,91.78,住,,,1120324.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,185.83,5.0,3.0,5.0,有,無,13300000.0,71571.0,,0.0,0.0,,RPTNMLNJMHIGFDQ56CB,玉興大悅,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉民文段,30.07,住,,,1120309.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.54,2.0,2.0,2.0,有,無,7870000.0,69600.0,坡道平面,29.27,1100000.0,,RPPNMLQJMHIGFCQ98CB,民雄帝標,13G號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民雄鄉,房地(土地+建物)+車位,嘉義縣民雄鄉民文段,40.6,住,,,1120309.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.63,3.0,2.0,2.0,有,無,10240000.0,69580.0,坡道平面,29.27,1100000.0,,RPQNMLQJMHIGFCQ09CB,民雄帝標,13H號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大林鎮,房地(土地+建物)+車位,嘉義縣大林鎮大智三街,55.77,,工業區,丁種建築用地,1120326.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.11,2.0,2.0,2.0,有,無,5850000.0,56110.0,一樓平面,18.0,850000.0,,RPPNMLQJMHIGFCQ09DB,想寓,3棟E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朴子市,房地(土地+建物)+車位,嘉義縣朴子市八德路,23.61,住,,,1120324.0,土地4建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.41,2.0,1.0,2.0,有,無,6350000.0,71188.0,一樓平面,22.15,850000.0,,RPPNMLRJMHIGFBQ98CB,大人物,6B1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物)+車位,嘉義縣太保市合德新村,41.67,住,,,1120402.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.44,2.0,1.0,2.0,有,無,7650000.0,75525.0,一樓平面,29.39,1000000.0,,RPRNMLRJMHIGFDQ76CB,美銓新宿,5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太保市,房地(土地+建物)+車位,嘉義縣太保市合德新村,33.77,住,,,1120408.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.39,2.0,1.0,1.0,有,無,6280000.0,81687.0,其他,11.02,450000.0,,RPPNMLKKMHIGFDQ58CB,美銓新宿,2C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物),嘉義縣水上鄉水上派出所南側300M,30.93,住,,,1120322.0,土地3建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.8,2.0,2.0,1.0,有,無,5200000.0,77844.0,,0.0,0.0,,RPPNMLLKMHIGFDQ68CB,東唐漾 B,B棟6F6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物)+車位,嘉義縣水上鄉水德路,39.17,住,,,1120312.0,土地4建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.33,2.0,2.0,1.0,有,無,7560000.0,80169.0,一樓平面,13.75,1100000.0,,RPQNMLLKMHIGFDQ78CB,東唐聚 華廈區,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水上鄉,房地(土地+建物)+車位,嘉義縣水上鄉水德路,51.05,住,,,1120311.0,土地4建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.86,3.0,2.0,2.0,有,無,9260000.0,76620.0,一樓平面,13.75,900000.0,,RPRNMLLKMHIGFDQ88CB,東唐聚 華廈區,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
