鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東港鎮,房地(土地+建物),屏東縣東港鎮興東路,136.69,住,Unnamed: 5,Unnamed: 6,1120512,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,192.32,4,2,4.1,有,無,16610000,86366,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLRKNHIGFDT07CB,長居(六期),A棟1號,Unnamed: 30,來源資料夾,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉麟義段1397地號,45.57,1120811,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),112.16,2.1,1,8660000,83120,一樓平面,18.2,850000,RPQNMLMKQHIGFAT66CB,新義城,G棟1號,長治鄉,屏東縣長治鄉復興路,31.23,Unnamed: 4,鄉村區,乙種建築用地,1121112,土地1建物1車位1,八層,8,139.99,10770000,77940,坡道平面,15.92,1100000,RPQNMLRKJIIGFAT56CB,幸福欣印象-豐收區,B1棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,5.0,,有,無,,,,,,,,,,,112_04,長治鄉,房地(土地+建物),屏東縣長治鄉中興路65號,112.82,1120830.0,土地4建物1車位0,全,3.0,透天厝,145.07,2.0,4.0,13850000.0,95471.0,,0.0,0.0,RPRNMLQJRHIGFAT17CB,陶里,B棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市公正四街,20.2,1120819.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),109.93,2.0,1.0,7880000.0,81902.0,坡道平面,29.59,1300000.0,RPSNMLQJRHIGFAT27CB,閱山,2棟A2-3F號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市公正四街,20.2,1120828.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),109.93,2.0,1.0,8280000.0,86881.0,坡道平面,29.59,1300000.0,RPTNMLQJRHIGFAT37CB,閱山,2棟B2-5F號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物),屏東縣麟洛鄉成功路,22.65,1120812.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),71.79,2.0,2.0,4980000.0,69369.0,,0.0,0.0,RPUNMLQJRHIGFAT47CB,磬揚安安,A棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉成功路,25.71,1120811.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),94.21,2.0,2.0,6650000.0,66830.0,一樓平面,12.66,1200000.0,RPVNMLQJRHIGFAT57CB,磬揚安安,A棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市幸福街,32.8,1120817.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),109.5,2.0,2.0,7420000.0,64961.0,一樓平面,13.75,1200000.0,RPXNMLQJRHIGFAT77CB,景湛,B棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,內埔鄉,房地(土地+建物)+車位,屏東縣內埔鄉光明路292巷,28.45,1120902.0,土地2建物1車位1,七層,9.0,華廈(10層含以下有電梯),102.98,2.0,2.0,7200000.0,64635.0,升降機械,5.51,900000.0,RPPNMLQJRHIGFCT17CB,皇家欣天地3期 森鄰,D棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉國小巷,55.35,1120818.0,土地3建物1車位1,全,4.0,透天厝,138.36,2.0,4.0,9580000.0,69240.0,一樓平面,13.75,0.0,RPPNMLRJRHIGFAT07CB,名漾,B棟8號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,丁種建築用地,,,,,,見其他登記事項,見其他登記事項,,,,1.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市大成路,295.94,1120817.0,土地6建物1車位0,一層,1.0,工廠,161.59,0.0,2.0,14323680.0,,,0.0,0.0,RPRNMLRJRHIGFAT27CB,大成工業城,A2棟09號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉國小巷,55.35,1120825.0,土地3建物1車位1,全,4.0,透天厝,138.36,2.0,4.0,9600000.0,69384.0,一樓平面,13.75,0.0,RPTNMLRJRHIGFAT47CB,名漾,B棟10號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,內埔鄉,房地(土地+建物)+車位,屏東縣內埔鄉勝利路,50.57,1120825.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),119.79,2.0,2.0,7380000.0,61608.0,一樓平面,0.0,0.0,RPPNMLRJRHIGFCT27CB,和昌樂居,B棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,5.0,,有,無,,,,,,,,,,,112_04,竹田鄉,房地(土地+建物),屏東縣竹田鄉龍門路56巷,139.67,1120825.0,土地2建物1車位0,全,3.0,透天厝,159.71,2.0,3.0,11600000.0,72632.0,,0.0,0.0,RPQNMLRJRHIGFCT37CB,雲悅龍門,C棟6號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市清進路,84.0,1120902.0,土地1建物1車位0,全,3.0,透天厝,136.34,2.0,4.0,12880000.0,94470.0,,0.0,0.0,RPQNMLSJRHIGFAT27CB,景湛-透天,A棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市公裕街169巷,54.72,1120818.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),129.09,2.0,2.0,8680000.0,67240.0,一樓平面,0.0,0.0,RPPNMLSJRHIGFAT27DB,禾風3期,B棟A1-2F號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市公裕街169巷,54.72,1120823.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),129.09,2.0,2.0,8900000.0,68944.0,一樓平面,0.0,0.0,RPRNMLSJRHIGFAT47DB,禾風3期,B棟A2-4F號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮瑞星路,44.8,1120814.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),121.29,2.0,2.0,7600000.0,63232.0,一樓平面,13.75,800000.0,RPSNMLSJRHIGFCT77DB,和嘉苑七期,A棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮瑞星路,44.8,1120827.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),121.29,2.0,2.0,7500000.0,62302.0,一樓平面,13.75,800000.0,RPTNMLSJRHIGFCT87DB,和嘉苑七期,A棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮瑞星路,44.22,1120902.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),119.9,2.0,2.0,7550000.0,63589.0,一樓平面,13.75,800000.0,RPUNMLSJRHIGFCT97DB,和嘉苑七期,A棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉成功路,29.75,1120821.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),108.2,2.0,2.0,7730000.0,68630.0,一樓平面,13.78,1250000.0,RPPNMLTJRHIGFAT27CB,磬揚安安,A棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉成功路,26.64,1120821.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),97.07,2.0,2.0,6950000.0,68120.0,一樓平面,12.66,1200000.0,RPQNMLTJRHIGFAT37CB,磬揚安安,A棟6號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物),屏東縣麟洛鄉成功路,23.06,1120826.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),73.16,2.0,2.0,5130000.0,70120.0,,0.0,0.0,RPRNMLTJRHIGFAT47CB,磬揚安安,A棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉成功路,26.64,1120906.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),98.19,2.0,2.0,6920000.0,67764.0,一樓平面,13.78,1200000.0,RPSNMLTJRHIGFAT57CB,磬揚安安,A棟6號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,內埔鄉,房地(土地+建物),屏東縣內埔鄉樹山路,22.26,1120813.0,土地1建物1車位0,四層,7.0,華廈(10層含以下有電梯),73.0,2.0,2.0,4780000.0,65479.0,,0.0,0.0,RPQNMLLKRHIGFCT86CB,好厝+,B棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物),屏東縣潮州鎮蓬萊里江山路,24.84,1120815.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),76.56,2.0,2.0,4380000.0,57210.0,,0.0,0.0,RPSNMLLKRHIGFCT07CB,蓬萊一品,A棟01號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮朝昇東路,40.51,1120812.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),111.92,2.0,2.0,8180000.0,73088.0,一樓平面,14.82,0.0,RPPNMLLKRHIGFCT86DB,御潮苑,A1棟3樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市歸仁路,33.55,1120902.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),99.52,2.0,2.0,8380000.0,78311.0,一樓平面,11.41,1480000.0,RPTNMLMKRHIGFAT07CB,小倆口8期,D3棟4號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物)+車位,屏東縣麟洛鄉國小巷,55.34,1120820.0,土地3建物1車位1,全,4.0,透天厝,138.36,2.0,4.0,9580000.0,69240.0,一樓平面,13.75,0.0,RPUNMLMKRHIGFAT17CB,名漾,E棟7號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市歸仁路,29.43,1120909.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),77.29,2.0,2.0,5850000.0,75689.0,,0.0,0.0,RPVNMLMKRHIGFAT27CB,小倆口8期,F1棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市歸仁路,26.13,1120912.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),68.64,2.0,2.0,5180000.0,75466.0,,0.0,0.0,RPWNMLMKRHIGFAT37CB,小倆口8期,A3棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市龍華路237巷龍華段1099地號,35.63,1120906.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),118.89,2.0,2.0,7880000.0,66280.0,一樓平面,7.25,0.0,RPXNMLMKRHIGFAT47CB,皇家大苑12期,A棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,43.87,1120910.0,土地3建物1車位1,四層,5.0,華廈(10層含以下有電梯),116.34,2.0,2.0,8880000.0,76328.0,一樓平面,0.0,0.0,RPTNMLNKRHIGFAT17CB,NEW LIFE 二期,A4棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,43.87,1120910.0,土地3建物1車位1,五層,5.0,華廈(10層含以下有電梯),116.34,2.0,2.0,8980000.0,77188.0,一樓平面,0.0,0.0,RPUNMLNKRHIGFAT27CB,NEW LIFE 二期,A5棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,42.38,1120910.0,土地3建物1車位1,二層,5.0,華廈(10層含以下有電梯),112.45,2.0,2.0,8180000.0,72743.0,一樓平面,0.0,0.0,RPVNMLNKRHIGFAT37CB,NEW LIFE 二期,A2棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,27.66,1120910.0,土地3建物1車位1,四層,5.0,華廈(10層含以下有電梯),73.41,2.0,2.0,6380000.0,86909.0,一樓平面,0.0,0.0,RPWNMLNKRHIGFAT47CB,NEW LIFE 二期,A4棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,重測前地號:東港段0149、0149-0003、0149-0006、0149-0007、0151、0151-0001,,,,,112_04,東港鎮,房地(土地+建物),屏東縣東港鎮延平路,16.5,1120901.0,土地6建物1車位0,七層,7.0,華廈(10層含以下有電梯),71.38,2.0,2.0,5200000.0,72850.0,,0.0,0.0,RPPNMLNKRHIGFDT07CB,東港ONE,B1棟7樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市古松巷,27.1,1120902.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),116.03,2.0,2.0,9200000.0,77239.0,一樓平面,13.75,1300000.0,RPPNMLOKRHIGFAT86CB,屏東印象,D2棟3樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼骨混凝土造,,,,5.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市民生東路11巷,115.36,1120821.0,土地4建物1車位0,全,3.0,透天厝,155.56,2.0,3.0,16700000.0,107354.0,,0.0,0.0,RPPNMLPKRHIGFAT96CB,中洲向山學,D棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,長治鄉,房地(土地+建物),屏東縣長治鄉潭頭路,17.76,1120916.0,土地1建物1車位0,三層,9.0,華廈(10層含以下有電梯),86.79,2.0,2.0,6050000.0,69708.0,,0.0,0.0,RPQNMLQKRHIGFAT17CB,白上白,A棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市古松巷,27.1,1120909.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),116.03,2.0,2.0,9210000.0,77337.0,一樓平面,13.75,1300000.0,RPRNMLQKRHIGFAT27CB,屏東印象,D2棟4樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市古松巷,27.1,1120909.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),116.03,2.0,2.0,9510000.0,80270.0,其他,13.75,1300000.0,RPSNMLQKRHIGFAT37CB,屏東印象,B5棟7樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,42.38,1120915.0,土地3建物1車位1,四層,5.0,華廈(10層含以下有電梯),112.45,2.0,2.0,8350000.0,74255.0,一樓平面,0.0,0.0,RPPNMLSKRHIGFAT27CB,NEW LIFE 二期,A4棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市建興南路50巷,27.66,1120914.0,土地3建物1車位1,五層,5.0,華廈(10層含以下有電梯),73.41,2.0,2.0,6500000.0,88544.0,一樓平面,0.0,0.0,RPQNMLSKRHIGFAT37CB,NEW LIFE 二期,A5棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,長治鄉,房地(土地+建物)+車位,屏東縣長治鄉潭頭路,21.12,1120917.0,土地1建物1車位1,八層,9.0,華廈(10層含以下有電梯),124.62,2.0,2.0,8700000.0,71712.0,坡道平面,21.43,1300000.0,RPSNMLSKRHIGFAT57CB,白上白,A棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮朝昇東路,37.05,1120917.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),103.66,2.0,2.0,8051688.0,77674.0,一樓平面,14.82,0.0,RPPNMLSKRHIGFCT57DB,御潮苑,B3棟4樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市 崇朝路183號旁,47.63,1120831.0,土地1建物1車位2,三層,5.0,華廈(10層含以下有電梯),149.55,2.0,2.0,11500000.0,72102.0,一樓平面,27.5,2700000.0,RPPNMLTKRHIGFAT37CB,泓喬向陽,B棟3號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物)+車位,屏東縣屏東市公正四街,32.45,1120921.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),158.72,2.0,2.0,12000000.0,82088.0,坡道平面,29.59,1400000.0,RPPNMLMLRHIGFAT76CB,閱山,2棟A1-4F號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,麟洛鄉,房地(土地+建物),屏東縣麟洛鄉國小巷,57.09,1120907.0,土地3建物1車位0,全,4.0,透天厝,138.36,2.0,4.0,9600000.0,69384.0,,0.0,0.0,RPQNMLMLRHIGFAT86CB,名漾,F棟7號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,5.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市清進路,112.0,1120916.0,土地1建物1車位0,全,3.0,透天厝,179.03,2.0,4.0,16080000.0,89817.0,,0.0,0.0,RPPNMLNLRHIGFAT86CB,景湛-透天,A棟2號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市清進路,89.0,1120919.0,土地1建物1車位0,全,3.0,透天厝,136.34,2.0,4.0,12980000.0,95203.0,,0.0,0.0,RPQNMLNLRHIGFAT96CB,景湛-透天,A棟5號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,5.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市清進路,118.0,1120916.0,土地1建物1車位0,全,3.0,透天厝,179.03,2.0,4.0,15510000.0,86634.0,,0.0,0.0,RPRNMLNLRHIGFAT07CB,景湛-透天,A棟1號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,2.0,,有,無,,,,,,重測前地號:東港段0149、0149-0003、0149-0006、0149-0007、0151、0151-0001,,,,,112_04,東港鎮,房地(土地+建物),屏東縣東港鎮延平路,16.5,1120919.0,土地6建物1車位0,三層,7.0,華廈(10層含以下有電梯),71.38,2.0,2.0,5150000.0,72149.0,,0.0,0.0,RPPNMLOLRHIGFDT27CB,東港ONE,B3棟3樓號,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,工,,,,,,,,見其他登記事項,見其他登記事項,,,,0.0,,有,無,,,,,,,,,,,112_04,屏東市,房地(土地+建物),屏東縣屏東市建和街,265.57,1120922.0,土地2建物1車位0,一層,1.0,工廠,150.0,0.0,2.0,17672600.0,,,0.0,0.0,RPPNMLQLRHIGFAT17CB,弓鼎工業城第二期,B2棟0號,,,,,,,,,,,,,,,,,,,
