鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
嘉義市,房地(土地+建物),嘉義市嘉義市文雅街１４０巷２號８樓７,7.6,住,,,1120202,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850618.0,47.6,1,1,1,有,有,2500000,52521.0,,0.0,0,,RPPNMLKKKHIGFAI27DA,30.28,0.0,4.48,有,,112_01
嘉義市,車位,嘉義市嘉義市杭州四街３２號地下室,2.0,住,,,1120202,土地1建物1車位4,一層，騎樓，地下層,七層,其他,停車場、台電受電室、避難室,鋼筋混凝土造,780117.0,207.51,0,0,0,無,有,2800000,,坡道平面,0.0,0,僅車位交易；,RPUQMLOKKHIGFAI58EA,0.0,0.0,0.0,有,1.0,112_01
嘉義市,土地,民族段一小段41-1地號,698.0,都市：其他:道路用地,,,1120208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13790000,19756.0,,0.0,0,包含公共設施保留地用地；,RPXNMLOKKHIGFAI48DA,0.0,0.0,0.0,無,,112_01
嘉義市,車位,嘉義市嘉義市保建街地下層３２之４號,5.47,住,,,1120202,土地1建物1車位1,地下層,十三層,其他,商業用,鋼筋混凝土造,820623.0,26.5,0,0,0,有,有,900000,,其他,0.0,900000,僅車位交易；,RPWNMLTJKHIGFAI78DA,0.0,0.0,0.0,有,2.0,112_01
嘉義市,土地,元段六小段58地號,120.0,商,,,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14380000,119833.0,,0.0,0,,RPWQMLOKKHIGFAI68DA,0.0,0.0,0.0,無,3.0,112_01
嘉義市,土地,盧東段642-94地號,0.61,農,,,1120202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,90000,0.0,,0.0,0,,RPUNMLMJKHIGFAI87DA,0.0,0.0,0.0,無,,112_01
嘉義市,車位,嘉義市嘉義市杭州四街３２號地下室,0.43,住,,,1120201,土地1建物1車位1,一層，騎樓，地下層,七層,其他,停車場、台電受電室、避難室,鋼筋混凝土造,780117.0,51.88,0,0,0,無,無,630000,,坡道平面,0.0,630000,僅車位交易；,RPTQMLOKKHIGFAI38DA,0.0,0.0,0.0,無,1.0,112_01
嘉義市,車位,嘉義市嘉義市杭州四街３２號地下室,0.43,住,,,1120201,土地1建物1車位1,一層，騎樓，地下層,七層,其他,停車場、台電受電室、避難室,鋼筋混凝土造,780117.0,51.88,0,0,0,無,無,600000,,坡道平面,0.0,600000,僅車位交易；,RPPQMLOKKHIGFAI97DA,0.0,0.0,0.0,無,1.0,112_01
嘉義市,車位,嘉義市嘉義市杭州四街３２號地下室,0.43,住,,,1120201,土地1建物1車位1,一層，騎樓，地下層,七層,其他,停車場、台電受電室、避難室,鋼筋混凝土造,780117.0,51.88,0,0,0,無,無,630000,,坡道平面,0.0,630000,僅車位交易；,RPRQMLOKKHIGFAI18DA,0.0,0.0,0.0,無,1.0,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市文化路１９３巷８號,92.0,商,,,1120205,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,620228.0,91.2,4,2,3,無,無,6700000,73465.0,,0.0,0,其他增建；,RPUNMLPKKHIGFAI28DA,91.2,0.0,0.0,無,7.0,112_01
嘉義市,車位,嘉義市嘉義市杭州四街３２號地下室,1.28,住,,,1120201,土地1建物1車位3,一層，騎樓，地下層,七層,其他,停車場、台電受電室、避難室,鋼筋混凝土造,780117.0,155.63,0,0,0,無,有,1860000,,坡道平面,0.0,0,僅車位交易；,RPTQMLOKKHIGFAI48EA,0.0,0.0,0.0,有,1.0,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市德明路７５號１３樓２,12.05,住,,,1120203,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840816.0,154.17000000000002,3,1,2,有,有,6200000,40215.0,,0.0,0,,RPTNMLOKKHIGFAI18EA,98.76,2.39,12.8,有,,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市盧厝１０８之１７號６樓４,25.24,住,,,1120206,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790423.0,121.82,2,1,2,無,有,2500000,20522.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKKHIGFAI97DA,90.9,0.0,7.5,有,,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市新生路７５１巷１號,122.0,住,,,1120204,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,720815.0,121.7,5,2,3,無,無,7500000,61627.0,,0.0,0,,RPXNMLQKKHIGFAI68DA,117.87,3.83,0.0,無,,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市民生南路２９４之１號四樓之６,5.96,住,,,1120201,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780203.0,36.650000000000006,0,0,0,無,有,1830000,49932.0,,0.0,0,,RPQNMLPJKHIGFAI77DA,19.49,0.0,4.7,有,9.0,112_01
嘉義市,土地,陳厝段28地號,12.27,農,,,1120203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,207552,16915.0,,0.0,0,,RPSOMLPKKHIGFAI18DA,0.0,0.0,0.0,無,,112_01
嘉義市,土地,陳厝段28-1地號,48.03,農,,,1120203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,812448,16915.0,,0.0,0,,RPTOMLPKKHIGFAI28DA,0.0,0.0,0.0,無,,112_01
嘉義市,土地,荖藤段450-3地號,119.38,住,,,1120204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,20942.0,,0.0,0,,RPTNMLRKKHIGFAI38DA,0.0,0.0,0.0,無,10.0,112_01
嘉義市,房地(土地+建物),嘉義市嘉義市小雅路１８３號４樓３,4.76,住,,,1120203,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820609.0,39.51,1,0,1,無,有,1500000,37965.0,,0.0,0,,RPXNMLRKKHIGFAI78DA,25.04,0.0,3.6,有,11.0,112_01
