鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.03,住,Unnamed: 5,Unnamed: 6,1120512,土地4建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,30.07,1,1.1,1.2,有,無,11080000,368474,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCA17CB,松江ONE,D-13F號,Unnamed: 30,來源資料夾,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.53,1120813,土地3建物1車位1,十二層,15,134.11,3,2,2.1,29180000,269508,坡道平面,36.97,3000000,RPPNMLNKQHIGFDA67CB,中研首席,A2-12F號,中正區,臺北市中正區臨沂街33巷,24.77,1121111,土地1建物1車位1,六層,12,157.79,60080000,461488,35.62,3700000,RPPNMLLKJIIGFBA66CB,日健邸,6F-A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,1.0,2.0,,,坡道平面,,,,,,大同區,臺北市大同區重慶北路三段,11.2,1121130.0,土地9建物1車位1,六層,16.0,147.82,35360000.0,275844.0,30.87,3100000.0,RPPNMLKKKIIGFBA66CB,當代一號院,A棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,1.0,2.0,,,坡道平面,,,,,,大同區,臺北市大同區重慶北路三段,11.2,1121128.0,土地9建物1車位1,四層,16.0,147.82,35270000.0,275502.0,30.87,3050000.0,RPQNMLKKKIIGFBA76CB,當代一號院,A棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,1.0,1.0,,,,,,,,,大同區,臺北市大同區重慶北路三段,7.54,1121207.0,土地9建物1車位0,八層,16.0,78.6,22180000.0,282188.0,0.0,0.0,RPRNMLKKKIIGFBA86CB,當代一號院,A棟06號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,1.0,2.0,,,坡道平面,,,,,,大同區,臺北市大同區重慶北路三段,11.2,1121130.0,土地9建物1車位1,十四層,16.0,147.79,35700000.0,278823.0,30.87,3100000.0,RPSNMLKKKIIGFBA96CB,當代一號院,A棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121208.0,土地1建物1車位0,十層,15.0,38.53,15250000.0,395795.0,0.0,0.0,RPPNMLLKKIIGFAA66CB,世達懿居,J-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,其他,,,,,,中正區,臺北市中正區南昌路二段,6.83,1121210.0,土地1建物1車位1,十一層,15.0,96.57,35000000.0,387074.0,12.09,2300000.0,RPQNMLLKKIIGFAA76CB,世達懿居,H-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121210.0,土地1建物1車位0,十一層,15.0,38.66,15100000.0,390585.0,0.0,0.0,RPRNMLLKKIIGFAA86CB,世達懿居,I-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.46,1121208.0,土地1建物1車位0,八層,15.0,43.34,16920000.0,390401.0,0.0,0.0,RPSNMLLKKIIGFAA96CB,世達懿居,D-8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121209.0,土地1建物1車位0,二層,15.0,38.53,13600000.0,352972.0,0.0,0.0,RPTNMLLKKIIGFAA07CB,世達懿居,J-2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,其他,,,,,,中正區,臺北市中正區南昌路二段,6.53,1121202.0,土地1建物1車位1,六層,15.0,92.7,32100000.0,369681.0,12.09,2300000.0,RPUNMLLKKIIGFAA17CB,世達懿居,G-6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.43,1121202.0,土地1建物1車位0,二層,15.0,42.87,16000000.0,373221.0,0.0,0.0,RPVNMLLKKIIGFAA27CB,世達懿居,C-2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121208.0,土地1建物1車位0,八層,15.0,38.53,14800000.0,384116.0,0.0,0.0,RPWNMLLKKIIGFAA37CB,世達懿居,J-8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,其他,,,,,,中正區,臺北市中正區南昌路二段,6.53,1121210.0,土地1建物1車位1,九層,15.0,92.7,32800000.0,378365.0,12.09,2300000.0,RPXNMLLKKIIGFAA47CB,世達懿居,F-9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121204.0,土地1建物1車位0,十四層,15.0,38.53,15210000.0,394757.0,0.0,0.0,RPOOMLLKKIIGFAA66CB,世達懿居,J-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.45,1121129.0,土地1建物1車位0,五層,15.0,43.2,16480000.0,381481.0,0.0,0.0,RPPOMLLKKIIGFAA76CB,世達懿居,D-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121130.0,土地1建物1車位0,三層,15.0,38.53,13870000.0,359979.0,0.0,0.0,RPQOMLLKKIIGFAA86CB,世達懿居,H-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,露臺戶,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.15,1121204.0,土地1建物1車位0,十四層,15.0,39.42,16360000.0,415018.0,0.0,0.0,RPROMLLKKIIGFAA96CB,世達懿居,C-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,中正區,臺北市中正區博愛路110號等,1.7,1121128.0,土地6建物1車位0,十五層,15.0,24.55,10300000.0,419552.0,0.0,0.0,RPQNMLLKKIIGFBA86CB,博愛賦御,15F-A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,23.58,1121129.0,土地3建物1車位1,四層,11.0,170.23,44480000.0,303480.0,32.89,2800000.0,RPQNMLLKKIIGFCA96CB,宏盛掬白,A1-04F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,此戶為露臺戶，坪數為2.96坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,22.73,1121202.0,土地3建物1車位1,二層,11.0,165.25,45350000.0,321472.0,32.89,2800000.0,RPRNMLLKKIIGFCA07CB,宏盛掬白,A2-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,25.23,1121126.0,土地3建物1車位1,三層,11.0,179.76,47530000.0,305917.0,32.89,2600000.0,RPSNMLLKKIIGFCA17CB,宏盛掬白,A3-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,25.23,1121129.0,土地3建物1車位1,六層,11.0,179.76,46000000.0,295499.0,32.89,2600000.0,RPTNMLLKKIIGFCA27CB,宏盛掬白,A3-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,無,無,,,,,,此戶為露臺戶，坪數為2.94坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,0.0,0.0,0.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,25.17,1121125.0,土地3建物1車位1,一層,11.0,176.77,49600000.0,320775.0,30.25,2600000.0,RPUNMLLKKIIGFCA37CB,宏盛掬白,A1-01F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,23.58,1121129.0,土地3建物1車位1,八層,11.0,170.23,43420000.0,295762.0,32.89,2800000.0,RPVNMLLKKIIGFCA47CB,宏盛掬白,A1-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,22.73,1121129.0,土地3建物1車位1,八層,11.0,165.26,41750000.0,294251.0,32.89,2800000.0,RPWNMLLKKIIGFCA57CB,宏盛掬白,A2-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,23.58,1121202.0,土地3建物1車位1,十一層,11.0,170.23,44400000.0,302898.0,32.89,2800000.0,RPXNMLLKKIIGFCA67CB,宏盛掬白,A1-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,22.73,1121125.0,土地3建物1車位1,十一層,11.0,165.26,42980000.0,301277.0,32.89,3100000.0,RPOOMLLKKIIGFCA86CB,宏盛掬白,A2-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,此戶為露臺戶，露臺坪數約為2.03坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,17.75,1121121.0,土地3建物1車位1,三層,11.0,133.58,34000000.0,305816.0,30.25,2400000.0,RPPOMLLKKIIGFCA96CB,宏盛掬白,A5-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,1.0,,,,,,,,,中山區,臺北市中山區錦州街30巷,6.24,1121128.0,土地7建物1車位0,十五層,24.0,78.84,28150000.0,357052.0,0.0,0.0,RPQOMLLKKIIGFCA07CB,中山．吉美,A棟A10-15F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,無,無,,,,,,此戶為露臺戶，坪數約為2.99坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,0.0,0.0,0.0,,,坡道平面,,,,,,內湖區,臺北市內湖區民權東路六段210巷43號旁,19.08,1121124.0,土地3建物1車位1,一層,11.0,143.99,39690000.0,329343.0,32.89,3100000.0,RPROMLLKKIIGFCA17CB,宏盛掬白,A3-01F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,,,,,有,無,,,,,,預售屋雨遮計坪不計價,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,南港區,臺北市南港區東新里興南街,16.42,1121128.0,土地7建物1車位1,二十六層,26.0,146.67,40200000.0,297102.0,23.48,3600000.0,RPPNMLLKKIIGFDA96CB,擎天森林,A棟A1-26F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,,,,,有,無,,,,,,預售屋雨遮計坪不計價,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,坡道平面,,,,,,南港區,臺北市南港區東新里興南街,9.59,1121204.0,土地7建物1車位1,二十六層,26.0,95.26,25880000.0,309000.0,23.48,3700000.0,RPQNMLLKKIIGFDA07CB,擎天森林,B棟B5-26F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,,,,,有,無,,,,,,預售屋雨遮計坪不計價,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,坡道平面,,,,,,南港區,臺北市南港區東新里興南街,9.59,1121204.0,土地7建物1車位1,二十六層,26.0,95.26,25880000.0,309000.0,23.48,3700000.0,RPRNMLLKKIIGFDA17CB,擎天森林,A棟A5-26F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,19.91,1121129.0,土地1建物1車位1,六層,25.0,142.79,38120000.0,331556.0,37.77,3300000.0,RPPNMLLKKIIGFEA07CB,柏鴻君臨,A8-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,19.91,1121129.0,土地1建物1車位1,七層,25.0,142.79,38220000.0,332508.0,37.77,3300000.0,RPQNMLLKKIIGFEA17CB,柏鴻君臨,A8-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,3.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,36.0,1121210.0,土地1建物1車位1,二十二層,25.0,227.03,69880000.0,353376.0,37.77,3000000.0,RPRNMLLKKIIGFEA27CB,柏鴻君臨,A5-22F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,19.91,1121205.0,土地1建物1車位1,九層,25.0,142.79,38830000.0,334508.0,37.77,3700000.0,RPSNMLLKKIIGFEA37CB,柏鴻君臨,A8-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,19.91,1121210.0,土地1建物1車位1,八層,25.0,142.79,38330000.0,333556.0,37.77,3300000.0,RPTNMLLKKIIGFEA47CB,柏鴻君臨,A8-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里文林北路23巷,19.91,1121205.0,土地1建物1車位1,十層,25.0,142.79,38850000.0,334698.0,37.77,3700000.0,RPUNMLLKKIIGFEA57CB,柏鴻君臨,A7-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,士林區,臺北市士林區福港街208號,24.04,1121206.0,土地4建物1車位1,七層,23.0,211.83,54980000.0,275881.0,25.59,3600000.0,RPVNMLLKKIIGFEA67CB,圓山富璟,B-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,2.0,,,其他,,,,,,士林區,臺北市士林區蘭興里磺溪街88巷9號,16.84,1121209.0,土地2建物1車位1,六層,10.0,104.3,34500000.0,355595.0,14.31,2500000.0,RPWNMLLKKIIGFEA77CB,展宜常閑,B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,雨遮計坪不計價,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,1.0,1.0,,,,,,,,,大安區,臺北市大安區民輝里建國南路一段,6.93,1121207.0,土地26建物1車位0,十三層,22.0,72.55,35980000.0,495934.0,0.0,0.0,RPQNMLLKKIIGFFA37DB,統創翼,A3-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,中正區,臺北市中正區齊東街70巷,10.85,1121206.0,土地1建物1車位0,七層,7.0,58.26,22080000.0,378991.0,0.0,0.0,RPPNMLMKKIIGFBA86CB,中正H25,A1-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,無,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,0.0,0.0,0.0,,,,,,,,,中正區,臺北市中正區仁愛路二段44號,7.51,1121129.0,土地2建物1車位0,二層,7.0,40.13,20000000.0,498380.0,0.0,0.0,RPQNMLMKKIIGFBA96CB,菁席,A4-2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,3.0,2.0,3.0,,,,,,,,,大同區,臺北市大同區承德路二段,21.4,1121201.0,土地2建物1車位0,二十三層,26.0,306.36,119580000.0,390325.0,0.0,0.0,RPSNMLMKKIIGFBA17CB,宏國大道城B棟,E-23F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大同區,臺北市大同區承德路二段,6.27,1121207.0,土地2建物1車位0,八層,26.0,88.78,30880000.0,347826.0,0.0,0.0,RPTNMLMKKIIGFBA27CB,宏國大道城B棟,H-8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大同區,臺北市大同區承德路二段,6.27,1121202.0,土地2建物1車位0,四層,26.0,88.78,29930000.0,337125.0,0.0,0.0,RPUNMLMKKIIGFBA37CB,宏國大道城B棟,G-4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大同區,臺北市大同區承德路二段,6.27,1121206.0,土地2建物1車位0,八層,26.0,88.78,30890000.0,347939.0,0.0,0.0,RPVNMLMKKIIGFBA47CB,宏國大道城B棟,G-8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,1.0,2.0,1.0,,,坡道平面,,,,,,萬華區,臺北市萬華區漢口街二段88號,7.71,1121123.0,土地1建物1車位1,十三層,23.0,125.61,21380000.0,204288.0,34.66,2800000.0,RPOOMLMKKIIGFBA86CB,岳泰豐鼎,A1-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,萬華區,臺北市萬華區漢口街二段88號,4.67,1121116.0,土地1建物1車位0,十一層,23.0,60.56,14250000.0,235304.0,0.0,0.0,RPPOMLMKKIIGFBA96CB,岳泰豐鼎,A7-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,坡道平面,,,,,,中正區,臺北市中正區臨沂街33巷,17.78,1121203.0,土地1建物1車位1,十二層,12.0,130.42,46850000.0,494411.0,42.74,3500000.0,RPQOMLMKKIIGFBA07CB,日健邸,12F-A0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,中正區,臺北市中正區臨沂街33巷,11.44,1121203.0,土地1建物1車位0,十二層,12.0,56.52,27640000.0,489030.0,0.0,0.0,RPROMLMKKIIGFBA17CB,日健邸,12F-A1號
