鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新竹市,房地(土地+建物)+車位,新竹市新竹市南大路,25.78,商,Unnamed: 5,Unnamed: 6,1120513,土地2建物1車位2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,218.0,3,2,2.1,有,無,25450000,158048,升降平面,77.22,3200000,Unnamed: 26,RPQNMLPKNHIGFAO78CB,福砌3,B棟6號,Unnamed: 30,來源資料夾,新竹市新竹市北區西門街,28.99,住,1120812,土地1建物1車位1,二層,14,159.46,26200000,189142,坡道平面,33.1,2300000,RPPNMLMKQHIGFAO78DB,鴻碩,B-2號,新竹市新竹市北區鐵道路二段,32.61,1121112,22,182.16,27050000,166264,33.0,2250000,RPPNMLMKJIIGFAO18DB,鴻萃,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,12.82,住,,,1120629.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.04,2.0,2.0,1.0,有,無,12000000.0,133777.0,坡道平面,29.42,1750000.0,,RPURMLSLPHIGFAO57CB,富宇-仰睦,B6棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,15550000.0,129492.0,坡道平面,29.42,1750000.0,,RPVRMLSLPHIGFAO67CB,富宇-仰睦,B7棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,15750000.0,131369.0,坡道平面,29.42,1750000.0,,RPWRMLSLPHIGFAO77CB,富宇-仰睦,B7棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,15640000.0,130337.0,坡道平面,29.42,1750000.0,,RPXRMLSLPHIGFAO87CB,富宇-仰睦,B7棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,16410000.0,133340.0,坡道平面,29.42,2200000.0,,RPOSMLSLPHIGFAO07CB,富宇-仰睦,B7棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,15880000.0,132589.0,坡道平面,29.42,1750000.0,,RPPSMLSLPHIGFAO17CB,富宇-仰睦,B7棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,16080000.0,133058.0,坡道平面,29.42,1900000.0,,RPQSMLSLPHIGFAO27CB,富宇-仰睦,B7棟12號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,16080000.0,133058.0,坡道平面,29.42,1900000.0,,RPRSMLSLPHIGFAO37CB,富宇-仰睦,B7棟13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,17.92,住,,,1120629.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.99,3.0,2.0,2.0,有,無,16030000.0,132589.0,坡道平面,29.42,1900000.0,,RPSSMLSLPHIGFAO47CB,富宇-仰睦,B7棟14號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市興濱路,12.2,住,,,1120629.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.16,2.0,2.0,1.0,有,無,11610000.0,135551.0,坡道平面,29.42,1750000.0,,RPTSMLSLPHIGFAO57CB,富宇-仰睦,B2棟9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區武陵路218巷,39.17,住,,,1120711.0,土地5建物1車位2,一層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,207.41,3.0,2.0,2.0,有,無,34550000.0,186492.0,坡道平面,46.76,4590000.0,,RPUSMLSLPHIGFAO67CB,昌昕/森林首席,C棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市高峰路110巷旁,32.96,住,,,1120724.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.22,2.0,2.0,1.0,有,無,15880000.0,142244.0,坡道平面,25.75,2300000.0,,RPVSMLSLPHIGFAO77CB,昌禾/學府首席Ⅱ,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),新竹市新竹市高峰路386巷,48.56,住,,,1120612.0,土地2建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.98,3.0,2.0,2.0,有,無,18360000.0,136020.0,,0.0,0.0,,RPPNMLTLPHIGFAO76CB,敘敘美,B棟2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),新竹市新竹市華德福街168號對面,80.34,,山坡地保育區,丙種建築用地,1120630.0,土地1建物1車位0,全,2.0,透天厝,住家用,鋼筋混凝土造,,251.06,4.0,1.0,2.0,有,無,40120000.0,159802.0,,0.0,0.0,跨所案件，另有基地為竹縣竹東地政事務所，持分面積:竹縣寶山鄉寶香段409-16地號39.40㎡及432-12地號2.32㎡。另不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之49.17。,RPQNMLTLPHIGFAO86CB,宏道新竹帝寶9區1號,B棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),新竹市新竹市北區金雅八街與金雅東街口,34.41,,鄉村區,乙種建築用地,1120724.0,土地1建物1車位0,一層,10.0,店面(店鋪),商業用,鋼筋混凝土造,,135.43,0.0,0.0,1.0,有,無,16000000.0,118142.0,,0.0,0.0,,RPRNMLTLPHIGFAO96CB,昕觀邸,S8棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區鐵道路二段,35.62,住,,,1120728.0,土地1建物1車位2,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,228.85,4.0,2.0,2.0,有,無,31900000.0,167025.0,坡道平面,66.0,4700000.0,,RPQNMLKMPHIGFAO78DB,鴻萃,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區西門街,28.02,住,,,1120729.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.27,3.0,2.0,2.0,有,無,25080000.0,188099.0,坡道平面,33.1,2100000.0,,RPTNMLKMPHIGFAO09DB,鴻碩,A-9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區西門街,28.02,住,,,1120730.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.27,3.0,2.0,2.0,有,無,23520000.0,175329.0,坡道平面,33.1,2100000.0,,RPUNMLKMPHIGFAO56DB,鴻碩,A-3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120723.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.76,3.0,2.0,2.0,有,無,14720000.0,98569.0,坡道平面,24.67,1700000.0,,RPPNMLLMPHIGFAO68CB,微笑南寮,A-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,15300000.0,102742.0,坡道平面,24.67,1700000.0,,RPQNMLLMPHIGFAO78CB,微笑南寮,C-2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,14830000.0,99192.0,坡道平面,24.67,1700000.0,,RPRNMLLMPHIGFAO88CB,微笑南寮,C-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,14800000.0,98965.0,坡道平面,24.67,1700000.0,,RPSNMLLMPHIGFAO98CB,微笑南寮,C-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120723.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,14700000.0,99242.0,坡道平面,24.67,1600000.0,,RPTNMLLMPHIGFAO09CB,微笑南寮,D-3F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120723.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,15620000.0,106212.0,坡道平面,24.67,1600000.0,,RPUNMLLMPHIGFAO56CB,微笑南寮,D-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120723.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,15800000.0,106818.0,坡道平面,24.67,1700000.0,,RPVNMLLMPHIGFAO66CB,微笑南寮,D-7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120723.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11740000.0,109527.0,坡道平面,24.67,1600000.0,,RPWNMLLMPHIGFAO76CB,微笑南寮,E-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.14,3.0,2.0,2.0,有,無,15580000.0,105533.0,坡道平面,24.67,1600000.0,,RPXNMLLMPHIGFAO86CB,微笑南寮,F-6F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.14,3.0,2.0,2.0,有,無,15160000.0,102363.0,坡道平面,24.67,1600000.0,,RPOOMLLMPHIGFAO68CB,微笑南寮,F-12F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120723.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.14,3.0,2.0,2.0,有,無,16480000.0,111572.0,坡道平面,24.67,1700000.0,,RPPOMLLMPHIGFAO78CB,微笑南寮,F-14F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,12.47,商,,,1120719.0,土地1建物1車位1,五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.83,3.0,2.0,2.0,有,無,32380000.0,231477.0,坡道平面,26.45,2200000.0,,RPQOMLLMPHIGFAO88CB,富宇-天雋,B7棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,12.47,商,,,1120719.0,土地1建物1車位1,七層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.83,3.0,2.0,2.0,有,無,32600000.0,233165.0,坡道平面,26.45,2200000.0,,RPROMLLMPHIGFAO98CB,富宇-天雋,B7棟7號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市中華路三段,10.93,商,,,1120715.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.97,2.0,2.0,2.0,有,無,18580000.0,163175.0,坡道平面,23.91,1600000.0,,RPPNMLLJQHIGFAO48CB,聚吉第,B棟3-13號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市中華路三段,10.93,商,,,1120723.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.86,2.0,2.0,2.0,有,無,19000000.0,161926.0,坡道平面,28.8,2150000.0,,RPQNMLLJQHIGFAO58CB,聚吉第,B棟3-11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市中華路三段,10.93,商,,,1120715.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.86,2.0,2.0,2.0,有,無,18370000.0,156833.0,坡道平面,28.8,2050000.0,,RPRNMLLJQHIGFAO68CB,聚吉第,B棟3-9號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市中華路四段280之3號旁,30.07,住,,,1120730.0,土地1建物1車位2,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.14,4.0,2.0,2.0,有,無,23980000.0,129007.0,坡道平面,58.04,4100000.0,,RPSNMLLJQHIGFAO78CB,富源一峰華,Ｃ棟5號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,13.52,商,,,1120722.0,土地1建物1車位1,八層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.74,3.0,2.0,2.0,有,無,35150000.0,231085.0,坡道平面,26.45,2500000.0,,RPTNMLLJQHIGFAO88CB,富宇-天雋,B3棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,10.0,商,,,1120726.0,土地1建物1車位2,十一層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.39,2.0,2.0,2.0,有,無,28780000.0,233324.0,坡道平面,52.9,4400000.0,,RPUNMLLJQHIGFAO98CB,富宇-天雋,A2棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,13.03,商,,,1120731.0,土地1建物1車位1,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.54,3.0,2.0,2.0,有,無,35000000.0,237343.0,坡道平面,26.45,2700000.0,,RPVNMLLJQHIGFAO09CB,富宇-天雋,A5棟16號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市原興路,38.14,,鄉村區,乙種建築用地,1120726.0,土地1建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.75,3.0,2.0,2.0,有,無,24680000.0,163005.0,坡道平面,38.0,1900000.0,,RPWNMLLJQHIGFAO56CB,當岱是也,B棟11號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),新竹市新竹市內湖路107巷,29.35,,鄉村區,乙種建築用地,1120729.0,土地1建物1車位0,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,132.09,3.0,2.0,2.0,有,無,9000000.0,68135.0,,0.0,0.0,,RPQNMLLJQHIGFAO68DB,文學苑三期,B棟3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物),新竹市新竹市內湖路107巷,29.35,,鄉村區,乙種建築用地,1120725.0,土地1建物1車位0,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,132.09,3.0,2.0,2.0,有,無,9200000.0,69649.0,,0.0,0.0,,RPRNMLLJQHIGFAO78DB,文學苑三期,B棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區金雅路與金雅七街交叉路口,30.42,,鄉村區,乙種建築用地,1120726.0,土地1建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.79,3.0,2.0,2.0,有,無,20650000.0,161597.0,坡道平面,32.07,1950000.0,,RPPNMLMJQHIGFAO58CB,浩瀚森PARK,D-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區金雅路與金雅七街交叉路口,30.42,,鄉村區,乙種建築用地,1120726.0,土地1建物1車位1,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.79,3.0,2.0,2.0,有,無,20550000.0,160733.0,坡道平面,32.07,1950000.0,,RPQNMLMJQHIGFAO68CB,浩瀚森PARK,E-4F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,20.8,商,,,1120727.0,土地14建物1車位2,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,275.37,3.0,2.0,3.0,有,無,49360000.0,204710.0,坡道平面,53.3,3900000.0,,RPRNMLMJQHIGFAO78CB,利晉曙光,A棟A2-16F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,29.48,商,,,1120727.0,土地14建物1車位2,六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,368.14,4.0,2.0,3.0,有,無,66000000.0,193432.0,坡道平面,53.3,5100000.0,,RPSNMLMJQHIGFAO88CB,利晉曙光,A棟A3-06F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,29.48,商,,,1120727.0,土地14建物1車位3,十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,394.79,4.0,2.0,3.0,有,無,67980000.0,196068.0,坡道平面,79.95,6250000.0,,RPTNMLMJQHIGFAO98CB,利晉曙光,A棟A3-10F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,29.48,商,,,1120727.0,土地14建物1車位2,二十三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,368.14,4.0,2.0,3.0,有,無,71150000.0,213601.0,坡道平面,53.3,3900000.0,,RPUNMLMJQHIGFAO09CB,利晉曙光,A棟A3-23F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,20.76,商,,,1120727.0,土地14建物1車位2,七層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,274.32,3.0,2.0,3.0,有,無,44890000.0,188173.0,坡道平面,53.3,3300000.0,,RPVNMLMJQHIGFAO56CB,利晉曙光,B棟B1-07F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,20.76,商,,,1120727.0,土地14建物1車位1,十三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,247.67,3.0,2.0,3.0,有,無,45950000.0,198172.0,坡道平面,26.65,2150000.0,,RPWNMLMJQHIGFAO66CB,利晉曙光,B棟B2-13F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區金雅八街與金雅東街口,33.8,,鄉村區,乙種建築用地,1120801.0,土地1建物1車位1,一層,10.0,店面(店鋪),商業用,鋼筋混凝土造,,163.45,0.0,0.0,1.0,有,無,20900000.0,142399.0,坡道平面,29.46,1820000.0,,RPXNMLMJQHIGFAO76CB,昕觀邸,S1棟1號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市南大路,25.78,商,,,1120803.0,土地2建物1車位2,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.05,3.0,2.0,2.0,有,無,25650000.0,159114.0,一樓平面,81.27,3250000.0,,RPPNMLNJQHIGFAO68CB,福砌3,B棟8號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市占梅路,13.97,商,,,1120802.0,土地1建物1車位1,二十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.59,3.0,2.0,2.0,有,無,37730000.0,239702.0,坡道平面,26.45,2700000.0,,RPPNMLOJQHIGFAO78CB,富宇-天雋,A3棟20號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新竹市,房地(土地+建物)+車位,新竹市新竹市北區西門街,28.02,住,,,1120803.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.27,3.0,2.0,2.0,有,無,24160000.0,180568.0,坡道平面,33.1,2100000.0,,RPPNMLQJQHIGFAO09DB,鴻碩,A-6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
