鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新竹市,房地(土地+建物)+車位,新竹市新竹市南大路,25.78,商,Unnamed: 5,Unnamed: 6,1120513,土地2建物1車位2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,218.0,3,2,2.1,有,無,25450000,158048,升降平面,77.22,3200000,Unnamed: 26,RPQNMLPKNHIGFAO78CB,福砌3,B棟6號,Unnamed: 30,來源資料夾,新竹市新竹市北區西門街,28.99,住,1120812,土地1建物1車位1,二層,14,159.46,26200000,189142,坡道平面,33.1,2300000,RPPNMLMKQHIGFAO78DB,鴻碩,B-2號,新竹市新竹市北區鐵道路二段,32.61,1121112,22,182.16,27050000,166264,33.0,2250000,RPPNMLMKJIIGFAO18DB,鴻萃,A棟2號
新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,15.86,商,,,1120419.0,土地14建物1車位1,一層,24.0,店面(店鋪),商業用,鋼筋混凝土造,,174.96,0.0,0.0,0.0,無,無,55000000.0,353651.0,坡道平面,26.65,2550000.0,,RPUQMLQLMHIGFAO96CB,利晉曙光,B棟S2-01F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市東區北大路與錦華街口,21.59,商,,,1120419.0,土地14建物1車位1,一層,24.0,店面(店鋪),商業用,鋼筋混凝土造,,228.18,0.0,0.0,0.0,無,無,65000000.0,309879.0,坡道平面,26.65,2550000.0,,RPVQMLQLMHIGFAO07CB,利晉曙光,B棟S3-01F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市北區鐵道路二段,41.81,住,,,1120422.0,土地1建物1車位1,二十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.12,4.0,2.0,2.0,有,無,38070000.0,186898.0,坡道平面,33.0,2350000.0,,RPPNMLQLMHIGFAO88DB,鴻萃,E棟20號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物),新竹市新竹市埔頂一路161巷,28.56,住,,,1120419.0,土地2建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.08,2.0,1.0,3.0,有,無,19680000.0,178779.0,,0.0,0.0,,RPPNMLRLMHIGFAO88CB,高豐匯,6F-B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物),新竹市新竹市埔頂一路161巷,28.56,住,,,1120426.0,土地2建物1車位0,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.08,2.0,1.0,3.0,有,無,19200000.0,174419.0,,0.0,0.0,,RPQNMLRLMHIGFAO98CB,高豐匯,8F-B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物),新竹市新竹市埔頂一路161巷,28.56,住,,,1120426.0,土地2建物1車位0,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.08,2.0,1.0,3.0,有,無,19200000.0,174419.0,,0.0,0.0,,RPRNMLRLMHIGFAO09CB,高豐匯,8F-A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市北區金雅八街與金雅東街口,30.87,,鄉村區,乙種建築用地,1120425.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,150.83,3.0,2.0,2.0,有,無,18450000.0,136195.0,坡道平面,29.46,1920000.0,,RPPNMLSLMHIGFAO98CB,昕觀邸,C3棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120422.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.76,3.0,2.0,2.0,有,無,14580000.0,98266.0,坡道平面,24.67,1600000.0,,RPQNMLSLMHIGFAO09CB,微笑南寮,A-8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120423.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.76,3.0,2.0,2.0,有,無,14850000.0,101067.0,坡道平面,24.67,1500000.0,,RPRNMLSLMHIGFAO56CB,微笑南寮,A-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120419.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11070000.0,103370.0,坡道平面,24.67,1500000.0,,RPSNMLSLMHIGFAO66CB,微笑南寮,B-12F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120423.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11120000.0,102830.0,坡道平面,24.67,1600000.0,,RPTNMLSLMHIGFAO76CB,微笑南寮,B-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120423.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10550000.0,97753.0,坡道平面,24.67,1500000.0,,RPUNMLSLMHIGFAO86CB,微笑南寮,B-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120423.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10830000.0,99698.0,坡道平面,24.67,1600000.0,,RPVNMLSLMHIGFAO96CB,微笑南寮,B-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120419.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11200000.0,104774.0,坡道平面,24.67,1500000.0,,RPWNMLSLMHIGFAO07CB,微笑南寮,B-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120419.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10620000.0,97429.0,坡道平面,24.67,1600000.0,,RPXNMLSLMHIGFAO17CB,微笑南寮,B-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120418.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11000000.0,101534.0,坡道平面,24.67,1600000.0,,RPOOMLSLMHIGFAO98CB,微笑南寮,B-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120423.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,14830000.0,100703.0,坡道平面,24.67,1500000.0,,RPPOMLSLMHIGFAO09CB,微笑南寮,C-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120422.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,14710000.0,99796.0,坡道平面,24.67,1500000.0,,RPQOMLSLMHIGFAO56CB,微笑南寮,C-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120419.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,14300000.0,96970.0,坡道平面,24.67,1500000.0,,RPROMLSLMHIGFAO66CB,微笑南寮,D-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120422.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,14650000.0,98864.0,坡道平面,24.67,1600000.0,,RPSOMLSLMHIGFAO76CB,微笑南寮,D-8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120422.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,14810000.0,100076.0,坡道平面,24.67,1600000.0,,RPTOMLSLMHIGFAO86CB,微笑南寮,D-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120419.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,15110000.0,102348.0,坡道平面,24.67,1600000.0,,RPUOMLSLMHIGFAO96CB,微笑南寮,D-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120419.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10680000.0,98077.0,坡道平面,24.67,1600000.0,,RPVOMLSLMHIGFAO07CB,微笑南寮,E-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120419.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10650000.0,98833.0,坡道平面,24.67,1500000.0,,RPWOMLSLMHIGFAO17CB,微笑南寮,E-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120423.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10800000.0,100454.0,坡道平面,24.67,1500000.0,,RPXOMLSLMHIGFAO27CB,微笑南寮,E-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120422.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10870000.0,101210.0,坡道平面,24.67,1500000.0,,RPOPMLSLMHIGFAO09CB,微笑南寮,E-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120419.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.14,3.0,2.0,2.0,有,無,14290000.0,96550.0,坡道平面,24.67,1500000.0,,RPPPMLSLMHIGFAO56CB,微笑南寮,F-5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120422.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.14,3.0,2.0,2.0,有,無,14700000.0,98890.0,坡道平面,24.67,1600000.0,,RPQPMLSLMHIGFAO66CB,微笑南寮,F-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市民治街,27.51,住,,,1120422.0,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.61,3.0,2.0,2.0,有,無,19400000.0,153400.0,其他,8.27,1400000.0,,RPPNMLTLMHIGFAO56DB,龍山謐境,A棟7A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市民治街,27.51,住,,,1120501.0,土地3建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.79,3.0,2.0,2.0,有,無,21000000.0,161923.0,一樓平面,26.45,2000000.0,,RPQNMLLJNHIGFAO38DB,龍山謐境,A棟2A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市中華路三段,14.31,商,,,1120420.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.02,3.0,2.0,2.0,有,無,22150000.0,146821.0,坡道平面,28.8,2150000.0,,RPPNMLLJNHIGFAO18CB,聚吉第,B棟5-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市民富街、中山路452巷,43.17,住,,,1120415.0,土地9建物1車位2,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,274.51,4.0,2.0,3.0,有,無,37880000.0,160171.0,坡道平面,59.24,3400000.0,,RPQNMLMJNHIGFAO38CB,春福水硯,A棟9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物),新竹市新竹市香檳街,238.79,,山坡地保育區,丁種建築用地,1120425.0,土地3建物1車位0,全,1.0,工廠,工業用,見其他登記事項,,159.39,0.0,0.0,0.0,無,無,29000000.0,,,0.0,0.0,,RPRNMLMJNHIGFAO48CB,大前瞻景觀科技園區,A13-1棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市華德福街168號對面,42.57,,山坡地保育區,丙種建築用地,1120418.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,201.76,4.0,2.0,2.0,有,無,27420000.0,140532.0,坡道平面,18.03,1600000.0,跨所案件，另有基地為竹縣竹東地政事務所，持分面積:竹縣寶山鄉寶香段409-16地號20.88㎡及432-12地號1.23㎡。另不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之26.06。,RPPNMLNJNHIGFAO38CB,宏道新竹帝寶9區1號,J2棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市高峰路110巷旁,32.89,住,,,1120424.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.45,2.0,2.0,1.0,有,無,15940000.0,141672.0,坡道平面,27.23,2450000.0,,RPQNMLNJNHIGFAO48CB,昌禾/學府首席Ⅱ,D棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市警光路,24.89,住,,,1120503.0,土地6建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.79,3.0,2.0,2.0,有,無,22180000.0,154793.0,坡道平面,26.13,1800000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJNHIGFAO48CB,自有美,A棟11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市警光路,23.08,住,,,1120503.0,土地6建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.25,3.0,2.0,2.0,有,無,20380000.0,153453.0,坡道平面,24.04,1780000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOJNHIGFAO58CB,自有美,B棟11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市警光路,24.38,住,,,1120503.0,土地6建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.56,3.0,2.0,2.0,有,無,21780000.0,154369.0,坡道平面,26.13,1800000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJNHIGFAO68CB,自有美,C棟11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市北區金雅八街與金雅東街口,32.84,,鄉村區,乙種建築用地,1120502.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,157.51,3.0,2.0,2.0,有,無,19420000.0,136276.0,坡道平面,28.36,1820000.0,,RPPNMLPJNHIGFAO58CB,昕觀邸,C1棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市北區鐵道路二段,41.81,住,,,1120506.0,土地1建物1車位1,二十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.12,4.0,2.0,2.0,有,無,39920000.0,196055.0,坡道平面,33.0,2450000.0,,RPSNMLQJNHIGFAO09DB,鴻萃,E棟21號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市北區鐵道路二段,32.61,住,,,1120505.0,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.16,3.0,2.0,2.0,有,無,29530000.0,182220.0,坡道平面,33.0,2350000.0,,RPTNMLQJNHIGFAO56DB,鴻萃,A棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市中華路四段280之3號旁,24.9,住,,,1120428.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.42,3.0,2.0,2.0,有,無,19000000.0,132476.0,坡道平面,29.85,2100000.0,,RPPNMLSJNHIGFAO88CB,富源一峰華,A棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市金雅六街,22.46,,鄉村區,乙種建築用地,1120506.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.73,2.0,2.0,1.0,有,無,14750000.0,145969.0,坡道平面,38.04,1950000.0,,RPQNMLSJNHIGFAO98CB,力天品翰,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10700000.0,99374.0,坡道平面,24.67,1500000.0,,RPRNMLSJNHIGFAO09CB,微笑南寮,B-6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11060000.0,102182.0,坡道平面,24.67,1600000.0,,RPSNMLSJNHIGFAO56CB,微笑南寮,B-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11060000.0,102182.0,坡道平面,24.67,1600000.0,,RPTNMLSJNHIGFAO66CB,微笑南寮,B-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.73,住,,,1120430.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.04,3.0,2.0,2.0,有,無,14380000.0,97303.0,坡道平面,24.67,1500000.0,,RPUNMLSJNHIGFAO76CB,微笑南寮,C-6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,27.52,住,,,1120430.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.67,3.0,2.0,2.0,有,無,15050000.0,101894.0,坡道平面,24.67,1600000.0,,RPVNMLSJNHIGFAO86CB,微笑南寮,D-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10800000.0,99374.0,坡道平面,24.67,1600000.0,,RPWNMLSJNHIGFAO96CB,微笑南寮,E-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,10860000.0,102182.0,坡道平面,24.67,1400000.0,,RPXNMLSJNHIGFAO07CB,微笑南寮,E-8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11000000.0,101534.0,坡道平面,24.67,1600000.0,,RPOOMLSJNHIGFAO88CB,微笑南寮,E-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11240000.0,105206.0,坡道平面,24.67,1500000.0,,RPPOMLSJNHIGFAO98CB,微笑南寮,E-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市天府路一段,19.48,住,,,1120430.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.25,2.0,2.0,2.0,有,無,11150000.0,104234.0,坡道平面,24.67,1500000.0,,RPQOMLSJNHIGFAO09CB,微笑南寮,E-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
