鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,南投市,房地(土地+建物),南投縣南投市文化路707巷,82.82,住,Unnamed: 5,Unnamed: 6,1120511,土地5建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,Unnamed: 14,162.25,4,2,3.1,有,無,11380000,70139,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFAM18CB,文化一綻,B棟41號,Unnamed: 30,來源資料夾,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,32.08,Unnamed: 4,鄉村區,乙種建築用地,1120813,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,168.24,2.1,10240000,78531,坡道平面,52.49,1150000,RPPNMLOKQHIGFBM78CB,幸福時光,C棟8號,南投縣南投市振興巷,44.1,1121113,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),99.45,2.2,7000000,70387,RPPNMLRKJIIGFAM38CB,知寓,B棟3號
南投市,房地(土地+建物)+車位,南投縣南投市彰南路一段,36.9,住,,,1120417.0,土地2建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.15,3.0,2.0,2.0,有,無,12300000.0,83239.0,坡道平面,29.0,1300000.0,,RPPNMLLLMHIGFAM18DB,寬心一品苑,C棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市大同街,18.92,住,,,1120420.0,土地19建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,109.79,2.0,2.0,2.0,有,無,8580000.0,86565.0,坡道機械,18.76,700000.0,,RPPNMLMLMHIGFAM18CB,市政中山,D棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮大同一街,26.72,住,,,1120413.0,土地2建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.62,3.0,2.0,2.0,有,無,9940000.0,73264.0,坡道平面,25.96,1100000.0,,RPPNMLOLMHIGFCM58CB,?園大樓,1棟5B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,15.19,住,,,1120422.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.27,2.0,2.0,1.0,有,無,8100000.0,92297.0,坡道平面,29.22,1450000.0,,RPQNMLOLMHIGFCM68CB,翔禾之森,G棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,16.48,住,,,1120421.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.95,2.0,2.0,1.0,有,無,8940000.0,94429.0,坡道平面,29.22,1600000.0,交易總價含下列非屬預售屋價格之費用:交屋時贈送電器櫃、烤箱壹台，依樣品陳列費:0元,RPRNMLOLMHIGFCM78CB,翔禾之森,E棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,15.19,住,,,1120422.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.27,2.0,2.0,1.0,有,無,8100000.0,92297.0,坡道平面,29.22,1450000.0,,RPSNMLOLMHIGFCM88CB,翔禾之森,G棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英六街,22.13,住,,,1120331.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.67,2.0,2.0,1.0,有,無,5600000.0,74170.0,一樓平面,12.65,1000000.0,,RPPNMLOLMHIGFCM68DB,遇見幸福,D1棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市文化南路,96.08,住,,,1120416.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,179.77,5.0,2.0,5.0,有,無,13830000.0,76932.0,,0.0,0.0,,RPPNMLQLMHIGFAM68DB,四季花園,E棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市成功三路,20.79,,工業區,丁種建築用地,1120422.0,土地1建物1車位0,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.0,2.0,1.0,2.0,有,無,6680000.0,70316.0,,0.0,0.0,,RPPNMLQLMHIGFAM58CB,雅正原墅,A棟A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市大同街,18.92,住,,,1120424.0,土地19建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,109.79,2.0,2.0,2.0,有,無,8850000.0,87334.0,坡道機械,18.76,900000.0,,RPSNMLRLMHIGFAM98CB,市政中山,D棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市大同街,23.41,住,,,1120424.0,土地19建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,131.35,3.0,2.0,2.0,有,無,10450000.0,84821.0,坡道機械,18.76,900000.0,,RPTNMLRLMHIGFAM09CB,市政中山,B棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,16.48,住,,,1120424.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.95,2.0,2.0,1.0,有,無,8060000.0,85038.0,坡道平面,29.22,1450000.0,,RPPNMLSLMHIGFCM98CB,翔禾之森,E棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,25.71,,鄉村區,乙種建築用地,1120303.0,土地1建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.41,2.0,2.0,2.0,有,無,7030000.0,78393.0,坡道平面,52.49,1000000.0,,RPPNMLSLMHIGFBM88CB,幸福時光,D棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物),南投縣草屯鎮登輝路與御富路口,90.5,住,,,1120422.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.01,5.0,3.0,5.0,有,無,16680000.0,90157.0,,0.0,0.0,停車位：前院,RPQNMLSLMHIGFBM98CB,大名人光輝(透天),I棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮博愛路,29.52,住,,,1120320.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.45,3.0,2.0,2.0,有,無,11900000.0,85785.0,坡道平面,35.8,1550000.0,,RPPNMLTLMHIGFBM98CB,富宇博愛苑,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市華陽路82巷,87.23,其他,,,1120413.0,土地3建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,167.41,5.0,3.0,5.0,有,無,17950000.0,107222.0,,0.0,0.0,,RPQNMLMJNHIGFAM28DB,玖岩豐華,A9棟,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市華陽路82巷,66.43,其他,,,1120413.0,土地3建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,148.53,4.0,3.0,5.0,有,無,13900000.0,93584.0,,0.0,0.0,,RPRNMLMJNHIGFAM38DB,玖岩豐華,C3棟,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市華陽路82巷,76.23,其他,,,1120413.0,土地3建物1車位0,全,4.0,透天厝,見其他登記事項,鋼筋混凝土造,,167.37,5.0,3.0,5.0,有,無,17750000.0,106052.0,,0.0,0.0,,RPSNMLMJNHIGFAM48DB,玖岩豐華,A8棟,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名間鄉,房地(土地+建物),南投縣名間鄉水尾巷,103.9,,特定農業區,甲種建築用地,1120426.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,201.37,4.0,2.0,5.0,有,無,12200000.0,60585.0,,0.0,0.0,,RPPNMLNJNHIGFAM18CB,幸福愛家,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市復興路,78.0,住,,,1120422.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,185.1,4.0,2.0,4.0,有,無,15800000.0,85359.0,,0.0,0.0,,RPPNMLOJNHIGFAM28CB,首富京采,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物),南投縣草屯鎮頂園段富德街,112.69,農,,,1120503.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,190.16,4.0,2.0,5.0,有,無,14580000.0,76672.0,,0.0,0.0,前院停車,RPQNMLOJNHIGFBM48CB,原森一期,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物),南投縣草屯鎮登輝路與御富路口,96.84,住,,,1120430.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,192.35,5.0,3.0,5.0,有,無,16880000.0,87757.0,,0.0,0.0,,RPPNMLPJNHIGFBM48CB,大名人光輝(透天),I棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市華陽路,112.51,住,,,1120427.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.0,4.0,3.0,4.0,有,無,14350000.0,80168.0,,0.0,0.0,,RPPNMLPJNHIGFAM38CB,首富森境,B棟22號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹山鎮,房地(土地+建物),南投縣竹山鎮和育一巷,96.63,住,,,1120411.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.62,4.0,3.0,3.0,有,無,11400000.0,71420.0,,0.0,0.0,,RPPNMLPJNHIGFDM68CB,山水竹苑,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市振興巷,54.21,住,,,1120501.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.19,3.0,2.0,2.0,有,無,8680000.0,71037.0,,0.0,0.0,,RPPNMLRJNHIGFAM58CB,知寓,E棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市振興巷,54.21,住,,,1120507.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.19,3.0,2.0,2.0,有,無,8150000.0,66699.0,,0.0,0.0,,RPQNMLRJNHIGFAM68CB,知寓,E棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英六街,22.13,住,,,1120412.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.77,2.0,2.0,1.0,有,無,5950000.0,79813.0,一樓平面,13.75,1000000.0,,RPPNMLSJNHIGFCM98DB,遇見幸福,D1棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英六街,22.6,住,,,1120419.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.06,2.0,2.0,1.0,有,無,5960000.0,75829.0,一樓平面,12.65,1000000.0,,RPQNMLSJNHIGFCM09DB,遇見幸福,C2棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英六街,33.07,住,,,1120415.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.18,3.0,2.0,2.0,有,無,8010000.0,76328.0,一樓平面,12.65,1100000.0,,RPRNMLSJNHIGFCM56DB,遇見幸福,B1棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路二段630巷,25.61,住,,,1120415.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,70.99,2.0,1.0,2.0,有,無,7600000.0,125434.0,坡道平面,19.17,1100000.0,,RPPNMLTJNHIGFAM88DB,福崗晴園,D棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市大同街,23.12,住,,,1120508.0,土地19建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,129.98,3.0,2.0,2.0,有,無,10000000.0,83618.0,坡道機械,18.76,700000.0,,RPPNMLTJNHIGFAM78CB,市政中山,C棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市華陽路,29.06,住,,,1120418.0,土地3建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.98,3.0,2.0,2.0,有,無,7180000.0,55435.0,坡道平面,29.4,1050000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJNHIGFAM88CB,首富京站,B1棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120219.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.23,3.0,2.0,2.0,有,無,8930000.0,75711.0,坡道平面,52.49,1000000.0,,RPPNMLTJNHIGFBM88CB,幸福時光,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120304.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.23,3.0,2.0,2.0,有,無,9080000.0,75711.0,坡道平面,52.49,1150000.0,,RPQNMLTJNHIGFBM98CB,幸福時光,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120226.0,土地1建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.23,3.0,2.0,2.0,有,無,9030000.0,76666.0,坡道平面,52.49,1000000.0,,RPRNMLTJNHIGFBM09CB,幸福時光,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120218.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.23,3.0,2.0,2.0,有,無,9380000.0,80008.0,坡道平面,52.49,1000000.0,,RPSNMLTJNHIGFBM56CB,幸福時光,B棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,24.4,住,,,1120501.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.92,3.0,2.0,2.0,有,無,11880000.0,85973.0,坡道平面,38.0,2000000.0,,RPPNMLTJNHIGFCM98CB,翔禾之森,C棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,24.4,住,,,1120501.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.14,3.0,2.0,2.0,有,無,11460000.0,87104.0,坡道平面,29.22,1450000.0,,RPQNMLTJNHIGFCM09CB,翔禾之森,D棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,24.4,住,,,1120506.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.14,3.0,2.0,2.0,有,無,11700000.0,87887.0,坡道平面,29.22,1600000.0,交易總價含下列非屬預售屋價格之費用:交屋時贈送電器櫃、烤箱壹台，依樣品陳列費:0元,RPRNMLTJNHIGFCM56CB,翔禾之森,C棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市大同街,22.83,住,,,1120510.0,土地19建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,11000000.0,87408.0,坡道平面,30.91,1400000.0,,RPPNMLKKNHIGFAM97CB,市政中山,A棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120506.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.23,3.0,2.0,2.0,有,無,9200000.0,78289.0,坡道平面,52.49,1000000.0,,RPPNMLLKNHIGFBM18CB,幸福時光,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹山鎮,房地(土地+建物),南投縣竹山鎮中正段825.826.825-1.826-1.828-1,23.18,商,,,1120416.0,土地5建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.7,2.0,2.0,1.0,有,無,4550000.0,59322.0,,0.0,0.0,,RPPNMLMKNHIGFDM48CB,菁英匯,D棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹山鎮,房地(土地+建物),南投縣竹山鎮中正段825.826.825-1.826-1.828-1,23.18,商,,,1120425.0,土地5建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.7,2.0,2.0,1.0,有,無,4650000.0,60626.0,,0.0,0.0,,RPRNMLMKNHIGFDM68CB,菁英匯,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿谷鄉,房地(土地+建物),南投縣鹿谷鄉廣興段356地號,30.15,住,,,1120508.0,土地1建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.15,2.0,2.0,1.0,有,無,6200000.0,75472.0,,0.0,0.0,,RPPNMLMKNHIGFDM58DB,愛上溪頭II,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿谷鄉,房地(土地+建物),南投縣鹿谷鄉廣興段356地號,30.28,住,,,1120508.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.56,2.0,2.0,1.0,有,無,6200000.0,75097.0,,0.0,0.0,,RPQNMLMKNHIGFDM68DB,愛上溪頭II,H棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1211巷,25.91,住,,,1120423.0,土地4建物1車位1,六層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,116.67,2.0,2.0,1.0,有,無,6860000.0,72915.0,坡道平面,38.36,1150000.0,,RPSNMLRKNHIGFAM98CB,日日好境,A5棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1211巷,28.86,住,,,1120426.0,土地4建物1車位1,五層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,125.25,2.0,2.0,2.0,有,無,7790000.0,76418.0,坡道平面,38.36,1150000.0,,RPTNMLRKNHIGFAM09CB,日日好境,A8棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1211巷,26.58,住,,,1120429.0,土地4建物1車位1,五層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,118.46,2.0,2.0,1.0,有,無,7220000.0,74532.0,坡道平面,38.36,1250000.0,,RPUNMLRKNHIGFAM56CB,日日好境,A1棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1211巷,26.58,住,,,1120429.0,土地4建物1車位1,六層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,118.46,2.0,2.0,1.0,有,無,7240000.0,74782.0,坡道平面,38.36,1250000.0,,RPVNMLRKNHIGFAM66CB,日日好境,A1棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1211巷,28.86,住,,,1120429.0,土地4建物1車位1,七層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,125.25,2.0,2.0,2.0,有,無,7820000.0,76764.0,坡道平面,38.36,1150000.0,,RPWNMLRKNHIGFAM76CB,日日好境,A8棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投市,房地(土地+建物),南投縣南投市文化南路,96.08,住,,,1120507.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,179.77,5.0,2.0,5.0,有,無,13830000.0,76932.0,,0.0,0.0,,RPPNMLSKNHIGFAM88DB,四季花園,E棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮英六街,22.6,住,,,1120502.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.06,2.0,2.0,1.0,有,無,5920000.0,75218.0,一樓平面,12.65,1000000.0,,RPPNMLMLNHIGFCM58DB,遇見幸福,C1棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
