鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,南投市,房地(土地+建物),南投縣南投市文化路707巷,82.82,住,Unnamed: 5,Unnamed: 6,1120511,土地5建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,Unnamed: 14,162.25,4,2,3.1,有,無,11380000,70139,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFAM18CB,文化一綻,B棟41號,Unnamed: 30,來源資料夾,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,32.08,Unnamed: 4,鄉村區,乙種建築用地,1120813,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,168.24,2.1,10240000,78531,坡道平面,52.49,1150000,RPPNMLOKQHIGFBM78CB,幸福時光,C棟8號,南投縣南投市振興巷,44.1,1121113,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),99.45,2.2,7000000,70387,RPPNMLRKJIIGFAM38CB,知寓,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1161巷,29.98,住,,,1120914.0,土地3建物1車位1,二層,7.0,華廈(10層含以下有電梯),見其他登記事項,105.04,2.0,5680000.0,57143.0,坡道平面,23.14,1000000.0,RPQNMLKLRHIGFAM58CB,萬景山河,B棟B2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物),南投縣南投市華陽路,129.62,住,,,1120920.0,土地2建物1車位0,全,3.0,透天厝,住家用,179.0,4.0,15580000.0,87039.0,,0.0,0.0,RPRNMLKLRHIGFAM68CB,首富森境,A棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮登輝路,41.95,住,,,1120917.0,土地1建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,103.53,2.0,8880000.0,85772.0,,0.0,0.0,RPPNMLKLRHIGFBM58CB,大名人光輝(大樓),B棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮富中路,99.25,住,,,1120826.0,土地3建物1車位0,全,3.0,透天厝,住家用,176.61,4.0,14650000.0,82951.0,,0.0,0.0,RPQNMLKLRHIGFBM68CB,草屯財神,D棟13號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮坪腳巷,26.09,,鄉村區,乙種建築用地,1120826.0,土地1建物1車位0,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,94.46,1.0,5640000.0,59708.0,,0.0,0.0,RPTNMLKLRHIGFBM98CB,廣宣成家 N03-樂高,F12棟0號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮博愛路,22.31,住,,,1120824.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,126.91,1.0,9400000.0,87257.0,坡道平面,35.8,1450000.0,RPPNMLLLRHIGFBM68CB,富宇博愛苑,A棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮博愛路,22.27,住,,,1120825.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,126.85,1.0,9350000.0,85667.0,坡道平面,35.8,1550000.0,RPQNMLLLRHIGFBM78CB,富宇博愛苑,B棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮中原段0473-0026號,111.36,,特定農業區,甲種建築用地,1120825.0,土地3建物1車位0,全,4.0,透天厝,住家用,164.54,3.0,12200000.0,74146.0,,0.0,0.0,RPPNMLMLRHIGFBM78CB,廣宣-成家NO.6,A棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮中原段0473-0023號,104.88,,特定農業區,甲種建築用地,1120826.0,土地3建物1車位0,全,4.0,透天厝,住家用,161.19,3.0,12300000.0,76307.0,,0.0,0.0,RPRNMLMLRHIGFBM98CB,廣宣-成家NO.6,A棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮中原段0473-0005號,128.26,,特定農業區,甲種建築用地,1120827.0,土地5建物1車位0,全,4.0,透天厝,住家用,212.04,3.0,13000000.0,61309.0,,0.0,0.0,RPSNMLMLRHIGFBM09CB,廣宣-成家NO.6,y棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,97.88,,鄉村區,乙種建築用地,1120829.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12080000.0,86144.0,,0.0,0.0,RPUNMLMLRHIGFBM66CB,碧峰日禾,B棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,97.92,,鄉村區,乙種建築用地,1120904.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12080000.0,86144.0,,0.0,0.0,RPVNMLMLRHIGFBM76CB,碧峰日禾,B棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,113.16,,鄉村區,乙種建築用地,1120910.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12080000.0,86144.0,,0.0,0.0,RPWNMLMLRHIGFBM86CB,碧峰日禾,B棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,19.06,,鄉村區,乙種建築用地,1120918.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,103.2,2.0,6400000.0,74949.0,坡道機械,24.48,500000.0,RPOOMLMLRHIGFBM78CB,幸福時光,F棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,87.7,,鄉村區,乙種建築用地,1120920.0,土地3建物1車位0,全,3.0,透天厝,住家用,129.76,4.0,9280000.0,71517.0,,0.0,0.0,RPPNMLOLRHIGFBM98CB,碧峰日禾,A棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,90.2,,鄉村區,乙種建築用地,1120903.0,土地3建物1車位0,全,3.0,透天厝,住家用,123.17,4.0,9260000.0,75181.0,,0.0,0.0,RPQNMLOLRHIGFBM09CB,碧峰日禾,A棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,100.53,,鄉村區,乙種建築用地,1120917.0,土地3建物1車位0,全,3.0,透天厝,住家用,145.28,4.0,11260000.0,77506.0,,0.0,0.0,RPRNMLOLRHIGFBM56CB,碧峰日禾,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,100.53,,鄉村區,乙種建築用地,1120916.0,土地3建物1車位0,全,3.0,透天厝,住家用,144.45,4.0,11280000.0,78089.0,,0.0,0.0,RPSNMLOLRHIGFBM66CB,碧峰日禾,A棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,101.89,,鄉村區,乙種建築用地,1120917.0,土地3建物1車位0,全,3.0,透天厝,住家用,146.03,4.0,11260000.0,77107.0,,0.0,0.0,RPTNMLOLRHIGFBM76CB,碧峰日禾,A棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,102.55,,鄉村區,乙種建築用地,1120916.0,土地3建物1車位0,全,3.0,透天厝,住家用,144.61,4.0,11280000.0,78003.0,,0.0,0.0,RPUNMLOLRHIGFBM86CB,碧峰日禾,A棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,105.84,,鄉村區,乙種建築用地,1120917.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12060000.0,86002.0,,0.0,0.0,RPVNMLOLRHIGFBM96CB,碧峰日禾,B棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,97.84,,鄉村區,乙種建築用地,1120917.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12060000.0,86002.0,,0.0,0.0,RPWNMLOLRHIGFBM07CB,碧峰日禾,B棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,98.02,,鄉村區,乙種建築用地,1120916.0,土地3建物1車位0,全,3.0,透天厝,住家用,140.23,4.0,12080000.0,86144.0,,0.0,0.0,RPXNMLOLRHIGFBM17CB,碧峰日禾,B棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物),南投縣南投市華陽路,129.62,住,,,1120924.0,土地2建物1車位0,全,3.0,透天厝,住家用,179.0,4.0,15580000.0,87039.0,,0.0,0.0,RPPNMLPLRHIGFAM98CB,首富森境,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮登輝路,42.07,住,,,1120922.0,土地1建物1車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,103.86,2.0,9030000.0,86944.0,,0.0,0.0,RPPNMLPLRHIGFBM09CB,大名人光輝(大樓),B棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路1003巷,90.01,,鄉村區,乙種建築用地,1120924.0,土地3建物1車位0,全,3.0,透天厝,住家用,131.66,4.0,9280000.0,70485.0,,0.0,0.0,RPQNMLPLRHIGFBM56CB,碧峰日禾,A棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物),南投縣南投市文化南路,141.08,住,,,1120921.0,土地3建物1車位0,全,3.0,透天厝,住家用,202.58,5.0,18000000.0,88854.0,,0.0,0.0,RPQNMLPLRHIGFAM56DB,四季花園,B棟3號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120923.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,157.23,2.0,9350000.0,78289.0,坡道平面,52.49,1150000.0,RPPNMLQLRHIGFBM56CB,幸福時光,A棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮加老東路,30.29,,鄉村區,乙種建築用地,1120923.0,土地1建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),住家用,157.23,2.0,9000000.0,74947.0,坡道平面,52.49,1150000.0,RPQNMLQLRHIGFBM66CB,幸福時光,B棟4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮北平街,25.75,商,,,1120920.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,202.45,2.0,16000000.0,87898.0,坡道平面,50.0,2600000.0,RPPNMLQLRHIGFCM76DB,寬心璽玥,B棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,27.55,住,,,1120918.0,土地12建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,111.87,1.0,7730000.0,74594.0,坡道平面,25.0,1250000.0,RPPNMLRLRHIGFAM56CB,首富京華,B7棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,36.78,住,,,1120916.0,土地12建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,140.91,2.0,9980000.0,76180.0,坡道平面,25.0,1150000.0,RPQNMLRLRHIGFAM66CB,首富京華,A5棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,27.55,住,,,1120919.0,土地12建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,111.87,1.0,7830000.0,75745.0,坡道平面,25.0,1250000.0,RPRNMLRLRHIGFAM76CB,首富京華,B7棟7號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,35.3,住,,,1120915.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,136.29,2.0,9780000.0,77545.0,坡道平面,25.0,1150000.0,RPSNMLRLRHIGFAM86CB,首富京華,A3棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,27.55,住,,,1120916.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,111.87,1.0,7780000.0,76321.0,坡道平面,25.0,1150000.0,RPTNMLRLRHIGFAM96CB,首富京華,B6棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,34.44,住,,,1120921.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,133.59,2.0,9580000.0,76711.0,坡道平面,25.0,1250000.0,RPUNMLRLRHIGFAM07CB,首富京華,A7棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,27.55,住,,,1120924.0,土地12建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,111.87,1.0,7930000.0,76897.0,坡道平面,25.0,1250000.0,RPVNMLRLRHIGFAM17CB,首富京華,B6棟9號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1161巷,28.83,住,,,1120917.0,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),見其他登記事項,105.94,1.0,5950000.0,62175.0,坡道平面,27.13,1050000.0,RPPNMLSLRHIGFAM66CB,萬景山河,A棟A1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1161巷,28.83,住,,,1120919.0,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),見其他登記事項,105.94,1.0,5950000.0,62175.0,坡道平面,27.13,1050000.0,RPQNMLSLRHIGFAM76CB,萬景山河,A棟A6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,36.78,住,,,1120917.0,土地12建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,140.91,2.0,10030000.0,75748.0,坡道平面,25.0,1250000.0,RPRNMLSLRHIGFAM86CB,首富京華,A1棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,36.78,住,,,1120917.0,土地12建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,140.91,2.0,10080000.0,76180.0,坡道平面,25.0,1250000.0,RPSNMLSLRHIGFAM96CB,首富京華,A1棟6號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,27.55,住,,,1120917.0,土地12建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,111.87,1.0,7880000.0,76321.0,坡道平面,25.0,1250000.0,RPTNMLSLRHIGFAM07CB,首富京華,B7棟8號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市彰南路三段1161巷,41.67,住,,,1120923.0,土地3建物1車位1,五層,7.0,華廈(10層含以下有電梯),見其他登記事項,137.04,2.0,7580000.0,57770.0,坡道平面,23.14,1000000.0,RPUNMLSLRHIGFAM17CB,萬景山河,B棟B1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮博愛路,22.27,住,,,1120902.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,126.85,1.0,9200000.0,85118.0,坡道平面,35.8,1450000.0,RPPNMLKMRHIGFBM68CB,富宇博愛苑,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮博愛路,22.27,住,,,1120902.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,126.85,1.0,9200000.0,85118.0,坡道平面,35.8,1450000.0,RPQNMLKMRHIGFBM78CB,富宇博愛苑,A棟5號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮草溪路,27.74,,鄉村區,乙種建築用地,1120910.0,土地1建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,146.98,2.0,10200000.0,81120.0,坡道平面,36.65,1250000.0,RPPNMLLJIIIGFBM77DB,嘉冠青漾,A棟11號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,埔里鎮,房地(土地+建物),南投縣埔里鎮新生路,30.43,農,,,1121001.0,土地3建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,63.97,1.0,4850000.0,75817.0,,0.0,0.0,RPPNMLMJIIIGFCM97DB,洄謙城,B4棟4號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,埔里鎮,房地(土地+建物),南投縣埔里鎮新生路,73.65,農,,,1121001.0,土地3建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,154.83,2.0,10780000.0,69625.0,,0.0,0.0,RPQNMLMJIIIGFCM08DB,洄謙城,B4棟1號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物),南投縣南投市華陽路,132.62,住,,,1121002.0,土地2建物1車位0,全,3.0,透天厝,住家用,179.0,4.0,15580000.0,87039.0,,0.0,0.0,RPPNMLNJIIIGFAM77CB,首富森境,A棟15號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮草溪路,19.65,,鄉村區,乙種建築用地,1120912.0,土地1建物1車位1,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,114.7,1.0,7700000.0,82639.0,坡道平面,36.65,1250000.0,RPQNMLNJIIIGFBM08DB,嘉冠青漾,D棟11號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,草屯鎮,房地(土地+建物),南投縣草屯鎮草溪路,19.65,,鄉村區,乙種建築用地,1120923.0,土地1建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,78.05,1.0,5800000.0,74311.0,,0.0,0.0,RPRNMLNJIIIGFBM18DB,嘉冠青漾,D棟2號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,南投市,房地(土地+建物)+車位,南投縣南投市華陽路,36.78,住,,,1121001.0,土地12建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,140.91,2.0,10230000.0,77474.0,坡道平面,25.0,1250000.0,RPPNMLOJIIIGFAM87CB,首富京華,A1棟9號,,,,,,,,,,,,,,
