鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,二崙鄉,房地(土地+建物),雲林縣二崙鄉中正路64巷9號旁,102.33,住,Unnamed: 5,Unnamed: 6,1120511,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,204.6,4,2,5,有,無,12200000,59629,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCP68CB,寬庭恆美,A棟15號,Unnamed: 30,來源資料夾,斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.38,商,1120813,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),163.82,1,12460000,86393,坡道平面,35.8,1400000,RPQNMLNKQHIGFAP98CB,品風華,4FE棟3號,古坑鄉,雲林縣古坑鄉廣濟路,132.99,Unnamed: 4,鄉村區,乙種建築用地,1121111,土地4建物1車位0,171.18,4.1,10350000,60463,古坑鄉高林北段564地號，本筆土地為提供道路使用附贈與予買方。,RPPNMLLKJIIGFAP18DB,荷翠,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,見使用執照,鋼筋混凝土造,,,3.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮漢北段598地號,68.52,住,,,1121216.0,土地1建物1車位0,156.96,3.0,12150000.0,77408.0,,RPRNMLPJJHJGFCP78CB,彩虹新城NO.1,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,崙背鄉,雲林縣崙背鄉水尾20號旁,105.02,,鄉村區,乙種建築用地,1121217.0,土地1建物1車位0,159.03,4.0,7380000.0,46406.0,,RPSNMLPJJHJGFCP88CB,陽明大富,F棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,崙背鄉,雲林縣崙背鄉水尾20號旁,101.34,,鄉村區,乙種建築用地,1121225.0,土地1建物1車位0,159.03,4.0,7380000.0,46406.0,,RPTNMLPJJHJGFCP98CB,陽明大富,F棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,崙背鄉,雲林縣崙背鄉水尾20號旁,106.99,,鄉村區,乙種建築用地,1121229.0,土地1建物1車位0,173.22,4.0,7880000.0,45491.0,,RPUNMLPJJHJGFCP09CB,陽明大富,F棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮東南路,137.09,住,,,1130105.0,土地9建物1車位0,232.25,5.0,14800000.0,63724.0,,RPVNMLPJJHJGFCP56CB,宇荃寶家,B棟23號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,見使用執照,鋼筋混凝土造,,,4.0,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮漢北段476-3地號,75.91,住,,,1121207.0,土地1建物1車位0,162.7,5.0,12300000.0,75599.0,,RPWNMLPJJHJGFCP66CB,彩虹新城NO.1,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,見使用執照,鋼筋混凝土造,,,4.0,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮漢北段476-1號,79.11,住,,,1121207.0,土地1建物1車位0,162.7,5.0,12300000.0,75599.0,,RPXNMLPJJHJGFCP76CB,彩虹新城NO.1,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,3.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮東南路,137.61,住,,,1130102.0,土地9建物1車位0,232.17,5.0,16200000.0,69776.0,,RPOOMLPJJHJGFCP58CB,宇荃寶家,B棟19號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,32.01,1250000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮吉安街75號對面,25.55,住,,,1121223.0,土地1建物1車位1,142.25,2.0,11680000.0,94612.0,,RPPNMLPJJHJGFDP68CB,晶硯麗禧,A3-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,四層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮吉安街75號對面,15.76,住,,,1130103.0,土地1建物1車位0,67.85,1.0,6600000.0,97273.0,,RPQNMLPJJHJGFDP78CB,晶硯麗禧,A8-4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,9.46,1100000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮高南段410地號,54.51,住,,,1121223.0,土地1建物1車位1,121.26,2.0,8430000.0,65564.0,,RPRNMLPJJHJGFDP88CB,沐晴2期,A棟6A7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,32.01,1250000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮吉安街75號對面,15.76,住,,,1121230.0,土地1建物1車位1,99.86,1.0,7680000.0,94768.0,,RPSNMLPJJHJGFDP98CB,晶硯麗禧,A8-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,元長鄉,雲林縣元長鄉華鹿路,102.95,,鄉村區,乙種建築用地,1121224.0,土地3建物1車位0,157.77,4.0,8000000.0,50707.0,,RPPNMLPJJHJGFEP78CB,好家園NO.2,A棟22號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,元長鄉,雲林縣元長鄉華鹿路,109.95,,鄉村區,乙種建築用地,1121226.0,土地4建物1車位0,160.14,4.0,7800000.0,48707.0,,RPQNMLPJJHJGFEP88CB,好家園NO.2,A棟13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,元長鄉,雲林縣元長鄉華鹿路,103.95,,鄉村區,乙種建築用地,1121226.0,土地3建物1車位0,160.14,4.0,7800000.0,48707.0,,RPRNMLPJJHJGFEP98CB,好家園NO.2,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,84.05,住,,,1121222.0,土地2建物1車位1,157.49,4.0,11950000.0,75878.0,,RPSNMLRJJHJGFDP56CB,土庫荷雅NO1,A棟A9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,83.88,住,,,1121222.0,土地2建物1車位1,157.49,4.0,11950000.0,75878.0,,RPTNMLRJJHJGFDP66CB,土庫荷雅NO1,A棟A10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,83.69,住,,,1121222.0,土地2建物1車位1,157.49,4.0,11950000.0,75878.0,,RPUNMLRJJHJGFDP76CB,土庫荷雅NO1,A棟A11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,48.2,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,86.3,住,,,1121224.0,土地2建物1車位1,158.24,4.0,12380000.0,78236.0,,RPVNMLRJJHJGFDP86CB,土庫荷雅NO1,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,84.5,住,,,1121224.0,土地2建物1車位1,157.49,4.0,12080000.0,76703.0,,RPWNMLRJJHJGFDP96CB,土庫荷雅NO1,A棟A5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.28,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,95.4,住,,,1121224.0,土地3建物1車位1,155.22,4.0,12280000.0,79114.0,,RPXNMLRJJHJGFDP07CB,土庫荷雅NO1,A棟A8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,83.52,住,,,1121224.0,土地2建物1車位1,157.49,4.0,11950000.0,75878.0,,RPOOMLRJJHJGFDP88CB,土庫荷雅NO1,A棟A12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,45.37,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,103.64,住,,,1121230.0,土地4建物1車位1,149.69,4.0,10150000.0,67807.0,主建物面積133.77平方公尺含停車空間45.37平方公尺,RPPOMLRJJHJGFDP98CB,土庫荷雅NO1,B棟B5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,44.72,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,107.48,住,,,1121230.0,土地3建物1車位1,147.52,4.0,10250000.0,69482.0,主建物面積131.84平方公尺含停車空間44.72平方公尺,RPQOMLRJJHJGFDP09CB,土庫荷雅NO1,B棟B6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,43.71,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,100.33,住,,,1130106.0,土地4建物1車位1,144.23,4.0,9980000.0,69195.0,主建物面積128.89平方公尺含停車空間43.71平方公尺,RPROMLRJJHJGFDP56CB,土庫荷雅NO1,B棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,48.2,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,96.93,住,,,1121224.0,土地3建物1車位1,158.24,4.0,12280000.0,77604.0,,RPSOMLRJJHJGFDP66CB,土庫荷雅NO1,A棟A7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,一樓平面,47.97,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,84.32,住,,,1121224.0,土地2建物1車位1,157.49,4.0,12080000.0,76703.0,,RPTOMLRJJHJGFDP76CB,土庫荷雅NO1,A棟A6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,褒忠鄉,雲林縣褒忠鄉三民路147巷,87.36,住,,,1130107.0,土地1建物1車位0,186.5,3.0,9430000.0,50563.0,,RPPNMLSJJHJGFDP98CB,竣呈首邑3期,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,11.57,900000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮科園路及虎興西三街交叉路口,57.93,住,,,1121217.0,土地1建物1車位1,124.12,2.0,8670000.0,69036.0,,RPQNMLSJJHJGFDP09CB,禾楓君悅-高鐵綻7期,B棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,一樓平面,11.57,900000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮科園路及虎興西三街交叉路口,47.07,住,,,1121231.0,土地1建物1車位1,103.24,1.0,7060000.0,67198.0,,RPRNMLSJJHJGFDP56CB,禾楓君悅-高鐵綻7期,B棟B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,11.57,900000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮科園路及虎興西三街交叉路口,56.12,住,,,1121230.0,土地1建物1車位1,120.75,2.0,8150000.0,66404.0,,RPSNMLSJJHJGFDP66CB,禾楓君悅-高鐵綻7期,B棟B8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,一樓平面,22.74,1000000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,28.21,住,,,1121217.0,土地1建物1車位1,122.77,2.0,6600000.0,55983.0,,RPPNMLSJJHJGFEP09CB,禾楓君悅-北港綻,A棟A6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,28.21,住,,,1121221.0,土地1建物1車位1,122.77,2.0,6630000.0,56783.0,,RPQNMLSJJHJGFEP56CB,禾楓君悅-北港綻,B棟B6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,25.53,住,,,1121224.0,土地1建物1車位1,112.69,1.0,6250000.0,58922.0,,RPSNMLSJJHJGFEP76CB,禾楓君悅-北港綻,B棟B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,1.0,,有,無,,,坡道平面,35.8,1550000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市中正路,15.21,商,,,1130107.0,土地1建物1車位1,154.73,2.0,14230000.0,106617.0,,RPPNMLTJJHJGFAP78CB,品風華,15FE棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東三街,105.03,住,,,1121219.0,土地2建物1車位0,207.58,4.0,15800000.0,76115.0,,RPPNMLTJJHJGFDP09CB,大於NO.5,E棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東二路,165.21,住,,,1121223.0,土地3建物1車位0,232.66,5.0,18580000.0,79859.0,,RPQNMLTJJHJGFDP56CB,寬庭大學9,A棟25號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮永豐路,114.7,住,,,1121230.0,土地3建物1車位0,234.6,7.0,22000000.0,93777.0,,RPRNMLTJJHJGFDP66CB,大於NO.5,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮永興南一街,86.1,住,,,1121219.0,土地2建物1車位0,162.87,3.0,13880000.0,85221.0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTJJHJGFDP76CB,大於,F棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興南路,112.07,住,,,1130105.0,土地2建物1車位0,179.61,5.0,15600000.0,86855.0,,RPTNMLTJJHJGFDP86CB,大於NO.6,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,一樓平面,22.74,1000000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,22.61,住,,,1121224.0,土地1建物1車位1,102.83,1.0,5500000.0,56187.0,,RPQNMLTJJHJGFEP66CB,禾楓君悅-北港綻,B棟B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,22.61,住,,,1121225.0,土地1建物1車位1,102.83,1.0,5450000.0,56187.0,,RPRNMLTJJHJGFEP76CB,禾楓君悅-北港綻,A棟A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,22.61,住,,,1121230.0,土地1建物1車位1,102.83,1.0,5550000.0,57435.0,,RPSNMLTJJHJGFEP86CB,禾楓君悅-北港綻,B棟B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,127.15,住,,,1121230.0,土地3建物1車位0,180.96,4.0,11800000.0,65208.0,,RPTNMLTJJHJGFEP96CB,禾楓君悅-北港綻,D棟13a號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉興南路,135.72,,鄉村區,乙種建築用地,1121231.0,土地2建物1車位0,178.4,4.0,9200000.0,51570.0,,RPPNMLKKJHJGFAP97CB,牧容3,A棟20號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉興南路,136.72,,鄉村區,乙種建築用地,1130102.0,土地2建物1車位0,182.47,4.0,9360000.0,51296.0,,RPQNMLKKJHJGFAP08CB,牧容3,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,1.0,,有,無,,,坡道平面,35.8,1250000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市中正路,15.21,商,,,1130102.0,土地1建物1車位1,154.73,2.0,13350000.0,101741.0,,RPRNMLKKJHJGFAP18CB,品風華,11FE棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,1.0,,有,無,,,一樓平面,22.18,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市天祥街,38.95,住,,,1121213.0,土地1建物1車位1,145.24,2.0,11930000.0,82140.0,,RPSNMLKKJHJGFAP28CB,正佳均硯,2C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,84.14,住,,,1130110.0,土地1建物1車位0,156.32,5.0,11800000.0,75486.0,,RPPNMLKKJHJGFDP28CB,土庫荷雅NO2,E棟E3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,130.81,住,,,1121223.0,土地3建物1車位0,191.43,4.0,12600000.0,65820.0,,RPPNMLKKJHJGFEP38CB,禾楓君悅-北港綻,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,31.4,1100000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,麥寮鄉,雲林縣麥寮鄉仁德路236巷,26.85,,鄉村區,乙種建築用地,1130108.0,土地1建物1車位1,125.67,2.0,6500000.0,57282.0,,RPPNMLKKJHJGFFP48CB,橋頭之星住宅興建工程,B棟2-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市石榴路369巷102弄1號邊,97.45,,一般農業區,甲種建築用地,1130109.0,土地1建物1車位0,197.92,5.0,13100000.0,66188.0,,RPPNMLKKJHJGFAP08DB,煌美斗六觀止,A5棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮建國三路,29.64,住,,,1121227.0,土地2建物1車位0,80.13,2.0,6000000.0,74878.0,,RPPNMLKKJHJGFBP18DB,一暘文心,3C號
