鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中正區,房地(土地+建物),基隆市中正區信五路,21.15,商,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,133.75,3,2,2.1,有,無,16990000,127028,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLPKNHIGFDC87DB,橙品32,C棟0號,Unnamed: 30,來源資料夾,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1120813,土地1建物1車位1,八層,22,住家用,116.04,1,1.1,10180000,97592,坡道平面,29.66,1750000,RPPNMLSLQHIGFDC48CB,夢悅城,F棟08號,基隆市中正區新豐街,26.07,住,1121111,七層,9,華廈(10層含以下有電梯),136.91,9900000,89473,41.35,1350000,RPTNMLNLJIIGFDC77CB,海豔,F1棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121008.0,土地1建物1車位1,八層,22.0,住家用,116.52,1.0,1.0,10050000.0,97859.0,坡道平面,29.66,1550000.0,RPVNMLKMIIIGFDC67CB,夢悅城,D棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.85,1121008.0,土地1建物1車位1,十三層,22.0,住家用,113.23,1.0,1.0,9990000.0,99797.0,坡道平面,29.66,1650000.0,RPWNMLKMIIIGFDC77CB,夢悅城,A棟09號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121007.0,土地1建物1車位1,十三層,22.0,住家用,114.58,1.0,1.0,10000000.0,97739.0,坡道平面,29.66,1700000.0,RPXNMLKMIIIGFDC87CB,夢悅城,G棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121004.0,土地1建物1車位1,七層,22.0,住家用,114.95,1.0,1.0,9900000.0,95556.0,坡道平面,29.66,1750000.0,RPOOMLKMIIIGFDC07CB,夢悅城,G棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.58,1121008.0,土地1建物1車位1,八層,22.0,住家用,110.82,1.0,1.0,9500000.0,94874.0,坡道平面,29.66,1800000.0,RPPOMLKMIIIGFDC17CB,夢悅城,B棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,1121004.0,土地1建物1車位1,十三層,22.0,住家用,147.82,1.0,2.0,13950000.0,103250.0,坡道平面,29.66,1750000.0,RPQOMLKMIIIGFDC27CB,夢悅城,E棟01號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.5,1121007.0,土地1建物1車位1,十一層,22.0,住家用,117.57,1.0,1.0,9980000.0,95894.0,坡道平面,29.66,1550000.0,RPROMLKMIIIGFDC37CB,夢悅城,D棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,1121010.0,土地1建物1車位1,十二層,22.0,住家用,164.18,1.0,2.0,14280000.0,93518.0,坡道平面,29.66,1700000.0,RPSOMLKMIIIGFDC47CB,夢悅城,C棟03號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1121005.0,土地1建物1車位1,五層,22.0,住家用,116.04,1.0,1.0,9830000.0,95277.0,坡道平面,29.66,1600000.0,RPTOMLKMIIIGFDC57CB,夢悅城,C棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,1121014.0,土地1建物1車位1,二十二層,22.0,住家用,150.52,1.0,2.0,14300000.0,102598.0,坡道平面,29.66,1900000.0,RPPNMLTJJIIGFDC77CB,夢悅城,D棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.5,1121014.0,土地1建物1車位1,十層,22.0,住家用,117.57,1.0,1.0,10500000.0,98396.0,坡道平面,29.66,1850000.0,RPQNMLTJJIIGFDC87CB,夢悅城,E棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121022.0,土地1建物1車位1,十一層,22.0,住家用,116.35,1.0,1.0,10050000.0,97474.0,坡道平面,29.66,1600000.0,RPRNMLTJJIIGFDC97CB,夢悅城,E棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,1121022.0,土地1建物1車位1,五層,22.0,住家用,164.36,1.0,2.0,14220000.0,93690.0,坡道平面,29.66,1600000.0,RPSNMLTJJIIGFDC08CB,夢悅城,B棟03號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.5,1121015.0,土地1建物1車位1,十九層,22.0,住家用,117.58,1.0,1.0,10500000.0,99522.0,坡道平面,29.66,1750000.0,RPTNMLTJJIIGFDC18CB,夢悅城,E棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1121022.0,土地1建物1車位1,九層,22.0,住家用,116.0,1.0,1.0,10250000.0,97869.0,坡道平面,29.66,1800000.0,RPUNMLTJJIIGFDC28CB,夢悅城,E棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,16.65,1121013.0,土地1建物1車位1,二層,22.0,住家用,138.38,1.0,2.0,12080000.0,95475.0,坡道平面,29.66,1700000.0,RPVNMLTJJIIGFDC38CB,夢悅城,F棟01號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,1121021.0,土地1建物1車位1,十二層,22.0,住家用,163.94,1.0,2.0,14950000.0,98302.0,坡道平面,29.66,1750000.0,RPWNMLTJJIIGFDC48CB,夢悅城,G棟02號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,13.11,1121015.0,土地1建物1車位0,十二層,22.0,住家用,85.14,1.0,1.0,8560000.0,100540.0,,0.0,0.0,RPXNMLTJJIIGFDC58CB,夢悅城,E棟09號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,1121015.0,土地1建物1車位1,十三層,22.0,住家用,150.78,1.0,2.0,13300000.0,96598.0,坡道平面,29.66,1600000.0,RPOOMLTJJIIGFDC77CB,夢悅城,D棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.85,1121014.0,土地1建物1車位1,五層,22.0,住家用,113.24,1.0,1.0,9650000.0,95717.0,坡道平面,29.66,1650000.0,RPPOMLTJJIIGFDC87CB,夢悅城,B棟09號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121011.0,土地1建物1車位1,九層,22.0,住家用,114.95,1.0,1.0,9960000.0,96260.0,坡道平面,29.66,1750000.0,RPQOMLTJJIIGFDC97CB,夢悅城,G棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,1121022.0,土地1建物1車位1,十六層,22.0,住家用,150.52,1.0,2.0,14010000.0,100199.0,坡道平面,29.66,1900000.0,RPROMLTJJIIGFDC08CB,夢悅城,E棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,1121021.0,土地1建物1車位1,六層,22.0,住家用,164.36,1.0,2.0,14450000.0,93912.0,坡道平面,29.66,1800000.0,RPSOMLTJJIIGFDC18CB,夢悅城,B棟03號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121020.0,土地1建物1車位1,十三層,22.0,住家用,114.69,1.0,1.0,10480000.0,103846.0,坡道平面,29.66,1650000.0,RPTOMLTJJIIGFDC28CB,夢悅城,C棟02號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121015.0,土地1建物1車位1,九層,22.0,住家用,114.8,1.0,1.0,10200000.0,99248.0,坡道平面,29.66,1750000.0,RPUOMLTJJIIGFDC38CB,夢悅城,G棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121022.0,土地1建物1車位1,十五層,22.0,住家用,116.38,1.0,1.0,10150000.0,98017.0,坡道平面,29.66,1650000.0,RPVOMLTJJIIGFDC48CB,夢悅城,D棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121020.0,土地1建物1車位1,二十二層,22.0,住家用,114.95,1.0,1.0,11260000.0,110916.0,坡道平面,29.66,1800000.0,RPWOMLTJJIIGFDC58CB,夢悅城,E棟02號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1121022.0,土地1建物1車位1,五層,22.0,住家用,115.13,1.0,1.0,9800000.0,94770.0,坡道平面,29.66,1700000.0,RPXOMLTJJIIGFDC68CB,夢悅城,B棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,4.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,1121022.0,土地1建物1車位1,七層,22.0,住家用,164.36,1.0,2.0,14460000.0,95471.0,坡道平面,29.66,1600000.0,RPOPMLTJJIIGFDC87CB,夢悅城,B棟03號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.72,1121015.0,土地1建物1車位0,五層,22.0,住家用,82.31,1.0,1.0,7700000.0,93549.0,,0.0,0.0,RPPPMLTJJIIGFDC97CB,夢悅城,F棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121022.0,土地1建物1車位1,十層,22.0,住家用,116.35,1.0,1.0,10220000.0,98281.0,坡道平面,29.66,1700000.0,RPQPMLTJJIIGFDC08CB,夢悅城,E棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,1121015.0,土地1建物1車位1,五層,9.0,住家用,160.44,2.0,2.0,11890000.0,88924.0,坡道平面,41.35,1300000.0,RPPNMLNKJIIGFDC27CB,海豔,F4棟5號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,1121021.0,土地1建物1車位1,六層,13.0,住家用,159.5,2.0,2.0,11740000.0,86380.0,坡道平面,38.06,1250000.0,RPPNMLOKJIIGFDC37CB,海豔,B4棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,43.46,1121018.0,土地1建物1車位1,六層,14.0,住家用,196.37,2.0,2.0,15600000.0,92246.0,坡道平面,41.35,1300000.0,RPQNMLOKJIIGFDC47CB,海豔,A3棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,20.87,1121016.0,土地1建物1車位1,六層,11.0,住家用,120.18,2.0,1.0,8700000.0,94507.0,坡道平面,41.35,1250000.0,RPRNMLOKJIIGFDC57CB,海豔,C3棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,1121028.0,土地1建物1車位1,八層,13.0,住家用,166.51,2.0,2.0,11850000.0,86462.0,坡道平面,45.07,1350000.0,RPPNMLRKJIIGFDC67CB,海豔,B4棟8號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,32.82,1121103.0,土地1建物1車位1,三層,9.0,住家用,161.91,2.0,2.0,11890000.0,87840.0,坡道平面,41.35,1300000.0,RPQNMLRKJIIGFDC77CB,海豔,E2棟3號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,24.94,1121025.0,土地2建物1車位1,二層,7.0,住家用,114.25,2.0,1.0,8740000.0,93159.0,升降平面,35.46,1400000.0,RPPNMLRKJIIGFDC77DB,河畔御景,A5棟二樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,25.99,1121025.0,土地2建物1車位1,二層,7.0,住家用,117.46,2.0,1.0,9160000.0,92195.0,坡道平面,35.46,1600000.0,RPQNMLRKJIIGFDC87DB,河畔御景,A2棟二樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.5,1121024.0,土地1建物1車位1,二十層,22.0,住家用,117.58,1.0,1.0,10410000.0,99636.0,坡道平面,29.66,1650000.0,RPPNMLKLJIIGFDC07CB,夢悅城,E棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1121026.0,土地1建物1車位1,十一層,22.0,住家用,115.91,1.0,1.0,10150000.0,99130.0,坡道平面,29.66,1600000.0,RPQNMLKLJIIGFDC17CB,夢悅城,C棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121029.0,土地1建物1車位1,十二層,22.0,住家用,114.69,1.0,1.0,10280000.0,102670.0,坡道平面,29.66,1550000.0,RPRNMLKLJIIGFDC27CB,夢悅城,C棟02號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121024.0,土地1建物1車位1,二十層,22.0,住家用,116.38,1.0,1.0,10290000.0,99631.0,坡道平面,29.66,1650000.0,RPSNMLKLJIIGFDC37CB,夢悅城,E棟07號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,1121026.0,土地1建物1車位1,十一層,22.0,住家用,150.78,1.0,2.0,13500000.0,95773.0,坡道平面,29.66,1900000.0,RPTNMLKLJIIGFDC47CB,夢悅城,E棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.5,1121029.0,土地1建物1車位1,十一層,22.0,住家用,117.57,1.0,1.0,10050000.0,96121.0,坡道平面,29.66,1600000.0,RPUNMLKLJIIGFDC57CB,夢悅城,E棟06號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,1121029.0,土地1建物1車位1,二十層,22.0,住家用,150.52,1.0,2.0,14000000.0,102184.0,坡道平面,29.66,1650000.0,RPVNMLKLJIIGFDC67CB,夢悅城,E棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,1121030.0,土地1建物1車位1,十六層,22.0,住家用,116.65,1.0,1.0,10300000.0,98862.0,坡道平面,29.66,1700000.0,RPWNMLKLJIIGFDC77CB,夢悅城,E棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1121026.0,土地1建物1車位1,十二層,22.0,住家用,115.91,1.0,1.0,10150000.0,99710.0,坡道平面,29.66,1550000.0,RPXNMLKLJIIGFDC87CB,夢悅城,C棟08號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.45,1121027.0,土地1建物1車位1,五層,22.0,住家用,110.58,1.0,1.0,9590000.0,98122.0,坡道平面,29.66,1650000.0,RPOOMLKLJIIGFDC07CB,夢悅城,A棟02號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,1121028.0,土地1建物1車位1,九層,22.0,住家用,114.58,1.0,1.0,9880000.0,96326.0,坡道平面,29.66,1700000.0,RPPOMLKLJIIGFDC17CB,夢悅城,G棟05號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,2.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,26.07,1121104.0,土地1建物1車位1,十層,11.0,住家用,139.62,2.0,1.0,10780000.0,95960.0,坡道平面,41.35,1350000.0,RPPNMLNLJIIGFDC37CB,海豔,C1棟10號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),,鋼筋混凝土造,,,,1.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,21.11,1121104.0,土地1建物1車位1,九層,9.0,住家用,118.12,2.0,1.0,8350000.0,91833.0,坡道平面,41.35,1300000.0,RPQNMLNLJIIGFDC47CB,海豔,F3棟9號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,,,3.0,,有,無,,,,,,,,,,,112_04,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,43.46,1121105.0,土地1建物1車位1,四層,14.0,住家用,196.37,2.0,2.0,15600000.0,92246.0,坡道平面,41.35,1300000.0,RPRNMLNLJIIGFDC57CB,海豔,A3棟4號,,,,,,,,,,,,,,,
