鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民生路31號旁,14.91,商,Unnamed: 5,Unnamed: 6,1120515,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,139.47,3,1,2,有,無,12850000,100475,坡道平面,28.0,1650000,Unnamed: 26,RPQNMLTKNHIGFAU17CB,三銳海景,A棟2號,Unnamed: 30,來源資料夾,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120811,十層,144.94,2.1,11030000,80123,24.75,1400000,RPSNMLLKQHIGFAU86CB,日出好學,B棟10號,房地(土地+建物),20.91,1121111,土地1建物1車位0,四層,94.64,2.2,7120000,75232,Unnamed: 23,0.0,0,RPPNMLNKJIIGFAU78CB,E棟4號
吉安鄉,房地(土地+建物)+車位,花蓮縣花蓮市福興二街,432.0,住,,,1120327.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.56,2.0,2.0,2.0,有,無,6580000.0,72659.0,一樓平面,13.75,0.0,,RPRNMLLMLHIGFAU09CB,福華苑,1棟3樓C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,27.18,住,,,1120311.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.62,2.0,2.0,2.0,有,無,10280000.0,103008.0,升降機械,17.53,1000000.0,,RPSNMLLMLHIGFAU56CB,羅馬傳家寶,1棟2D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,29.17,住,,,1120308.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.21,2.0,2.0,2.0,有,無,9720000.0,90194.0,升降機械,17.53,1000000.0,,RPTNMLLMLHIGFAU66CB,羅馬傳家寶,1棟3B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,,,1120310.0,土地1建物1車位0,十一層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.24,2.0,2.0,2.0,有,無,8880000.0,100635.0,,0.0,0.0,,RPPNMLLJMHIGFAU68CB,超綻,A棟3-11F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1120327.0,土地1建物1車位0,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.37,2.0,2.0,1.0,有,無,7180000.0,92801.0,,0.0,0.0,,RPQNMLLJMHIGFAU78CB,超綻,A棟5-06F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1120323.0,土地1建物1車位1,三層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.67,2.0,2.0,1.0,有,無,8690000.0,90838.0,坡道平面,24.72,1700000.0,,RPRNMLLJMHIGFAU88CB,超綻,B棟6-03F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,,,1120326.0,土地1建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.79,2.0,2.0,2.0,有,無,11100000.0,98863.0,坡道平面,24.72,1800000.0,,RPSNMLLJMHIGFAU98CB,超綻,D棟1-06F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.3,商,,,1120318.0,土地1建物1車位0,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,73.45,2.0,2.0,1.0,有,無,6740000.0,91763.0,,0.0,0.0,,RPTNMLLJMHIGFAU09CB,超綻,D棟7-06F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街,24.13,住,,,1120307.0,土地1建物1車位1,二層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,106.87,2.0,2.0,1.0,有,無,7180000.0,71576.0,坡道平面,24.72,1300000.0,,RPPNMLNJMHIGFAU88CB,天悅,B棟B5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街,36.11,住,,,1120311.0,土地1建物1車位2,七層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,172.39,3.0,2.0,2.0,有,無,11531000.0,75893.0,坡道平面,49.44,2200000.0,,RPQNMLNJMHIGFAU98CB,天悅,A棟A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街,36.03,住,,,1120328.0,土地1建物1車位2,六層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,172.12,3.0,2.0,2.0,有,無,11800000.0,74992.0,坡道平面,49.44,2600000.0,,RPRNMLNJMHIGFAU09CB,天悅,B棟B3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街,24.13,住,,,1120331.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,106.87,2.0,2.0,1.0,有,無,7150000.0,72428.0,坡道平面,24.72,1200000.0,,RPSNMLNJMHIGFAU56CB,天悅,B棟B5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市中華路506號旁,20.47,住,,,1120325.0,土地1建物1車位0,二層,9.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,82.72,2.0,2.0,1.0,有,無,6680000.0,80754.0,,0.0,0.0,,RPTNMLNJMHIGFAU66CB,家福春天,B棟B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,20.91,住,,,1120406.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.39,2.0,2.0,2.0,有,無,8670000.0,78931.0,坡道平面,24.75,1200000.0,,RPPNMLQJMHIGFAU56CB,日出好學,A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1120324.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.82,5.0,2.0,5.0,有,無,9900000.0,57285.0,,0.0,0.0,,RPPNMLSJMHIGFCU96CB,晶匯首邸,A棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1120324.0,土地1建物1車位0,全,3.0,透天厝,住家用,預力混凝土造,,172.98,5.0,2.0,5.0,有,無,9900000.0,57232.0,,0.0,0.0,,RPQNMLSJMHIGFCU07CB,晶匯首邸,A棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自立路2段75巷,119.39,住,,,1120327.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,248.39,3.0,3.0,4.0,有,無,22000000.0,88570.0,,0.0,0.0,,RPPNMLKKMHIGFAU68CB,金都立園,A棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民權路,15.78,商,,,1120318.0,土地2建物1車位2,三層,10.0,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,,116.02,2.0,2.0,2.0,有,無,9250000.0,80876.0,坡道平面,4.12,200000.0,車位為兩個機車位,RPPNMLLKMHIGFAU78CB,文華秀聚,C_3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,29.24,住,,,1120319.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.08,2.0,2.0,2.0,有,無,10440000.0,92241.0,一樓平面,29.16,1500000.0,,RPPNMLOKMHIGFAU09CB,羅馬傳家寶,1棟4A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,84.0,住,,,1120408.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.92,3.0,2.0,4.0,有,無,13900000.0,77257.0,,0.0,0.0,,RPRNMLOKMHIGFAU66CB,千悅藏馥一期,B棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市中華路506號旁,20.47,住,,,1120402.0,土地1建物1車位0,四層,9.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,82.8,2.0,2.0,1.0,有,無,6680000.0,80676.0,,0.0,0.0,,RPPNMLQKMHIGFAU66CB,家福春天,A棟C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,26.56,住,,,1120414.0,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.94,3.0,2.0,2.0,有,無,10200000.0,74881.0,坡道平面,24.75,1200000.0,,RPPNMLRKMHIGFAU76CB,日出好學,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉民生路,20.38,住,,,1120409.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.04,1.0,1.0,1.0,有,無,4900000.0,76515.0,,0.0,0.0,,RPQNMLRKMHIGFAU86CB,千悅藏馥二期B、C區,C棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民生路31號旁,14.91,商,,,1120331.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.47,3.0,1.0,2.0,有,無,12200000.0,95541.0,坡道平面,28.0,1550000.0,,RPRNMLSKMHIGFAU07CB,三銳海景,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中原路一段,25.0,住,,,1120331.0,土地2建物1車位0,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.6,2.0,2.0,2.0,有,無,6730000.0,69669.0,,0.0,0.0,,RPSNMLSKMHIGFAU17CB,馥鈺,B棟3樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市民生路31號旁,10.5,商,,,1120410.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.73,2.0,1.0,2.0,有,無,6480000.0,82307.0,,0.0,0.0,,RPTNMLSKMHIGFAU27CB,三銳海景,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,84.0,住,,,1120408.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.92,3.0,2.0,4.0,有,無,13900000.0,77257.0,,0.0,0.0,,RPPNMLTKMHIGFAU96CB,千悅藏馥一期,B棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南山五街吉祥七街,22.47,商,,,1120325.0,土地3建物1車位0,四層,5.0,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,,66.93,2.0,1.0,1.0,有,無,5350000.0,79934.0,,0.0,0.0,,RPRNMLTKMHIGFAU17CB,雅筑居翔祿,4A棟4A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,74.07,其他,,,1120412.0,土地5建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.29,2.0,2.0,2.0,有,無,7700000.0,74547.0,,0.0,0.0,,RPSNMLTKMHIGFAU27CB,藝川天闊AB區,A棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,84.0,住,,,1120325.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.92,3.0,2.0,4.0,有,無,13900000.0,77257.0,,0.0,0.0,,RPPNMLKLMHIGFAU78CB,千悅藏馥一期,B棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,26.78,住,,,1120414.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.64,2.0,2.0,2.0,有,無,10200000.0,98017.0,一樓平面,31.88,1500000.0,,RPPNMLLLMHIGFAU88CB,羅馬傳家寶,1棟5D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,29.17,住,,,1120410.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.56,2.0,2.0,2.0,有,無,10500000.0,93091.0,其他,31.88,1500000.0,,RPQNMLLLMHIGFAU98CB,羅馬傳家寶,1棟4B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,29.24,住,,,1120411.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.08,2.0,2.0,2.0,有,無,11200000.0,100083.0,一樓平面,29.16,1500000.0,,RPRNMLLLMHIGFAU09CB,羅馬傳家寶,1棟6A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海五街及東海六街交叉口,28.8,住,,,1120415.0,土地4建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.2,2.0,2.0,2.0,有,無,7900000.0,74978.0,一樓平面,24.84,1200000.0,,RPSNMLLLMHIGFAU56CB,羅馬一品,1棟7D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市華廈街,40.28,住,,,1120417.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.12,3.0,2.0,2.0,有,無,9900000.0,81737.0,,0.0,0.0,,RPTNMLLLMHIGFAU66CB,華廈之星,1棟5A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,31.48,住,,,1120320.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.38,2.0,2.0,2.0,有,無,6460000.0,73093.0,,0.0,0.0,原申報序號:B1UA11204190002,RPPNMLOLMHIGFAU56CB,冠軍悅山,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城鄉,房地(土地+建物),花蓮縣新城鄉民生路,28.37,住,,,1120414.0,土地1建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.16,2.0,0.0,2.0,有,無,6600000.0,74024.0,,0.0,0.0,,RPSNMLOLMHIGFAU86CB,千悅藏馥二期B、C區,C棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,31.48,住,,,1120329.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.38,2.0,2.0,2.0,有,無,6460000.0,73093.0,,0.0,0.0,,RPVNMLOLMHIGFAU17CB,冠軍悅山,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,37.7,住,,,1120423.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.1,3.0,2.0,2.0,有,無,9050000.0,74106.0,一樓平面,20.17,1200000.0,,RPWNMLOLMHIGFAU27CB,冠軍悅山,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,28.01,住,,,1120421.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.9,2.0,2.0,2.0,有,無,8400000.0,78133.0,坡道平面,26.75,1200000.0,,RPSNMLQLMHIGFAU07CB,吉美登峰1,D棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中原路一段,33.0,住,,,1120415.0,土地2建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,155.01,3.0,2.0,2.0,有,無,11580000.0,79278.0,坡道平面,25.34,1300000.0,,RPTNMLQLMHIGFAU17CB,馥鈺,A棟9樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中原路一段,25.0,住,,,1120416.0,土地2建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.94,2.0,2.0,2.0,有,無,8210000.0,71532.0,坡道平面,25.34,1300000.0,,RPUNMLQLMHIGFAU27CB,馥鈺,E棟4樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,28.01,住,,,1120424.0,土地1建物1車位1,七層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.9,2.0,2.0,2.0,有,無,9150000.0,86272.0,坡道平面,26.75,1200000.0,,RPQNMLMJNHIGFAU98CB,吉美登峰1,D棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市中央路四段,25.2,住,,,1120412.0,土地2建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.77,2.0,2.0,2.0,有,無,7100000.0,79091.0,,0.0,0.0,,RPPNMLNJNHIGFAU98CB,紐約-生活美學家,甲棟D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市延平街68巷10號旁,21.25,住,,,1120408.0,土地5建物1車位1,六層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,134.22,3.0,2.0,2.0,有,無,10180000.0,90781.0,一樓平面,41.91,1800000.0,,RPQNMLOJNHIGFAU56CB,巨禾無二 THE ONE,1棟B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市延平街10號旁,15.46,住,,,1120411.0,土地5建物1車位0,五層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,67.15,2.0,2.0,1.0,有,無,5960000.0,88757.0,,0.0,0.0,,RPRNMLOJNHIGFAU66CB,巨禾無二 THE ONE,1棟C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市延平街68巷10號旁,15.46,住,,,1120412.0,土地5建物1車位0,七層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,67.15,2.0,2.0,1.0,有,無,6280000.0,93522.0,,0.0,0.0,,RPSNMLOJNHIGFAU76CB,巨禾無二 THE ONE,1棟C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市延平街68巷10號,21.25,住,,,1120413.0,土地5建物1車位0,八層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,92.31,3.0,2.0,2.0,有,無,8550000.0,92623.0,,0.0,0.0,,RPTNMLOJNHIGFAU86CB,巨禾無二 THE ONE,1棟B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市延平街68巷10號旁,15.46,住,,,1120414.0,土地5建物1車位0,四層,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,67.15,2.0,2.0,1.0,有,無,5960000.0,88757.0,,0.0,0.0,,RPUNMLOJNHIGFAU96CB,巨禾無二 THE ONE,1棟C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,28.44,住,,,1120504.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.31,2.0,2.0,2.0,有,無,8300000.0,75887.0,坡道平面,26.75,1200000.0,,RPPNMLPJNHIGFAU56CB,吉美登峰1,C棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,31.48,住,,,1120502.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.38,2.0,2.0,2.0,有,無,6620000.0,74904.0,,0.0,0.0,,RPRNMLTJNHIGFAU17CB,冠軍悅山,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,31.48,住,,,1120507.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.38,2.0,2.0,2.0,有,無,6430000.0,72754.0,,0.0,0.0,,RPSNMLTJNHIGFAU27CB,冠軍悅山,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花蓮市,房地(土地+建物),花蓮縣花蓮市中原路533巷,11.57,商,,,1120420.0,土地1建物1車位0,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.05,2.0,2.0,2.0,有,無,7150000.0,88217.0,,0.0,0.0,,RPTNMLTJNHIGFAU37CB,中原學賦,D棟12樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,26.56,住,,,1120509.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.94,3.0,2.0,2.0,有,無,10850000.0,78626.0,坡道平面,24.75,1400000.0,移轉面積合約書為26.55平方公尺,RPPNMLKKNHIGFAU78CB,日出好學,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
