鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.75,Unnamed: 4,特定農業區,甲種建築用地,1120513,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,139.36,4,2,5,有,無,9080000,65155,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLQKNHIGFAG97CB,鳳凰愛買第7期,Unnamed: 29,Unnamed: 30,來源資料夾,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,1120813,土地1建物1車位1,四層,華廈(10層含以下有電梯),131.93,2.1,7450000,56469,一樓平面,RPRNMLOKQHIGFAG28CB,上好居
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉惠好路16巷,98.83,,特定農業區,農牧用地,1120720.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.46,3.0,2.0,2.0,有,無,8700000.0,67725.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPXNMLRKQHIGFBG66CB,常青紅3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市環河路,27.8,住,,,1120727.0,土地7建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.18,1.0,1.0,1.0,有,無,10420000.0,88941.0,坡道機械,4.58,850000.0,,RPOOMLRKQHIGFBG48CB,水硯,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉傳藝路一段456巷,51.6,,特定農業區,甲種建築用地,1120726.0,土地1建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.92,3.0,2.0,2.0,有,無,9280000.0,71222.0,一樓平面,13.75,650000.0,,RPPNMLRKQHIGFAG38CB,國?青淞,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉松樹路,86.34,,鄉村區,乙種建築用地,1120807.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.79,4.0,2.0,5.0,有,無,8400000.0,56079.0,,0.0,0.0,,RPPNMLRKQHIGFAG48DB,松樹苑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉中正路一段2巷,57.33,住,,,1120628.0,土地1建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,216.28,0.0,0.0,2.0,有,無,24500000.0,124078.0,坡道平面,30.51,1450000.0,,RPPNMLSKQHIGFAG48CB,林場．鳳梧,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市泰山路,49.99,住,,,1120722.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.87,3.0,2.0,2.0,有,無,8930000.0,77069.0,,0.0,0.0,,RPTNMLSKQHIGFBG98CB,京采宜蘭3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段197巷,41.92,住,,,1120806.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.9,3.0,2.0,2.0,有,無,11000000.0,85878.0,坡道平面,33.62,1100000.0,,RPPNMLTKQHIGFBG68CB,歡喜家園no.23,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段197巷,41.06,住,,,1120809.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.49,3.0,2.0,2.0,有,無,11430000.0,91964.0,坡道平面,33.62,1050000.0,,RPQNMLTKQHIGFBG78CB,歡喜家園no.23,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉塭底路,19.12,,一般農業區,甲種建築用地,1120806.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,54.12,1.0,1.0,1.0,有,無,4420000.0,81670.0,,0.0,0.0,,RPUNMLTKQHIGFBG56CB,水野路路,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉塭底路,16.68,,一般農業區,甲種建築用地,1120810.0,土地2建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,47.2,1.0,1.0,1.0,有,無,4650000.0,98517.0,,0.0,0.0,,RPVNMLTKQHIGFBG66CB,水野路路,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉大福路二段191巷,66.01,,特定農業區,甲種建築用地,1120628.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.06,2.0,2.0,1.0,有,無,5580000.0,62654.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPUNMLLLQHIGFBG48CB,蘭陽世代居,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉大福路二段256巷59弄,87.41,,特定農業區,甲種建築用地,1120605.0,土地2建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,222.72,3.0,2.0,3.0,有,無,22860000.0,102640.0,,0.0,0.0,交易總價不含壯圍鄉美城段585地號持分	781/10000	，價格	40	萬元。含裝潢費2700000元；,RPTPMLLLQHIGFBG58CB,築山樂園生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉大福路二段256巷59弄,30.87,,特定農業區,甲種建築用地,1120613.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.17,2.0,2.0,1.0,有,無,7730000.0,84491.0,升降平面,24.7,1100000.0,交易總價不含壯圍鄉美城段585地號持分	234/10000	，價格	15	萬元。,RPUPMLLLQHIGFBG68CB,築山樂園生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉大福路二段256巷59弄,54.27,,特定農業區,甲種建築用地,1120615.0,土地2建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.8,3.0,2.0,2.0,有,無,12330000.0,81318.0,升降平面,24.7,1100000.0,交易總價不含壯圍鄉美城段585地號持分	234/10000	，價格	15	萬元。,RPVPMLLLQHIGFBG78CB,築山樂園生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉大福路二段256巷59弄,33.65,,特定農業區,甲種建築用地,1120724.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.33,2.0,2.0,1.0,有,無,8530000.0,86769.0,升降平面,24.7,1100000.0,交易總價不含壯圍鄉美城段585地號持分	234/10000	，價格	15	萬元。,RPWPMLLLQHIGFBG88CB,築山樂園生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明三路,115.0,農,,,1120807.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.26,4.0,2.0,4.0,有,無,15900000.0,86762.0,,0.0,0.0,,RPXPMLLLQHIGFBG98CB,向信沁然,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段330巷,26.7,住,,,1120807.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.36,2.0,2.0,2.0,有,無,8720000.0,88654.0,一樓平面,15.99,0.0,,RPOQMLLLQHIGFBG18CB,圓鼎璞寓,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.93,,特定農業區,甲種建築用地,1120728.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.83,3.0,2.0,2.0,有,無,6500000.0,63211.0,,0.0,0.0,,RPQNMLMLQHIGFBG18CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.94,,特定農業區,甲種建築用地,1120728.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.83,3.0,2.0,2.0,有,無,6500000.0,63211.0,,0.0,0.0,,RPRNMLMLQHIGFBG28CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.93,,特定農業區,甲種建築用地,1120729.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.81,3.0,2.0,2.0,有,無,6890000.0,63909.0,,0.0,0.0,,RPSNMLMLQHIGFBG38CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉塭底路,18.4,,一般農業區,甲種建築用地,1120728.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.27,1.0,1.0,1.0,有,無,5450000.0,85429.0,坡道平面,29.18,1000000.0,,RPUNMLMLQHIGFBG58CB,水野路路,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉三鬮路35巷,41.01,,特定農業區,甲種建築用地,1120807.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.03,3.0,2.0,2.0,有,無,6980000.0,63042.0,一樓平面,15.0,800000.0,,RPWNMLMLQHIGFBG78CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.93,,特定農業區,甲種建築用地,1120803.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.81,3.0,2.0,2.0,有,無,6450000.0,59827.0,,0.0,0.0,,RPXNMLMLQHIGFBG88CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.94,,特定農業區,甲種建築用地,1120805.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.83,3.0,2.0,2.0,有,無,6380000.0,59167.0,,0.0,0.0,,RPOOMLMLQHIGFBG08CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮和平路,26.95,商,,,1120803.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.28,2.0,2.0,1.0,有,無,9860000.0,109824.0,升降機械,5.15,950000.0,,RPQNMLMLQHIGFAG08CB,點石和平,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路,17.21,,特定農業區,甲種建築用地,1120728.0,土地1建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,42.37,1.0,0.0,1.0,有,無,3580000.0,84494.0,,0.0,0.0,,RPRNMLMLQHIGFAG18CB,永悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市宜科一路221巷,158.5,農,,,1120726.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,330.3,4.0,2.0,5.0,有,無,35000000.0,105964.0,,0.0,0.0,,RPSNMLNLQHIGFBG48CB,宜科大院,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,40.47,,特定農業區,甲種建築用地,1120715.0,土地2建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.23,3.0,2.0,2.0,有,無,6400000.0,61997.0,,0.0,0.0,,RPQNMLOLQHIGFBG38CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉國民中路,113.73,,特定農業區,甲種建築用地,1120804.0,土地5建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.05,3.0,2.0,2.0,有,無,12050000.0,113626.0,,0.0,0.0,,RPPNMLPLQHIGFAG28CB,藏鉅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉大吉五路181巷,83.63,,特定農業區,甲種建築用地,1120730.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,148.6,3.0,2.0,4.0,有,無,11000000.0,74024.0,,0.0,0.0,,RPRNMLPLQHIGFAG48CB,蘭陽臻美8,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,54.8,,鄉村區,乙種建築用地,1120731.0,土地1建物1車位1,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.65,1.0,2.0,1.0,有,無,9760000.0,85637.0,坡道平面,26.19,900000.0,,RPPNMLSLQHIGFAG58CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,48.57,,鄉村區,乙種建築用地,1120801.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.89,2.0,2.0,1.0,有,無,9100000.0,89422.0,坡道平面,26.19,900000.0,,RPQNMLSLQHIGFAG68CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉太和路75巷,96.11,,特定農業區,甲種建築用地,1120810.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.01,4.0,2.0,5.0,有,無,8580000.0,49881.0,,0.0,0.0,,RPRNMLSLQHIGFAG78CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉照安路33巷,37.65,住,,,1120806.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.15,2.0,2.0,1.0,有,無,6220000.0,66774.0,一樓平面,0.0,0.0,,RPTNMLTLQHIGFAG09CB,好適悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永和路36巷,28.93,,特定農業區,甲種建築用地,1120620.0,土地2建物1車位1,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.57,2.0,2.0,1.0,有,無,4680000.0,72479.0,一樓平面,0.0,600000.0,,RPVNMLTLQHIGFAG66CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,48.57,,鄉村區,乙種建築用地,1120805.0,土地1建物1車位1,一層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.88,2.0,2.0,1.0,有,無,10260000.0,102083.0,坡道平面,26.19,900000.0,,RPPNMLKMQHIGFAG87CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,54.8,,鄉村區,乙種建築用地,1120808.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.65,1.0,2.0,1.0,有,無,9860000.0,86604.0,坡道平面,26.19,900000.0,,RPRNMLKMQHIGFAG08CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,105.92,,鄉村區,乙種建築用地,1120810.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,226.16,2.0,2.0,1.0,有,無,21100000.0,100515.0,坡道平面,26.19,1000000.0,,RPSNMLKMQHIGFAG18CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,48.57,,鄉村區,乙種建築用地,1120810.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.89,2.0,2.0,1.0,有,無,9100000.0,89422.0,坡道平面,26.19,900000.0,,RPTNMLKMQHIGFAG28CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,48.57,,鄉村區,乙種建築用地,1120810.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.89,2.0,2.0,1.0,有,無,9100000.0,89422.0,坡道平面,26.19,900000.0,,RPVNMLKMQHIGFAG48CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉五結路二段207巷,49.88,,鄉村區,乙種建築用地,1120805.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.36,2.0,2.0,1.0,有,無,9060000.0,86652.0,坡道平面,26.19,900000.0,,RPXNMLKMQHIGFAG68CB,春悅大地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永和路36巷,75.11,,特定農業區,甲種建築用地,1120630.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,174.09,3.0,2.0,2.0,有,無,12600000.0,72376.0,一樓平面,0.0,600000.0,,RPOOMLKMQHIGFAG87CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永和路36巷,71.66,,特定農業區,甲種建築用地,1120629.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,165.95,2.0,2.0,3.0,有,無,12800000.0,77132.0,一樓平面,0.0,600000.0,,RPPOMLKMQHIGFAG97CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉份尾一路,49.68,,鄉村區,乙種建築用地,1120628.0,土地1建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.0,2.0,2.0,2.0,有,無,9790000.0,78028.0,一樓平面,13.63,1100000.0,,RPPNMLKMQHIGFBG97CB,心間,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉大興路107巷,123.64,農,,,1120805.0,土地3建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.84,2.0,2.0,2.0,有,無,7820000.0,77549.0,,0.0,0.0,合約總價含農地售價20萬元正,RPPNMLLMQHIGFAG97CB,安家,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永和路36巷,65.84,,特定農業區,甲種建築用地,1120630.0,土地2建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.24,2.0,2.0,1.0,有,無,6200000.0,65099.0,,0.0,0.0,,RPUNMLLJRHIGFAG28CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永和路36巷,68.4,,特定農業區,甲種建築用地,1120630.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.38,3.0,2.0,2.0,有,無,6980000.0,68850.0,,0.0,0.0,,RPVNMLLJRHIGFAG38CB,淬光景2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉德湖三路,93.84,,特定農業區,甲種建築用地,1120807.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,167.93,4.0,2.0,5.0,有,無,11080000.0,65980.0,,0.0,0.0,,RPSNMLLJRHIGFBG18CB,員山青庭,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉德湖三路,92.07,,特定農業區,甲種建築用地,1120807.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,162.47,4.0,2.0,5.0,有,無,10980000.0,67582.0,,0.0,0.0,,RPTNMLLJRHIGFBG28CB,員山青庭,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉尚德路,72.37,,特定農業區,甲種建築用地,1120808.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,160.2,4.0,2.0,5.0,有,無,9200000.0,57428.0,,0.0,0.0,,RPUNMLLJRHIGFBG38CB,元登一期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市茭白路,101.49,農,,,1120805.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,166.95,4.0,2.0,5.0,有,無,14780000.0,88529.0,,0.0,0.0,,RPPNMLNJRHIGFBG08CB,宜荷2,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉照安路33巷,37.51,住,,,1120808.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.69,2.0,2.0,1.0,有,無,6050000.0,65271.0,一樓平面,0.0,0.0,,RPPNMLOJRHIGFAG08CB,好適悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮和平路79號對面,22.98,住,,,1120807.0,土地3建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.02,1.0,1.0,1.0,有,無,3190000.0,57979.0,,0.0,0.0,契約移轉之土地持分面積為22.98平方公尺,RPRNMLOJRHIGFAG28CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮光榮路80巷,144.08,住,,,1120810.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,221.02,4.0,2.0,5.0,有,無,12900000.0,58366.0,,0.0,0.0,,RPPNMLPJRHIGFAG18CB,佑佑的家透天,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮光榮路80巷,144.96,住,,,1120810.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,221.02,5.0,2.0,5.0,有,無,12000000.0,54294.0,,0.0,0.0,,RPSNMLPJRHIGFAG48CB,佑佑的家透天,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮光榮路80巷,116.82,住,,,1120810.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,187.54,4.0,2.0,5.0,有,無,12000000.0,63986.0,,0.0,0.0,,RPTNMLPJRHIGFAG58CB,佑佑的家透天,,,112_03,,,,,,,,,,,,,,,
