鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
新竹市,土地,光鎮段714-4地號,1.77,都市：其他:道路用地,,,1111201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39000,22034.0,,0.0,0,包含公共設施保留地用地；,RPUNMLPJKIHGFAO88EA,0.0,0.0,0.0,無,,109_01
新竹市,土地,大庄段706-4地號,28.3,,,,1111102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,363300,12837.0,,0.0,0,包含公共設施保留地用地；,RPPNMLRJJIHGFAO48EA,0.0,0.0,0.0,無,1.0,109_01
新竹市,土地,自由段913-18地號,1.0,都市：其他:道路用地,,,1111102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50000,0.0,,0.0,0,包含公共設施保留地用地；,RPOQMLMJJIHGFAO08DA,0.0,0.0,0.0,無,2.0,109_01
新竹市,土地,光鎮段714-3地號,4.09,都市：其他:道路用地,,,1111105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,76687,18750.0,,0.0,0,包含公共設施保留地用地；,RPPNMLSJJIHGFAO58EA,0.0,0.0,0.0,無,,109_01
新竹市,房地(土地+建物),新竹市新竹市牛埔路１６０巷１號８樓之３,6.56,住,,,1111103,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205.0,48.650000000000006,1,1,1,有,有,2500000,51387.0,,0.0,0,,RPXNMLNJJIHGFAO78DA,33.92,0.0,3.75,有,,109_01
新竹市,土地,西濱段195-5地號,2.41,都市：其他:道路用地,,,1111101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61900,25685.0,,0.0,0,包含公共設施保留地用地；,RPWPMLTJJIHGFAO86DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,和平段368-8地號,18.0,工,,,1111109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,44444.0,,0.0,0,,RPXOMLOKJIHGFAO09DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,光華段1358-5地號,21.0,都市：其他:道路用地,,,1111107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,935600,44552.0,,0.0,0,包含公共設施保留地用地；,RPXNMLKKJIHGFAO58DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,福林段11地號,0.73,住,,,1111109,土地15建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000,0.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；包含公共設施保留地用地；,RPXOMLLKJIHGFAO78DA,0.0,0.0,0.0,無,3.0,109_01
新竹市,土地,高翠段856-6地號,222.99,都市：其他:保護區,,,1111102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10118175,45375.0,,0.0,0,,RPXQMLRJJIHGFAO86DA,0.0,0.0,0.0,無,4.0,109_01
新竹市,土地,高峰段680-1地號,335.79,都市：其他:保護區,,,1111102,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15236670,45376.0,,0.0,0,,RPORMLRJJIHGFAO68DA,0.0,0.0,0.0,無,5.0,109_01
新竹市,土地,高峰段696-1地號,3238.28,都市：其他:保護區,,,1111102,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,159671736,49308.0,,0.0,0,,RPPRMLRJJIHGFAO78DA,0.0,0.0,0.0,無,6.0,109_01
新竹市,土地,東橋段193地號,18.11,住,,,1111112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1010000,55770.0,,0.0,0,,RPRQMLOKJIHGFAO68DA,0.0,0.0,0.0,無,,109_01
新竹市,車位,新竹市新竹市大學路５６號地下２樓　,2.62,住,,,1111104,土地2建物1車位2,地下二層,二十一層,其他,商業用,鋼筋混凝土造,851114.0,62.81,0,0,0,有,有,1400000,,坡道平面,62.82,0,僅車位交易；,RPUQMLOKJIHGFAO98DA,0.0,0.0,0.0,有,7.0,109_01
新竹市,土地,竹蓮段3007-1地號,188.0,都市：其他:道路用地,,,1111108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17258400,91800.0,,0.0,0,公共設施保留地:道路用地,RPUOMLKKJIHGFAO38DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,中興段536-2地號,72.14,,,,1111109,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,21486.0,,0.0,0,包含公共設施保留地用地；,RPRQMLKKJIHGFAO28DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,竹蓮段2371地號,1.68,住,,,1111115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,228690,136125.0,,0.0,0,,RPQNMLTKJIHGFAO78DA,0.0,0.0,0.0,無,8.0,109_01
新竹市,土地,竹蓮段2372地號,1.26,住,,,1111115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,190650,151310.0,,0.0,0,,RPRNMLTKJIHGFAO88DA,0.0,0.0,0.0,無,9.0,109_01
新竹市,房地(土地+建物),新竹市新竹市中華路六段６６５巷２６號,29.45,,鄉村區,乙種建築用地,1111111,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,700603.0,53.4,3,2,3,有,無,3000000,56180.0,,0.0,0,土地增值稅買方負擔視為價款一部份親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPTPMLOKJIHGFAO78DA,53.4,0.0,0.0,無,,109_01
新竹市,土地,海埔段1356地號,3012.33,,特定農業區,農牧用地,1111109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14780000,4907.0,,0.0,0,,RPVQMLOKJIHGFAO09DA,0.0,0.0,0.0,無,,109_01
新竹市,房地(土地+建物),新竹市新竹市延平路一段３１７巷５弄４１號,92.97,,鄉村區,乙種建築用地,1111103,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1110915.0,236.61,4,2,3,有,有,22100000,93403.0,,0.0,0,,RPQQMLKKJIHGFAO18DA,223.7,0.0,12.91,有,,109_01
新竹市,土地,美山段290地號,243.33,住,,,1111109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8400000,34521.0,,0.0,0,未登記建物；包含公共設施保留地用地；,RPSOMLLLJIHGFAO38DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,古賢段183-2地號,51.49,,特定農業區,交通用地,1111111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1444809,28060.0,,0.0,0,政府機關標讓售；,RPPNMLNLJIHGFAO28EA,0.0,0.0,0.0,無,,109_01
新竹市,房地(土地+建物),新竹市新竹市西大路５８２巷１５弄２７號６樓之２,6.68,商,,,1111112,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851105.0,34.44,1,1,1,有,有,3580000,103949.0,,0.0,0,陽台加鐵窗其他增建；,RPPOMLNLJIHGFAO28DA,24.29,0.0,0.0,有,10.0,109_01
新竹市,土地,新莊段394地號,11.39,住,,,1111113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,87796.0,,0.0,0,,RPUPMLMLJIHGFAO78DA,0.0,0.0,0.0,無,11.0,109_01
新竹市,房地(土地+建物),新竹市新竹市光復路一段８９巷１０７之３號,91.19,住,,,1111112,土地1建物1車位0,全,一層,透天厝,住家用,磚造,630210.0,49.5,4,2,1,有,無,11032000,222869.0,,0.0,0,其他增建；,RPQOMLPKJIHGFAO48DA,49.5,0.0,0.0,無,,109_01
新竹市,土地,東光段135-1地號,12.0,商,,,1111108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2721240,226770.0,,0.0,0,政府機關標讓售；,RPUOMLRKJIHGFAO09DA,0.0,0.0,0.0,無,,109_01
新竹市,房地(土地+建物),新竹市新竹市東大路三段２３２巷１２號,168.07,,鄉村區,乙種建築用地,1111102,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,741014.0,212.32,5,2,3,有,無,2700000,12717.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLOLJIHGFAO48DA,212.32,0.0,0.0,無,,109_01
新竹市,土地,福林段378-1地號,571.0,都市：其他:道路用地,,,1111122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14788900,25900.0,,0.0,0,包含公共設施保留地用地；,RPQOMLMLJIHGFAO28DA,0.0,0.0,0.0,無,,109_01
新竹市,房地(土地+建物),新竹市新竹市民生路２３９巷１７號,81.0,住,,,1111104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,600930.0,108.29,4,2,3,有,無,21500000,198541.0,,0.0,0,,RPQOMLSJJIHGFAO68DA,108.29,0.0,0.0,無,,109_01
新竹市,土地,崙子段2105地號,95.0,,鄉村區,乙種建築用地,1111118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9054000,95305.0,,0.0,0,,RPSPMLQKJIHGFAO88DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,崙子段2104地號,400.0,,鄉村區,乙種建築用地,1111118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,38415000,96038.0,,0.0,0,,RPTPMLQKJIHGFAO98DA,0.0,0.0,0.0,無,12.0,109_01
新竹市,房地(土地+建物)+車位,新竹市新竹市江山街２５號十一樓之１,29.04,商,,,1111105,土地1建物1車位1,十一層，見其他登記事項,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011015.0,276.15,4,2,3,有,有,29360000,106319.0,坡道平面,67.7,0,其他增建；,RPOPMLSLJIHGFAO78DA,120.1,25.88,11.47,有,13.0,109_01
新竹市,土地,崙子段233-4地號,1.02,都市：其他:道路用地,,,1111101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44391,43521.0,,0.0,0,包含公共設施保留地用地；,RPOPMLPLJIHGFAO48DA,0.0,0.0,0.0,無,,109_01
新竹市,土地,大庄段574地號,9.92,住,,,1111119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,30242.0,,0.0,0,未登記建物；,RPPOMLLLJIHGFAO08DA,0.0,0.0,0.0,無,14.0,109_01
