鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,21.82,住,,,1110813,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.16,1,1,1,有,無,5030000,55967.0,一樓平面,31.58,800000,,RPQNMLRKQHHGFAG38CB,The Aries 牡羊座,,109_01
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,14.55,住,,,1110815,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.31,1,1,1,有,無,3620000,58380.0,坡道平面,31.58,600000,,RPRNMLRKQHHGFAG48CB,The Aries 牡羊座,,109_01
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,68.49,住,,,1110813,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,227.04,4,2,5,有,無,11470000,55101.0,坡道平面,31.58,700000,,RPSNMLRKQHHGFAG58CB,The Aries 牡羊座,,109_01
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市自強新路60巷,18.44,住,,,1110815,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,51.9,1,1,1,有,無,4600000,88632.0,,0.0,0,,RPPNMLRKQHHGFBG38CB,園周綠第八期,,109_01
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路一段,18.23,其他,,,1110815,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.82,2,2,1,有,無,10090000,117482.0,坡道平面,23.0,1300000,交易總價含下列非屬預售屋價格之費用:含裝潢費960000元；,RPRNMLRKQHHGFBG58CB,築楓自在生活村,,109_01
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路一段,30.28,其他,,,1110815,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.56,2,2,2,有,無,14920000,110635.0,坡道平面,23.0,1250000,交易總價含下列非屬預售屋價格之費用:含裝潢費1240000元；,RPSNMLRKQHHGFBG68CB,築楓自在生活村,,109_01
壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉永美路三段二巷,34.66,,特定農業區,甲種建築用地,1110815,土地2建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.46,2,2,1,有,無,7630000,74053.0,升降平面,25.28,1100000,,RPPNMLTKQHHGFBG58CB,築山樂園生活村,,109_01
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉車路頭路,81.57,,特定農業區,甲種建築用地,1110812,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,174.39,4,2,5,有,無,9880000,56655.0,,0.0,0,,RPROMLTKQHHGFBG88CB,礁溪御田,,109_01
員山鄉,房地(土地+建物),宜蘭縣員山鄉永廣路,73.65,,一般農業區,甲種建築用地,1110820,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,126.19,4,2,3,有,無,7000000,55472.0,,0.0,0,,RPPNMLKLQHHGFBG77CB,宗硯大砌系列14,,109_01
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣冬山鄉海山東路,21.82,住,,,1110821,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.16,1,1,1,有,無,4680000,52659.0,坡道平面,31.58,700000,,RPPNMLLLQHHGFAG77CB,The Aries 牡羊座,,109_01
