鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
北斗鎮,房地(土地+建物),彰化縣北斗鎮文苑路一段260巷,34.11,住,,,1110813,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.31,2,2,2,有,無,5650000,56893,,0.0,0,,RPPNMLOKQHHGFFN56CB,大心,D棟5號,109_01
北斗鎮,房地(土地+建物),彰化縣北斗鎮文苑路一段260巷,36.72,住,,,1110814,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.66,3,2,2,有,無,5800000,54378,,0.0,0,,RPRNMLOKQHHGFFN76CB,大心,D棟1號,109_01
北斗鎮,房地(土地+建物),彰化縣北斗鎮文苑路一段260巷,26.77,住,,,1110814,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.35,2,2,1,有,無,4500000,58177,,0.0,0,,RPTNMLPKQHHGFFN07CB,大心,D棟3號,109_01
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉稻香路363巷與平原路的路口,127.86,,鄉村區,乙種建築用地,1110811,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,188.3,3,2,4,有,無,12000000,63728,,0.0,0,,RPPNMLPKQHHGFFN76DB,稻香LaVie,A棟1號,109_01
彰化市,房地(土地+建物)+車位,彰化縣彰化市埔內街,37.26,,特定農業區,甲種建築用地,1110812,土地2建物1車位2,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,212.81,3,2,2,有,無,15900000,91730,坡道平面,70.0,2800000,本地號尚未分割，登記以分割後面積為主。,RPPNMLPKQHHGFAN78CB,同成馥,D棟9號,109_01
福興鄉,房地(土地+建物)+車位,彰化縣福興鄉番花路,40.8,,鄉村區,乙種建築用地,1110814,土地4建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.31,3,2,2,有,無,6760000,62287,一樓平面,8.44,1100000,,RPPNMLQKQHHGFCN09CB,臻冠富邸,B3棟4F號,109_01
花壇鄉,房地(土地+建物),彰化縣花壇鄉金墩街69巷,77.34,,鄉村區,乙種建築用地,1110812,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,130.31,4,2,3,有,無,9600000,73670,,0.0,0,,RPPNMLQKQHHGFAN98DB,金墩新墅,A棟7號,109_01
埔鹽鄉,房地(土地+建物)+車位,彰化縣埔鹽鄉永平段385、388地號,26.51,,鄉村區,乙種建築用地,1110815,土地2建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.16,2,1,1,有,無,5750000,83671,升降機械,12.0,800000,,RPPNMLRKQHHGFHN07CB,中央悅,A棟6號,109_01
溪州鄉,房地(土地+建物),彰化縣溪州鄉太平路旁,38.57,住,,,1110814,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,118.51,3,1,2,有,無,6160000,51979,,0.0,0,,RPPNMLTKQHHGFFN07CB,富邑皇邸22號苑,1棟206號,109_01
田中鎮,房地(土地+建物),彰化縣田中鎮建國路,30.71,住,,,1110812,土地2建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.68,3,2,2,有,無,6360000,65111,,0.0,0,,RPPNMLTKQHHGFEN07DB,新天地,A棟3A2號,109_01
