鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
金寧鄉,房地(土地+建物)+車位,金門縣金寧鄉長寮段90-2號,39.17,住,,,1110901,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.11,3,2,2,有,無,6550000,355685,升降機械,76.96,450000,,RPPNMLQJRHHGFAW17CB,瓊安學府,A2幢B1棟C3號,109_01
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮塔后段965地號、湖前段653-5地號,74.07,其他,,,1110916,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,172.02,3,2,3,有,無,11250000,65399,一樓平面,0.0,0,,RPPNMLRLRHHGFAW47CB,金湖印象,A棟1號,109_01
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮塔后段965地號、湖前段653-5地號,71.04,其他,,,1110906,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,165.43,3,2,3,有,無,11200000,67702,一樓平面,0.0,0,,RPQNMLRLRHHGFAW57CB,金湖印象,A棟2號,109_01
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮塔后段965地號、湖前段653-5地號,67.96,其他,,,1110901,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,157.72,3,2,3,有,無,10090000,63974,一樓平面,0.0,0,,RPRNMLRLRHHGFAW67CB,金湖印象,B棟3號,109_01
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮塔后段965地號、湖前段653-5地號,67.96,其他,,,1110831,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,157.72,3,2,3,有,無,10800000,68476,一樓平面,0.0,0,,RPSNMLRLRHHGFAW77CB,金湖印象,B棟4號,109_01
金湖鎮,房地(土地+建物),金門縣金湖鎮塔后段965地號、湖前段653-5地號,69.08,其他,,,1110831,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,160.38,4,2,4,有,無,10800000,67340,,0.0,0,,RPTNMLRLRHHGFAW87CB,金湖印象,B棟5號,109_01
金湖鎮,房地(土地+建物),金門縣金湖鎮塔后段965地號、湖前段653-5地號,39.36,其他,,,1110831,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.21,3,2,2,有,無,6850000,70466,,0.0,0,,RPUNMLRLRHHGFAW97CB,金湖印象,C1棟5號,109_01
金寧鄉,房地(土地+建物),金門縣金寧鄉安西劃段,31.02,其他,,,1111105,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.93,3,2,2,有,無,4398000,62005,,0.0,0,,RPPNMLSLJIHGFAW86CB,光前首澤,C棟0號,109_01
金城鎮,房地(土地+建物),金門縣金城鎮祥豐段0020-0000地號,29.03,住,,,1110528,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.22,2,2,2,有,無,10480000,86454,,0.0,0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQKOHHGFAW17CB,擎美御邸,A棟5號,109_02
金城鎮,房地(土地+建物),金門縣金城鎮祥豐段0020-0000地號,29.03,住,,,1110528,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.22,2,2,2,有,無,10200000,84145,,0.0,0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKOHHGFAW27CB,擎美御邸,A棟3號,109_02
