鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮開元路759巷,45.35,住,,,1110812,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.8,3,2,2,有,無,8880000,78611.0,一樓平面,20.56,1000000,,RPPNMLQKQHHGFDK88CB,巧御,B棟4號,109_01
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公義、科學路口旁,16.72,商,,,1110817,土地3建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.62,3,2,2,有,無,13080000,90040.0,坡道平面,25.9,1400000,,RPPNMLMLQHHGFDK58CB,日好,B5-6F號,109_01
銅鑼鄉,房地(土地+建物)+車位,苗栗縣銅鑼鄉東田洋段光麗新城路口,48.37,住,,,1110821,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,173.66,3,2,2,有,無,7880000,54471.0,坡道平面,44.6,850000,,RPPNMLMLQHHGFEK68CB,仟鼎懷特郡,A棟3F-2號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,23.94,住,,,1110815,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.42,3,2,2,有,無,12080000,96554.0,坡道平面,28.29,1350000,,RPQNMLNLQHHGFFK98CB,昌隆廣場-上禾旺,B3棟03F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,19.15,住,,,1110815,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.09,2,2,2,有,無,10300000,104312.0,坡道平面,28.29,1350000,,RPRNMLNLQHHGFFK09CB,昌隆廣場-上禾旺,B6棟10F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,19.15,住,,,1110815,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.06,2,2,2,有,無,10350000,104932.0,坡道平面,28.29,1350000,,RPSNMLNLQHHGFFK56CB,昌隆廣場-上禾旺,D5棟07F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,26.33,住,,,1110815,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.94,3,2,2,有,無,13400000,99875.0,坡道平面,28.29,1450000,露臺,RPTNMLNLQHHGFFK66CB,昌隆廣場-上禾旺,F5棟02F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市仁愛段36地號,23.94,住,,,1110815,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.42,3,2,2,有,無,12080000,95654.0,坡道平面,28.29,1450000,露臺,RPUNMLNLQHHGFFK76CB,昌隆廣場-上禾旺,F6棟02F號,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮龍昇街,13.91,住,,,1110811,土地3建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,見使用執照,,56.46,1,1,1,有,無,3600000,63762.0,,0.0,0,,RPTNMLNLQHHGFDK09CB,龍山1號,A棟3樓號,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮龍昇街,14.07,住,,,1110813,土地3建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,見使用執照,,57.09,1,1,1,有,無,3700000,64810.0,,0.0,0,,RPUNMLNLQHHGFDK56CB,龍山1號,B棟6樓號,109_01
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮公北三街及公園一街交叉路口,14.28,商,,,1110820,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.54,3,2,2,有,無,15300000,101484.0,坡道平面,24.08,1350000,1.本筆交易含頭份市公園段25地號1筆土地持分0.49平方公尺，共計14.77平方公尺。2.另含一個機車位不計價。,RPQNMLOLQHHGFDK88CB,捷笙ART+,A5棟3F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市信義路,40.26,住,,,1110811,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.43,3,2,2,有,無,10950000,87300.0,一樓平面,18.45,0,,RPVNMLOLQHHGFFK96CB,信義之星Ⅵ,A5棟5號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市信義路,40.26,住,,,1110820,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.43,3,2,2,有,無,10600000,84509.0,一樓平面,18.45,0,,RPWNMLOLQHHGFFK07CB,信義之星Ⅵ,A5棟4號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市信義路,28.04,住,,,1110818,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.73,2,2,2,有,無,7600000,82852.0,一樓平面,18.45,0,,RPXNMLOLQHHGFFK17CB,信義之星Ⅵ,B5棟4號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市頭份258之1號附近顯會段232地號,12.68,住,,,1110816,土地2建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.97,1,1,1,有,無,7300000,103028.0,坡道平面,36.16,1550000,,RPQNMLPLQHHGFFK56CB,潮堂,A棟12-12F號,109_01
頭份市,房地(土地+建物),苗栗縣頭份市頭份258之1號附近顯會段232地號,12.47,住,,,1110817,土地2建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.83,1,1,1,有,無,4950000,90279.0,,0.0,0,,RPRNMLPLQHHGFFK66CB,潮堂,A棟5-3F號,109_01
頭份市,房地(土地+建物)+車位,苗栗縣頭份市頭份258之1號附近顯會段232地號,12.47,住,,,1110818,土地2建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.99,1,1,1,有,無,7700000,112165.0,坡道平面,36.16,1550000,,RPSNMLPLQHHGFFK76CB,潮堂,A棟9-11F號,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔六街,98.59,住,,,1110819,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,251.83,2,2,3,有,無,22300000,88552.0,,0.0,0,,RPPNMLPLQHHGFDK88CB,柒墅,H棟,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔六街,82.26,住,,,1110813,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,253.06,2,2,3,有,無,20600000,81404.0,,0.0,0,,RPQNMLPLQHHGFDK98CB,柒墅,K棟,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔七街與科專八路交叉口,79.53,住,,,1110821,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,161.89,4,2,4,有,無,17600000,108716.0,,0.0,0,,RPSNMLPLQHHGFDK56CB,日光晨曦,A棟2號,109_01
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔七街與科專八路交叉口,81.82,住,,,1110821,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,166.55,4,2,4,有,無,17600000,105674.0,,0.0,0,,RPTNMLPLQHHGFDK66CB,日光晨曦,A棟1號,109_01
