鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
新竹市,房地(土地+建物)+車位,新竹市新竹市竹蓮街101巷30號旁A3-10F,10.78,商,,,1070722,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.91,2,1,1,有,無,7940000,94966,升降平面,37.99,1300000,,RPWQMLQLIIPFFAO67EB,大任好漾,,111_01
新竹市,房地(土地+建物)+車位,新竹市新竹市竹蓮街101巷30號旁A3-2F,10.27,商,,,1071019,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.91,2,1,1,有,無,7520000,95395,升降機械,18.99,850000,,RPWPMLSLIIPFFAO77EB,大任好漾,,111_01
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   A棟    5樓,37.01,住,,,1081202,土地2建物1車位2,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.14,3,2,2,有,無,12330000,68792,坡道平面,73.88,2750000,,RPTNMLPKNHPFFAO27EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   A棟    8樓,37.01,住,,,1070212,土地2建物1車位2,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.46,3,2,2,有,無,11970000,69798,坡道平面,60.2,2250000,,RPVNMLPKNHPFFAO47EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   B棟    3樓,35.93,住,,,1080826,土地2建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.61,3,2,2,有,無,10460000,67341,坡道平面,30.1,1200000,,RPWNMLPKNHPFFAO57EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號  B 棟    8樓,35.93,住,,,1070209,土地2建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.79,3,2,2,有,無,11100000,71268,坡道平面,31.28,1300000,,RPXNMLPKNHPFFAO67EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   C棟    6樓,31.31,住,,,1080710,土地2建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.21,3,2,2,有,無,9670000,69111,坡道平面,30.1,1300000,,RPOOMLPKNHPFFAO86EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   C棟    9樓,31.31,住,,,1081230,土地2建物1車位2,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.31,3,2,2,有,無,10750000,69771,坡道平面,60.2,2300000,,RPPOMLPKNHPFFAO96EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   B棟    6樓,35.93,住,,,1070209,土地2建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.79,3,2,2,有,無,11060000,70249,坡道平面,31.28,1400000,,RPQOMLPKNHPFFAO07EB,昌禾日日學,,111_02
新竹市,房地(土地+建物)+車位,新竹市新竹市新興段1102地號   A棟    4樓,37.01,住,,,1090120,土地2建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.62,3,2,2,有,無,10360000,65776,坡道平面,33.36,1200000,,RPROMLPKNHPFFAO17EB,昌禾日日學,,111_02
