鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
鳳山區,房地(土地+建物)+車位,高雄市鳳山區自強二路,20.93,住,,,1110211,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.88,3,2,2,有,無,14400000,97642.0,坡道平面,17.91,2100000,,RPTNMLMKKHHGFGE97CB,棋琴文祥苑,A1棟7號,111_02
鳳山區,房地(土地+建物)+車位,高雄市鳳山區自強二路,15.66,住,,,1110211,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.06,2,2,2,有,無,10750000,99181.0,坡道機械,7.09,1430000,,RPUNMLMKKHHGFGE08CB,棋琴文祥苑,A2棟7號,111_02
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路、橋新七路口,14.84,住,,,1110212,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.24,2,2,1,有,無,4830000,44980.0,坡道平面,25.98,950000,,RPPNMLOKKHHGFFE77DB,森遠,F1棟8號,111_02
橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新一路、橋新七路口,14.05,住,,,1110212,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.47,2,2,1,有,無,5290000,51453.0,坡道平面,25.98,1200000,,RPQNMLOKKHHGFFE87DB,森遠,D6棟8號,111_02
左營區,房地(土地+建物)+車位,高雄市左營區華夏路,9.12,商,,,1110212,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.09,2,1,2,有,無,18500000,120725.0,坡道平面,22.8,2650000,,RPPNMLOKKHHGFEE67DB,鑫高鐵Ⅲ,B棟1號,111_02
仁武區,房地(土地+建物)+車位,高雄市仁武區大正路336巷13號15樓,20.1,住,,,1110212,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.05,2,2,1,有,無,7650000,75942.0,坡道平面,24.75,1400000,,RPPNMLPKKHHGFIE08CB,知一二,B棟2號,111_02
鳥松區,房地(土地+建物)+車位,高雄市鳥松區江埤路,39.75,住,,,1110212,土地1建物1車位1,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.09,3,2,2,有,無,8380000,65048.0,一樓平面,11.86,1600000,,RPRNMLPKKHHGFIE28CB,獅情畫邑2愛樂芬,A棟5號,111_02
梓官區,房地(土地+建物),高雄市梓官區通安路247巷,24.0,,鄉村區,乙種建築用地,1110213,土地2建物1車位0,三層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,79.32,2,2,2,有,無,4800000,60514.0,,0.0,0,,RPPNMLPKKHHGFFE77CB,濱海休閒家,A棟1號,111_02
三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.78,商,,,1110213,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.56,3,2,2,有,無,14150000,102058.0,坡道平面,27.47,2200000,,RPQNMLPKKHHGFDE67CB,鑫天地二期,A6棟12號,111_02
大寮區,房地(土地+建物),高雄市大寮區濃一街,142.63,住,,,1110215,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,180.13,4,2,5,有,無,12600000,69949.0,,0.0,0,,RPRNMLRKKHHGFLE78CB,富麗旺,D棟1號,111_02
左營區,房地(土地+建物)+車位,高雄市左營區文康路,10.76,住,,,1110212,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.99,2,1,2,有,無,11190000,120870.0,坡道平面,42.44,2300000,,RPVNMLRKKHHGFEE58DB,艾美巨蛋,F棟11號,111_02
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十一路&大學三十三街&大學三十五街,17.68,住,,,1110213,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.01,3,2,2,有,無,11430000,80260.0,坡道平面,19.91,1550000,,RPPNMLSKKHHGFEE97CB,棋琴25重奏,D棟3號,111_02
三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,6.2,商,,,1110214,土地1建物1車位1,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.69,2,2,2,有,無,8110000,83644.0,坡道機械,19.48,1150000,,RPQNMLSKKHHGFDE97CB,鑫天地二期,A7棟16號,111_02
