鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
麻豆區,房地(土地+建物),臺南市麻豆區新生北路308巷,89.33,住,,,1110212,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,212.57,4,2,5,有,無,13580000,63885.0,,0.0,0,,RPPNMLOKKHHGFFD57CB,品學苑3,C10棟全號,111_02
官田區,房地(土地+建物),臺南市官田區信義街一段90號對面,117.0,住,,,1110211,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,222.58,3,2,4,有,無,18680000,83925.0,,0.0,0,,RPQNMLPKKHHGFFD77CB,澄田.富邑 II,C棟4號,111_02
東區,房地(土地+建物)+車位,臺南市東區平實路,22.27,住,,,1110211,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.86,3,2,2,有,無,19700000,151671.0,坡道平面,27.27,1410000,,RPRNMLQKKHHGFCD67CB,世界·巨星,B棟3號,111_02
安平區,房地(土地+建物)+車位,臺南市安平區國平北路,11.69,商,,,1110212,土地1建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.14,0,0,0,無,無,9700000,95189.0,坡道機械,13.49,500000,,RPSNMLQKKHHGFAD57CB,水星光,B棟8號,111_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段與海安路三段357巷交叉口,14.27,住,,,1110212,土地3建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.15,3,2,2,有,無,17080000,109375.0,坡道平面,24.79,1400000,,RPPNMLRKKHHGFAD37CB,允將海安,F-16F號,111_02
安平區,房地(土地+建物),臺南市安平區育平里38鄰育平一街14巷2之7號,82.24,住,,,1110212,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,191.3,5,2,5,有,無,20000000,104548.0,,0.0,0,,RPQNMLRKKHHGFAD47CB,儷城欣欣2,B棟9號,111_02
善化區,房地(土地+建物)+車位,臺南市善化區民權路與四維路口,16.85,商,,,1110211,土地1建物1車位1,八層,30,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,156.93,2,1,2,有,無,11410000,83759.0,坡道平面,37.42,1400000,此案辦理設計變更當中交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRKKHHGFHD48CB,桂田磐古2,B1棟B1-08F號,111_02
善化區,房地(土地+建物),臺南市善化區胡厝,98.81,,鄉村區,乙種建築用地,1110212,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,167.73,4,2,3,有,無,12500000,74525.0,,0.0,0,,RPRNMLSKKHHGFHD38CB,南科寶石捷,D棟D2號,111_02
善化區,房地(土地+建物),臺南市善化區胡厝,106.15,,鄉村區,乙種建築用地,1110212,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,166.84,4,2,3,有,無,12700000,76121.0,,0.0,0,,RPSNMLSKKHHGFHD48CB,南科寶石捷,D棟D3號,111_02
南區,房地(土地+建物)+車位,臺南市南區萬年七街,25.38,住,,,1110217,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.29,3,2,2,有,無,10080000,73748.0,坡道平面,24.66,1700000,,RPQNMLTKKHHGFCD87CB,CASA,E棟3號,111_02
仁德區,房地(土地+建物),臺南市仁德區德崙路291巷,73.78,住,,,1110214,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,167.52,5,2,3,有,無,13200000,78797.0,,0.0,0,,RPSNMLLLKHHGFID97CB,上好里,A棟6號,111_02
仁德區,房地(土地+建物),臺南市仁德區德崙路291巷,75.42,住,,,1110214,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,170.2,5,2,3,有,無,13980000,82139.0,,0.0,0,,RPTNMLLLKHHGFID08CB,上好里,A棟11號,111_02
麻豆區,房地(土地+建物),臺南市麻豆區新生北路308巷,75.7,住,,,1110219,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,179.8,4,2,5,有,無,13000000,72303.0,,0.0,0,,RPPNMLLLKHHGFFD37CB,品學苑3,C2棟全號,111_02
新營區,房地(土地+建物)+車位,臺南市新營區長榮路三段,31.28,住,,,1110215,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.66,3,2,2,有,無,6200000,60126.0,一樓平面,16.67,1150000,,RPPNMLLLKHHGFDD17CB,頂寶NO.1,A棟5F-1號,111_02
新營區,房地(土地+建物)+車位,臺南市新營區長榮路三段,25.9,住,,,1110215,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.2,2,2,2,有,無,4750000,58967.0,其他,16.67,650000,,RPQNMLLLKHHGFDD27CB,頂寶NO.1,B棟4F-5號,111_02
新營區,房地(土地+建物)+車位,臺南市新營區長榮路三段,25.9,住,,,1110214,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.2,2,2,2,有,無,5200000,66878.0,其他,16.67,550000,,RPRNMLLLKHHGFDD37CB,頂寶NO.1,B棟3F-5號,111_02
新營區,房地(土地+建物)+車位,臺南市新營區長榮路三段,33.22,住,,,1110219,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.87,3,2,2,有,無,6250000,63901.0,其他,16.67,550000,,RPSNMLMLKHHGFDD57CB,頂寶NO.1,A棟4F-3號,111_02
新營區,房地(土地+建物)+車位,臺南市新營區長榮路三段,33.92,住,,,1110216,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.72,3,2,2,有,無,6350000,62603.0,其他,16.67,650000,,RPTNMLMLKHHGFDD67CB,頂寶NO.1,B棟5F-6號,111_02
