鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
銅鑼鄉,房地(土地+建物),苗栗縣銅鑼鄉中平村７鄰中平９２之７號,254.86,,特定農業區,甲種建築用地,1111215,土地2建物1車位0,全,三層,透天厝,住家用,ＲＣ造,1100928.0,227.97,5,2,4,有,無,13660000,59920.0,,0.0,0,,RPSNMLLLLHHGFEK38DA,221.35,0.0,6.62,無,,111_02
泰安鄉,土地,跋阿諾乎段121地號,265.54,,鄉村區,乙種建築用地,1110824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,6025.0,,0.0,0,,RPPNMLOLLHHGFAK97DA,0.0,0.0,0.0,無,,111_02
頭份市,房地(土地+建物),苗栗縣頭份市民族里１５鄰中華路９５３巷１４號六樓,15.05,住,,,1110501,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840331.0,113.27,3,2,2,有,有,3800000,33548.0,,0.0,0,,RPRNMLLKNHHGFFK48DA,72.58,1.22,11.66,有,,111_02
頭份市,車位,苗栗縣頭份市蟠桃里１０鄰中央路４０７巷１７號,0.03,住,,,1110502,土地1建物1車位1,一層,十一層,其他,管委會空間,鋼筋混凝土造,1030704.0,15.58,0,0,0,有,有,1200000,,坡道平面,28.47,1200000,本案增購汽車位1個僅車位交易；,RPSNMLNJNHHGFFK68DA,0.0,0.0,0.0,有,1.0,111_02
三灣鄉,土地,九份寮段875-1地號,1676.49,,山坡地保育區,農牧用地,1110503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1005894,600.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLLKNHHGFFK68DA,0.0,0.0,0.0,無,,111_02
後龍鎮,土地,外埔段1929-6地號,267.67,住,,,1110503,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3643612,13612.0,,0.0,0,,RPTNMLLKNHHGFDK48DA,0.0,0.0,0.0,無,,111_02
後龍鎮,土地,水尾子段1204地號,4467.0,,特定農業區,農牧用地,1110503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5450000,1220.0,,0.0,0,,RPPOMLOJNHHGFDK38DA,0.0,0.0,0.0,無,,111_02
公館鄉,土地,齊佳段857地號,168.78,住,,,1110502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,21330.0,,0.0,0,,RPPNMLKKNHHGFBK77DA,0.0,0.0,0.0,無,,111_02
苑裡鎮,土地,苑東段170地號,175.01,住,,,1110509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7305720,41745.0,,0.0,0,,RPRNMLTJNHHGFCK88DA,0.0,0.0,0.0,無,2.0,111_02
大湖鄉,土地,南湖段1327-388地號,6783.0,,山坡地保育區,林業用地,1110502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,118.0,,0.0,0,,RPSNMLMKNHHGFAK18DA,0.0,0.0,0.0,無,3.0,111_02
