鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,14.55,住,,,1110211,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.81,1,1,1,有,無,3730000,59927.0,坡道平面,31.58,600000,,RPUNMLLKKHHGFAG57CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,16.37,住,,,1110213,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.59,1,1,1,有,無,3750000,53381.0,坡道平面,31.58,600000,,RPRNMLOKKHHGFAG57CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,14.55,住,,,1110213,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,52.23,1,1,1,有,無,3050000,58396.0,,0.0,0,,RPSNMLOKKHHGFAG67CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,29.7,住,,,1110211,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,138.69,2,1,1,有,無,9560000,82719.0,一樓平面,31.58,700000,,RPUNMLOKKHHGFAG87CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,14.55,住,,,1110212,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.81,1,1,1,有,無,3730000,59927.0,坡道平面,31.58,600000,,RPWNMLOKKHHGFAG08CB,The Aries 牡羊座,,111_02
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路二段,31.73,住,,,1110213,土地4建物1車位1,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,,69.0,1,1,1,有,無,5560000,84825.0,一樓平面,17.6,1200000,,RPWNMLOKKHHGFBG18CB,碧城上晴,,111_02
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市嵐峰路二段,39.04,農,,,1110212,土地4建物1車位0,二層,3,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.0,2,2,1,有,無,6880000,80000.0,,0.0,0,,RPXNMLOKKHHGFBG28CB,碧城上晴,,111_02
員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉同新路,41.64,,特定農業區,甲種建築用地,1110212,土地1建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.09,2,2,1,有,無,5700000,53013.0,坡道平面,15.0,500000,,RPRNMLPKKHHGFBG77CB,豫呈桐樂,,111_02
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉義興街,26.44,住,,,1110211,土地4建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.61,2,2,1,有,無,6280000,72509.0,,0.0,0,,RPTNMLQKKHHGFBG08CB,礁曦,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,32.02,住,,,1110213,土地4建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.24,3,2,2,有,無,9330000,78061.0,坡道平面,29.45,1150000,,RPUNMLQKKHHGFBG18CB,礁曦,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,34.62,住,,,1110213,土地4建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.84,3,2,2,有,無,9050000,69671.0,坡道平面,29.45,1150000,,RPVNMLQKKHHGFBG28CB,礁曦,,111_02
羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊街,47.4,,特定農業區,甲種建築用地,1110211,土地4建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,150.95,2,2,1,有,無,10750000,77003.0,升降平面,26.28,1150000,,RPXNMLQKKHHGFAG38CB,國磐居樂,,111_02
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮羅莊街,30.12,,特定農業區,甲種建築用地,1110211,土地4建物1車位0,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.32,1,2,1,有,無,6050000,76273.0,,0.0,0,,RPOOMLQKKHHGFAG57CB,國磐居樂,,111_02
羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊街,53.23,,特定農業區,甲種建築用地,1110215,土地4建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,166.11,3,2,2,有,無,11800000,76164.0,升降平面,26.28,1150000,,RPQOMLQKKHHGFAG77CB,國磐居樂,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,23.64,住,,,1110217,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.17,2,1,1,有,無,4920000,49888.0,坡道平面,31.58,700000,,RPPNMLRKKHHGFAG67CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,23.64,住,,,1110217,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.59,2,1,1,有,無,4530000,53552.0,,0.0,0,,RPQNMLRKKHHGFAG77CB,The Aries 牡羊座,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉茅埔二路,44.13,,特定農業區,甲種建築用地,1110213,土地9建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.65,3,2,2,有,無,7250000,61065.0,坡道平面,32.75,600000,,RPQNMLRKKHHGFBG87CB,寬闊玉稻愛,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,26.33,住,,,1110215,土地4建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.74,2,2,1,有,無,7450000,73010.0,坡道平面,29.45,1150000,,RPRNMLRKKHHGFBG97CB,礁曦,,111_02
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉順安路,99.34,,特定農業區,甲種建築用地,1110219,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,153.68,4,2,4,有,無,8380000,54529.0,,0.0,0,,RPTNMLTKKHHGFAG28CB,順安賞,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,15.15,住,,,1110218,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.55,1,1,1,有,無,3480000,52392.0,坡道平面,31.58,600000,,RPTNMLKLKHHGFAG47CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,23.64,住,,,1110219,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.17,2,1,1,有,無,5230000,53552.0,坡道平面,31.58,700000,,RPVNMLKLKHHGFAG67CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,15.15,住,,,1110218,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.55,1,1,1,有,無,3480000,52392.0,坡道平面,31.58,600000,,RPWNMLKLKHHGFAG77CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,23.64,住,,,1110217,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.17,2,1,1,有,無,4960000,51543.0,坡道平面,31.58,600000,,RPXNMLKLKHHGFAG87CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,68.49,住,,,1110218,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,195.91,4,2,5,有,無,9900000,50533.0,,0.0,0,,RPOOMLKLKHHGFAG07CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,68.49,住,,,1110218,土地1建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,227.49,4,2,5,有,無,11090000,53545.0,一樓平面,31.58,600000,,RPPOMLKLKHHGFAG17CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,16.97,住,,,1110211,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.4,1,1,1,有,無,4540000,62116.0,一樓平面,31.58,700000,,RPQOMLKLKHHGFAG27CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,23.64,住,,,1110217,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.17,2,1,1,有,無,5010000,52134.0,坡道平面,31.58,600000,,RPUNMLLLKHHGFAG67CB,The Aries 牡羊座,,111_02
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市慈航二路,66.76,,特定農業區,甲種建築用地,1110212,土地5建物1車位0,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.09,3,2,2,有,無,9500000,86293.0,,0.0,0,,RPQNMLLLKHHGFBG37CB,藏睿,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉礁溪鄉龍泉路,37.84,農,,,1110220,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.8,2,2,2,有,無,5850000,61262.0,一樓平面,13.47,500000,,RPSNMLLLKHHGFBG67DB,宸陽晨陽,,111_02
礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,26.44,住,,,1110220,土地4建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.06,2,2,1,有,無,7460000,72855.0,坡道平面,29.45,1150000,,RPSNMLMLKHHGFBG67CB,礁曦,,111_02
五結鄉,房地(土地+建物),宜蘭縣五結鄉福德路,41.92,農,,,1110217,土地1建物1車位0,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.72,2,2,2,有,無,6150000,61673.0,,0.0,0,,RPPNMLMLKHHGFAG27CB,香榭麗舍第五期,,111_02
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉三全路,45.8,,特定農業區,甲種建築用地,1110212,土地3建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.6,2,1,2,有,無,3880000,57298.0,一樓平面,26.12,300000,,RPRNMLMLKHHGFAG47CB,馥郁香城,,111_02
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉三全路,107.34,,特定農業區,甲種建築用地,1110213,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,194.32,4,2,4,有,無,7800000,40140.0,,0.0,0,,RPSNMLMLKHHGFAG57CB,馥郁香城,,111_02
羅東鎮,房地(土地+建物)+車位,宜蘭縣羅東鎮羅莊街,48.21,,特定農業區,甲種建築用地,1110222,土地4建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,152.82,3,2,2,有,無,11150000,79026.0,升降平面,26.28,1150000,,RPUNMLNLKHHGFAG87CB,國磐居樂,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,24.85,住,,,1110222,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.51,2,1,1,有,無,5460000,54650.0,坡道平面,31.58,600000,,RPPNMLOLKHHGFAG47CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,15.15,住,,,1110220,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.55,1,1,1,有,無,3940000,60760.0,坡道平面,31.58,600000,,RPQNMLOLKHHGFAG57CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,16.97,住,,,1110220,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.17,1,1,1,有,無,4300000,60075.0,坡道平面,31.58,600000,,RPRNMLOLKHHGFAG67CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,16.37,住,,,1110225,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.59,1,1,1,有,無,4230000,59820.0,坡道平面,31.58,700000,,RPPNMLPLKHHGFAG57CB,The Aries 牡羊座,,111_02
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,16.37,住,,,1110224,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.01,1,1,1,有,無,3060000,51856.0,,0.0,0,,RPQNMLPLKHHGFAG67CB,The Aries 牡羊座,,111_02
