區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中區,22,17,92,17,-28,31,-31,18,-8,33,-20,-17
東區,27,83,63,19,26,50,-4,8,4,3,18,74
南區,44,49,-26,27,93,37,49,104,11,41,85,38
西區,33,17,101,-62,-59,-23,-24,-109,-11,40,26,105
北區,-15,107,31,-3,-31,-57,0,-88,-73,-31,35,-42
西屯區,45,104,206,84,85,-125,56,13,-14,93,122,232
南屯區,180,76,84,39,12,174,110,90,123,107,145,201
北屯區,301,260,360,109,315,220,343,264,252,222,407,594
豐原區,59,10,39,-7,12,9,-48,-59,-43,-93,53,41
東勢區,-50,5,-27,-21,-28,-23,2,-38,-36,-44,-1,-16
大甲區,18,15,8,-40,-30,-44,-15,-24,-66,20,-39,-49
清水區,51,44,-3,28,4,16,36,-22,33,51,87,84
沙鹿區,64,102,114,-1,15,70,68,96,117,61,114,161
梧棲區,33,-2,16,-3,21,5,-6,25,-23,-24,-50,31
后里區,23,7,18,0,0,59,35,4,-1,6,27,37
神岡區,-24,48,17,34,-48,4,-51,-3,-7,36,-7,-18
潭子區,17,-12,-63,49,72,85,109,-16,1,31,25,74
大雅區,126,46,63,-12,-22,9,-29,64,-30,39,25,31
新社區,-28,6,-6,-27,-7,-30,3,3,-14,9,-3,-12
石岡區,-5,0,-9,-2,-8,-16,-6,11,-5,-2,-4,-8
外埔區,-28,-5,-4,-4,5,12,14,17,9,-1,22,7
大安區,-15,-8,-22,12,0,18,2,11,-11,-20,7,-4
烏日區,29,88,51,79,55,60,76,83,13,58,-17,88
大肚區,-25,62,-34,30,0,7,-53,-9,-37,-34,47,-17
龍井區,18,-11,32,12,6,-41,43,-61,-15,13,-10,43
霧峰區,53,21,28,35,8,31,-43,11,-12,40,5,-53
太平區,293,109,200,183,63,64,164,198,133,147,224,282
大里區,-11,95,47,-91,-80,6,-47,15,-79,-18,20,95
和平區,-4,-1,32,55,63,14,14,-1,-10,-13,-20,-26
總計,"1,231","1,332","1,408",539,514,622,767,605,201,770,"1,323","1,956"
