區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中區,3,15,-17,-45,-29,5,-45,-39,-55,25,-36,-37
東區,-6,47,-37,8,15,33,5,-13,45,35,8,18
南區,38,124,70,79,107,81,142,99,110,103,84,156
西區,75,1,-33,-5,-47,-21,-140,10,-127,96,6,61
北區,42,46,-24,53,-74,-19,-133,-61,43,53,-82,28
西屯區,66,84,126,151,207,103,151,77,232,187,293,207
南屯區,23,83,68,89,101,168,192,82,151,79,218,42
北屯區,223,230,195,295,413,443,519,460,334,448,436,229
豐原區,-17,-14,-25,61,-47,-48,44,-55,-134,68,-82,-66
東勢區,-39,32,-28,15,-14,-7,-32,-50,-26,-49,-4,18
大甲區,42,29,60,-20,-55,-28,22,-35,-68,-33,-29,-11
清水區,-15,-11,-2,56,24,-29,32,-12,-22,13,22,27
沙鹿區,122,112,25,131,47,86,36,109,109,102,138,55
梧棲區,41,12,20,5,17,36,57,10,4,19,13,38
后里區,-26,-37,-15,-16,3,-16,7,-29,-4,32,25,30
神岡區,4,28,-22,-43,65,-21,76,103,-5,-28,-19,-23
潭子區,17,37,16,-22,47,36,84,65,83,66,53,62
大雅區,47,-38,-22,24,52,15,9,111,35,51,21,55
新社區,-8,-11,-5,8,-11,-6,-27,19,-22,2,-5,-7
石岡區,-10,-2,17,-1,-4,-6,-9,-24,5,-7,-24,-17
外埔區,-28,-21,-7,15,3,9,15,104,-6,4,2,-3
大安區,-12,-2,-44,-6,6,11,-21,-6,8,-20,-21,-41
烏日區,44,78,108,63,98,48,48,38,23,90,115,97
大肚區,15,35,57,71,66,12,31,4,86,40,6,-8
龍井區,-1,-27,9,-34,-10,10,73,-9,19,208,-12,30
霧峰區,39,40,-15,-20,6,4,30,48,41,-3,-15,-1
太平區,240,65,166,116,189,223,182,147,35,80,116,59
大里區,97,162,129,5,70,2,62,1,-7,113,88,137
和平區,-16,-9,2,15,23,22,6,37,3,0,17,0
總計,"1,000","1,088",772,"1,048","1,268","1,146","1,416","1,191",890,"1,774","1,332","1,135"
