區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中區,-19,-9,16,-81,-33,14,-72,-73,-70,-30,3,-19
東區,-27,-45,-89,-22,-88,-14,-13,41,93,28,-33,-1
南區,2,60,-65,-104,-125,5,9,-46,-105,-101,-223,-125
西區,-39,2,-43,-112,-129,-159,-180,-173,-288,-129,-152,-194
北區,-20,-53,-158,-154,-194,-91,-318,-270,-440,-182,-261,-280
西屯區,15,69,-31,-98,-99,-59,-176,-160,-60,-158,-106,-120
南屯區,138,189,215,103,23,-53,-125,39,-101,-49,-22,-7
北屯區,464,450,473,371,280,93,244,202,219,-60,34,159
豐原區,-1,-18,-143,-74,-21,-92,-114,-179,-261,-62,-154,-122
東勢區,-8,-16,-63,-37,-33,-35,-67,-35,-31,-71,-69,-88
大甲區,29,-55,-74,-24,-49,-12,-61,-74,-82,5,-65,-66
清水區,127,46,-4,25,28,59,-8,145,39,-32,93,-59
沙鹿區,41,29,-35,-20,9,127,77,87,10,41,69,151
梧棲區,39,24,57,59,9,-16,44,0,-20,36,-20,34
后里區,-16,-16,-39,-2,-31,-38,9,-46,-46,-29,-15,-26
神岡區,-70,-23,-46,-47,-62,-15,-49,-85,-48,-26,-61,-95
潭子區,-5,6,-57,2,-24,-71,13,-15,-27,8,82,25
大雅區,13,9,19,-49,54,-7,-20,-30,-143,-81,-99,-27
新社區,-8,-26,-21,-23,-3,-11,-31,-18,-35,-42,-36,-14
石岡區,-24,-4,-12,-18,-27,-10,-2,-25,0,-21,-3,-30
外埔區,-23,-3,-44,-23,-29,0,-1,-27,-95,-45,-42,-13
大安區,-30,-32,-11,-18,-6,-14,-27,-29,-23,-48,-36,-37
烏日區,120,44,121,68,0,-2,66,-1,51,33,124,122
大肚區,-27,8,-53,-45,1,14,82,-57,-43,-16,-25,-50
龍井區,29,6,27,24,-47,-23,-46,8,-90,-13,-13,-23
霧峰區,4,-23,-64,-35,8,-43,-88,-16,-90,22,-25,-44
太平區,106,36,72,19,-49,86,140,80,-54,20,-93,25
大里區,-87,7,-61,-35,-191,-67,-30,-193,-149,-99,-70,-69
和平區,13,18,-6,-15,17,1,20,-5,14,25,22,-24
總計,736,680,-119,-365,-811,-433,-724,-955,"-1,875","-1,076","-1,196","-1,017"
