區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中區,-50,-66,-78,-2,17,12,-9,8,32,74,41,103
東區,-55,-37,-118,-164,68,-8,31,89,85,61,127,129
南區,-248,-131,-180,-127,-298,-140,49,153,19,96,108,193
西區,-315,-119,-219,-72,-125,-54,-55,-55,-85,190,322,404
北區,-212,-222,-481,-589,-60,63,81,42,-15,127,222,356
西屯區,-119,-77,-249,-846,-240,159,169,321,269,255,394,749
南屯區,-61,-249,-366,-416,-2,87,245,238,298,258,327,530
北屯區,247,-15,-26,-292,-296,417,744,894,841,513,776,"1,009"
豐原區,-119,-161,-289,-389,-292,-83,43,-30,25,134,128,230
東勢區,-40,-49,-106,-58,1,-5,7,6,-4,35,13,30
大甲區,-51,-45,-95,-249,10,-51,-37,-25,-112,-2,7,91
清水區,88,63,-48,-76,65,144,178,130,89,81,62,63
沙鹿區,84,82,-18,-84,50,107,134,23,48,163,140,156
梧棲區,-18,14,-35,-48,49,13,30,66,27,55,63,91
后里區,-31,-19,-89,-84,12,5,5,26,-30,19,37,33
神岡區,-33,-79,-104,-166,6,12,-2,-9,-71,-4,15,26
潭子區,-57,-123,-211,-209,-61,0,11,-37,-50,44,56,31
大雅區,-99,-14,-196,-105,2,-53,55,-41,-24,66,18,76
新社區,-34,-40,-35,-25,-7,-5,-4,-26,16,12,-2,-17
石岡區,-29,-9,-66,4,-3,-19,-5,-33,-33,-4,14,-1
外埔區,1,-36,-85,-38,-27,-8,-19,-12,23,5,33,-36
大安區,-18,13,-32,-36,-57,-24,13,-5,-1,-6,10,-4
烏日區,126,44,-75,9,36,-3,65,30,96,132,182,196
大肚區,-56,-36,-112,-94,-1,15,12,17,-7,14,55,9
龍井區,-50,-134,-75,-173,35,-40,56,95,-24,28,47,90
霧峰區,-34,-64,-134,-104,-15,-2,-3,1,-43,29,24,33
太平區,19,9,-24,-411,-75,109,82,168,150,82,130,264
大里區,-123,-129,-267,-493,-76,2,138,17,-103,79,40,167
和平區,3,9,14,39,26,23,17,20,9,-27,5,-6
總計,"-1,284","-1,620","-3,799","-5,298","-1,258",673,"2,031","2,071","1,425","2,509","3,394","4,995"
