區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
中區,8,-20,-4,-3,-33,-5,-21,-53,-58,24,-83,1
東區,33,38,22,-15,17,-38,-43,28,24,-5,62,-24
南區,7,85,127,18,42,209,100,264,85,-36,62,58
西區,-7,35,-21,-1,-34,-75,-66,4,-87,-86,13,-55
北區,24,-39,-103,45,-9,-95,-71,-55,-12,17,-18,50
西屯區,147,190,230,137,241,265,272,367,71,122,47,63
南屯區,103,172,126,167,183,157,141,249,79,47,105,196
北屯區,247,205,567,295,294,258,329,644,379,326,288,307
豐原區,-16,34,45,-9,-25,39,-56,-35,-52,-4,-5,-53
東勢區,2,-17,-21,-11,10,-57,13,13,-19,21,1,-11
大甲區,-44,-26,24,-4,23,7,29,58,-36,-23,-29,10
清水區,-13,0,-38,15,6,-30,15,71,10,19,-14,-29
沙鹿區,117,63,63,145,139,149,139,96,149,39,102,10
梧棲區,16,-4,24,48,-1,55,55,-15,-37,5,23,19
后里區,-11,4,0,31,7,24,10,-6,16,46,-5,25
神岡區,-19,15,-20,12,-3,-21,43,46,22,9,-12,-37
潭子區,86,91,74,18,110,112,165,108,105,46,40,13
大雅區,43,39,99,75,19,104,39,79,77,-7,-17,50
新社區,5,-10,3,-25,-36,-1,-35,19,-35,2,-18,10
石岡區,-13,-19,-32,6,-27,-4,14,5,-19,-8,6,2
外埔區,-8,7,-52,-12,-12,9,31,3,23,25,-8,20
大安區,-22,3,-29,4,-16,-18,8,5,2,-7,8,-27
烏日區,7,43,37,63,78,118,113,36,28,87,68,6
大肚區,3,19,-74,62,-22,8,51,6,8,22,40,-14
龍井區,-34,-35,-49,0,-11,18,4,73,28,51,-3,64
霧峰區,-6,4,-15,44,-21,13,16,-27,-5,25,13,15
太平區,203,117,199,112,143,120,232,174,98,36,89,44
大里區,88,50,58,117,74,131,73,111,136,64,47,72
和平區,-11,-8,-9,-21,-20,-24,3,4,7,-3,-5,10
總計,935,"1,036","1,231","1,313","1,116","1,428","1,603","2,272",987,854,797,795
