區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
彰化市,-188,-143,-122,-203,-206,-40,-178,-241,-215,-147,-198,-60
鹿港鎮,20,-33,-53,-54,-21,-46,-13,-30,-20,-4,-46,0
和美鎮,-9,-60,-37,-13,-32,-94,-63,-51,-58,-16,-63,-77
北斗鎮,12,17,13,19,-50,-8,2,-12,18,2,-26,-2
員林鎮,-28,-36,-64,-62,-135,-121,-101,-93,-85,-14,-8,26
溪湖鎮,18,16,-18,11,-48,-2,-15,-33,-25,-25,12,-8
田中鎮,-11,-31,13,-11,-45,6,10,-46,-67,-24,-5,10
二林鎮,-26,-29,-22,-35,-45,-28,-56,-58,-80,-14,-19,-71
線西鄉,-9,-21,4,-23,-24,-8,27,-4,-25,4,9,-4
芬園鄉,-31,-21,1,-36,-16,-29,16,-5,-12,-2,-23,3
伸港鄉,-8,-7,0,-3,-2,23,12,13,8,19,-7,2
福興鄉,-16,-27,-42,-45,8,-19,-31,-40,-5,-4,2,-42
秀水鄉,-22,31,-30,-17,-9,-37,-30,-3,27,-25,-33,-6
花壇鄉,-14,-12,-36,-22,-44,-12,-39,-21,-34,-16,-28,-52
大村鄉,-2,8,-32,38,18,-14,0,-12,-7,-17,21,-10
埔鹽鄉,-24,-65,-10,-7,22,-28,-4,-4,-9,-12,-33,-21
埔心鄉,2,-32,-8,0,3,53,31,0,8,-10,-27,-47
永靖鄉,-21,-24,-6,-38,-49,-17,-51,-53,-53,-36,-20,-51
社頭鄉,-21,-21,-34,12,-9,-1,-10,-49,-35,-18,-37,-40
二水鄉,-8,-15,-10,-14,-8,-5,-7,1,1,3,-13,-22
田尾鄉,-7,7,-36,7,9,-12,0,10,5,4,-20,-33
埤頭鄉,-47,11,-5,-23,-19,-22,8,-26,4,-5,-14,-17
芳苑鄉,-31,-19,-34,14,-46,-15,-15,-15,-19,-12,15,-22
大城鄉,-9,-19,-46,-5,-16,-21,-33,-16,-10,-18,-20,2
竹塘鄉,0,-38,-14,-10,0,-15,-10,6,-19,-1,-26,6
溪州鄉,-11,-23,-24,-53,-30,-20,-14,-43,-20,2,-24,0
總計,-491,-586,-652,-573,-794,-532,-564,-825,-727,-386,-631,-536
