區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
彰化市,241,-29,-39,-16,-12,20,200,-200,-194,-45,-29,-93
鹿港鎮,52,-47,-111,-38,-40,-122,-43,-92,-93,-22,-33,-30
和美鎮,78,-66,-6,-31,-81,-14,2,-39,-136,-61,-84,-56
北斗鎮,33,5,28,-21,2,12,41,8,-23,-5,-23,-11
員林鎮,150,127,125,35,-31,35,67,-29,86,-20,15,26
溪湖鎮,50,11,-49,-4,-37,3,0,-4,-31,-10,-20,9
田中鎮,34,-15,-47,-5,-30,-4,-12,-54,-38,-17,4,-6
二林鎮,17,-16,-22,-23,-23,5,-26,-26,-14,-58,-28,-28
線西鄉,5,-21,2,-15,4,-13,5,-20,-13,-17,10,-2
芬園鄉,-21,-24,-30,-21,-13,5,-1,-17,-20,-21,-4,-13
伸港鄉,54,29,25,1,71,44,35,74,67,26,-1,5
福興鄉,-8,-32,12,11,-20,-14,45,-55,-62,-13,-51,-23
秀水鄉,-13,-36,-21,-10,-8,-35,38,15,-20,-9,0,-3
花壇鄉,30,-28,-17,-11,-36,-27,-35,-40,-84,-33,-16,13
大村鄉,72,-86,-103,-13,15,-15,-2,-1,-21,-68,-44,-48
埔鹽鄉,47,-34,-22,-12,-33,-10,-17,-16,-16,-13,-1,-46
埔心鄉,17,24,-19,-28,-6,-13,-9,-20,-7,-9,-47,-3
永靖鄉,-17,-41,1,0,-32,9,22,-27,-20,-23,-9,-5
社頭鄉,20,-11,-14,-9,-17,6,13,-5,-23,-8,-13,-29
二水鄉,6,-29,-28,-20,-24,3,-1,-9,-18,-12,-18,-20
田尾鄉,2,-8,-11,8,5,-21,-8,-8,-20,-8,-17,5
埤頭鄉,23,-11,-63,-8,-28,-40,-2,-6,-27,-24,0,-32
芳苑鄉,-17,-12,-20,-6,-29,-39,2,-11,-31,-22,-31,-32
大城鄉,-24,-57,-39,-24,-36,-13,-21,-20,-16,-15,-20,-13
竹塘鄉,1,-22,27,-1,13,4,-1,-11,-10,20,-13,23
溪州鄉,-13,-20,-29,-11,-15,-21,10,-7,-26,-25,-23,-22
總計,819,-449,-470,-272,-441,-255,302,-620,-810,-512,-496,-434
