區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
彰化市,-261,-172,-297,-292,-230,-193,-261,-341,-381,-293,-216,-244
鹿港鎮,-14,-57,-96,-109,-22,-76,-65,-74,-98,-44,-79,-87
和美鎮,-35,-54,-52,-54,-80,-42,-36,-70,-91,-78,-51,-73
北斗鎮,-10,2,23,-46,-16,17,-14,-27,-11,-17,-45,-22
員林鎮,-246,-115,-111,-90,-134,-89,-128,-124,-253,-55,-143,-233
溪湖鎮,-36,-23,-59,-26,-43,-31,-11,-45,-66,-91,-33,-42
田中鎮,-18,-34,-45,-59,-40,-28,-55,-38,-50,-39,-36,-42
二林鎮,-26,-27,-83,-47,-49,-18,-18,-36,-94,-16,-76,-9
線西鄉,-16,-14,-21,-34,5,-23,-10,-25,-24,-21,-19,2
芬園鄉,-34,-13,-44,-52,-32,-24,-9,-11,-11,-22,-22,-34
伸港鄉,-25,9,-15,14,17,11,-5,-1,-9,-34,11,1
福興鄉,-59,-64,-52,-65,-31,4,-17,-57,-36,-26,-22,-56
秀水鄉,-9,-1,-29,-25,-5,-23,-17,-49,-49,-49,-44,-58
花壇鄉,-35,-43,-67,-34,-23,-20,-46,-31,-60,-38,-57,-69
大村鄉,252,114,62,26,16,49,52,86,117,60,35,373
埔鹽鄉,-37,-4,-25,-21,1,-9,12,-27,-5,-38,-24,-65
埔心鄉,-27,-35,-61,-14,-19,-22,1,-31,-50,-66,-5,-25
永靖鄉,17,-27,-59,-12,-50,-21,-41,-31,-37,-28,-54,-32
社頭鄉,-30,-65,-41,-24,-16,-6,-8,-49,-61,-45,-59,-26
二水鄉,-8,-26,-17,-19,-14,-3,-18,-20,-27,-9,-10,-2
田尾鄉,-6,-41,-25,-9,19,-14,-37,-27,-44,-16,-42,-16
埤頭鄉,-19,-13,-45,-27,-32,-12,-42,-3,-14,-37,-45,-30
芳苑鄉,-23,-41,-69,-4,-56,-12,-42,-54,-36,-24,-47,-50
大城鄉,-24,-2,-18,-31,-8,-5,-20,-29,-17,-14,-20,-31
竹塘鄉,-3,-19,-7,-7,-15,-20,-17,-37,-2,-1,-9,-20
溪州鄉,-17,-1,-34,-16,-27,-18,0,-33,-38,25,14,-1
總計,-749,-766,"-1,287","-1,077",-884,-628,-852,"-1,184","-1,447","-1,016","-1,098",-891
