區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
彰化市,-87,-207,-126,-146,-139,-167,-113,-178,-239,-285,-157,-56
鹿港鎮,-61,-63,-84,-39,-56,-67,-75,-79,-121,-81,-104,-96
和美鎮,-46,-25,-66,-72,-28,-10,-73,-26,-3,-28,-55,-78
北斗鎮,-24,-4,-15,-17,-9,46,-13,4,-13,-16,-7,-2
員林鎮,-41,-43,-10,-8,-56,-28,-46,3,60,-9,-31,19
溪湖鎮,-21,-58,-45,-19,-2,-34,-20,-62,-71,-50,-15,-36
田中鎮,-51,-30,-37,-32,-58,-5,-53,-40,-38,-20,-9,-47
二林鎮,-77,-29,-78,-25,-56,-66,-43,-57,-66,-16,-35,-6
線西鄉,-4,0,-25,-5,-4,19,7,-5,-11,-3,21,-9
芬園鄉,-29,-34,-44,4,-58,15,-21,-31,-23,-48,-31,-26
伸港鄉,-3,-36,-16,-15,-21,0,-21,12,5,-44,-16,-52
福興鄉,-45,-52,-39,-27,-62,-18,-45,-63,0,-23,17,-25
秀水鄉,-20,-33,-21,-8,-43,-68,-27,-4,-39,-70,-22,-30
花壇鄉,-58,15,-35,-63,-23,-48,-70,-60,-74,-47,-6,-38
大村鄉,-47,-48,-77,-56,-40,-37,-49,-33,-94,-68,-38,-39
埔鹽鄉,-16,-46,-31,-38,-62,-20,-17,-40,-41,-32,-25,-8
埔心鄉,-27,-18,-9,-32,-9,-7,-22,-26,-13,13,-32,0
永靖鄉,-24,2,-36,1,-40,-34,-31,-72,-52,-27,-51,-26
社頭鄉,-55,-10,-17,-30,-64,-39,-38,-47,-50,-72,-46,-32
二水鄉,-11,-5,-17,-12,-26,4,-15,-13,-20,-22,-7,1
田尾鄉,-13,-20,-29,-37,-19,-28,2,-23,-54,0,-21,-8
埤頭鄉,-3,-31,-45,-65,-29,-13,12,-41,-30,-16,-5,-34
芳苑鄉,-16,-34,-21,-18,-18,-33,-16,-8,-18,-24,-27,-40
大城鄉,-11,-18,-37,-19,-29,-4,-21,-16,-30,-23,-26,-33
竹塘鄉,-3,-13,-9,7,0,6,12,-2,-1,-7,-12,-14
溪州鄉,-48,-52,-36,-15,-16,-12,-14,-17,-33,-55,-22,-33
總計,-841,-892,"-1,005",-786,-967,-648,-810,-924,"-1,069","-1,073",-762,-748
