區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
馬公市,49,47,46,3,-16,-92,5,-18,472,33,12,13
湖西鄉,-4,9,-37,13,28,24,39,8,27,16,6,13
白沙鄉,0,-17,-5,-6,-12,-16,-10,-5,9,-6,-16,-5
西嶼鄉,1,0,-9,-12,5,1,-1,-18,-5,14,18,-2
望安鄉,1,-11,14,2,0,1,1,-7,-13,14,-2,-9
七美鄉,-3,5,4,2,-6,13,5,-5,-9,-4,-7,-12
總計,44,33,13,2,-1,-69,39,-45,481,67,11,-2
