區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
花蓮市,-48,29,71,-9,-18,-79,-64,-179,-135,-85,13,-45
鳳林鎮,-7,-3,-9,9,-12,0,2,-10,-14,-6,5,-14
玉里鎮,1,-3,-40,-13,-2,12,-33,-12,-31,-21,-7,-23
新城鄉,8,-40,-37,-29,1,-4,-5,41,13,8,12,-24
吉安鄉,62,59,-56,22,-97,-16,38,64,18,25,-91,80
壽豐鄉,-18,-9,1,19,10,20,13,-2,1,-1,-12,-18
光復鄉,-11,-6,-10,-4,1,-4,-3,15,-1,-9,-21,-11
豐濱鄉,-4,-2,-1,1,-7,1,-14,-1,3,-4,8,3
瑞穗鄉,2,-14,-6,-6,0,8,3,-9,10,11,3,1
富里鄉,-15,-5,-4,3,-4,-6,-7,5,8,10,10,-2
秀林鄉,7,-19,3,-3,3,-12,17,-21,37,31,32,-5
萬榮鄉,-21,-9,-6,-13,-5,-8,13,25,-9,4,-3,-2
卓溪鄉,21,-4,16,-15,-7,-9,-4,5,11,1,1,1
總計,-23,-26,-78,-38,-137,-97,-44,-79,-89,-36,-50,-59
