區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
花蓮市,10,-59,-21,-5,-71,24,-64,-87,-118,0,12,53
鳳林鎮,3,-2,-1,-25,12,8,-10,-4,5,0,-1,18
玉里鎮,4,-7,-7,-27,-21,-17,-7,-15,-23,-8,-17,-3
新城鄉,-33,18,2,-9,-1,-11,11,17,2,-8,-21,1
吉安鄉,22,43,93,63,-34,62,38,145,36,-19,17,0
壽豐鄉,19,14,-35,4,-16,13,2,-1,9,-18,-14,-14
光復鄉,-26,-2,-22,-23,-25,-15,-10,-29,2,4,2,-24
豐濱鄉,-34,-10,-22,-12,-20,-29,-15,-10,-16,-19,-17,-21
瑞穗鄉,-23,-25,-18,-38,-11,-18,-15,6,-11,25,-8,-19
富里鄉,-4,-12,13,1,-8,-5,-6,9,5,0,0,-14
秀林鄉,-3,-22,-5,-14,-3,-20,17,0,3,0,1,-16
萬榮鄉,-12,4,-22,-2,-11,-9,-3,-14,-9,-3,2,-10
卓溪鄉,-8,10,-10,-19,-2,-3,-3,1,-21,-11,-6,-5
總計,-85,-50,-55,-106,-211,-20,-65,18,-136,-57,-50,-54
