區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
花蓮市,-65,-32,-60,-67,-100,-88,-142,-114,-270,-168,-165,-127
鳳林鎮,6,-1,-20,11,1,-6,-13,-10,-7,-16,-9,-22
玉里鎮,-13,12,-23,-21,-12,-12,-32,-23,-34,-26,-37,-21
新城鄉,6,-13,-29,9,20,-12,7,7,111,30,45,49
吉安鄉,17,35,-2,-69,11,79,40,-63,-43,-71,-91,-74
壽豐鄉,-18,-13,-12,-17,20,-20,-13,4,-4,-22,13,-28
光復鄉,-20,3,1,2,10,-22,-4,-27,-8,-10,5,-14
豐濱鄉,-1,3,1,2,-15,1,5,-19,3,13,6,-4
瑞穗鄉,-8,-5,2,-8,-23,13,14,-6,-34,-13,-17,-22
富里鄉,-8,-3,7,-13,-5,-10,-11,-4,-12,1,-16,-11
秀林鄉,12,-7,0,19,-11,0,18,32,106,62,46,59
萬榮鄉,-25,-5,0,9,3,-10,-16,12,-5,-12,-9,-11
卓溪鄉,-18,6,-11,-6,0,3,-5,-10,-12,3,-2,2
總計,-135,-20,-146,-149,-101,-84,-152,-221,-209,-229,-231,-224
