區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
花蓮市,-68,-169,-32,-18,-106,-5,-29,-94,24,29,28,-8
鳳林鎮,-11,17,6,12,40,29,33,-3,-7,4,-11,-29
玉里鎮,-13,-6,2,15,13,23,-42,-7,-24,-5,-4,-29
新城鄉,-14,3,-4,-48,3,-5,17,29,11,-14,10,35
吉安鄉,15,51,-68,-51,-83,-89,-82,39,-50,-64,-1,-11
壽豐鄉,9,-1,-6,22,36,11,29,6,1,-17,-16,-25
光復鄉,-13,16,0,38,15,9,6,15,-10,13,-1,-39
豐濱鄉,0,7,57,92,140,118,67,0,-3,2,-14,-31
瑞穗鄉,12,11,-3,40,34,4,36,8,-18,-12,-12,-23
富里鄉,-15,11,-13,3,5,8,17,-8,-7,8,-10,-27
秀林鄉,-18,-1,-9,15,12,-5,6,-21,17,8,7,-21
萬榮鄉,3,20,17,11,14,13,2,-5,-5,-5,8,-19
卓溪鄉,-10,10,16,-3,19,5,0,4,0,0,-10,-5
總計,-123,-31,-37,128,142,116,60,-37,-71,-53,-26,-232
