區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
金城鎮,52,-29,-20,16,21,72,50,56,-41,8,1,43
金湖鎮,-11,2,-30,16,-28,62,100,71,-22,47,-8,37
金沙鎮,21,-49,9,8,-1,26,38,-8,32,17,10,20
金寧鄉,61,24,38,45,15,-160,4,51,726,99,61,69
烈嶼鄉,1,-7,10,-13,-2,0,21,21,15,8,20,6
烏坵鄉,-4,0,3,0,1,-6,0,0,2,-1,5,2
總計,120,-59,10,72,6,-6,213,191,712,178,89,177
