區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
金城鎮,44,-25,41,22,53,85,57,20,-35,26,25,36
金湖鎮,20,-21,-13,9,24,74,103,33,69,35,38,58
金沙鎮,7,18,25,-3,-10,33,20,21,21,31,25,13
金寧鄉,1,21,-1,34,-4,-236,14,52,691,58,47,37
烈嶼鄉,-4,-11,15,-4,-3,29,30,23,23,17,12,-2
烏坵鄉,4,-1,4,2,1,-1,1,-1,-1,2,1,0
總計,72,-19,71,60,61,-16,225,148,768,169,148,142
