鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,34.05,住,,,1130722,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,155.01,3,2,2,有,無,13840000,95021.0,坡道平面,25.67,1550000,,RPOOMLTKQHJGFID56CB,佳順大富,C1棟09F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,23.49,住,,,1130722,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,114.84,2,2,1,有,無,9730000,92296.0,坡道平面,25.67,1500000,,RPPOMLTKQHJGFID66CB,佳順大富,D1棟02F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,23.49,住,,,1130722,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,113.68,2,2,1,有,無,10220000,98912.0,坡道平面,24.51,1400000,,RPQOMLTKQHJGFID76CB,佳順大富,D1棟04F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.55,住,,,1130722,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.14,2,2,2,有,無,9980000,100199.0,坡道平面,24.51,1400000,,RPROMLTKQHJGFID86CB,佳順大富,D3棟05F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.55,住,,,1130722,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.14,2,2,2,有,無,11170000,114096.0,坡道平面,24.51,1400000,,RPSOMLTKQHJGFID96CB,佳順大富,D3棟07F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,31.26,住,,,1130722,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,144.27,3,2,2,有,無,13830000,103541.0,坡道平面,25.67,1550000,,RPTOMLTKQHJGFID07CB,佳順大富,D5棟01F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,33.3,住,,,1130722,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,152.11,3,2,2,有,無,13310000,93799.0,坡道平面,25.67,1450000,,RPUOMLTKQHJGFID17CB,佳順大富,E2棟02F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.55,住,,,1130722,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.14,2,2,2,有,無,10290000,103819.0,坡道平面,24.51,1400000,,RPVOMLTKQHJGFID27CB,佳順大富,E3棟03F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,32.72,住,,,1130722,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,149.9,3,2,2,有,無,13540000,96515.0,坡道平面,25.67,1550000,,RPWOMLTKQHJGFID37CB,佳順大富,E5棟02F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,32.72,住,,,1130722,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,149.9,3,2,2,有,無,13770000,98366.0,坡道平面,25.67,1550000,,RPXOMLTKQHJGFID47CB,佳順大富,E5棟04F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,23.49,住,,,1130722,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,114.84,2,2,1,有,無,10270000,98912.0,坡道平面,25.67,1450000,,RPOPMLTKQHJGFID66CB,佳順大富,E6棟05F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,22.66,住,,,1130729,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,110.44,2,2,1,有,無,10790000,109275.0,坡道平面,24.51,1400000,,RPPPMLTKQHJGFID76CB,佳順大富,A1棟01F號,,113_03
歸仁區,房地(土地+建物)+車位,臺南市歸仁區東園街,23.49,住,,,1130729,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,113.68,2,2,1,有,無,9660000,92632.0,坡道平面,24.51,1400000,,RPQPMLTKQHJGFID86CB,佳順大富,A1棟04F號,,113_03
