鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1130115,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.86,2,2,1,有,無,8500000,73984,坡道平面,28.19,1200000,,RPRNMLPLJHJGFAI08CB,佳昂?家易,A5棟3號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1130115,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.56,1,2,1,有,無,8610000,80408,坡道平面,29.27,1350000,,RPSNMLPLJHJGFAI18CB,佳昂?家易,B1棟11號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,17.24,商,,,1130115,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.9,2,2,1,有,無,8470000,78726,坡道平面,28.19,1250000,,RPTNMLPLJHJGFAI28CB,佳昂?家易,D6棟12號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康二路湖美三路路口,102.82,其他,,,1130122,土地2建物1車位0,全,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,,134.88,0,3,2,有,無,12600000,93416,,0.0,0,,RPUNMLPLJHJGFAI38CB,松町7,B棟17號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市世賢路二段196巷,159.47,住,,,1130129,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,150.89,4,1,5,有,無,13700000,90795,,0.0,0,,RPPNMLKMJHJGFAI47CB,境美二期,A1棟0號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130122,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.33,2,2,2,有,無,10760000,75193,坡道平面,30.52,1300000,,RPQNMLKMJHJGFAI57CB,佳昂?家易,C2棟3號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130122,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.33,2,2,2,有,無,11370000,79246,坡道平面,30.52,1400000,,RPRNMLKMJHJGFAI67CB,佳昂?家易,B3棟12號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130122,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2,2,2,有,無,11230000,78620,坡道平面,29.27,1250000,,RPSNMLKMJHJGFAI77CB,佳昂?家易,A3棟11號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,23.91,商,,,1130122,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.21,2,2,2,有,無,11330000,78620,坡道平面,29.27,1350000,,RPTNMLKMJHJGFAI87CB,佳昂?家易,A3棟5號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市西區環湖一街,97.3,其他,,,1130118,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,202.7,5,1,5,有,無,16360000,80710,,0.0,0,,RPPNMLLMJHJGFAI57CB,舒湖,A1棟0號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市荖藤宅,20.1,住,,,1130118,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.94,1,1,1,有,無,4280000,85703,,0.0,0,,RPQNMLLMJHJGFAI67CB,寓上愛,壹棟4FA8號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市湖美五街,98.62,住,,,1130111,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,202.36,3,2,4,有,無,15800000,78079,一樓平面,0.0,0,,RPRNMLLMJHJGFAI77CB,宬富市NO.10,B1棟1號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路798巷,29.74,住,,,1130127,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.75,3,1,2,有,無,10750000,76582,坡道平面,26.7,1250000,,RPSNMLLMJHJGFAI87CB,未來樹,L5棟3F號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市湖子內段湖美小段414地號,40.93,住,,,1130115,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.1,2,1,2,有,無,7500000,74925,,0.0,0,,RPTNMLLMJHJGFAI97CB,湖美上城,3B號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市健康二路湖美三路路口,106.24,其他,,,1130131,土地2建物1車位0,全,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,,131.9,0,3,2,有,無,12670000,96058,,0.0,0,,RPSNMLLJKHJGFAI67CB,松町7,B棟5號,,113_01
嘉義市,房地(土地+建物),嘉義市嘉義市東區興美二路,121.26,住,,,1130123,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,249.12,3,2,4,有,無,24600000,98748,,0.0,0,,RPPNMLPJKHJGFAI77CB,風尚麗園10期,A棟2號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市東區盧厝里2鄰,49.98,農,,,1130120,土地1建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.44,2,2,2,有,無,9500000,80432,一樓平面,20.49,1300000,,RPPNMLQJKHJGFAI87CB,百富寓見北歐,3FC3號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街,20.92,住,,,1130129,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.2,3,2,2,有,無,12000000,106949,坡道機械,19.01,750000,,RPRNMLQJKHJGFAI08CB,漢昇 築城,H棟H3號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1130129,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.89,2,2,1,有,無,8850000,76556,坡道平面,29.27,1300000,,RPSNMLQJKHJGFAI18CB,佳昂?家易,A1棟12號,,113_01
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市健康九路與湖美十路交叉口,18.35,商,,,1130129,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.94,2,2,1,有,無,8950000,78038,坡道平面,29.27,1250000,,RPTNMLQJKHJGFAI28CB,佳昂?家易,A5棟12號,,113_01
