鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
望安鄉,土地,水垵段1962地號,48.5,,鄉村區,乙種建築用地,1131218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120000,2474,,0.0,0,,RPSNMLSLKIIGFAX57EA,0.0,0.0,0.0,無,,113_01
七美鄉,土地,七美三段1957地號,412.89,,一般農業區,甲種建築用地,1130201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,4844,,0.0,0,,RPVNMLLJKHJGFAX86DA,0.0,0.0,0.0,無,,113_01
湖西鄉,土地,潭邊新段636地號,485.73,,鄉村區,乙種建築用地,1130205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,8235,,0.0,0,,RPQNMLQLKHJGFAX07DA,0.0,0.0,0.0,無,,113_01
湖西鄉,土地,成功南段732地號,152.18,,一般農業區,農牧用地,1130217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6050000,39756,,0.0,0,含未來房屋價金土地交易案件之價格含未來興建房屋成本；,RPRNMLQLKHJGFAX17DA,0.0,0.0,0.0,無,1.0,113_01
湖西鄉,土地,成功南段732地號,242.07,,一般農業區,農牧用地,1130215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,24786,,0.0,0,含未來房屋價金土地交易案件之價格含未來興建房屋成本；,SPRNMLQLKHJGFAX27DA,0.0,0.0,0.0,無,1.0,113_01
馬公市,土地,烏崁新段1254地號,50.75,,鄉村區,乙種建築用地,1130222,土地1建物0車位0,,,其他,,,,0.0,2,2,2,有,無,500000,9852,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLMLKHJGFAX76DA,0.0,0.0,0.0,無,3.0,113_01
湖西鄉,土地,湖西南段1405地號,330.02,,一般農業區,農牧用地,1130221,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,1818,,0.0,0,,RPQNMLLLKHJGFAX56DA,0.0,0.0,0.0,無,,113_01
湖西鄉,房地(土地+建物),澎湖縣湖西鄉葉９７號,258.55,,鄉村區,乙種建築用地,1130206,土地2建物1車位0,全,一層,透天厝,住家用,造,120000.0,76.4,2,1,3,有,無,1400000,18325,,0.0,0,,RPPNMLTLKHJGFAX27DA,73.09,3.31,0.0,無,,113_01
西嶼鄉,土地,大池段1241地號,265.0,,一般農業區,甲種建築用地,1130220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1650000,6226,,0.0,0,未登記建物；,RPSNMLLJLHJGFAX66DA,0.0,0.0,0.0,無,4.0,113_01
湖西鄉,土地,葉新段526地號,185.57,,鄉村區,乙種建築用地,1130104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,7544,,0.0,0,,RPUOMLMKJHJGFAX96DA,0.0,0.0,0.0,無,5.0,113_01
馬公市,土地,烏崁新段1544地號,316.31,,鄉村區,乙種建築用地,1130103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3660000,11571,,0.0,0,,RPSNMLLKJHJGFAX66EA,0.0,0.0,0.0,無,,113_01
馬公市,土地,四維段1202地號,75.59,,一般農業區,農牧用地,1130105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,370000,4895,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMKJHJGFAX96DA,0.0,0.0,0.0,無,,113_01
湖西鄉,土地,尖山中段1370地號,79.53,,一般農業區,農牧用地,1130110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,2515,,0.0,0,本案為買方買清案件。權利人為共有人之一。未登記建物為權利人所有。含土地增值稅或其他稅費；含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLOKJHJGFAX66DA,0.0,0.0,0.0,無,,113_01
馬公市,土地,光榮段115地號,80.01,都市：其他:墓地,,,1130104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,10624,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLOJJHJGFAX76DA,0.0,0.0,0.0,無,6.0,113_01
馬公市,土地,馬公段1242地號,13.0,商,,,1130103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3857620,296740,,0.0,0,政府機關標讓售；,RPRNMLQKJHJGFAX96DA,0.0,0.0,0.0,無,,113_01
馬公市,房地(土地+建物),澎湖縣馬公市西文澳９９之９號,138.96,農,,,1130102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1040409.0,262.55,6,2,5,有,無,16800000,63988,,0.0,0,,RPPNMLSKJHJGFAX96DA,251.19,11.36,0.0,無,7.0,113_01
西嶼鄉,土地,竹灣段1151地號,219.49,,一般農業區,農牧用地,1130103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,332000,1513,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQKJHJGFAX07EA,0.0,0.0,0.0,無,,113_01
馬公市,土地,西澳段794-2地號,39.38,住,,,1130102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2646730,67210,,0.0,0,政府機關標讓售；,RPTNMLRKJHJGFAX37EA,0.0,0.0,0.0,無,,113_01
