鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
西螺鎮,房地(土地+建物),雲林縣西螺鎮安定路,114.13,住,,,1130409,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,238.36,4,2,4,有,無,14500000,60832.0,,0.0,0,,RPQNMLMKMHJGFCP78CB,德鴻臻美12期,A2棟2號,,113_02
西螺鎮,房地(土地+建物),雲林縣西螺鎮福安街,117.45,住,,,1130315,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,180.97,4,2,5,有,無,14000000,77361.0,,0.0,0,,RPRNMLMKMHJGFCP88CB,首席大郡13,A棟A號,,113_02
西螺鎮,房地(土地+建物),雲林縣西螺鎮福安街,128.25,住,,,1130326,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,180.97,4,2,5,有,無,14000000,77361.0,,0.0,0,,RPSNMLMKMHJGFCP98CB,首席大郡13,C棟C號,,113_02
北港鎮,房地(土地+建物),雲林縣元長鄉中山路,114.52,住,,,1130324,土地2建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,,183.94,4,2,4,有,無,9500000,51647.0,,0.0,0,,RPPNMLMKMHJGFEP88CB,富御苑6,C棟1號,,113_02
斗南鎮,房地(土地+建物),雲林縣斗南鎮延平路二段,24.58,,特定農業區,甲種建築用地,1130412,土地3建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.06,1,1,1,有,無,6900000,85122.0,,0.0,0,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPPNMLNKMHJGFBP68CB,春不老,B棟5號,,113_02
斗南鎮,房地(土地+建物),雲林縣斗南鎮延平路二段,24.57,,特定農業區,甲種建築用地,1130411,土地3建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.86,1,1,1,有,無,6800000,84096.0,,0.0,0,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPQNMLNKMHJGFBP78CB,春不老,A棟3號,,113_02
斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮延平路二段,32.18,,特定農業區,甲種建築用地,1130411,土地3建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.83,3,1,2,有,無,8600000,71800.0,坡道平面,28.98,1000000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPRNMLNKMHJGFBP88CB,春不老,B棟3號,,113_02
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮虎興西八路,27.74,住,,,1130323,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.69,3,1,2,有,無,8960000,78489.0,坡道平面,34.0,900000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPPNMLNKMHJGFDP88CB,仰雲安縵,B棟5號,,113_02
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮虎興西八路,27.47,住,,,1130411,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.9,3,1,2,有,無,8200000,70658.0,坡道平面,34.0,1000000,,RPQNMLNKMHJGFDP98CB,仰雲安縵,B棟8號,,113_02
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮興南段47、47-1地號,118.73,,鄉村區,乙種建築用地,1130321,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,167.0,5,1,5,有,無,12500000,74850.0,,0.0,0,,RPPNMLOKMHJGFDP09DB,幸福興南,A棟10號,,113_02
