區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
太保市,43,81,43,-31,52,17,43,57,12,-11,6,40
朴子市,-11,-7,20,-10,-9,9,-50,-9,-1,16,-16,9
布袋鎮,-13,-19,-9,5,-3,-6,9,-20,-24,-24,-7,-33
大林鎮,-5,-4,5,-31,-39,-15,-12,7,16,11,-19,-16
民雄鄉,1,43,-45,9,-47,-24,-62,-19,14,41,26,24
溪口鄉,-22,-10,-13,36,21,14,1,-17,6,6,-32,-22
新港鄉,3,4,-1,5,-5,0,5,-15,1,-22,3,-32
六腳鄉,-10,-7,6,-6,12,4,14,-16,-22,-11,1,-55
東石鄉,-22,-24,-11,-2,1,-3,-13,-13,-21,10,-13,-22
義竹鄉,4,-19,-10,-10,16,1,2,-2,-11,1,-12,-24
鹿草鄉,-10,-6,-9,12,21,10,-22,-10,3,-11,-12,-32
水上鄉,-39,27,-31,-7,-20,-5,-21,-13,-1,-20,-13,-45
中埔鄉,22,-29,-56,-11,-64,2,0,9,-43,6,-17,-2
竹崎鄉,-17,1,-16,-32,-25,11,-37,-39,-25,-25,-17,-8
梅山鄉,-7,-6,-25,13,21,-11,3,-10,-35,-2,-5,5
番路鄉,-9,-17,-14,-7,5,12,5,2,-12,-7,-17,-15
大埔鄉,1,4,1,-9,1,6,13,6,-1,1,4,6
阿里山鄉,-14,-3,0,3,-8,9,2,2,6,5,-5,-2
總計,-105,9,-165,-73,-70,31,-120,-100,-138,-36,-145,-224
