區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
太保市,20,16,24,23,63,1,48,68,57,14,52,-15
朴子市,-18,25,30,-7,14,-31,-20,-29,-35,1,-36,-14
布袋鎮,-11,-37,-23,-33,-48,-23,-25,-8,-14,-12,-20,-7
大林鎮,-24,4,-7,4,5,-11,-1,-23,-19,-7,-9,-27
民雄鄉,35,20,65,0,3,10,19,-13,-33,2,0,-13
溪口鄉,-13,-5,-14,-14,13,-4,9,7,-15,2,-11,-25
新港鄉,-7,-21,-25,-8,-10,15,-10,-33,-35,-25,-33,-32
六腳鄉,-13,-11,-16,-10,-11,-19,-7,-31,-26,-5,10,-22
東石鄉,-9,-27,-46,-20,-16,-2,0,-2,-25,-33,-10,-15
義竹鄉,-3,-10,-24,-34,-22,0,-32,-41,0,-11,-20,-28
鹿草鄉,-6,-26,-34,-19,1,-4,-8,0,-2,-16,-14,-21
水上鄉,-21,-43,0,-49,-17,-26,44,62,24,-12,-53,15
中埔鄉,-7,4,-81,-32,-17,7,44,-11,-15,13,-13,-44
竹崎鄉,-21,-22,-30,-5,28,-20,-4,-5,-35,-5,-24,-35
梅山鄉,-7,-11,-10,-12,-15,-6,11,-18,-31,-17,22,-7
番路鄉,-9,-8,-22,7,-7,-14,-6,5,-11,2,-18,-2
大埔鄉,-5,-7,1,-14,3,2,4,-5,-9,5,7,0
阿里山鄉,-5,-3,-2,-10,-5,-7,2,2,5,0,-4,-9
總計,-124,-162,-214,-233,-38,-132,68,-75,-219,-104,-174,-301
