區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
太保市,49,15,47,24,40,18,48,38,93,63,8,12
朴子市,19,30,42,19,4,12,28,-24,-18,5,-1,4
布袋鎮,-14,-46,-36,11,-2,-8,-6,-14,-8,-16,-17,-10
大林鎮,33,21,23,21,9,3,62,41,33,19,17,37
民雄鄉,64,74,47,55,44,80,14,-18,39,55,-8,-68
溪口鄉,7,-15,2,3,-19,-9,4,0,-27,-3,-16,-1
新港鄉,31,9,27,-12,6,6,9,19,-46,-16,1,-2
六腳鄉,-18,-35,-32,-25,-16,-8,-1,-9,3,4,-8,18
東石鄉,-5,-39,-18,-35,-32,-15,5,-13,1,-10,15,-3
義竹鄉,10,-14,-22,-23,-8,4,-5,-2,-6,-14,-14,-2
鹿草鄉,-13,5,-19,-1,-11,-27,4,-7,-21,-14,-8,-8
水上鄉,49,19,32,22,-9,39,9,34,-7,5,5,-2
中埔鄉,10,-37,-55,-29,-24,-5,35,-10,-30,19,1,0
竹崎鄉,-11,-17,-25,-6,5,-29,6,-61,-41,-39,12,-29
梅山鄉,11,-8,-11,2,-3,-19,-5,-4,-10,-8,8,0
番路鄉,7,-5,6,-7,13,17,-17,1,14,4,-4,-1
大埔鄉,0,-8,0,5,-3,0,6,-9,-7,5,1,3
阿里山鄉,-8,-8,-1,-3,7,0,-9,-5,-4,3,0,-10
總計,221,-59,7,21,1,59,187,-43,-42,62,-8,-62
